                   Degree                 Q1[m3/s]                 Q2[m3/s]                Q3c[m3/s]                Q3s[m3/s]                 Q4[m3/s]                Q5a[m3/s]                Q5b[m3/s]                Q6c[m3/s]                Q6s[m3/s]                 Q7[m3/s]                 Q8[m3/s]                Q9a[m3/s]                Q9b[m3/s]
                   0.0000             8.064391E-07             9.071621E-08             8.064748E-07             1.319628E-15             1.738540E-08             1.035171E-07             8.366611E-07            -3.569255E-11            -5.467245E-20             7.157229E-07            -6.849133E-08            -1.500482E-07             4.971834E-07
                   0.1800             8.066281E-07             9.082457E-08             8.062732E-07             3.905340E-10             1.737124E-08             1.034507E-07             8.366611E-07            -3.560467E-11            -2.307331E-14             7.158036E-07            -6.850850E-08            -1.501117E-07             4.971834E-07
                   0.3600             8.068229E-07             9.093993E-08             8.060802E-07             7.782870E-10             1.735997E-08             1.033827E-07             8.366611E-07            -3.551506E-11            -4.625004E-14             7.158829E-07            -6.853378E-08            -1.501658E-07             4.971834E-07
                   0.5400             8.070050E-07             9.104779E-08             8.058761E-07             1.164346E-09             1.734940E-08             1.033190E-07             8.366611E-07            -3.542970E-11            -6.947187E-14             7.159572E-07            -6.855737E-08            -1.502165E-07             4.971834E-07
                   0.7200             8.071747E-07             9.114826E-08             8.056612E-07             1.548900E-09             1.733954E-08             1.032597E-07             8.366611E-07            -3.534854E-11            -9.273340E-14             7.160264E-07            -6.857932E-08            -1.502638E-07             4.971834E-07
                   0.9000             8.073320E-07             9.124138E-08             8.054353E-07             1.932062E-09             1.733037E-08             1.032048E-07             8.366611E-07            -3.527157E-11            -1.160336E-13             7.160906E-07            -6.859961E-08            -1.503076E-07             4.971834E-07
                   1.0800             8.074770E-07             9.132716E-08             8.051983E-07             2.313971E-09             1.732189E-08             1.031541E-07             8.366611E-07            -3.519876E-11            -1.393701E-13             7.161498E-07            -6.861823E-08            -1.503482E-07             4.971834E-07
                   1.2600             8.076096E-07             9.140559E-08             8.049501E-07             2.694784E-09             1.731408E-08             1.031077E-07             8.366611E-07            -3.513012E-11            -1.627391E-13             7.162040E-07            -6.863516E-08            -1.503855E-07             4.971834E-07
                   1.4400             8.077300E-07             9.147671E-08             8.046906E-07             3.074667E-09             1.730694E-08             1.030657E-07             8.366611E-07            -3.506563E-11            -1.861366E-13             7.162533E-07            -6.865038E-08            -1.504196E-07             4.971834E-07
                   1.6200             8.078382E-07             9.154055E-08             8.044196E-07             3.453788E-09             1.730044E-08             1.030278E-07             8.366611E-07            -3.500527E-11            -2.095580E-13             7.162977E-07            -6.866391E-08            -1.504504E-07             4.971834E-07
