                   Degree          h_min[micron-m]               p_max[MPa]           Q_martin[cc/s]                    Eccen        Att.Angle[degree]
                   0.0000             1.824999E+01             3.550296E-02             1.101402E-01             5.000003E-01             5.000819E-01
                   0.1800             1.825576E+01             3.826682E-02             1.096311E-01             4.998422E-01             3.085021E-01
                   0.3600             1.825547E+01             3.925705E-02             1.113280E-01             4.998502E-01             5.879511E-01
                   0.5400             1.825524E+01             4.002758E-02             1.141375E-01             4.998564E-01             8.402593E-01
                   0.7200             1.825506E+01             4.031713E-02             1.184125E-01             4.998614E-01             1.091837E+00
                   0.9000             1.825493E+01             3.996993E-02             1.244520E-01             4.998648E-01             1.350591E+00
                   1.0800             1.825488E+01             3.895387E-02             1.322762E-01             4.998662E-01             1.618136E+00
                   1.2600             1.825493E+01             3.733833E-02             1.414898E-01             4.998650E-01             1.894635E+00
                   1.4400             1.825508E+01             3.525107E-02             1.512285E-01             4.998608E-01             2.179998E+00
                   1.6200             1.825535E+01             3.286335E-02             1.602265E-01             4.998535E-01             2.474002E+00
                   1.8000             1.825571E+01             3.042455E-02             1.670269E-01             4.998437E-01             2.776484E+00
                   1.9800             1.825611E+01             2.855647E-02             1.702878E-01             4.998325E-01             3.087010E+00
                   2.1600             1.825652E+01             2.992751E-02             1.691397E-01             4.998213E-01             3.405413E+00
                   2.3400             1.825687E+01             3.280924E-02             1.634737E-01             4.998119E-01             3.731351E+00
                   2.5200             1.825710E+01             3.594974E-02             1.540887E-01             4.998054E-01             4.064631E+00
                   2.7000             1.825721E+01             3.892361E-02             1.426015E-01             4.998025E-01             4.405008E+00
                   2.8800             1.825718E+01             4.133514E-02             1.310671E-01             4.998033E-01             4.752194E+00
                   3.0600             1.825705E+01             4.275885E-02             1.213614E-01             4.998068E-01             5.106020E+00
                   3.2400             1.825686E+01             4.289283E-02             1.145846E-01             4.998120E-01             5.466175E+00
                   3.4200             1.825664E+01             4.202708E-02             1.108154E-01             4.998179E-01             5.832324E+00
                   3.6000             1.825642E+01             4.136107E-02             1.094561E-01             4.998240E-01             6.203816E+00
                   3.7800             1.825621E+01             4.200436E-02             1.100437E-01             4.998298E-01             2.969548E-01
                   3.9600             1.825602E+01             4.349076E-02             1.129985E-01             4.998352E-01             6.777118E-01
                   4.1400             1.825586E+01             4.431036E-02             1.193877E-01             4.998396E-01             1.062561E+00
                   4.3200             1.825576E+01             4.358431E-02             1.298973E-01             4.998422E-01             1.451124E+00
                   4.5000             1.825577E+01             4.139097E-02             1.438130E-01             4.998420E-01             1.843024E+00
                   4.6800             1.825591E+01             3.821037E-02             1.586873E-01             4.998382E-01             2.237876E+00
                   4.8600             1.825617E+01             3.462223E-02             1.709876E-01             4.998311E-01             2.635283E+00
                   5.0400             1.825651E+01             3.155046E-02             1.773732E-01             4.998217E-01             3.034854E+00
                   5.2200             1.825686E+01             3.309642E-02             1.759573E-01             4.998121E-01             3.436188E+00
