                   Degree               Volume[m3]            Pressure[kPa]           Temperature[K]        Int. Energy[J/kg]           Density[kg/m3]           Enthalpy[J/kg]          Entropy[J/kg.K]  Dyn. Viscosity[N.s/m^2]       Spec. Heat[J/kg.K]     Therm. Cond[W/(m.K)]                 Mass[kg]    Valve Deflec. mid[mm]    Valve Deflec. tip[mm]
                   0.0000             5.000000E-08             1.009374E+02             3.036884E+02             3.428586E+05             1.158215E+00             4.300108E+05             3.900115E+03             1.866049E-05             1.006507E+03             2.712407E-02             5.791073E-08             0.000000E+00             0.000000E+00
                   0.1800             5.005066E-08             1.148636E+02             3.167646E+02             3.444162E+05             1.263507E+00             4.431477E+05             3.905376E+03             1.933772E-05             1.007283E+03             2.762250E-02             6.156384E-08             0.000000E+00             0.000000E+00
                   0.3600             5.009648E-08             1.149207E+02             3.193964E+02             3.462001E+05             1.253692E+00             4.457987E+05             3.913568E+03             1.946142E-05             1.007414E+03             2.781424E-02             6.112164E-08             0.000000E+00             0.000000E+00
                   0.5400             5.013763E-08             1.149178E+02             3.200728E+02             3.466688E+05             1.251005E+00             4.464801E+05             3.915707E+03             1.949314E-05             1.007449E+03             2.786343E-02             6.103754E-08             0.000000E+00             0.000000E+00
                   0.7200             5.017429E-08             1.149011E+02             3.202304E+02             3.467873E+05             1.250207E+00             4.466389E+05             3.916244E+03             1.950053E-05             1.007457E+03             2.787488E-02             6.104422E-08             0.000000E+00             0.000000E+00
                   0.9000             5.020665E-08             1.148828E+02             3.202541E+02             3.468145E+05             1.249914E+00             4.466628E+05             3.916365E+03             1.950164E-05             1.007458E+03             2.787660E-02             6.107123E-08             0.000000E+00             0.000000E+00
                   1.0800             5.023489E-08             1.148659E+02             3.202452E+02             3.468183E+05             1.249766E+00             4.466539E+05             3.916379E+03             1.950122E-05             1.007457E+03             2.787595E-02             6.110025E-08             0.000000E+00             0.000000E+00
                   1.2600             5.025918E-08             1.148513E+02             3.202300E+02             3.468164E+05             1.249666E+00             4.466386E+05             3.916368E+03             1.950050E-05             1.007456E+03             2.787484E-02             6.112664E-08             0.000000E+00             0.000000E+00
                   1.4400             5.027970E-08             1.148389E+02             3.202153E+02             3.468137E+05             1.249588E+00             4.466238E+05             3.916353E+03             1.949981E-05             1.007455E+03             2.787377E-02             6.114930E-08             0.000000E+00             0.000000E+00
                   1.6200             5.029663E-08             1.148287E+02             3.202028E+02             3.468112E+05             1.249526E+00             4.466113E+05             3.916339E+03             1.949923E-05             1.007454E+03             2.787286E-02             6.116811E-08             0.000000E+00             0.000000E+00
                   1.8000             5.031015E-08             1.148207E+02             3.201929E+02             3.468092E+05             1.249478E+00             4.466013E+05             3.916328E+03             1.949876E-05             1.007454E+03             2.787213E-02             6.118317E-08             0.000000E+00             0.000000E+00
                   1.9800             5.032045E-08             1.148147E+02             3.201855E+02             3.468079E+05             1.249441E+00             4.465939E+05             3.916320E+03             1.949841E-05             1.007453E+03             2.787160E-02             6.119466E-08             0.000000E+00             0.000000E+00
                   2.1600             5.032769E-08             1.148105E+02             3.201806E+02             3.468071E+05             1.249415E+00             4.465889E+05             3.916314E+03             1.949818E-05             1.007453E+03             2.787123E-02             6.120277E-08             0.000000E+00             0.000000E+00
                   2.3400             5.033207E-08             1.148082E+02             3.201779E+02             3.468069E+05             1.249400E+00             4.465862E+05             3.916312E+03             1.949805E-05             1.007453E+03             2.787104E-02             6.120769E-08             0.000000E+00             0.000000E+00
                   2.5200             5.033375E-08             1.148075E+02             3.201774E+02             3.468072E+05             1.249395E+00             4.465857E+05             3.916312E+03             1.949803E-05             1.007453E+03             2.787100E-02             6.120963E-08             0.000000E+00             0.000000E+00
                   2.7000             5.033292E-08             1.148083E+02             3.201789E+02             3.468080E+05             1.249398E+00             4.465872E+05             3.916315E+03             1.949810E-05             1.007453E+03             2.787111E-02             6.120877E-08             0.000000E+00             0.000000E+00
                   2.8800             5.032977E-08             1.148106E+02             3.201822E+02             3.468093E+05             1.249410E+00             4.465906E+05             3.916319E+03             1.949826E-05             1.007453E+03             2.787135E-02             6.120532E-08             0.000000E+00             0.000000E+00
                   3.0600             5.032446E-08             1.148143E+02             3.201873E+02             3.468110E+05             1.249430E+00             4.465957E+05             3.916326E+03             1.949850E-05             1.007453E+03             2.787172E-02             6.119948E-08             0.000000E+00             0.000000E+00
                   3.2400             5.031718E-08             1.148191E+02             3.201940E+02             3.468132E+05             1.249456E+00             4.466024E+05             3.916335E+03             1.949881E-05             1.007454E+03             2.787221E-02             6.119143E-08             0.000000E+00             0.000000E+00
                   3.4200             5.030811E-08             1.148250E+02             3.202021E+02             3.468156E+05             1.249489E+00             4.466106E+05             3.916346E+03             1.949919E-05             1.007454E+03             2.787281E-02             6.118140E-08             0.000000E+00             0.000000E+00
                   3.6000             5.029743E-08             1.148320E+02             3.202116E+02             3.468185E+05             1.249527E+00             4.466201E+05             3.916358E+03             1.949964E-05             1.007455E+03             2.787350E-02             6.116956E-08             0.000000E+00             0.000000E+00
                   3.7800             5.028532E-08             1.148398E+02             3.202223E+02             3.468216E+05             1.249571E+00             4.466309E+05             3.916372E+03             1.950014E-05             1.007455E+03             2.787427E-02             6.115611E-08             0.000000E+00             0.000000E+00
                   3.9600             5.027195E-08             1.148484E+02             3.202340E+02             3.468250E+05             1.249619E+00             4.466426E+05             3.916388E+03             1.950069E-05             1.007456E+03             2.787513E-02             6.114127E-08             0.000000E+00             0.000000E+00
                   4.1400             5.025752E-08             1.148577E+02             3.202466E+02             3.468287E+05             1.249670E+00             4.466553E+05             3.916404E+03             1.950128E-05             1.007457E+03             2.787605E-02             6.112522E-08             0.000000E+00             0.000000E+00
                   4.3200             5.024219E-08             1.148675E+02             3.202600E+02             3.468325E+05             1.249724E+00             4.466688E+05             3.916422E+03             1.950191E-05             1.007458E+03             2.787702E-02             6.110816E-08             0.000000E+00             0.000000E+00
                   4.5000             5.022615E-08             1.148778E+02             3.202740E+02             3.468365E+05             1.249781E+00             4.466829E+05             3.916440E+03             1.950257E-05             1.007458E+03             2.787805E-02             6.109030E-08             0.000000E+00             0.000000E+00
                   4.6800             5.020957E-08             1.148883E+02             3.202886E+02             3.468407E+05             1.249840E+00             4.466976E+05             3.916459E+03             1.950325E-05             1.007459E+03             2.787911E-02             6.107182E-08             0.000000E+00             0.000000E+00
                   4.8600             5.019265E-08             1.148992E+02             3.203035E+02             3.468450E+05             1.249899E+00             4.467125E+05             3.916479E+03             1.950395E-05             1.007460E+03             2.788019E-02             6.105294E-08             0.000000E+00             0.000000E+00
                   5.0400             5.017555E-08             1.149101E+02             3.203186E+02             3.468493E+05             1.249959E+00             4.467277E+05             3.916499E+03             1.950466E-05             1.007461E+03             2.788129E-02             6.103384E-08             0.000000E+00             0.000000E+00
                   5.2200             5.015845E-08             1.149210E+02             3.203337E+02             3.468537E+05             1.250018E+00             4.467430E+05             3.916520E+03             1.950537E-05             1.007462E+03             2.788240E-02             6.101472E-08             0.000000E+00             0.000000E+00
                   5.4000             5.014155E-08             1.149318E+02             3.203489E+02             3.468581E+05             1.250076E+00             4.467582E+05             3.916540E+03             1.950608E-05             1.007463E+03             2.788350E-02             6.099579E-08             0.000000E+00             0.000000E+00
                   5.5800             5.012501E-08             1.149423E+02             3.203638E+02             3.468625E+05             1.250133E+00             4.467732E+05             3.916561E+03             1.950678E-05             1.007464E+03             2.788459E-02             6.097723E-08             0.000000E+00             0.000000E+00
                   5.7600             5.010902E-08             1.149525E+02             3.203783E+02             3.468668E+05             1.250187E+00             4.467879E+05             3.916581E+03             1.950747E-05             1.007465E+03             2.788565E-02             6.095926E-08             0.000000E+00             0.000000E+00
                   5.9400             5.009376E-08             1.149623E+02             3.203924E+02             3.468711E+05             1.250238E+00             4.468020E+05             3.916601E+03             1.950813E-05             1.007466E+03             2.788668E-02             6.094206E-08             0.000000E+00             0.000000E+00
                   6.1200             5.007940E-08             1.149714E+02             3.204059E+02             3.468752E+05             1.250285E+00             4.468156E+05             3.916620E+03             1.950876E-05             1.007467E+03             2.788766E-02             6.092584E-08             0.000000E+00             0.000000E+00
                   6.3000             5.006612E-08             1.149799E+02             3.204185E+02             3.468791E+05             1.250327E+00             4.468283E+05             3.916639E+03             1.950935E-05             1.007467E+03             2.788858E-02             6.091079E-08             0.000000E+00             0.000000E+00
                   6.4800             5.005412E-08             1.149875E+02             3.204302E+02             3.468829E+05             1.250365E+00             4.468401E+05             3.916657E+03             1.950990E-05             1.007468E+03             2.788943E-02             6.089710E-08             0.000000E+00             0.000000E+00
                   6.6600             5.004355E-08             1.149943E+02             3.204409E+02             3.468864E+05             1.250396E+00             4.468508E+05             3.916673E+03             1.951040E-05             1.007469E+03             2.789021E-02             6.088499E-08             0.000000E+00             0.000000E+00
                   6.8400             5.003462E-08             1.149999E+02             3.204503E+02             3.468896E+05             1.250421E+00             4.468603E+05             3.916689E+03             1.951085E-05             1.007469E+03             2.789090E-02             6.087464E-08             0.000000E+00             0.000000E+00
                   7.0200             5.002748E-08             1.150044E+02             3.204584E+02             3.468926E+05             1.250438E+00             4.468684E+05             3.916703E+03             1.951123E-05             1.007470E+03             2.789148E-02             6.086626E-08             0.000000E+00             0.000000E+00
                   7.2000             5.002233E-08             1.150077E+02             3.204650E+02             3.468952E+05             1.250447E+00             4.468751E+05             3.916716E+03             1.951153E-05             1.007470E+03             2.789196E-02             6.086003E-08             0.000000E+00             0.000000E+00
                   7.3800             5.001935E-08             1.150095E+02             3.204699E+02             3.468974E+05             1.250448E+00             4.468800E+05             3.916726E+03             1.951177E-05             1.007470E+03             2.789232E-02             6.085617E-08             0.000000E+00             0.000000E+00
                   7.5600             5.001871E-08             1.150098E+02             3.204730E+02             3.468993E+05             1.250439E+00             4.468832E+05             3.916735E+03             1.951191E-05             1.007471E+03             2.789255E-02             6.085486E-08             0.000000E+00             0.000000E+00
                   7.7400             5.002059E-08             1.150085E+02             3.204742E+02             3.469007E+05             1.250420E+00             4.468844E+05             3.916742E+03             1.951197E-05             1.007471E+03             2.789263E-02             6.085630E-08             0.000000E+00             0.000000E+00
                   7.9200             5.002517E-08             1.150054E+02             3.204733E+02             3.469017E+05             1.250391E+00             4.468835E+05             3.916747E+03             1.951193E-05             1.007470E+03             2.789257E-02             6.086070E-08             0.000000E+00             0.000000E+00
