                   Degree               T_ocsc2[K]               T_ocsc3[K]               T_ocdc2[K]               T_ocdc3[K]               T_rosc2[K]               T_rosc3[K]               T_rodc2[K]               T_rodc3[K]             T_roller2[K]             T_roller3[K]
                   0.0000             3.247304E+02             3.246756E+02             3.247304E+02             3.246756E+02             3.273365E+02             3.267684E+02             3.273365E+02             3.267684E+02             3.280996E+02             3.274385E+02
                   0.1800             3.243315E+02             3.242712E+02             3.243390E+02             3.242786E+02             3.269480E+02             3.263726E+02             3.269584E+02             3.263823E+02             3.277179E+02             3.270491E+02
                   0.3600             3.239435E+02             3.238771E+02             3.239455E+02             3.238788E+02             3.265725E+02             3.259887E+02             3.265797E+02             3.259946E+02             3.273352E+02             3.266578E+02
                   0.5400             3.238073E+02             3.237406E+02             3.238051E+02             3.237381E+02             3.264354E+02             3.258515E+02             3.264401E+02             3.258546E+02             3.271954E+02             3.265176E+02
                   0.7200             3.237286E+02             3.236628E+02             3.237231E+02             3.236570E+02             3.263533E+02             3.257708E+02             3.263561E+02             3.257718E+02             3.271120E+02             3.264354E+02
                   0.9000             3.236678E+02             3.236032E+02             3.236593E+02             3.235943E+02             3.262886E+02             3.257080E+02             3.262897E+02             3.257071E+02             3.270463E+02             3.263713E+02
                   1.0800             3.236152E+02             3.235517E+02             3.236036E+02             3.235397E+02             3.262322E+02             3.256535E+02             3.262315E+02             3.256504E+02             3.269888E+02             3.263153E+02
                   1.2600             3.235682E+02             3.235056E+02             3.235533E+02             3.234906E+02             3.261817E+02             3.256046E+02             3.261789E+02             3.255994E+02             3.269369E+02             3.262648E+02
                   1.4400             3.235260E+02             3.234644E+02             3.235079E+02             3.234461E+02             3.261363E+02             3.255607E+02             3.261314E+02             3.255532E+02             3.268899E+02             3.262191E+02
                   1.6200             3.234885E+02             3.234277E+02             3.234670E+02             3.234061E+02             3.260958E+02             3.255216E+02             3.260886E+02             3.255116E+02             3.268477E+02             3.261781E+02
                   1.8000             3.234555E+02             3.233954E+02             3.234306E+02             3.233705E+02             3.260602E+02             3.254872E+02             3.260505E+02             3.254746E+02             3.268101E+02             3.261415E+02
                   1.9800             3.234269E+02             3.233674E+02             3.233987E+02             3.233392E+02             3.260292E+02             3.254573E+02             3.260171E+02             3.254421E+02             3.267771E+02             3.261094E+02
                   2.1600             3.234028E+02             3.233438E+02             3.233711E+02             3.233122E+02             3.260029E+02             3.254319E+02             3.259882E+02             3.254140E+02             3.267486E+02             3.260817E+02
                   2.3400             3.233830E+02             3.233244E+02             3.233478E+02             3.232895E+02             3.259812E+02             3.254110E+02             3.259639E+02             3.253904E+02             3.267246E+02             3.260584E+02
                   2.5200             3.233676E+02             3.233092E+02             3.233289E+02             3.232709E+02             3.259641E+02             3.253944E+02             3.259442E+02             3.253712E+02             3.267052E+02             3.260394E+02
                   2.7000             3.233563E+02             3.232982E+02             3.233143E+02             3.232566E+02             3.259514E+02             3.253822E+02             3.259289E+02             3.253563E+02             3.266901E+02             3.260247E+02
                   2.8800             3.233493E+02             3.232912E+02             3.233039E+02             3.232464E+02             3.259431E+02             3.253743E+02             3.259181E+02             3.253458E+02             3.266794E+02             3.260143E+02
                   3.0600             3.233464E+02             3.232883E+02             3.232976E+02             3.232402E+02             3.259392E+02             3.253706E+02             3.259116E+02             3.253394E+02             3.266730E+02             3.260081E+02
                   3.2400             3.233474E+02             3.232893E+02             3.232953E+02             3.232380E+02             3.259393E+02             3.253708E+02             3.259093E+02             3.253372E+02             3.266708E+02             3.260059E+02
                   3.4200             3.233518E+02             3.232936E+02             3.232966E+02             3.232392E+02             3.259431E+02             3.253746E+02             3.259106E+02             3.253385E+02             3.266721E+02             3.260072E+02
                   3.6000             3.233578E+02             3.232994E+02             3.232994E+02             3.232419E+02             3.259486E+02             3.253800E+02             3.259136E+02             3.253413E+02             3.266751E+02             3.260101E+02
                   3.7800             3.233638E+02             3.233052E+02             3.233021E+02             3.232445E+02             3.259540E+02             3.253854E+02             3.259166E+02             3.253442E+02             3.266781E+02             3.260129E+02
                   3.9600             3.233696E+02             3.233108E+02             3.233048E+02             3.232471E+02             3.259593E+02             3.253906E+02             3.259195E+02             3.253469E+02             3.266810E+02             3.260156E+02
                   4.1400             3.233753E+02             3.233164E+02             3.233073E+02             3.232495E+02             3.259646E+02             3.253958E+02             3.259223E+02             3.253496E+02             3.266837E+02             3.260183E+02
                   4.3200             3.233810E+02             3.233219E+02             3.233097E+02             3.232518E+02             3.259697E+02             3.254008E+02             3.259249E+02             3.253521E+02             3.266864E+02             3.260208E+02
                   4.5000             3.233866E+02             3.233273E+02             3.233121E+02             3.232541E+02             3.259748E+02             3.254058E+02             3.259275E+02             3.253546E+02             3.266890E+02             3.260233E+02
                   4.6800             3.233921E+02             3.233326E+02             3.233143E+02             3.232563E+02             3.259799E+02             3.254107E+02             3.259301E+02             3.253569E+02             3.266915E+02             3.260256E+02
                   4.8600             3.233975E+02             3.233379E+02             3.233166E+02             3.232584E+02             3.259848E+02             3.254156E+02             3.259325E+02             3.253593E+02             3.266940E+02             3.260280E+02
                   5.0400             3.234030E+02             3.233431E+02             3.233187E+02             3.232605E+02             3.259898E+02             3.254204E+02             3.259350E+02             3.253616E+02             3.266964E+02             3.260303E+02
                   5.2200             3.234083E+02             3.233483E+02             3.233209E+02             3.232625E+02             3.259947E+02             3.254252E+02             3.259374E+02             3.253638E+02             3.266988E+02             3.260325E+02
                   5.4000             3.234137E+02             3.233535E+02             3.233230E+02             3.232645E+02             3.259995E+02             3.254300E+02             3.259397E+02             3.253660E+02             3.267012E+02             3.260348E+02
                   5.5800             3.234190E+02             3.233586E+02             3.233251E+02             3.232665E+02             3.260044E+02             3.254348E+02             3.259421E+02             3.253683E+02             3.267036E+02             3.260370E+02
                   5.7600             3.234243E+02             3.233638E+02             3.233272E+02             3.232685E+02             3.260092E+02             3.254395E+02             3.259445E+02             3.253705E+02             3.267060E+02             3.260393E+02
                   5.9400             3.234297E+02             3.233689E+02             3.233294E+02             3.232706E+02             3.260141E+02             3.254442E+02             3.259469E+02             3.253727E+02             3.267084E+02             3.260416E+02
                   6.1200             3.234350E+02             3.233741E+02             3.233315E+02             3.232727E+02             3.260189E+02             3.254490E+02             3.259493E+02             3.253750E+02             3.267108E+02             3.260439E+02
                   6.3000             3.234403E+02             3.233793E+02             3.233337E+02             3.232748E+02             3.260237E+02             3.254537E+02             3.259517E+02             3.253773E+02             3.267133E+02             3.260462E+02
                   6.4800             3.234457E+02             3.233845E+02             3.233360E+02             3.232769E+02             3.260286E+02             3.254585E+02             3.259542E+02             3.253797E+02             3.267158E+02             3.260486E+02
                   6.6600             3.234511E+02             3.233897E+02             3.233383E+02             3.232791E+02             3.260334E+02             3.254633E+02             3.259568E+02             3.253821E+02             3.267184E+02             3.260511E+02
                   6.8400             3.234565E+02             3.233950E+02             3.233407E+02             3.232814E+02             3.260383E+02             3.254681E+02             3.259594E+02             3.253846E+02             3.267210E+02             3.260536E+02
                   7.0200             3.234620E+02             3.234003E+02             3.233431E+02             3.232838E+02             3.260432E+02             3.254729E+02             3.259620E+02             3.253871E+02             3.267237E+02             3.260562E+02
                   7.2000             3.234675E+02             3.234057E+02             3.233457E+02             3.232863E+02             3.260482E+02             3.254778E+02             3.259648E+02             3.253898E+02             3.267265E+02             3.260589E+02
                   7.3800             3.234731E+02             3.234111E+02             3.233483E+02             3.232889E+02             3.260532E+02             3.254828E+02             3.259676E+02             3.253925E+02             3.267294E+02             3.260617E+02
                   7.5600             3.234787E+02             3.234166E+02             3.233511E+02             3.232916E+02             3.260582E+02             3.254878E+02             3.259706E+02             3.253954E+02             3.267324E+02             3.260646E+02
                   7.7400             3.234844E+02             3.234222E+02             3.233540E+02             3.232944E+02             3.260633E+02             3.254928E+02             3.259736E+02             3.253983E+02             3.267355E+02             3.260676E+02
                   7.9200             3.234901E+02             3.234279E+02             3.233570E+02             3.232974E+02             3.260684E+02             3.254979E+02             3.259768E+02             3.254014E+02             3.267387E+02             3.260708E+02
