                   Degree                dmdtheta1                dedtheta1                dvdtheta1
                   0.0000            -5.333487E-09            -2.293686E-03             1.687538E-08
                   0.1800            -4.625614E-05            -2.028505E+01             1.530650E-08
                   0.3600            -4.617651E-05            -2.034327E+01             1.379477E-08
                   0.5400            -4.612111E-05            -2.035470E+01             1.234003E-08
                   0.7200            -4.607803E-05            -2.034905E+01             1.094235E-08
                   0.9000            -4.604250E-05            -2.033806E+01             9.601763E-09
                   1.0800            -4.601254E-05            -2.032622E+01             8.318251E-09
                   1.2600            -4.598726E-05            -2.031523E+01             7.091855E-09
                   1.4400            -4.596618E-05            -2.030568E+01             5.922565E-09
                   1.6200            -4.594900E-05            -2.029774E+01             4.810430E-09
                   1.8000            -4.593547E-05            -2.029142E+01             3.755436E-09
                   1.9800            -4.592537E-05            -2.028667E+01             2.757605E-09
                   2.1600            -4.591851E-05            -2.028342E+01             1.816955E-09
                   2.3400            -4.591467E-05            -2.028157E+01             9.334895E-10
                   2.5200            -4.591368E-05            -2.028104E+01             1.072292E-10
                   2.7000            -4.591532E-05            -2.028174E+01            -6.618297E-10
                   2.8800            -4.591942E-05            -2.028358E+01            -1.373678E-09
                   3.0600            -4.592577E-05            -2.028648E+01            -2.028297E-09
                   3.2400            -4.593418E-05            -2.029033E+01            -2.625690E-09
                   3.4200            -4.594447E-05            -2.029506E+01            -3.165846E-09
                   3.6000            -4.595644E-05            -2.030058E+01            -3.648757E-09
                   3.7800            -4.596991E-05            -2.030680E+01            -4.074428E-09
                   3.9600            -4.598467E-05            -2.031362E+01            -4.442850E-09
                   4.1400            -4.600055E-05            -2.032096E+01            -4.754022E-09
                   4.3200            -4.601734E-05            -2.032873E+01            -5.007941E-09
                   4.5000            -4.603486E-05            -2.033685E+01            -5.204611E-09
                   4.6800            -4.605292E-05            -2.034522E+01            -5.344028E-09
                   4.8600            -4.607131E-05            -2.035375E+01            -5.426196E-09
                   5.0400            -4.608985E-05            -2.036235E+01            -5.451112E-09
                   5.2200            -4.610834E-05            -2.037094E+01            -5.418788E-09
                   5.4000            -4.612659E-05            -2.037942E+01            -5.329219E-09
                   5.5800            -4.614440E-05            -2.038769E+01            -5.182413E-09
                   5.7600            -4.616158E-05            -2.039568E+01            -4.978380E-09
                   5.9400            -4.617792E-05            -2.040329E+01            -4.717123E-09
                   6.1200            -4.619324E-05            -2.041043E+01            -4.398649E-09
                   6.3000            -4.620733E-05            -2.041700E+01            -4.022966E-09
                   6.4800            -4.621999E-05            -2.042291E+01            -3.590085E-09
                   6.6600            -4.623103E-05            -2.042807E+01            -3.100015E-09
                   6.8400            -4.624025E-05            -2.043239E+01            -2.552768E-09
                   7.0200            -4.624744E-05            -2.043578E+01            -1.948358E-09
                   7.2000            -4.625242E-05            -2.043814E+01            -1.286794E-09
                   7.3800            -4.625498E-05            -2.043938E+01            -5.680897E-10
                   7.5600            -4.625493E-05            -2.043941E+01             2.077388E-10
                   7.7400            -4.625207E-05            -2.043814E+01             1.040674E-09
                   7.9200            -4.624620E-05            -2.043548E+01             1.930704E-09
                   8.1000            -4.623714E-05            -2.043134E+01             2.877808E-09
