                   Degree                T_ecc[Nm]         T_inertia_ro[Nm]         T_inertia_vh[Nm]              T_com_C[Nm]      T_total_no_loss[Nm]               T_loss[Nm]             T_bear_s[Nm]         T_inst_total[Nm]
                   0.0000             7.700094E-02             4.404215E-04             1.324779E-06             6.693063E-05             5.086769E-04             5.374679E-01             7.594625E-02             5.379766E-01
                   0.1800             7.934271E-02            -1.349884E-03            -4.060420E-06             2.373583E-04            -1.116587E-03             5.389264E-01             7.565703E-02             5.378098E-01
                   0.3600             7.947751E-02            -2.666554E-03            -8.020906E-06             5.747869E-04            -2.099788E-03             5.388293E-01             7.567013E-02             5.367295E-01
                   0.5400             7.961714E-02            -3.983288E-03            -1.198154E-05             9.115590E-04            -3.083710E-03             5.387475E-01             7.569216E-02             5.356638E-01
                   0.7200             7.976494E-02            -5.299948E-03            -1.594188E-05             1.247390E-03            -4.068500E-03             5.386834E-01             7.572242E-02             5.346149E-01
                   0.9000             7.992208E-02            -6.616180E-03            -1.990084E-05             1.582195E-03            -5.053885E-03             5.386374E-01             7.576024E-02             5.335835E-01
                   1.0800             8.008884E-02            -7.931901E-03            -2.385815E-05             1.915968E-03            -6.039791E-03             5.386083E-01             7.580426E-02             5.325685E-01
                   1.2600             8.026518E-02            -9.247297E-03            -2.781434E-05             2.248727E-03            -7.026384E-03             5.385940E-01             7.585241E-02             5.315676E-01
                   1.4400             8.045085E-02            -1.056212E-02            -3.176864E-05             2.580503E-03            -8.013383E-03             5.385917E-01             7.590205E-02             5.305783E-01
                   1.6200             8.064558E-02            -1.187632E-02            -3.572091E-05             2.911333E-03            -9.000713E-03             5.385980E-01             7.595009E-02             5.295973E-01
                   1.8000             8.084907E-02            -1.318978E-02            -3.967070E-05             3.241257E-03            -9.988192E-03             5.386093E-01             7.599318E-02             5.286211E-01
                   1.9800             8.106102E-02            -1.450254E-02            -4.361818E-05             3.570318E-03            -1.097584E-02             5.386220E-01             7.602796E-02             5.276462E-01
                   2.1600             8.128111E-02            -1.581442E-02            -4.756276E-05             3.898563E-03            -1.196343E-02             5.386328E-01             7.605144E-02             5.266694E-01
                   2.3400             8.150901E-02            -1.712542E-02            -5.150440E-05             4.226039E-03            -1.295089E-02             5.390050E-01             7.606126E-02             5.260541E-01
                   2.5200             8.174441E-02            -1.843542E-02            -5.544273E-05             4.552798E-03            -1.393806E-02             5.395007E-01             7.605596E-02             5.255627E-01
                   2.7000             8.198698E-02            -1.974433E-02            -5.937748E-05             4.878895E-03            -1.492481E-02             5.399873E-01             7.603525E-02             5.250625E-01
                   2.8800             8.223642E-02            -2.105212E-02            -6.330850E-05             5.204384E-03            -1.591104E-02             5.404651E-01             7.600008E-02             5.245541E-01
                   3.0600             8.249239E-02            -2.235866E-02            -6.723540E-05             5.529325E-03            -1.689657E-02             5.409360E-01             7.595266E-02             5.240394E-01
                   3.2400             8.275459E-02            -2.366391E-02            -7.115803E-05             5.853780E-03            -1.788129E-02             5.414029E-01             7.589636E-02             5.235216E-01
                   3.4200             8.302270E-02            -2.496780E-02            -7.507615E-05             6.177811E-03            -1.886507E-02             5.418698E-01             7.583548E-02             5.230047E-01
                   3.6000             8.329642E-02            -2.627024E-02            -7.898947E-05             6.501484E-03            -1.984775E-02             5.423409E-01             7.577483E-02             5.224931E-01
                   3.7800             8.357543E-02            -2.757115E-02            -8.289773E-05             6.824865E-03            -2.082918E-02             5.428208E-01             7.571941E-02             5.219916E-01
                   3.9600             8.385944E-02            -2.887047E-02            -8.680074E-05             7.148019E-03            -2.180925E-02             5.433139E-01             7.567389E-02             5.215047E-01
                   4.1400             8.414814E-02            -3.016811E-02            -9.069819E-05             7.471009E-03            -2.278780E-02             5.438237E-01             7.564222E-02             5.210359E-01
                   4.3200             8.444125E-02            -3.146401E-02            -9.458987E-05             7.793886E-03            -2.376471E-02             5.443527E-01             7.562725E-02             5.205880E-01
                   4.5000             8.473850E-02            -3.275808E-02            -9.847551E-05             8.116666E-03            -2.473989E-02             5.449021E-01             7.563045E-02             5.201622E-01
                   4.6800             8.503969E-02            -3.405025E-02            -1.023549E-04             8.439235E-03            -2.571337E-02             5.454719E-01             7.565171E-02             5.197585E-01
