                   Degree             gamma_1[rad]        dgammadt_1[rad/s]      dgammadtt_1[rad/s2]
                   0.0000             0.000000E+00            -1.596632E+01            -3.339946E+00
                   0.1800            -3.394677E-04            -1.596623E+01             1.023693E+01
                   0.3600            -6.789309E-04            -1.596591E+01             2.022231E+01
                   0.5400            -1.018385E-03            -1.596538E+01             3.020887E+01
                   0.7200            -1.357826E-03            -1.596464E+01             4.019589E+01
                   0.9000            -1.697248E-03            -1.596368E+01             5.018103E+01
                   1.0800            -2.036648E-03            -1.596251E+01             6.016399E+01
                   1.2600            -2.376021E-03            -1.596113E+01             7.014652E+01
                   1.4400            -2.715363E-03            -1.595954E+01             8.012708E+01
                   1.6200            -3.054668E-03            -1.595774E+01             9.010570E+01
                   1.8000            -3.393932E-03            -1.595572E+01             1.000817E+02
                   1.9800            -3.733152E-03            -1.595349E+01             1.100558E+02
                   2.1600            -4.072322E-03            -1.595105E+01             1.200270E+02
                   2.3400            -4.411437E-03            -1.594840E+01             1.299955E+02
                   2.5200            -4.750494E-03            -1.594553E+01             1.399609E+02
                   2.7000            -5.089488E-03            -1.594246E+01             1.499228E+02
                   2.8800            -5.428414E-03            -1.593917E+01             1.598812E+02
                   3.0600            -5.767269E-03            -1.593567E+01             1.698356E+02
                   3.2400            -6.106046E-03            -1.593196E+01             1.797860E+02
                   3.4200            -6.444742E-03            -1.592803E+01             1.897321E+02
                   3.6000            -6.783353E-03            -1.592390E+01             1.996737E+02
                   3.7800            -7.121873E-03            -1.591955E+01             2.096104E+02
                   3.9600            -7.460299E-03            -1.591500E+01             2.195422E+02
                   4.1400            -7.798626E-03            -1.591023E+01             2.294686E+02
                   4.3200            -8.136849E-03            -1.590525E+01             2.393896E+02
                   4.5000            -8.474964E-03            -1.590006E+01             2.493048E+02
                   4.6800            -8.812966E-03            -1.589466E+01             2.592140E+02
                   4.8600            -9.150851E-03            -1.588905E+01             2.691170E+02
                   5.0400            -9.488615E-03            -1.588323E+01             2.790136E+02
                   5.2200            -9.826253E-03            -1.587719E+01             2.889034E+02
                   5.4000            -1.016376E-02            -1.587095E+01             2.987864E+02
                   5.5800            -1.050113E-02            -1.586450E+01             3.086622E+02
                   5.7600            -1.083836E-02            -1.585784E+01             3.185307E+02
                   5.9400            -1.117545E-02            -1.585096E+01             3.283914E+02
                   6.1200            -1.151239E-02            -1.584388E+01             3.382444E+02
                   6.3000            -1.184918E-02            -1.583659E+01             3.480893E+02
                   6.4800            -1.218581E-02            -1.582909E+01             3.579258E+02
                   6.6600            -1.252228E-02            -1.582138E+01             3.677538E+02
                   6.8400            -1.285858E-02            -1.581346E+01             3.775730E+02
                   7.0200            -1.319472E-02            -1.580534E+01             3.873832E+02
                   7.2000            -1.353067E-02            -1.579700E+01             3.971841E+02
                   7.3800            -1.386645E-02            -1.578846E+01             4.069756E+02
                   7.5600            -1.420205E-02            -1.577971E+01             4.167573E+02
                   7.7400            -1.453745E-02            -1.577075E+01             4.265291E+02
                   7.9200            -1.487266E-02            -1.576158E+01             4.362908E+02
                   8.1000            -1.520768E-02            -1.575220E+01             4.460421E+02
                   8.2800            -1.554249E-02            -1.574262E+01             4.557827E+02
                   8.4600            -1.587710E-02            -1.573283E+01             4.655125E+02
                   8.6400            -1.621150E-02            -1.572284E+01             4.752313E+02
                   8.8200            -1.654568E-02            -1.571264E+01             4.849387E+02
                   9.0000            -1.687965E-02            -1.570223E+01             4.946346E+02
                   9.1800            -1.721339E-02            -1.569161E+01             5.043188E+02
                   9.3600            -1.754690E-02            -1.568079E+01             5.139910E+02
                   9.5400            -1.788018E-02            -1.566977E+01             5.236509E+02
                   9.7200            -1.821323E-02            -1.565854E+01             5.332985E+02
                   9.9000            -1.854603E-02            -1.564710E+01             5.429335E+02
                  10.0800            -1.887859E-02            -1.563546E+01             5.525555E+02
                  10.2600            -1.921089E-02            -1.562361E+01             5.621645E+02
                  10.4400            -1.954295E-02            -1.561156E+01             5.717602E+02
                  10.6200            -1.987474E-02            -1.559931E+01             5.813424E+02
                  10.8000            -2.020628E-02            -1.558685E+01             5.909108E+02
                  10.9800            -2.053754E-02            -1.557419E+01             6.004653E+02
                  11.1600            -2.086854E-02            -1.556133E+01             6.100055E+02
                  11.3400            -2.119926E-02            -1.554827E+01             6.195314E+02
                  11.5200            -2.152970E-02            -1.553500E+01             6.290427E+02
                  11.7000            -2.185985E-02            -1.552153E+01             6.385392E+02
                  11.8800            -2.218972E-02            -1.550785E+01             6.480206E+02
                  12.0600            -2.251929E-02            -1.549398E+01             6.574868E+02
                  12.2400            -2.284857E-02            -1.547991E+01             6.669375E+02
                  12.4200            -2.317754E-02            -1.546563E+01             6.763726E+02
                  12.6000            -2.350621E-02            -1.545115E+01             6.857918E+02
                  12.7800            -2.383457E-02            -1.543648E+01             6.951948E+02
                  12.9600            -2.416262E-02            -1.542160E+01             7.045816E+02
                  13.1400            -2.449034E-02            -1.540653E+01             7.139518E+02
                  13.3200            -2.481775E-02            -1.539125E+01             7.233054E+02
                  13.5000            -2.514482E-02            -1.537578E+01             7.326420E+02
                  13.6800            -2.547157E-02            -1.536011E+01             7.419615E+02
                  13.8600            -2.579798E-02            -1.534424E+01             7.512636E+02
                  14.0400            -2.612405E-02            -1.532817E+01             7.605482E+02
                  14.2200            -2.644978E-02            -1.531191E+01             7.698150E+02
                  14.4000            -2.677516E-02            -1.529545E+01             7.790639E+02
                  14.5800            -2.710019E-02            -1.527879E+01             7.882947E+02
