                             Degree                         Volume[m3]                    I.Pressure[kPa]                   I.Temperature[K]                         I.Mass[kg]
                             0.0000                       5.000000E-08                       1.009281E+02                       3.037310E+02                       5.789726E-08
                             0.1800                       5.005066E-08                       1.009281E+02                       3.037310E+02                       5.795592E-08
                             0.3600                       5.009648E-08                       1.009281E+02                       3.037310E+02                       5.800897E-08
                             0.5400                       5.013763E-08                       1.009281E+02                       3.037310E+02                       5.805662E-08
                             0.7200                       5.017429E-08                       1.009281E+02                       3.037310E+02                       5.809908E-08
                             0.9000                       5.020665E-08                       1.009281E+02                       3.037310E+02                       5.813655E-08
                             1.0800                       5.023489E-08                       1.009281E+02                       3.037310E+02                       5.816925E-08
                             1.2600                       5.025918E-08                       1.009281E+02                       3.037310E+02                       5.819737E-08
                             1.4400                       5.027970E-08                       1.009281E+02                       3.037310E+02                       5.822113E-08
                             1.6200                       5.029663E-08                       1.009281E+02                       3.037310E+02                       5.824074E-08
                             1.8000                       5.031015E-08                       1.009281E+02                       3.037310E+02                       5.825639E-08
                             1.9800                       5.032045E-08                       1.009281E+02                       3.037310E+02                       5.826831E-08
                             2.1600                       5.032769E-08                       1.009281E+02                       3.037310E+02                       5.827670E-08
                             2.3400                       5.033207E-08                       1.009281E+02                       3.037310E+02                       5.828177E-08
                             2.5200                       5.033375E-08                       1.009281E+02                       3.037310E+02                       5.828372E-08
                             2.7000                       5.033292E-08                       1.009281E+02                       3.037310E+02                       5.828276E-08
                             2.8800                       5.032977E-08                       1.009281E+02                       3.037310E+02                       5.827911E-08
                             3.0600                       5.032446E-08                       1.009281E+02                       3.037310E+02                       5.827296E-08
                             3.2400                       5.031718E-08                       1.009281E+02                       3.037310E+02                       5.826454E-08
                             3.4200                       5.030811E-08                       1.009281E+02                       3.037310E+02                       5.825403E-08
                             3.6000                       5.029743E-08                       1.009281E+02                       3.037310E+02                       5.824166E-08
                             3.7800                       5.028532E-08                       1.009281E+02                       3.037310E+02                       5.822764E-08
                             3.9600                       5.027195E-08                       1.009281E+02                       3.037310E+02                       5.821216E-08
                             4.1400                       5.025752E-08                       1.009281E+02                       3.037310E+02                       5.819545E-08
                             4.3200                       5.024219E-08                       1.009281E+02                       3.037310E+02                       5.817770E-08
                             4.5000                       5.022615E-08                       1.009281E+02                       3.037310E+02                       5.815912E-08
