                   Degree               T_ocsc2[K]               T_ocsc3[K]               T_ocdc2[K]               T_ocdc3[K]               T_rosc2[K]               T_rosc3[K]               T_rodc2[K]               T_rodc3[K]             T_roller2[K]             T_roller3[K]
                   0.0000             3.250553E+02             3.250434E+02             3.250553E+02             3.250434E+02             3.279162E+02             3.273400E+02             3.279162E+02             3.273400E+02             3.288408E+02             3.281517E+02
                   0.1800             3.251348E+02             3.251303E+02             3.251616E+02             3.251567E+02             3.279763E+02             3.274110E+02             3.280064E+02             3.274402E+02             3.289353E+02             3.282558E+02
                   0.3600             3.251089E+02             3.251083E+02             3.251472E+02             3.251450E+02             3.279420E+02             3.273814E+02             3.279857E+02             3.274233E+02             3.289163E+02             3.282404E+02
                   0.5400             3.250630E+02             3.250655E+02             3.251092E+02             3.251087E+02             3.278903E+02             3.273330E+02             3.279437E+02             3.273837E+02             3.288754E+02             3.282018E+02
                   0.7200             3.250067E+02             3.250118E+02             3.250593E+02             3.250600E+02             3.278295E+02             3.272747E+02             3.278910E+02             3.273327E+02             3.288234E+02             3.281515E+02
                   0.9000             3.249467E+02             3.249539E+02             3.250048E+02             3.250065E+02             3.277656E+02             3.272130E+02             3.278344E+02             3.272774E+02             3.287673E+02             3.280966E+02
                   1.0800             3.248867E+02             3.248958E+02             3.249497E+02             3.249521E+02             3.277023E+02             3.271516E+02             3.277775E+02             3.272216E+02             3.287109E+02             3.280412E+02
                   1.2600             3.248288E+02             3.248396E+02             3.248961E+02             3.248992E+02             3.276413E+02             3.270923E+02             3.277224E+02             3.271675E+02             3.286561E+02             3.279874E+02
                   1.4400             3.247740E+02             3.247864E+02             3.248451E+02             3.248487E+02             3.275837E+02             3.270362E+02             3.276701E+02             3.271159E+02             3.286041E+02             3.279361E+02
                   1.6200             3.247228E+02             3.247366E+02             3.247971E+02             3.248014E+02             3.275297E+02             3.269838E+02             3.276209E+02             3.270675E+02             3.285552E+02             3.278880E+02
                   1.8000             3.246754E+02             3.246905E+02             3.247525E+02             3.247572E+02             3.274797E+02             3.269352E+02             3.275752E+02             3.270225E+02             3.285097E+02             3.278432E+02
                   1.9800             3.246318E+02             3.246480E+02             3.247113E+02             3.247165E+02             3.274336E+02             3.268904E+02             3.275329E+02             3.269809E+02             3.284677E+02             3.278018E+02
                   2.1600             3.245919E+02             3.246093E+02             3.246736E+02             3.246792E+02             3.273913E+02             3.268494E+02             3.274942E+02             3.269428E+02             3.284292E+02             3.277639E+02
                   2.3400             3.245559E+02             3.245741E+02             3.246393E+02             3.246453E+02             3.273530E+02             3.268122E+02             3.274591E+02             3.269082E+02             3.283942E+02             3.277294E+02
                   2.5200             3.245234E+02             3.245426E+02             3.246084E+02             3.246147E+02             3.273184E+02             3.267787E+02             3.274274E+02             3.268770E+02             3.283626E+02             3.276983E+02
                   2.7000             3.244946E+02             3.245146E+02             3.245809E+02             3.245875E+02             3.272876E+02             3.267489E+02             3.273992E+02             3.268492E+02             3.283346E+02             3.276707E+02
                   2.8800             3.244694E+02             3.244900E+02             3.245568E+02             3.245637E+02             3.272604E+02             3.267226E+02             3.273744E+02             3.268248E+02             3.283099E+02             3.276464E+02
                   3.0600             3.244476E+02             3.244689E+02             3.245359E+02             3.245431E+02             3.272368E+02             3.266998E+02             3.273530E+02             3.268037E+02             3.282885E+02             3.276254E+02
                   3.2400             3.244292E+02             3.244511E+02             3.245184E+02             3.245257E+02             3.272167E+02             3.266805E+02             3.273349E+02             3.267860E+02             3.282705E+02             3.276076E+02
                   3.4200             3.244141E+02             3.244365E+02             3.245040E+02             3.245115E+02             3.272001E+02             3.266646E+02             3.273201E+02             3.267714E+02             3.282558E+02             3.275932E+02
                   3.6000             3.244024E+02             3.244252E+02             3.244928E+02             3.245005E+02             3.271868E+02             3.266520E+02             3.273086E+02             3.267601E+02             3.282442E+02             3.275818E+02
                   3.7800             3.243937E+02             3.244169E+02             3.244847E+02             3.244925E+02             3.271767E+02             3.266425E+02             3.273002E+02             3.267518E+02             3.282358E+02             3.275736E+02
                   3.9600             3.243881E+02             3.244116E+02             3.244796E+02             3.244874E+02             3.271698E+02             3.266361E+02             3.272948E+02             3.267466E+02             3.282304E+02             3.275683E+02
                   4.1400             3.243853E+02             3.244091E+02             3.244772E+02             3.244850E+02             3.271658E+02             3.266326E+02             3.272922E+02             3.267441E+02             3.282278E+02             3.275658E+02
                   4.3200             3.243847E+02             3.244088E+02             3.244770E+02             3.244849E+02             3.271641E+02             3.266313E+02             3.272920E+02             3.267439E+02             3.282275E+02             3.275655E+02
                   4.5000             3.243855E+02             3.244097E+02             3.244781E+02             3.244859E+02             3.271638E+02             3.266314E+02             3.272929E+02             3.267448E+02             3.282284E+02             3.275664E+02
                   4.6800             3.243865E+02             3.244110E+02             3.244793E+02             3.244872E+02             3.271638E+02             3.266317E+02             3.272941E+02             3.267460E+02             3.282295E+02             3.275676E+02
                   4.8600             3.243876E+02             3.244123E+02             3.244806E+02             3.244884E+02             3.271639E+02             3.266322E+02             3.272953E+02             3.267472E+02             3.282306E+02             3.275687E+02
                   5.0400             3.243888E+02             3.244136E+02             3.244818E+02             3.244897E+02             3.271641E+02             3.266328E+02             3.272964E+02             3.267484E+02             3.282317E+02             3.275699E+02
                   5.2200             3.243900E+02             3.244150E+02             3.244831E+02             3.244909E+02             3.271644E+02             3.266334E+02             3.272976E+02             3.267496E+02             3.282329E+02             3.275710E+02
                   5.4000             3.243913E+02             3.244164E+02             3.244843E+02             3.244922E+02             3.271648E+02             3.266340E+02             3.272988E+02             3.267508E+02             3.282339E+02             3.275721E+02
                   5.5800             3.243927E+02             3.244179E+02             3.244856E+02             3.244934E+02             3.271652E+02             3.266348E+02             3.272999E+02             3.267520E+02             3.282350E+02             3.275732E+02
                   5.7600             3.243940E+02             3.244194E+02             3.244867E+02             3.244946E+02             3.271656E+02             3.266355E+02             3.273010E+02             3.267531E+02             3.282361E+02             3.275743E+02
                   5.9400             3.243954E+02             3.244208E+02             3.244879E+02             3.244957E+02             3.271661E+02             3.266363E+02             3.273021E+02             3.267542E+02             3.282371E+02             3.275754E+02
                   6.1200             3.243968E+02             3.244223E+02             3.244890E+02             3.244969E+02             3.271667E+02             3.266371E+02             3.273032E+02             3.267553E+02             3.282381E+02             3.275764E+02
                   6.3000             3.243981E+02             3.244238E+02             3.244901E+02             3.244979E+02             3.271672E+02             3.266379E+02             3.273042E+02             3.267563E+02             3.282390E+02             3.275774E+02
                   6.4800             3.243995E+02             3.244252E+02             3.244912E+02             3.244990E+02             3.271678E+02             3.266387E+02             3.273051E+02             3.267573E+02             3.282399E+02             3.275783E+02
                   6.6600             3.244008E+02             3.244266E+02             3.244921E+02             3.245000E+02             3.271683E+02             3.266395E+02             3.273061E+02             3.267582E+02             3.282408E+02             3.275792E+02
