                   Degree                 Q1[m3/s]                 Q2[m3/s]                Q3c[m3/s]                Q3s[m3/s]                 Q4[m3/s]                Q5a[m3/s]                Q5b[m3/s]                Q6c[m3/s]                Q6s[m3/s]                 Q7[m3/s]                 Q8[m3/s]                Q9a[m3/s]                Q9b[m3/s]
                   0.0000             1.078826E-06             1.169233E-07             1.078877E-06             1.765387E-15             2.410141E-08             1.435060E-07             1.129561E-06            -5.176277E-11            -7.952647E-20             9.619023E-07            -9.109542E-08            -1.995684E-07             6.712385E-07
                   0.1800             1.079010E-06             1.170255E-07             1.078504E-06             5.580136E-10             2.408369E-08             1.434411E-07             1.129561E-06            -5.166845E-11            -3.099796E-14             9.619850E-07            -9.110364E-08            -1.996429E-07             6.712385E-07
                   0.3600             1.079222E-06             1.171502E-07             1.078160E-06             1.113435E-09             2.407106E-08             1.433673E-07             1.129561E-06            -5.156528E-11            -6.208293E-14             9.620715E-07            -9.113015E-08            -1.997029E-07             6.712385E-07
                   0.5400             1.079423E-06             1.172690E-07             1.077808E-06             1.666674E-09             2.405913E-08             1.432969E-07             1.129561E-06            -5.146546E-11            -9.323544E-14             9.621538E-07            -9.115562E-08            -1.997597E-07             6.712385E-07
                   0.7200             1.079614E-06             1.173821E-07             1.077448E-06             2.217972E-09             2.404789E-08             1.432301E-07             1.129561E-06            -5.136900E-11            -1.244458E-13             9.622320E-07            -9.118005E-08            -1.998134E-07             6.712385E-07
                   0.9000             1.079795E-06             1.174894E-07             1.077079E-06             2.767504E-09             2.403732E-08             1.431668E-07             1.129561E-06            -5.127589E-11            -1.557084E-13             9.623059E-07            -9.120340E-08            -1.998641E-07             6.712385E-07
                   1.0800             1.079967E-06             1.175908E-07             1.076702E-06             3.315422E-09             2.402742E-08             1.431069E-07             1.129561E-06            -5.118615E-11            -1.870187E-13             9.623757E-07            -9.122564E-08            -1.999116E-07             6.712385E-07
                   1.2600             1.080128E-06             1.176863E-07             1.076317E-06             3.861872E-09             2.401815E-08             1.430506E-07             1.129561E-06            -5.109980E-11            -2.183729E-13             9.624414E-07            -9.124671E-08            -1.999562E-07             6.712385E-07
                   1.4400             1.080279E-06             1.177759E-07             1.075923E-06             4.406999E-09             2.400952E-08             1.429978E-07             1.129561E-06            -5.101685E-11            -2.497669E-13             9.625029E-07            -9.126658E-08            -1.999978E-07             6.712385E-07
                   1.6200             1.080420E-06             1.178596E-07             1.075520E-06             4.950950E-09             2.400150E-08             1.429486E-07             1.129561E-06            -5.093732E-11            -2.811969E-13             9.625602E-07            -9.128519E-08            -2.000365E-07             6.712385E-07
