                   Degree              dlvdt[mm/s]            dlvdtt[mm/s2]
                   0.0000             0.000000E+00             1.431679E+05
                   0.1800             2.620516E+00             1.431669E+05
                   0.3600             5.240998E+00             1.431640E+05
                   0.5400             7.861409E+00             1.431592E+05
                   0.7200             1.048171E+01             1.431525E+05
                   0.9000             1.310188E+01             1.431439E+05
                   1.0800             1.572187E+01             1.431333E+05
                   1.2600             1.834165E+01             1.431208E+05
                   1.4400             2.096118E+01             1.431064E+05
                   1.6200             2.358043E+01             1.430901E+05
                   1.8000             2.619936E+01             1.430719E+05
                   1.9800             2.881795E+01             1.430517E+05
                   2.1600             3.143614E+01             1.430296E+05
                   2.3400             3.405392E+01             1.430056E+05
                   2.5200             3.667124E+01             1.429797E+05
                   2.7000             3.928807E+01             1.429519E+05
                   2.8800             4.190437E+01             1.429222E+05
                   3.0600             4.452010E+01             1.428905E+05
                   3.2400             4.713524E+01             1.428569E+05
                   3.4200             4.974975E+01             1.428215E+05
                   3.6000             5.236360E+01             1.427841E+05
                   3.7800             5.497674E+01             1.427448E+05
                   3.9600             5.758914E+01             1.427036E+05
                   4.1400             6.020077E+01             1.426604E+05
                   4.3200             6.281160E+01             1.426154E+05
                   4.5000             6.542158E+01             1.425685E+05
                   4.6800             6.803069E+01             1.425196E+05
                   4.8600             7.063888E+01             1.424689E+05
                   5.0400             7.324613E+01             1.424162E+05
                   5.2200             7.585240E+01             1.423617E+05
                   5.4000             7.845765E+01             1.423052E+05
                   5.5800             8.106185E+01             1.422469E+05
                   5.7600             8.366497E+01             1.421866E+05
                   5.9400             8.626697E+01             1.421245E+05
                   6.1200             8.886781E+01             1.420604E+05
                   6.3000             9.146746E+01             1.419945E+05
                   6.4800             9.406589E+01             1.419267E+05
                   6.6600             9.666306E+01             1.418570E+05
                   6.8400             9.925893E+01             1.417854E+05
                   7.0200             1.018535E+02             1.417119E+05
                   7.2000             1.044467E+02             1.416365E+05
                   7.3800             1.070385E+02             1.415593E+05
                   7.5600             1.096288E+02             1.414801E+05
                   7.7400             1.122177E+02             1.413991E+05
                   7.9200             1.148051E+02             1.413162E+05
                   8.1000             1.173910E+02             1.412315E+05
                   8.2800             1.199752E+02             1.411448E+05
                   8.4600             1.225579E+02             1.410563E+05
                   8.6400             1.251390E+02             1.409659E+05
                   8.8200             1.277184E+02             1.408737E+05
