                   Degree          P_inst_total[W]  P_inst_total_no_loss[W]              P_f_loss[W]            P_thr_loss[W]          P_inertia_ro[W]          P_inertia_vh[W]                 P_com[W]              P_bear_s[W]
                   0.0000             8.356202E+01             1.100973E-01             8.345192E+01             3.280184E+05             1.019953E-01             3.067996E-04             7.795229E-03             1.324839E+01
                   0.1800             8.337140E+01            -2.693982E-01             8.364080E+01             3.280184E+05            -3.126137E-01            -9.403345E-04             4.415590E-02             1.321325E+01
                   0.3600             8.310144E+01            -5.180678E-01             8.361951E+01             3.280184E+05            -6.175353E-01            -1.857526E-03             1.013250E-01             1.320799E+01
                   0.5400             8.283474E+01            -7.668536E-01             8.360160E+01             3.280184E+05            -9.224718E-01            -2.774751E-03             1.583930E-01             1.320366E+01
                   0.7200             8.257164E+01            -1.015739E+00             8.358738E+01             3.280184E+05            -1.227391E+00            -3.691909E-03             2.153439E-01             1.320046E+01
                   0.9000             8.231239E+01            -1.264648E+00             8.357704E+01             3.280184E+05            -1.532212E+00            -4.608747E-03             2.721723E-01             1.319853E+01
                   1.0800             8.205716E+01            -1.513561E+00             8.357072E+01             3.280184E+05            -1.836914E+00            -5.525203E-03             3.288782E-01             1.319802E+01
                   1.2600             8.180594E+01            -1.762518E+00             8.356846E+01             3.280184E+05            -2.141540E+00            -6.441399E-03             3.854637E-01             1.319901E+01
                   1.4400             8.155878E+01            -2.011458E+00             8.357024E+01             3.280184E+05            -2.446034E+00            -7.357157E-03             4.419328E-01             1.320154E+01
                   1.6200             8.131557E+01            -2.260368E+00             8.357594E+01             3.280184E+05            -2.750385E+00            -8.272445E-03             4.982897E-01             1.320552E+01
                   1.8000             8.112677E+01            -2.509209E+00             8.363598E+01             3.280183E+05            -3.054562E+00            -9.187160E-03             5.545397E-01             1.321083E+01
                   1.9800             8.098873E+01            -2.757992E+00             8.374673E+01             3.280183E+05            -3.358579E+00            -1.010134E-02             6.106882E-01             1.321725E+01
                   2.1600             8.085360E+01            -3.006666E+00             8.386027E+01             3.280183E+05            -3.662392E+00            -1.101485E-02             6.667410E-01             1.322447E+01
                   2.3400             8.072096E+01            -3.255223E+00             8.397619E+01             3.280183E+05            -3.966000E+00            -1.192767E-02             7.227044E-01             1.323218E+01
                   2.5200             8.059039E+01            -3.503631E+00             8.409402E+01             3.280183E+05            -4.269376E+00            -1.283973E-02             7.785848E-01             1.324000E+01
                   2.7000             8.046146E+01            -3.751863E+00             8.421332E+01             3.280183E+05            -4.572502E+00            -1.375097E-02             8.343891E-01             1.324756E+01
                   2.8800             8.033373E+01            -3.999903E+00             8.433363E+01             3.280183E+05            -4.875366E+00            -1.466133E-02             8.901244E-01             1.325449E+01
                   3.0600             8.020683E+01            -4.247715E+00             8.445455E+01             3.280183E+05            -5.177943E+00            -1.557075E-02             9.457981E-01             1.326049E+01
                   3.2400             8.008042E+01            -4.495281E+00             8.457571E+01             3.280183E+05            -5.480220E+00            -1.647917E-02             1.001418E+00             1.326527E+01
                   3.4200             7.995424E+01            -4.742577E+00             8.469682E+01             3.280183E+05            -5.782182E+00            -1.738655E-02             1.056991E+00             1.326862E+01
                   3.6000             7.982810E+01            -4.989575E+00             8.481767E+01             3.280183E+05            -6.083808E+00            -1.829282E-02             1.112526E+00             1.327041E+01
                   3.7800             7.970188E+01            -5.236249E+00             8.493813E+01             3.280183E+05            -6.385079E+00            -1.919792E-02             1.168029E+00             1.327059E+01
                   3.9600             7.957555E+01            -5.482579E+00             8.505813E+01             0.000000E+00            -6.685984E+00            -2.010180E-02             1.223507E+00             1.326917E+01
                   4.1400             7.944915E+01            -5.728541E+00             8.517770E+01             0.000000E+00            -6.986499E+00            -2.100439E-02             1.278962E+00             1.326624E+01
                   4.3200             7.932281E+01            -5.974126E+00             8.529694E+01             0.000000E+00            -7.286610E+00            -2.190565E-02             1.334390E+00             1.326196E+01
                   4.5000             7.919671E+01            -6.219340E+00             8.541605E+01             0.000000E+00            -7.586297E+00            -2.280550E-02             1.389763E+00             1.325652E+01
                   4.6800             7.907109E+01            -6.464197E+00             8.553529E+01             0.000000E+00            -7.885546E+00            -2.370391E-02             1.445053E+00             1.325017E+01
                   4.8600             7.894618E+01            -6.708686E+00             8.565487E+01             0.000000E+00            -8.184338E+00            -2.460081E-02             1.500253E+00             1.324317E+01
                   5.0400             7.882223E+01            -6.952791E+00             8.577502E+01             0.000000E+00            -8.482657E+00            -2.549614E-02             1.555363E+00             1.323578E+01
                   5.2200             7.869947E+01            -7.196494E+00             8.589597E+01             0.000000E+00            -8.780484E+00            -2.638984E-02             1.610380E+00             1.322828E+01
                   5.4000             7.857813E+01            -7.439782E+00             8.601791E+01             0.000000E+00            -9.077804E+00            -2.728187E-02             1.665304E+00             1.322092E+01
                   5.5800             7.845839E+01            -7.682635E+00             8.614102E+01             0.000000E+00            -9.374597E+00            -2.817216E-02             1.720135E+00             1.321390E+01
                   5.7600             7.834042E+01            -7.925040E+00             8.626546E+01             0.000000E+00            -9.670850E+00            -2.906067E-02             1.774870E+00             1.320744E+01
                   5.9400             7.822436E+01            -8.166979E+00             8.639134E+01             0.000000E+00            -9.966542E+00            -2.994732E-02             1.829510E+00             1.320168E+01
                   6.1200             7.811030E+01            -8.408436E+00             8.651874E+01             0.000000E+00            -1.026166E+01            -3.083206E-02             1.884054E+00             1.319675E+01
                   6.3000             7.799830E+01            -8.649397E+00             8.664770E+01             0.000000E+00            -1.055618E+01            -3.171486E-02             1.938500E+00             1.319272E+01
                   6.4800             7.788838E+01            -8.889842E+00             8.677823E+01             0.000000E+00            -1.085009E+01            -3.259563E-02             1.992847E+00             1.318964E+01
                   6.6600             7.778053E+01            -9.129759E+00             8.691029E+01             0.000000E+00            -1.114338E+01            -3.347434E-02             2.047096E+00             1.318753E+01
                   6.8400             7.767471E+01            -9.369129E+00             8.704384E+01             0.000000E+00            -1.143602E+01            -3.435091E-02             2.101245E+00             1.318637E+01
