                   Degree                 Q1[m3/s]                 Q2[m3/s]                Q3c[m3/s]                Q3s[m3/s]                 Q4[m3/s]                Q5a[m3/s]                Q5b[m3/s]                Q6c[m3/s]                Q6s[m3/s]                 Q7[m3/s]                 Q8[m3/s]                Q9a[m3/s]                Q9b[m3/s]
                   0.0000             1.382052E-06             2.568666E-07             1.381973E-06             2.248938E-15             7.099395E-10             3.323210E-09             1.129139E-06             7.932652E-11             1.291772E-19             1.125186E-06            -2.279487E-07            -2.269467E-07             6.702901E-07
                   0.1800             1.382327E-06             2.570178E-07             1.381409E-06             8.387888E-10             6.881791E-10             3.221308E-09             1.129139E-06             7.937672E-11             4.832012E-14             1.125309E-06            -2.280123E-07            -2.270069E-07             6.702901E-07
                   0.3600             1.382583E-06             2.571576E-07             1.380828E-06             1.675253E-09             6.678160E-10             3.125992E-09             1.129139E-06             7.942050E-11             9.658805E-14             1.125425E-06            -2.280702E-07            -2.270647E-07             6.702901E-07
                   0.5400             1.382825E-06             2.572903E-07             1.380237E-06             2.509160E-09             6.484730E-10             3.035451E-09             1.129139E-06             7.945974E-11             1.447835E-13             1.125535E-06            -2.281252E-07            -2.271197E-07             6.702901E-07
                   0.7200             1.383055E-06             2.574161E-07             1.379635E-06             3.340579E-09             6.301436E-10             2.949655E-09             1.129139E-06             7.949447E-11             1.929044E-13             1.125639E-06            -2.281774E-07            -2.271718E-07             6.702901E-07
                   0.9000             1.383273E-06             2.575350E-07             1.379023E-06             4.169700E-09             6.128211E-10             2.868571E-09             1.129139E-06             7.952472E-11             2.409556E-13             1.125738E-06            -2.282266E-07            -2.272210E-07             6.702901E-07
                   1.0800             1.383478E-06             2.576472E-07             1.378401E-06             4.996752E-09             5.964856E-10             2.792106E-09             1.129139E-06             7.955058E-11             2.889445E-13             1.125831E-06            -2.282732E-07            -2.272673E-07             6.702901E-07
                   1.2600             1.383670E-06             2.577524E-07             1.377768E-06             5.821970E-09             5.811559E-10             2.720351E-09             1.129139E-06             7.957194E-11             3.368787E-13             1.125918E-06            -2.283168E-07            -2.273109E-07             6.702901E-07
                   1.4400             1.383850E-06             2.578508E-07             1.377125E-06             6.645584E-09             5.668130E-10             2.653215E-09             1.129139E-06             7.958889E-11             3.847656E-13             1.125999E-06            -2.283575E-07            -2.273516E-07             6.702901E-07
                   1.6200             1.384018E-06             2.579427E-07             1.376470E-06             7.467822E-09             5.534382E-10             2.590608E-09             1.129139E-06             7.960150E-11             4.326130E-13             1.126075E-06            -2.283957E-07            -2.273896E-07             6.702901E-07
                   1.8000             1.384173E-06             2.580277E-07             1.375804E-06             8.288900E-09             5.410519E-10             2.532630E-09             1.129139E-06             7.960968E-11             4.804271E-13             1.126146E-06            -2.284309E-07            -2.274248E-07             6.702901E-07
                   1.9800             1.384317E-06             2.581062E-07             1.375128E-06             9.109036E-09             5.296226E-10             2.479130E-09             1.129139E-06             7.961356E-11             5.282153E-13             1.126211E-06            -2.284634E-07            -2.274572E-07             6.702901E-07
                   2.1600             1.384448E-06             2.581780E-07             1.374440E-06             9.928440E-09             5.191585E-10             2.430148E-09             1.129139E-06             7.961310E-11             5.759838E-13             1.126270E-06            -2.284932E-07            -2.274869E-07             6.702901E-07
                   2.3400             1.384567E-06             2.582431E-07             1.373740E-06             1.074732E-08             5.096681E-10             2.385726E-09             1.129139E-06             7.960824E-11             6.237385E-13             1.126324E-06            -2.285202E-07            -2.275139E-07             6.702901E-07
                   2.5200             1.384675E-06             2.583018E-07             1.373028E-06             1.156587E-08             5.011204E-10             2.345715E-09             1.129139E-06             7.959913E-11             6.714863E-13             1.126373E-06            -2.285446E-07            -2.275381E-07             6.702901E-07
                   2.7000             1.384770E-06             2.583540E-07             1.372305E-06             1.238431E-08             4.935243E-10             2.310157E-09             1.129139E-06             7.958573E-11             7.192329E-13             1.126416E-06            -2.285662E-07            -2.275596E-07             6.702901E-07
