                   Degree          P_inst_total[W]  P_inst_total_no_loss[W]              P_f_loss[W]            P_thr_loss[W]          P_inertia_ro[W]          P_inertia_vh[W]                 P_com[W]              P_bear_s[W]
                   0.0000             9.064411E+01             1.100378E-01             9.053407E+01             0.000000E+00             1.017859E-01             3.062383E-04             7.945691E-03             1.015159E+01
                   0.1800             8.997981E+01            -2.299421E-01             9.020975E+01             0.000000E+00            -3.119721E-01            -9.386144E-04             8.296865E-02             1.012993E+01
                   0.3600             8.969969E+01            -4.818117E-01             9.018150E+01             0.000000E+00            -6.162679E-01            -1.854128E-03             1.363103E-01             1.012974E+01
                   0.5400             8.942350E+01            -7.337361E-01             9.015724E+01             0.000000E+00            -9.205785E-01            -2.769676E-03             1.896121E-01             1.012972E+01
                   0.7200             8.915091E+01            -9.856471E-01             9.013655E+01             0.000000E+00            -1.224872E+00            -3.685156E-03             2.429103E-01             1.012985E+01
                   0.9000             8.888178E+01            -1.237444E+00             9.011922E+01             0.000000E+00            -1.529067E+00            -4.600317E-03             2.962227E-01             1.013013E+01
                   1.0800             8.861437E+01            -1.489100E+00             9.010347E+01             0.000000E+00            -1.833144E+00            -5.515096E-03             3.495589E-01             1.012893E+01
                   1.2600             8.835170E+01            -1.740650E+00             9.009235E+01             0.000000E+00            -2.137145E+00            -6.429616E-03             4.029249E-01             1.012944E+01
                   1.4400             8.809223E+01            -1.992031E+00             9.008427E+01             0.000000E+00            -2.441013E+00            -7.343699E-03             4.563257E-01             1.013012E+01
                   1.6200             8.783397E+01            -2.243232E+00             9.007720E+01             0.000000E+00            -2.744740E+00            -8.257313E-03             5.097657E-01             1.012904E+01
                   1.8000             8.758066E+01            -2.494213E+00             9.007487E+01             0.000000E+00            -3.048293E+00            -9.170354E-03             5.632498E-01             1.012997E+01
                   1.9800             8.732824E+01            -2.744985E+00             9.007322E+01             0.000000E+00            -3.351686E+00            -1.008286E-02             6.167833E-01             1.012895E+01
                   2.1600             8.707863E+01            -2.995498E+00             9.007413E+01             0.000000E+00            -3.654876E+00            -1.099470E-02             6.703720E-01             1.012792E+01
                   2.3400             8.683413E+01            -3.245744E+00             9.007988E+01             0.000000E+00            -3.957860E+00            -1.190586E-02             7.240224E-01             1.012922E+01
                   2.5200             8.659011E+01            -3.495688E+00             9.008580E+01             0.000000E+00            -4.260613E+00            -1.281625E-02             7.777413E-01             1.012827E+01
                   2.7000             8.643522E+01            -3.745306E+00             9.018052E+01             0.000000E+00            -4.563117E+00            -1.372581E-02             8.315364E-01             1.012731E+01
