                   Degree           I_press_scv[W]           I_press_dcv[W]          I_tempmx_scv[W]          I_tempmx_dcv[W]             I_thr_scv[W]             I_thr_dcv[W]            I_thr_leak[W]              I_ht_scv[W]              I_ht_dcv[W]               I_ef_vh[W]                I_s_vh[W]                I_f_vs[W]               I_ef_ro[W]                 I_lub[W]              I_bear_s[W]            I_lip_seal[W]
                   0.0000             8.568076E-16             4.107734E+02             8.568076E-16             5.877603E+01             0.000000E+00             4.695494E+02             9.529073E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   0.1800             3.790105E+01             3.919070E+02             3.257541E-02             5.615180E+01             3.793363E+01             4.480588E+02             1.323655E-01                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   0.3600             3.810569E+01             3.732052E+02             2.080276E-03             5.354097E+01             3.810777E+01             4.267462E+02             1.244198E-01                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   0.5400             3.815970E+01             3.545273E+02             5.070029E-04             5.092354E+01             3.816021E+01             4.054509E+02             1.187001E-01                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   0.7200             3.814252E+01             3.358723E+02             3.217807E-03             4.829985E+01             3.814574E+01             3.841722E+02             1.144021E-01                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   0.9000             3.809483E+01             3.172392E+02             5.445030E-03             4.567029E+01             3.810028E+01             3.629095E+02             1.110082E-01                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   1.0800             3.803704E+01             2.986270E+02             6.763097E-03             4.303520E+01             3.804380E+01             3.416622E+02             1.082587E-01                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   1.2600             3.797944E+01             2.800343E+02             7.461344E-03             4.039492E+01             3.798690E+01             3.204293E+02             1.062391E-01                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   1.4400             3.792657E+01             2.614605E+02             7.808542E-03             3.774982E+01             3.793438E+01             2.992103E+02             1.044035E-01                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   1.6200             3.788057E+01             2.429047E+02             7.968613E-03             3.510032E+01             3.788854E+01             2.780051E+02             1.027182E-01                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   1.8000             3.784229E+01             2.243665E+02             8.033632E-03             3.244683E+01             3.785032E+01             2.568134E+02             1.011707E-01                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   1.9800             3.781189E+01             2.058453E+02             8.051945E-03             2.978978E+01             3.781994E+01             2.356350E+02             9.978405E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   2.1600             3.778925E+01             1.873406E+02             8.048474E-03             2.712960E+01             3.779730E+01             2.144702E+02             9.852707E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   2.3400             3.777406E+01             1.688523E+02             8.035788E-03             2.446678E+01             3.778210E+01             1.933191E+02             9.742465E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   2.5200             3.776594E+01             1.503807E+02             8.020190E-03             2.180183E+01             3.777396E+01             1.721825E+02             9.644341E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   2.7000             3.776447E+01             1.319263E+02             8.004874E-03             1.913537E+01             3.777248E+01             1.510617E+02             9.561757E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   2.8800             3.776921E+01             1.134907E+02             7.991357E-03             1.646809E+01             3.777720E+01             1.299588E+02             9.491494E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   3.0600             3.777973E+01             9.507667E+01             7.980344E-03             1.380091E+01             3.778771E+01             1.088776E+02             9.436079E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   3.2400             3.779556E+01             7.668986E+01             7.972088E-03             1.113514E+01             3.780353E+01             8.782500E+01             9.392829E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   3.4200             3.781626E+01             5.834139E+01             7.966689E-03             8.472901E+00             3.782423E+01             6.681429E+01             9.361703E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   3.6000             3.784140E+01             4.005688E+01             7.964138E-03             5.818397E+00             3.784936E+01             4.587528E+01             9.345229E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   3.7800             3.787052E+01             2.191435E+01             7.964386E-03             3.183459E+00             3.787848E+01             2.509781E+01             9.343341E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   3.9600             3.790316E+01             4.511237E+00             7.967298E-03             6.553672E-01             3.791113E+01             5.166605E+00             9.353327E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   4.1400             3.793888E+01             1.897599E+00             7.972675E-03             2.756730E-01             3.794685E+01             2.173272E+00             9.371451E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   4.3200             3.797721E+01             1.956381E+00             7.980118E-03             2.842125E-01             3.798519E+01             2.240593E+00             9.390419E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   4.5000             3.801769E+01             1.877262E+00             7.989309E-03             2.727185E-01             3.802568E+01             2.149981E+00             9.409868E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   4.6800             3.805989E+01             1.913264E+00             8.000103E-03             2.779487E-01             3.806789E+01             2.191213E+00             9.432325E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   4.8600             3.810331E+01             1.906755E+00             8.012279E-03             2.770032E-01             3.811133E+01             2.183759E+00             9.452571E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   5.0400             3.814752E+01             1.916842E+00             8.025561E-03             2.784684E-01             3.815555E+01             2.195310E+00             9.473116E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   5.2200             3.819205E+01             1.939824E+00             8.039879E-03             2.818072E-01             3.820009E+01             2.221631E+00             9.496472E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   5.4000             3.823642E+01             1.972852E+00             8.055160E-03             2.866053E-01             3.824448E+01             2.259458E+00             9.517410E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   5.5800             3.828017E+01             2.014128E+00             8.071087E-03             2.926016E-01             3.828824E+01             2.306729E+00             9.538438E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   5.7600             3.832282E+01             2.062244E+00             8.087557E-03             2.995916E-01             3.833091E+01             2.361835E+00             9.562076E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   5.9400             3.836391E+01             2.116117E+00             8.104625E-03             3.074180E-01             3.837202E+01             2.423535E+00             9.583071E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   6.1200             3.840295E+01             2.174992E+00             8.121887E-03             3.159711E-01             3.841107E+01             2.490964E+00             9.603937E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   6.3000             3.843945E+01             2.238237E+00             8.139246E-03             3.251589E-01             3.844759E+01             2.563396E+00             9.624598E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   6.4800             3.847295E+01             2.305297E+00             8.156625E-03             3.349010E-01             3.848111E+01             2.640198E+00             9.647579E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   6.6600             3.850295E+01             2.375895E+00             8.173947E-03             3.451572E-01             3.851113E+01             2.721053E+00             9.667597E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   6.8400             3.852898E+01             2.449682E+00             8.190882E-03             3.558765E-01             3.853717E+01             2.805559E+00             9.687175E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   7.0200             3.855054E+01             2.526393E+00             8.207318E-03             3.670207E-01             3.855875E+01             2.893414E+00             9.706231E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   7.2000             3.856717E+01             2.605819E+00             8.223123E-03             3.785592E-01             3.857539E+01             2.984378E+00             9.724684E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   7.3800             3.857836E+01             2.687785E+00             8.238151E-03             3.904667E-01             3.858660E+01             3.078251E+00             9.742449E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   7.5600             3.858366E+01             2.772144E+00             8.252254E-03             4.027220E-01             3.859191E+01             3.174866E+00             9.759445E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   7.7400             3.858258E+01             2.858774E+00             8.265278E-03             4.153071E-01             3.859085E+01             3.274081E+00             9.775585E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   7.9200             3.857465E+01             2.947571E+00             8.277069E-03             4.282070E-01             3.858293E+01             3.375778E+00             9.790786E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   8.1000             3.855941E+01             3.038444E+00             8.287473E-03             4.414085E-01             3.856770E+01             3.479853E+00             9.804961E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   8.2800             3.853641E+01             3.131318E+00             8.296336E-03             4.549007E-01             3.854470E+01             3.586219E+00             9.818027E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   8.4600             3.850518E+01             3.226126E+00             8.303506E-03             4.686738E-01             3.851348E+01             3.694799E+00             9.829896E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   8.6400             3.846529E+01             3.322810E+00             8.308830E-03             4.827195E-01             3.847360E+01             3.805529E+00             9.840484E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   8.8200             3.841631E+01             3.421468E+00             8.311990E-03             4.970520E-01             3.842462E+01             3.918519E+00             9.847083E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   9.0000             3.835783E+01             3.521763E+00             8.313081E-03             5.116224E-01             3.836615E+01             4.033386E+00             9.854854E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   9.1800             3.828944E+01             3.623941E+00             8.311846E-03             5.264661E-01             3.829775E+01             4.150407E+00             9.858471E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   9.3600             3.821076E+01             3.727706E+00             8.308163E-03             5.415404E-01             3.821906E+01             4.269246E+00             9.863094E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   9.5400             3.812140E+01             3.833287E+00             8.301876E-03             5.568787E-01             3.812970E+01             4.390166E+00             9.863401E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   9.7200             3.802102E+01             3.940441E+00             8.292918E-03             5.724454E-01             3.802932E+01             4.512887E+00             9.861937E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   9.9000             3.790930E+01             4.049248E+00             8.281082E-03             5.882521E-01             3.791758E+01             4.637500E+00             9.861239E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                  10.0800             3.778591E+01             4.159729E+00             8.266266E-03             6.043022E-01             3.779417E+01             4.764031E+00             9.856001E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                  10.2600             3.765056E+01             4.271798E+00             8.248398E-03             6.205829E-01             3.765881E+01             4.892381E+00             9.848769E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                  10.4400             3.750300E+01             4.385442E+00             8.227347E-03             6.370925E-01             3.751123E+01             5.022535E+00             9.839474E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                  10.6200             3.734298E+01             4.500646E+00             8.203018E-03             6.538285E-01             3.735119E+01             5.154474E+00             9.828051E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                  10.8000             3.717029E+01             4.617451E+00             8.175313E-03             6.707973E-01             3.717847E+01             5.288249E+00             9.811844E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                  10.9800             3.698475E+01             4.735806E+00             8.144138E-03             6.879912E-01             3.699290E+01             5.423797E+00             9.795987E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                  11.1600             3.678621E+01             4.855615E+00             8.109489E-03             7.053962E-01             3.679432E+01             5.561011E+00             9.777827E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                  11.3400             3.657454E+01             4.977045E+00             8.071213E-03             7.230369E-01             3.658261E+01             5.700082E+00             9.754738E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                  11.5200             3.634964E+01             5.099954E+00             8.029324E-03             7.408923E-01             3.635767E+01             5.840847E+00             9.728844E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                  11.7000             3.611147E+01             5.224350E+00             7.983755E-03             7.589637E-01             3.611946E+01             5.983314E+00             9.703507E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                  11.8800             3.586000E+01             5.350269E+00             7.934498E-03             7.772565E-01             3.586793E+01             6.127526E+00             9.673142E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
