                   Degree               Volume[m3]            Pressure[kPa]           Temperature[K]        Int. Energy[J/kg]           Density[kg/m3]           Enthalpy[J/kg]          Entropy[J/kg.K]  Dyn. Viscosity[N.s/m^2]       Spec. Heat[J/kg.K]     Therm. Cond[W/(m.K)]                 Mass[kg]    Valve Deflec. mid[mm]    Valve Deflec. tip[mm]
                   0.0000             5.000000E-08             1.008333E+02             3.037603E+02             3.429107E+05             1.156746E+00             4.300834E+05             3.900650E+03             1.866366E-05             1.006508E+03             2.712879E-02             5.783728E-08             0.000000E+00             0.000000E+00
                   0.1800             5.005066E-08             1.080749E+02             3.093446E+02             3.429325E+05             1.217404E+00             4.356893E+05             3.899034E+03             1.898564E-05             1.006847E+03             2.707706E-02             6.005997E-08             0.000000E+00             0.000000E+00
                   0.3600             5.009648E-08             1.080844E+02             3.107376E+02             3.439082E+05             1.212039E+00             4.370918E+05             3.903533E+03             1.905183E-05             1.006908E+03             2.717940E-02             5.984530E-08             0.000000E+00             0.000000E+00
                   0.5400             5.013763E-08             1.080840E+02             3.114402E+02             3.444033E+05             1.209293E+00             4.377993E+05             3.905808E+03             1.908517E-05             1.006939E+03             2.723097E-02             5.975703E-08             0.000000E+00             0.000000E+00
                   0.7200             5.017429E-08             1.080792E+02             3.117902E+02             3.446527E+05             1.207878E+00             4.381518E+05             3.906952E+03             1.910177E-05             1.006955E+03             2.725664E-02             5.973047E-08             0.000000E+00             0.000000E+00
                   0.9000             5.020665E-08             1.080728E+02             3.119618E+02             3.447774E+05             1.207141E+00             4.383246E+05             3.907523E+03             1.910990E-05             1.006962E+03             2.726922E-02             5.973286E-08             0.000000E+00             0.000000E+00
                   1.0800             5.023489E-08             1.080662E+02             3.120437E+02             3.448391E+05             1.206749E+00             4.384071E+05             3.907805E+03             1.911378E-05             1.006966E+03             2.727522E-02             5.974769E-08             0.000000E+00             0.000000E+00
                   1.2600             5.025918E-08             1.080600E+02             3.120809E+02             3.448690E+05             1.206536E+00             4.384446E+05             3.907941E+03             1.911555E-05             1.006968E+03             2.727795E-02             5.976670E-08             0.000000E+00             0.000000E+00
                   1.4400             5.027970E-08             1.080546E+02             3.120962E+02             3.448831E+05             1.206417E+00             4.384599E+05             3.908005E+03             1.911627E-05             1.006968E+03             2.727907E-02             5.978584E-08             0.000000E+00             0.000000E+00
                   1.6200             5.029663E-08             1.080501E+02             3.121009E+02             3.448892E+05             1.206348E+00             4.384647E+05             3.908032E+03             1.911649E-05             1.006968E+03             2.727941E-02             5.980313E-08             0.000000E+00             0.000000E+00
                   1.8000             5.031015E-08             1.080465E+02             3.121010E+02             3.448915E+05             1.206307E+00             4.384648E+05             3.908042E+03             1.911649E-05             1.006968E+03             2.727942E-02             5.981769E-08             0.000000E+00             0.000000E+00
                   1.9800             5.032045E-08             1.080438E+02             3.120992E+02             3.448920E+05             1.206284E+00             4.384630E+05             3.908043E+03             1.911641E-05             1.006968E+03             2.727928E-02             5.982916E-08             0.000000E+00             0.000000E+00
                   2.1600             5.032769E-08             1.080420E+02             3.120971E+02             3.448918E+05             1.206272E+00             4.384609E+05             3.908041E+03             1.911631E-05             1.006968E+03             2.727913E-02             5.983746E-08             0.000000E+00             0.000000E+00
                   2.3400             5.033207E-08             1.080410E+02             3.120952E+02             3.448913E+05             1.206269E+00             4.384590E+05             3.908038E+03             1.911622E-05             1.006968E+03             2.727899E-02             5.984265E-08             0.000000E+00             0.000000E+00
                   2.5200             5.033375E-08             1.080408E+02             3.120940E+02             3.448907E+05             1.206271E+00             4.384578E+05             3.908035E+03             1.911616E-05             1.006968E+03             2.727891E-02             5.984487E-08             0.000000E+00             0.000000E+00
                   2.7000             5.033292E-08             1.080414E+02             3.120936E+02             3.448903E+05             1.206279E+00             4.384574E+05             3.908032E+03             1.911614E-05             1.006968E+03             2.727887E-02             5.984427E-08             0.000000E+00             0.000000E+00
                   2.8800             5.032977E-08             1.080426E+02             3.120940E+02             3.448901E+05             1.206291E+00             4.384578E+05             3.908030E+03             1.911616E-05             1.006968E+03             2.727890E-02             5.984104E-08             0.000000E+00             0.000000E+00
                   3.0600             5.032446E-08             1.080445E+02             3.120952E+02             3.448900E+05             1.206308E+00             4.384589E+05             3.908028E+03             1.911622E-05             1.006968E+03             2.727899E-02             5.983537E-08             0.000000E+00             0.000000E+00
                   3.2400             5.031718E-08             1.080470E+02             3.120971E+02             3.448902E+05             1.206328E+00             4.384608E+05             3.908028E+03             1.911631E-05             1.006968E+03             2.727913E-02             5.982747E-08             0.000000E+00             0.000000E+00
                   3.4200             5.030811E-08             1.080499E+02             3.120997E+02             3.448905E+05             1.206351E+00             4.384635E+05             3.908029E+03             1.911643E-05             1.006968E+03             2.727932E-02             5.981752E-08             0.000000E+00             0.000000E+00
