                             Degree                         Volume[m3]                    I.Pressure[kPa]                   I.Temperature[K]                         I.Mass[kg]
                             0.0000                       5.000000E-08                       1.008333E+02                       3.037603E+02                       5.783728E-08
                             0.1800                       5.005066E-08                       1.008333E+02                       3.037603E+02                       5.789588E-08
                             0.3600                       5.009648E-08                       1.008333E+02                       3.037603E+02                       5.794888E-08
                             0.5400                       5.013763E-08                       1.008333E+02                       3.037603E+02                       5.799648E-08
                             0.7200                       5.017429E-08                       1.008333E+02                       3.037603E+02                       5.803889E-08
                             0.9000                       5.020665E-08                       1.008333E+02                       3.037603E+02                       5.807633E-08
                             1.0800                       5.023489E-08                       1.008333E+02                       3.037603E+02                       5.810899E-08
                             1.2600                       5.025918E-08                       1.008333E+02                       3.037603E+02                       5.813708E-08
                             1.4400                       5.027970E-08                       1.008333E+02                       3.037603E+02                       5.816082E-08
                             1.6200                       5.029663E-08                       1.008333E+02                       3.037603E+02                       5.818040E-08
                             1.8000                       5.031015E-08                       1.008333E+02                       3.037603E+02                       5.819605E-08
                             1.9800                       5.032045E-08                       1.008333E+02                       3.037603E+02                       5.820795E-08
                             2.1600                       5.032769E-08                       1.008333E+02                       3.037603E+02                       5.821634E-08
                             2.3400                       5.033207E-08                       1.008333E+02                       3.037603E+02                       5.822140E-08
                             2.5200                       5.033375E-08                       1.008333E+02                       3.037603E+02                       5.822334E-08
                             2.7000                       5.033292E-08                       1.008333E+02                       3.037603E+02                       5.822239E-08
                             2.8800                       5.032977E-08                       1.008333E+02                       3.037603E+02                       5.821874E-08
                             3.0600                       5.032446E-08                       1.008333E+02                       3.037603E+02                       5.821260E-08
                             3.2400                       5.031718E-08                       1.008333E+02                       3.037603E+02                       5.820418E-08
                             3.4200                       5.030811E-08                       1.008333E+02                       3.037603E+02                       5.819369E-08
                             3.6000                       5.029743E-08                       1.008333E+02                       3.037603E+02                       5.818133E-08
                             3.7800                       5.028532E-08                       1.008333E+02                       3.037603E+02                       5.816732E-08
                             3.9600                       5.027195E-08                       1.008333E+02                       3.037603E+02                       5.815186E-08
                             4.1400                       5.025752E-08                       1.008333E+02                       3.037603E+02                       5.813516E-08
                             4.3200                       5.024219E-08                       1.008333E+02                       3.037603E+02                       5.811743E-08
                             4.5000                       5.022615E-08                       1.008333E+02                       3.037603E+02                       5.809887E-08
                             4.6800                       5.020957E-08                       1.008333E+02                       3.037603E+02                       5.807970E-08
