                   Degree                 Q1[m3/s]                 Q2[m3/s]                Q3c[m3/s]                Q3s[m3/s]                 Q4[m3/s]                Q5a[m3/s]                Q5b[m3/s]                Q6c[m3/s]                Q6s[m3/s]                 Q7[m3/s]                 Q8[m3/s]                Q9a[m3/s]                Q9b[m3/s]
                   0.0000             1.224874E-06             1.397954E-07             1.224927E-06             2.004908E-15             2.620918E-08             1.560562E-07             1.267397E-06            -5.325650E-11            -8.148532E-20             1.085078E-06            -1.040289E-07            -2.279025E-07             7.531468E-07
                   0.1800             1.225057E-06             1.398976E-07             1.224457E-06             6.533483E-10             2.619304E-08             1.559914E-07             1.267397E-06            -5.316232E-11            -3.097278E-14             1.085159E-06            -1.040400E-07            -2.279725E-07             7.531468E-07
                   0.3600             1.225260E-06             1.400172E-07             1.224009E-06             1.304271E-09             2.618056E-08             1.559202E-07             1.267397E-06            -5.306181E-11            -6.202507E-14             1.085243E-06            -1.040648E-07            -2.280314E-07             7.531468E-07
                   0.5400             1.225455E-06             1.401321E-07             1.223555E-06             1.953015E-09             2.616864E-08             1.558519E-07             1.267397E-06            -5.296401E-11            -9.314622E-14             1.085323E-06            -1.040887E-07            -2.280878E-07             7.531468E-07
                   0.7200             1.225643E-06             1.402425E-07             1.223096E-06             2.599759E-09             2.615728E-08             1.557864E-07             1.267397E-06            -5.286888E-11            -1.243293E-13             1.085400E-06            -1.041118E-07            -2.281416E-07             7.531468E-07
                   0.9000             1.225822E-06             1.403482E-07             1.222630E-06             3.244649E-09             2.614648E-08             1.557237E-07             1.267397E-06            -5.277640E-11            -1.555693E-13             1.085474E-06            -1.041341E-07            -2.281929E-07             7.531468E-07
                   1.0800             1.225994E-06             1.404495E-07             1.222159E-06             3.887814E-09             2.613623E-08             1.556637E-07             1.267397E-06            -5.268654E-11            -1.868621E-13             1.085544E-06            -1.041557E-07            -2.282416E-07             7.531468E-07
                   1.2600             1.226157E-06             1.405462E-07             1.221681E-06             4.529381E-09             2.612653E-08             1.556065E-07             1.267397E-06            -5.259930E-11            -2.182037E-13             1.085611E-06            -1.041764E-07            -2.282879E-07             7.531468E-07
                   1.4400             1.226313E-06             1.406385E-07             1.221197E-06             5.169471E-09             2.611737E-08             1.555519E-07             1.267397E-06            -5.251469E-11            -2.495907E-13             1.085675E-06            -1.041964E-07            -2.283317E-07             7.531468E-07
                   1.6200             1.226461E-06             1.407261E-07             1.220706E-06             5.808205E-09             2.610874E-08             1.555002E-07             1.267397E-06            -5.243272E-11            -2.810195E-13             1.085735E-06            -1.042155E-07            -2.283730E-07             7.531468E-07
                   1.8000             1.226602E-06             1.408092E-07             1.220209E-06             6.445705E-09             2.610062E-08             1.554512E-07             1.267397E-06            -5.235340E-11            -3.124865E-13             1.085792E-06            -1.042337E-07            -2.284120E-07             7.531468E-07
                   1.9800             1.226734E-06             1.408876E-07             1.219704E-06             7.082092E-09             2.609301E-08             1.554050E-07             1.267397E-06            -5.227677E-11            -3.439883E-13             1.085846E-06            -1.042510E-07            -2.284486E-07             7.531468E-07
                   2.1600             1.226858E-06             1.409614E-07             1.219193E-06             7.717489E-09             2.608588E-08             1.553615E-07             1.267397E-06            -5.220283E-11            -3.755213E-13             1.085897E-06            -1.042673E-07            -2.284828E-07             7.531468E-07
                   2.3400             1.226975E-06             1.410304E-07             1.218675E-06             8.352018E-09             2.607923E-08             1.553209E-07             1.267397E-06            -5.213159E-11            -4.070819E-13             1.085944E-06            -1.042826E-07            -2.285149E-07             7.531468E-07
                   2.5200             1.227083E-06             1.410947E-07             1.218150E-06             8.985801E-09             2.607305E-08             1.552831E-07             1.267397E-06            -5.206306E-11            -4.386667E-13             1.085988E-06            -1.042969E-07            -2.285446E-07             7.531468E-07
                   2.7000             1.227183E-06             1.411542E-07             1.217617E-06             9.618961E-09             2.606734E-08             1.552480E-07             1.267397E-06            -5.199723E-11            -4.702719E-13             1.086029E-06            -1.043101E-07            -2.285722E-07             7.531468E-07
                   2.8800             1.227276E-06             1.412091E-07             1.217076E-06             1.025162E-08             2.606208E-08             1.552158E-07             1.267397E-06            -5.193411E-11            -5.018939E-13             1.086067E-06            -1.043223E-07            -2.285975E-07             7.531468E-07
                   3.0600             1.227360E-06             1.412592E-07             1.216529E-06             1.088391E-08             2.605727E-08             1.551863E-07             1.267397E-06            -5.187367E-11            -5.335289E-13             1.086101E-06            -1.043335E-07            -2.286207E-07             7.531468E-07
                   3.2400             1.227437E-06             1.413046E-07             1.215973E-06             1.151594E-08             2.605292E-08             1.551595E-07             1.267397E-06            -5.181591E-11            -5.651731E-13             1.086132E-06            -1.043436E-07            -2.286417E-07             7.531468E-07
                   3.4200             1.227505E-06             1.413455E-07             1.215410E-06             1.214784E-08             2.604901E-08             1.551355E-07             1.267397E-06            -5.176081E-11            -5.968226E-13             1.086160E-06            -1.043527E-07            -2.286606E-07             7.531468E-07
                   3.6000             1.227567E-06             1.413817E-07             1.214839E-06             1.277973E-08             2.604554E-08             1.551142E-07             1.267397E-06            -5.170835E-11            -6.284737E-13             1.086185E-06            -1.043608E-07            -2.286773E-07             7.531468E-07
                   3.7800             1.227620E-06             1.414134E-07             1.214260E-06             1.341174E-08             2.604251E-08             1.550956E-07             1.267397E-06            -5.165851E-11            -6.601225E-13             1.086206E-06            -1.043678E-07            -2.286919E-07             7.531468E-07
                   3.9600             1.227666E-06             1.414406E-07             1.213674E-06             1.404397E-08             2.603991E-08             1.550796E-07             1.267397E-06            -5.161126E-11            -6.917651E-13             1.086225E-06            -1.043739E-07            -2.287044E-07             7.531468E-07
                   4.1400             1.227704E-06             1.414633E-07             1.213080E-06             1.467656E-08             2.603774E-08             1.550662E-07             1.267397E-06            -5.156656E-11            -7.233978E-13             1.086241E-06            -1.043790E-07            -2.287149E-07             7.531468E-07
                   4.3200             1.227735E-06             1.414817E-07             1.212478E-06             1.530960E-08             2.603598E-08             1.550554E-07             1.267397E-06            -5.152440E-11            -7.550169E-13             1.086253E-06            -1.043831E-07            -2.287234E-07             7.531468E-07
                   4.5000             1.227759E-06             1.414958E-07             1.211868E-06             1.594320E-08             2.603464E-08             1.550471E-07             1.267397E-06            -5.148470E-11            -7.866192E-13             1.086263E-06            -1.043862E-07            -2.287299E-07             7.531468E-07
                   4.6800             1.227775E-06             1.415057E-07             1.211250E-06             1.657745E-08             2.603369E-08             1.550413E-07             1.267397E-06            -5.144739E-11            -8.182014E-13             1.086270E-06            -1.043884E-07            -2.287345E-07             7.531468E-07
                   4.8600             1.227786E-06             1.415118E-07             1.210625E-06             1.721243E-08             2.603311E-08             1.550377E-07             1.267397E-06            -5.141236E-11            -8.497614E-13             1.086274E-06            -1.043898E-07            -2.287372E-07             7.531468E-07
                   5.0400             1.227790E-06             1.415143E-07             1.209994E-06             1.784813E-08             2.603286E-08             1.550362E-07             1.267397E-06            -5.137937E-11            -8.812984E-13             1.086276E-06            -1.043903E-07            -2.287384E-07             7.531468E-07
                   5.2200             1.227789E-06             1.415140E-07             1.209357E-06             1.848447E-08             2.603288E-08             1.550364E-07             1.267397E-06            -5.134801E-11            -9.128153E-13             1.086275E-06            -1.043903E-07            -2.287383E-07             7.531468E-07
                   5.4000             1.227786E-06             1.415121E-07             1.208717E-06             1.912119E-08             2.603304E-08             1.550375E-07             1.267397E-06            -5.131759E-11            -9.443201E-13             1.086274E-06            -1.043898E-07            -2.287375E-07             7.531468E-07
                   5.5800             1.227782E-06             1.415096E-07             1.208076E-06             1.975802E-08             2.603323E-08             1.550389E-07             1.267397E-06            -5.128746E-11            -9.758210E-13             1.086272E-06            -1.043892E-07            -2.287366E-07             7.531468E-07
                   5.7600             1.227778E-06             1.415070E-07             1.207435E-06             2.039487E-08             2.603342E-08             1.550404E-07             1.267397E-06            -5.125742E-11            -1.007321E-12             1.086271E-06            -1.043885E-07            -2.287356E-07             7.531468E-07
                   5.9400             1.227773E-06             1.415043E-07             1.206794E-06             2.103172E-08             2.603360E-08             1.550419E-07             1.267397E-06            -5.122742E-11            -1.038819E-12             1.086269E-06            -1.043877E-07            -2.287346E-07             7.531468E-07
                   6.1200             1.227769E-06             1.415016E-07             1.206153E-06             2.166860E-08             2.603378E-08             1.550435E-07             1.267397E-06            -5.119745E-11            -1.070314E-12             1.086267E-06            -1.043869E-07            -2.287337E-07             7.531468E-07
                   6.3000             1.227764E-06             1.414987E-07             1.205511E-06             2.230551E-08             2.603394E-08             1.550451E-07             1.267397E-06            -5.116751E-11            -1.101806E-12             1.086266E-06            -1.043861E-07            -2.287327E-07             7.531468E-07
                   6.4800             1.227760E-06             1.414958E-07             1.204869E-06             2.294248E-08             2.603410E-08             1.550467E-07             1.267397E-06            -5.113759E-11            -1.133294E-12             1.086264E-06            -1.043853E-07            -2.287318E-07             7.531468E-07
                   6.6600             1.227755E-06             1.414929E-07             1.204228E-06             2.357952E-08             2.603425E-08             1.550483E-07             1.267397E-06            -5.110770E-11            -1.164776E-12             1.086262E-06            -1.043844E-07            -2.287309E-07             7.531468E-07
                   6.8400             1.227750E-06             1.414899E-07             1.203586E-06             2.421666E-08             2.603440E-08             1.550499E-07             1.267397E-06            -5.107784E-11            -1.196250E-12             1.086260E-06            -1.043834E-07            -2.287301E-07             7.531468E-07
                   7.0200             1.227745E-06             1.414869E-07             1.202944E-06             2.485391E-08             2.603454E-08             1.550516E-07             1.267397E-06            -5.104799E-11            -1.227716E-12             1.086258E-06            -1.043825E-07            -2.287292E-07             7.531468E-07
                   7.2000             1.227741E-06             1.414839E-07             1.202302E-06             2.549129E-08             2.603468E-08             1.550533E-07             1.267397E-06            -5.101816E-11            -1.259173E-12             1.086257E-06            -1.043815E-07            -2.287284E-07             7.531468E-07
                   7.3800             1.227736E-06             1.414808E-07             1.201659E-06             2.612884E-08             2.603481E-08             1.550549E-07             1.267397E-06            -5.098835E-11            -1.290618E-12             1.086255E-06            -1.043806E-07            -2.287275E-07             7.531468E-07
                   7.5600             1.227731E-06             1.414778E-07             1.201017E-06             2.676657E-08             2.603494E-08             1.550566E-07             1.267397E-06            -5.095855E-11            -1.322049E-12             1.086253E-06            -1.043796E-07            -2.287267E-07             7.531468E-07
                   7.7400             1.227726E-06             1.414747E-07             1.200374E-06             2.740451E-08             2.603507E-08             1.550583E-07             1.267397E-06            -5.092876E-11            -1.353466E-12             1.086251E-06            -1.043786E-07            -2.287259E-07             7.531468E-07
                   7.9200             1.227721E-06             1.414717E-07             1.199731E-06             2.804269E-08             2.603519E-08             1.550599E-07             1.267397E-06            -5.089899E-11            -1.384867E-12             1.086249E-06            -1.043776E-07            -2.287251E-07             7.531468E-07
                   8.1000             1.227716E-06             1.414687E-07             1.199088E-06             2.868113E-08             2.603532E-08             1.550616E-07             1.267397E-06            -5.086922E-11            -1.416249E-12             1.086248E-06            -1.043767E-07            -2.287243E-07             7.531468E-07
                   8.2800             1.227712E-06             1.414657E-07             1.198444E-06             2.931987E-08             2.603544E-08             1.550632E-07             1.267397E-06            -5.083947E-11            -1.447611E-12             1.086246E-06            -1.043757E-07            -2.287235E-07             7.531468E-07
                   8.4600             1.227707E-06             1.414627E-07             1.197800E-06             2.995894E-08             2.603556E-08             1.550648E-07             1.267397E-06            -5.080972E-11            -1.478951E-12             1.086244E-06            -1.043747E-07            -2.287227E-07             7.531468E-07
                   8.6400             1.227702E-06             1.414597E-07             1.197156E-06             3.059836E-08             2.603568E-08             1.550665E-07             1.267397E-06            -5.077999E-11            -1.510266E-12             1.086242E-06            -1.043738E-07            -2.287219E-07             7.531468E-07
                   8.8200             1.227698E-06             1.414568E-07             1.196512E-06             3.123817E-08             2.603581E-08             1.550681E-07             1.267397E-06            -5.075026E-11            -1.541556E-12             1.086241E-06            -1.043728E-07            -2.287211E-07             7.531468E-07
                   9.0000             1.227693E-06             1.414539E-07             1.195867E-06             3.187841E-08             2.603593E-08             1.550696E-07             1.267397E-06            -5.072055E-11            -1.572817E-12             1.086239E-06            -1.043719E-07            -2.287204E-07             7.531468E-07
                   9.1800             1.227688E-06             1.414511E-07             1.195222E-06             3.251910E-08             2.603605E-08             1.550712E-07             1.267397E-06            -5.069084E-11            -1.604047E-12             1.086237E-06            -1.043710E-07            -2.287196E-07             7.531468E-07
                   9.3600             1.227684E-06             1.414483E-07             1.194576E-06             3.316028E-08             2.603617E-08             1.550727E-07             1.267397E-06            -5.066114E-11            -1.635245E-12             1.086236E-06            -1.043701E-07            -2.287188E-07             7.531468E-07
                   9.5400             1.227680E-06             1.414455E-07             1.193930E-06             3.380198E-08             2.603629E-08             1.550742E-07             1.267397E-06            -5.063145E-11            -1.666409E-12             1.086234E-06            -1.043692E-07            -2.287181E-07             7.531468E-07
                   9.7200             1.227675E-06             1.414428E-07             1.193283E-06             3.444424E-08             2.603641E-08             1.550757E-07             1.267397E-06            -5.060178E-11            -1.697535E-12             1.086232E-06            -1.043684E-07            -2.287173E-07             7.531468E-07
                   9.9000             1.227671E-06             1.414402E-07             1.192636E-06             3.508710E-08             2.603653E-08             1.550772E-07             1.267397E-06            -5.057211E-11            -1.728621E-12             1.086231E-06            -1.043675E-07            -2.287166E-07             7.531468E-07
                  10.0800             1.227667E-06             1.414376E-07             1.191989E-06             3.573059E-08             2.603665E-08             1.550786E-07             1.267397E-06            -5.054246E-11            -1.759666E-12             1.086229E-06            -1.043667E-07            -2.287159E-07             7.531468E-07
