                   Degree          h_min[micron-m]               p_max[MPa]           Q_martin[cc/s]                    Eccen        Att.Angle[degree]
                   0.0000             1.824999E+01             3.539559E-02             1.674295E-01             5.000004E-01             5.000907E-01
                   0.1800             1.825670E+01             2.599904E-02             2.522824E-01             4.998166E-01             3.118822E+00
                   0.3600             1.825737E+01             2.672499E-02             2.520582E-01             4.997982E-01             3.305753E+00
                   0.5400             1.825795E+01             2.816992E-02             2.495985E-01             4.997823E-01             3.494673E+00
                   0.7200             1.825841E+01             2.985508E-02             2.450477E-01             4.997696E-01             3.683680E+00
                   0.9000             1.825876E+01             3.165418E-02             2.386480E-01             4.997601E-01             3.873651E+00
                   1.0800             1.825898E+01             3.348327E-02             2.308107E-01             4.997539E-01             4.063814E+00
                   1.2600             1.825909E+01             3.527430E-02             2.220505E-01             4.997509E-01             4.253448E+00
                   1.4400             1.825910E+01             3.696680E-02             2.129086E-01             4.997506E-01             4.442207E+00
                   1.6200             1.825903E+01             3.850056E-02             2.039138E-01             4.997527E-01             4.629644E+00
                   1.8000             1.825888E+01             3.981771E-02             1.955151E-01             4.997566E-01             4.815514E+00
                   1.9800             1.825870E+01             4.086415E-02             1.880736E-01             4.997617E-01             4.999044E+00
                   2.1600             1.825849E+01             4.160513E-02             1.817871E-01             4.997675E-01             5.180056E+00
                   2.3400             1.825826E+01             4.203393E-02             1.767326E-01             4.997736E-01             5.358040E+00
                   2.5200             1.825804E+01             4.218901E-02             1.728640E-01             4.997797E-01             5.532819E+00
                   2.7000             1.825783E+01             4.215939E-02             1.700621E-01             4.997856E-01             5.704142E+00
                   2.8800             1.825762E+01             4.207707E-02             1.681723E-01             4.997912E-01             5.871712E+00
                   3.0600             1.825743E+01             4.208652E-02             1.670375E-01             4.997963E-01             6.035484E+00
                   3.2400             1.825726E+01             4.230810E-02             1.665339E-01             4.998010E-01             6.195217E+00
                   3.4200             1.825711E+01             4.280317E-02             1.665865E-01             4.998053E-01             6.761769E-02
