                   Degree              F_vhoc_n[N]              F_vhoc_t[N]                 F_1_n[N]                 F_2_n[N]                  F_cx[N]                  F_cy[N]           F_resultant[N]
                   0.0000            -9.781596E-01            -4.871372E+01             3.878419E+00             5.285591E+00             1.407172E+00             1.998975E+01             2.003921E+01
                   0.1800            -2.504451E+00            -5.032081E+01             2.768609E+00             4.673318E+00             1.911760E+00             2.083554E+01             2.092306E+01
                   0.3600            -3.064134E+00            -5.035797E+01             2.258168E+00             4.658526E+00             2.414461E+00             2.090975E+01             2.104869E+01
                   0.5400            -3.622492E+00            -5.039544E+01             1.748726E+00             4.645242E+00             2.917666E+00             2.098476E+01             2.118662E+01
                   0.7200            -4.179792E+00            -5.043378E+01             1.240153E+00             4.633231E+00             3.421268E+00             2.106073E+01             2.133681E+01
                   0.9000            -4.736096E+00            -5.047332E+01             7.324600E-01             4.622351E+00             3.925106E+00             2.113774E+01             2.149909E+01
                   1.0800            -5.291500E+00            -5.051425E+01             2.256001E-01             4.612515E+00             4.429140E+00             2.121581E+01             2.167320E+01
                   1.2600            -5.846157E+00            -5.055666E+01            -2.805519E-01             4.603674E+00             4.933441E+00             2.129492E+01             2.185893E+01
                   1.4400            -6.400028E+00            -5.060062E+01            -7.859449E-01             4.595795E+00             5.437922E+00             2.137504E+01             2.205591E+01
                   1.6200            -6.953140E+00            -5.064615E+01            -1.290598E+00             4.588857E+00             5.942581E+00             2.145610E+01             2.226384E+01
                   1.8000            -7.505472E+00            -5.069324E+01            -1.794488E+00             4.582847E+00             6.447377E+00             2.153804E+01             2.248234E+01
                   1.9800            -8.057075E+00            -5.074190E+01            -2.297665E+00             4.577757E+00             6.952350E+00             2.162079E+01             2.271109E+01
                   2.1600            -8.607902E+00            -5.079211E+01            -2.800082E+00             4.573578E+00             7.457445E+00             2.170428E+01             2.294971E+01
                   2.3400            -9.157972E+00            -5.084387E+01            -3.301758E+00             4.570305E+00             7.962676E+00             2.178844E+01             2.319785E+01
                   2.5200            -9.707263E+00            -5.089716E+01            -3.802676E+00             4.567934E+00             8.468018E+00             2.187318E+01             2.345514E+01
                   2.7000            -1.025576E+01            -5.095195E+01            -4.302826E+00             4.566460E+00             8.973458E+00             2.195844E+01             2.372122E+01
                   2.8800            -1.080348E+01            -5.100824E+01            -4.802214E+00             4.565879E+00             9.478998E+00             2.204413E+01             2.399573E+01
                   3.0600            -1.135038E+01            -5.106600E+01            -5.300818E+00             4.566188E+00             9.984612E+00             2.213018E+01             2.427833E+01
                   3.2400            -1.189648E+01            -5.112521E+01            -5.798642E+00             4.567381E+00             1.049030E+01             2.221651E+01             2.456867E+01
                   3.4200            -1.244175E+01            -5.118586E+01            -6.295683E+00             4.569454E+00             1.099606E+01             2.230304E+01             2.486642E+01
                   3.6000            -1.298620E+01            -5.124792E+01            -6.791930E+00             4.572403E+00             1.150187E+01             2.238969E+01             2.517124E+01
                   3.7800            -1.352981E+01            -5.131137E+01            -7.287376E+00             4.576221E+00             1.200773E+01             2.247638E+01             2.548281E+01
