                   Degree                T_ocsc[K]                T_ocdc[K]                T_rosc[K]                T_rodc[K]              T_roller[K]               T_uocsc[K]               T_locsc[K]               T_uocdc[K]               T_locdc[K]
                   0.0000             3.445224E+02             3.445224E+02             3.469757E+02             3.469757E+02             3.476847E+02             3.450523E+02             3.441521E+02             3.450523E+02             3.441521E+02
                   0.1800             3.432992E+02             3.433858E+02             3.458135E+02             3.459020E+02             3.465930E+02             3.438976E+02             3.428513E+02             3.439332E+02             3.428960E+02
                   0.3600             3.435936E+02             3.437353E+02             3.460746E+02             3.462210E+02             3.469205E+02             3.442429E+02             3.432626E+02             3.442742E+02             3.433022E+02
                   0.5400             3.437816E+02             3.439684E+02             3.462370E+02             3.464318E+02             3.471375E+02             3.444703E+02             3.435374E+02             3.445011E+02             3.435767E+02
                   0.7200             3.438680E+02             3.440942E+02             3.463049E+02             3.465427E+02             3.472524E+02             3.445905E+02             3.436883E+02             3.446227E+02             3.437300E+02
                   0.9000             3.438739E+02             3.441356E+02             3.462982E+02             3.465751E+02             3.472871E+02             3.446268E+02             3.437421E+02             3.446615E+02             3.437876E+02
                   1.0800             3.438258E+02             3.441198E+02             3.462414E+02             3.465543E+02             3.472674E+02             3.446060E+02             3.437297E+02             3.446443E+02             3.437804E+02
                   1.2600             3.437465E+02             3.440703E+02             3.461560E+02             3.465024E+02             3.472159E+02             3.445516E+02             3.436781E+02             3.445941E+02             3.437348E+02
                   1.4400             3.436523E+02             3.440038E+02             3.460571E+02             3.464348E+02             3.471483E+02             3.444799E+02             3.436059E+02             3.445272E+02             3.436694E+02
                   1.6200             3.435533E+02             3.439308E+02             3.459543E+02             3.463616E+02             3.470748E+02             3.444015E+02             3.435252E+02             3.444541E+02             3.435960E+02
                   1.8000             3.434556E+02             3.438577E+02             3.458533E+02             3.462886E+02             3.470013E+02             3.443226E+02             3.434432E+02             3.443809E+02             3.435219E+02
                   1.9800             3.433627E+02             3.437880E+02             3.457573E+02             3.462191E+02             3.469314E+02             3.442468E+02             3.433641E+02             3.443112E+02             3.434510E+02
                   2.1600             3.432763E+02             3.437237E+02             3.456680E+02             3.461549E+02             3.468668E+02             3.441760E+02             3.432901E+02             3.442468E+02             3.433856E+02
                   2.3400             3.431973E+02             3.436658E+02             3.455861E+02             3.460971E+02             3.468085E+02             3.441114E+02             3.432225E+02             3.441888E+02             3.433267E+02
                   2.5200             3.431261E+02             3.436148E+02             3.455119E+02             3.460461E+02             3.467570E+02             3.440534E+02             3.431617E+02             3.441377E+02             3.432750E+02
                   2.7000             3.430628E+02             3.435709E+02             3.454457E+02             3.460020E+02             3.467125E+02             3.440023E+02             3.431083E+02             3.440936E+02             3.432308E+02
                   2.8800             3.430073E+02             3.435342E+02             3.453874E+02             3.459649E+02             3.466750E+02             3.439581E+02             3.430621E+02             3.440566E+02             3.431940E+02
                   3.0600             3.429596E+02             3.435046E+02             3.453367E+02             3.459348E+02             3.466446E+02             3.439209E+02             3.430232E+02             3.440267E+02             3.431646E+02
                   3.2400             3.429193E+02             3.434820E+02             3.452936E+02             3.459115E+02             3.466209E+02             3.438904E+02             3.429914E+02             3.440037E+02             3.431425E+02
                   3.4200             3.428863E+02             3.434661E+02             3.452576E+02             3.458948E+02             3.466039E+02             3.438664E+02             3.429666E+02             3.439874E+02             3.431274E+02
                   3.6000             3.428596E+02             3.434561E+02             3.452280E+02             3.458837E+02             3.465926E+02             3.438482E+02             3.429478E+02             3.439769E+02             3.431184E+02
                   3.7800             3.428364E+02             3.434491E+02             3.452020E+02             3.458757E+02             3.465843E+02             3.438329E+02             3.429322E+02             3.439695E+02             3.431126E+02
                   3.9600             3.428141E+02             3.434426E+02             3.451770E+02             3.458682E+02             3.465764E+02             3.438181E+02             3.429171E+02             3.439625E+02             3.431074E+02
                   4.1400             3.427925E+02             3.434363E+02             3.451528E+02             3.458608E+02             3.465688E+02             3.438033E+02             3.429021E+02             3.439557E+02             3.431023E+02
                   4.3200             3.427713E+02             3.434302E+02             3.451292E+02             3.458536E+02             3.465613E+02             3.437887E+02             3.428873E+02             3.439490E+02             3.430974E+02
                   4.5000             3.427507E+02             3.434242E+02             3.451064E+02             3.458466E+02             3.465539E+02             3.437742E+02             3.428726E+02             3.439426E+02             3.430926E+02
                   4.6800             3.427306E+02             3.434184E+02             3.450841E+02             3.458397E+02             3.465467E+02             3.437598E+02             3.428581E+02             3.439362E+02             3.430880E+02
                   4.8600             3.427110E+02             3.434127E+02             3.450624E+02             3.458330E+02             3.465397E+02             3.437455E+02             3.428438E+02             3.439300E+02             3.430836E+02
                   5.0400             3.426917E+02             3.434072E+02             3.450413E+02             3.458264E+02             3.465327E+02             3.437314E+02             3.428296E+02             3.439240E+02             3.430793E+02
                   5.2200             3.426729E+02             3.434018E+02             3.450207E+02             3.458200E+02             3.465259E+02             3.437173E+02             3.428156E+02             3.439181E+02             3.430751E+02
