                   Degree                T_ecc[Nm]         T_inertia_ro[Nm]         T_inertia_vh[Nm]              T_com_C[Nm]      T_total_no_loss[Nm]               T_loss[Nm]             T_bear_s[Nm]         T_inst_total[Nm]
                   0.0000             6.929504E-02             7.479643E-04             2.250364E-06             3.069222E-05             7.809068E-04             4.543050E-01             5.221940E-02             4.550859E-01
                   0.1800             6.823107E-02            -2.292498E-03            -6.897320E-06             4.420838E-04            -1.857311E-03             4.527530E-01             5.210033E-02             4.508956E-01
                   0.3600             6.839865E-02            -4.528587E-03            -1.362489E-05             7.549963E-04            -3.787215E-03             4.526332E-01             5.209633E-02             4.488460E-01
                   0.5400             6.859124E-02            -6.764785E-03            -2.035270E-05             1.067883E-03            -5.717255E-03             4.525421E-01             5.209322E-02             4.468248E-01
                   0.7200             6.880750E-02            -9.000859E-03            -2.708002E-05             1.380837E-03            -7.647102E-03             4.524851E-01             5.209784E-02             4.448380E-01
                   0.9000             6.904639E-02            -1.123620E-02            -3.380500E-05             1.693914E-03            -9.576095E-03             4.524479E-01             5.209693E-02             4.428718E-01
                   1.0800             6.930704E-02            -1.347068E-02            -4.052716E-05             2.007151E-03            -1.150406E-02             4.524362E-01             5.209693E-02             4.409322E-01
                   1.2600             6.958873E-02            -1.570461E-02            -4.724743E-05             2.320575E-03            -1.343128E-02             4.524407E-01             5.208938E-02             4.390094E-01
                   1.4400             6.989073E-02            -1.793756E-02            -5.396448E-05             2.634209E-03            -1.535731E-02             4.524772E-01             5.209074E-02             4.371198E-01
                   1.6200             7.021235E-02            -2.016947E-02            -6.067809E-05             2.948077E-03            -1.728207E-02             4.525369E-01             5.209311E-02             4.352549E-01
                   1.8000             7.055292E-02            -2.240009E-02            -6.738749E-05             3.262202E-03            -1.920528E-02             4.526092E-01             5.208640E-02             4.334040E-01
                   1.9800             7.091180E-02            -2.462955E-02            -7.409297E-05             3.576610E-03            -2.112703E-02             4.531606E-01             5.209032E-02             4.320336E-01
                   2.1600             7.128830E-02            -2.685751E-02            -8.079352E-05             3.891327E-03            -2.304698E-02             4.538738E-01             5.208406E-02             4.308268E-01
                   2.3400             7.168179E-02            -2.908396E-02            -8.748906E-05             4.206385E-03            -2.496507E-02             4.546164E-01             5.208964E-02             4.296514E-01
                   2.5200             7.209160E-02            -3.130872E-02            -9.417899E-05             4.521815E-03            -2.688108E-02             4.553644E-01             5.208389E-02             4.284834E-01
                   2.7000             7.251711E-02            -3.353164E-02            -1.008628E-04             4.837649E-03            -2.879485E-02             4.561415E-01             5.209120E-02             4.273466E-01
                   2.8800             7.295767E-02            -3.575264E-02            -1.075403E-04             5.153924E-03            -3.070626E-02             4.569212E-01             5.208601E-02             4.262150E-01
                   3.0600             7.341266E-02            -3.797153E-02            -1.142109E-04             5.470676E-03            -3.261507E-02             4.577154E-01             5.208081E-02             4.251004E-01
                   3.2400             7.388148E-02            -4.018823E-02            -1.208741E-04             5.787938E-03            -3.452117E-02             4.585383E-01             5.209053E-02             4.240172E-01
                   3.4200             7.436352E-02            -4.240261E-02            -1.275297E-04             6.105737E-03            -3.642441E-02             4.593600E-01             5.208594E-02             4.229356E-01
                   3.6000             7.485819E-02            -4.461454E-02            -1.341772E-04             6.424068E-03            -3.832465E-02             4.601940E-01             5.208134E-02             4.218694E-01
                   3.7800             7.536489E-02            -4.682386E-02            -1.408160E-04             6.742800E-03            -4.022187E-02             4.610402E-01             5.207675E-02             4.208183E-01
                   3.9600             7.588309E-02            -4.903049E-02            -1.474460E-04             7.061788E-03            -4.211615E-02             4.618980E-01             5.207218E-02             4.197819E-01
                   4.1400             7.641230E-02            -5.123426E-02            -1.540664E-04             7.381012E-03            -4.400731E-02             4.627852E-01             5.208569E-02             4.187779E-01
                   4.3200             7.695211E-02            -5.343507E-02            -1.606771E-04             7.700469E-03            -4.589528E-02             4.636657E-01             5.208176E-02             4.177704E-01
                   4.5000             7.750207E-02            -5.563278E-02            -1.672775E-04             8.020154E-03            -4.777990E-02             4.645564E-01             5.207786E-02             4.167765E-01
                   4.6800             7.806178E-02            -5.782727E-02            -1.738673E-04             8.340064E-03            -4.966107E-02             4.654570E-01             5.207397E-02             4.157959E-01
                   4.8600             7.863084E-02            -6.001841E-02            -1.804460E-04             8.660196E-03            -5.153866E-02             4.663669E-01             5.207010E-02             4.148283E-01
                   5.0400             7.920886E-02            -6.220608E-02            -1.870133E-04             8.980546E-03            -5.341254E-02             4.672858E-01             5.206626E-02             4.138733E-01
                   5.2200             7.979547E-02            -6.439014E-02            -1.935686E-04             9.301112E-03            -5.528260E-02             4.682132E-01             5.206244E-02             4.129306E-01
                   5.4000             8.039031E-02            -6.657048E-02            -2.001116E-04             9.621889E-03            -5.714871E-02             4.691713E-01             5.208125E-02             4.120226E-01
                   5.5800             8.099305E-02            -6.874696E-02            -2.066418E-04             9.942876E-03            -5.901073E-02             4.701152E-01             5.207811E-02             4.111045E-01
                   5.7600             8.160335E-02            -7.091948E-02            -2.131589E-04             1.026407E-02            -6.086857E-02             4.710665E-01             5.207501E-02             4.101979E-01
                   5.9400             8.222089E-02            -7.308788E-02            -2.196625E-04             1.058546E-02            -6.272209E-02             4.720248E-01             5.207194E-02             4.093027E-01
                   6.1200             8.284538E-02            -7.525207E-02            -2.261521E-04             1.090705E-02            -6.457117E-02             4.729898E-01             5.206890E-02             4.084186E-01
                   6.3000             8.347652E-02            -7.741191E-02            -2.326273E-04             1.122884E-02            -6.641570E-02             4.739612E-01             5.206589E-02             4.075455E-01
                   6.4800             8.411402E-02            -7.956726E-02            -2.390878E-04             1.155081E-02            -6.825553E-02             4.749386E-01             5.206292E-02             4.066831E-01
                   6.6600             8.475763E-02            -8.171803E-02            -2.455330E-04             1.187298E-02            -7.009058E-02             4.759218E-01             5.205999E-02             4.058312E-01
                   6.8400             8.540708E-02            -8.386407E-02            -2.519627E-04             1.219532E-02            -7.192071E-02             4.769105E-01             5.205709E-02             4.049897E-01
                   7.0200             8.606212E-02            -8.600527E-02            -2.583764E-04             1.251785E-02            -7.374580E-02             4.779043E-01             5.205425E-02             4.041585E-01
                   7.2000             8.672253E-02            -8.814150E-02            -2.647737E-04             1.284055E-02            -7.556573E-02             4.789032E-01             5.205144E-02             4.033375E-01
                   7.3800             8.738807E-02            -9.027265E-02            -2.711542E-04             1.316341E-02            -7.738039E-02             4.799067E-01             5.204868E-02             4.025263E-01
                   7.5600             8.805853E-02            -9.239860E-02            -2.775176E-04             1.348644E-02            -7.918967E-02             4.809148E-01             5.204598E-02             4.017251E-01
                   7.7400             8.873370E-02            -9.451921E-02            -2.838634E-04             1.380963E-02            -8.099344E-02             4.819580E-01             5.207425E-02             4.009645E-01
                   7.9200             8.941337E-02            -9.663437E-02            -2.901912E-04             1.413297E-02            -8.279159E-02             4.829749E-01             5.207225E-02             4.001833E-01
                   8.1000             9.009737E-02            -9.874397E-02            -2.965006E-04             1.445646E-02            -8.458401E-02             4.839956E-01             5.207030E-02             3.994116E-01
                   8.2800             9.078549E-02            -1.008479E-01            -3.027913E-04             1.478009E-02            -8.637058E-02             4.850200E-01             5.206841E-02             3.986494E-01
                   8.4600             9.147758E-02            -1.029460E-01            -3.090628E-04             1.510384E-02            -8.815119E-02             4.860478E-01             5.206658E-02             3.978966E-01
                   8.6400             9.217345E-02            -1.050381E-01            -3.153148E-04             1.542772E-02            -8.992574E-02             4.870789E-01             5.206481E-02             3.971531E-01
                   8.8200             9.287295E-02            -1.071243E-01            -3.215468E-04             1.575172E-02            -9.169410E-02             4.881131E-01             5.206311E-02             3.964190E-01
                   9.0000             9.357591E-02            -1.092042E-01            -3.277586E-04             1.607583E-02            -9.345617E-02             4.891502E-01             5.206147E-02             3.956940E-01
                   9.1800             9.428220E-02            -1.112779E-01            -3.339497E-04             1.640003E-02            -9.521184E-02             4.901900E-01             5.205990E-02             3.949782E-01
                   9.3600             9.499166E-02            -1.133452E-01            -3.401197E-04             1.672433E-02            -9.696101E-02             4.912325E-01             5.205840E-02             3.942715E-01
                   9.5400             9.570415E-02            -1.154060E-01            -3.462683E-04             1.704870E-02            -9.870356E-02             4.922775E-01             5.205698E-02             3.935740E-01
                   9.7200             9.641954E-02            -1.174601E-01            -3.523951E-04             1.737314E-02            -1.004394E-01             4.933249E-01             5.205563E-02             3.928855E-01
                   9.9000             9.713771E-02            -1.195075E-01            -3.584997E-04             1.769764E-02            -1.021684E-01             4.943744E-01             5.205438E-02             3.922060E-01
                  10.0800             9.785852E-02            -1.215481E-01            -3.645817E-04             1.802219E-02            -1.038905E-01             4.954260E-01             5.205320E-02             3.915356E-01
                  10.2600             9.858185E-02            -1.235817E-01            -3.706408E-04             1.834677E-02            -1.056055E-01             4.964797E-01             5.205212E-02             3.908741E-01
                  10.4400             9.930759E-02            -1.256082E-01            -3.766767E-04             1.867136E-02            -1.073135E-01             4.975351E-01             5.205113E-02             3.902216E-01
                  10.6200             1.000356E-01            -1.276275E-01            -3.826888E-04             1.899597E-02            -1.090142E-01             4.985923E-01             5.205023E-02             3.895781E-01
                  10.8000             1.007659E-01            -1.296394E-01            -3.886769E-04             1.932057E-02            -1.107075E-01             4.996511E-01             5.204944E-02             3.889436E-01
                  10.9800             1.014982E-01            -1.316440E-01            -3.946406E-04             1.964514E-02            -1.123935E-01             5.007115E-01             5.204875E-02             3.883180E-01
                  11.1600             1.022324E-01            -1.336410E-01            -4.005796E-04             1.996968E-02            -1.140719E-01             5.017733E-01             5.204816E-02             3.877014E-01
                  11.3400             1.029686E-01            -1.356304E-01            -4.064935E-04             2.029417E-02            -1.157427E-01             5.028364E-01             5.204769E-02             3.870937E-01
                  11.5200             1.037065E-01            -1.376120E-01            -4.123820E-04             2.061859E-02            -1.174058E-01             5.039008E-01             5.204733E-02             3.864950E-01
                  11.7000             1.044461E-01            -1.395858E-01            -4.182446E-04             2.094292E-02            -1.190611E-01             5.049663E-01             5.204709E-02             3.859052E-01
                  11.8800             1.051873E-01            -1.415516E-01            -4.240811E-04             2.126715E-02            -1.207085E-01             5.060329E-01             5.204696E-02             3.853243E-01
