                   Degree               T_ocsc2[K]               T_ocsc3[K]               T_ocdc2[K]               T_ocdc3[K]               T_rosc2[K]               T_rosc3[K]               T_rodc2[K]               T_rodc3[K]             T_roller2[K]             T_roller3[K]
                   0.0000             3.443236E+02             3.442071E+02             3.443236E+02             3.442071E+02             3.471701E+02             3.464973E+02             3.471701E+02             3.464973E+02             3.479495E+02             3.471792E+02
                   0.1800             3.430789E+02             3.429323E+02             3.431666E+02             3.430184E+02             3.459968E+02             3.452808E+02             3.460859E+02             3.453685E+02             3.468454E+02             3.460323E+02
                   0.3600             3.433791E+02             3.432524E+02             3.435258E+02             3.433926E+02             3.462615E+02             3.455688E+02             3.464098E+02             3.457138E+02             3.471787E+02             3.463861E+02
                   0.5400             3.435697E+02             3.434596E+02             3.437661E+02             3.436439E+02             3.464258E+02             3.457509E+02             3.466243E+02             3.459438E+02             3.474001E+02             3.466224E+02
                   0.7200             3.436562E+02             3.435592E+02             3.438966E+02             3.437818E+02             3.464941E+02             3.458321E+02             3.467376E+02             3.460675E+02             3.475178E+02             3.467501E+02
                   0.9000             3.436605E+02             3.435734E+02             3.439408E+02             3.438303E+02             3.464866E+02             3.458336E+02             3.467713E+02             3.461075E+02             3.475541E+02             3.467924E+02
                   1.0800             3.436095E+02             3.435301E+02             3.439265E+02             3.438183E+02             3.464283E+02             3.457813E+02             3.467512E+02             3.460907E+02             3.475353E+02             3.467769E+02
                   1.2600             3.435269E+02             3.434535E+02             3.438777E+02             3.437706E+02             3.463409E+02             3.456983E+02             3.466996E+02             3.460407E+02             3.474842E+02             3.467272E+02
                   1.4400             3.434290E+02             3.433605E+02             3.438114E+02             3.437046E+02             3.462398E+02             3.456005E+02             3.466321E+02             3.459737E+02             3.474166E+02             3.466602E+02
                   1.6200             3.433264E+02             3.432622E+02             3.437384E+02             3.436315E+02             3.461347E+02             3.454981E+02             3.465588E+02             3.459004E+02             3.473430E+02             3.465866E+02
                   1.8000             3.432252E+02             3.431648E+02             3.436652E+02             3.435580E+02             3.460313E+02             3.453972E+02             3.464857E+02             3.458270E+02             3.472694E+02             3.465128E+02
                   1.9800             3.431290E+02             3.430719E+02             3.435953E+02             3.434879E+02             3.459330E+02             3.453011E+02             3.464160E+02             3.457571E+02             3.471993E+02             3.464424E+02
                   2.1600             3.430395E+02             3.429856E+02             3.435309E+02             3.434231E+02             3.458413E+02             3.452117E+02             3.463518E+02             3.456925E+02             3.471345E+02             3.463774E+02
                   2.3400             3.429576E+02             3.429066E+02             3.434729E+02             3.433649E+02             3.457572E+02             3.451298E+02             3.462938E+02             3.456344E+02             3.470761E+02             3.463188E+02
                   2.5200             3.428837E+02             3.428355E+02             3.434218E+02             3.433137E+02             3.456809E+02             3.450558E+02             3.462427E+02             3.455831E+02             3.470245E+02             3.462671E+02
                   2.7000             3.428179E+02             3.427723E+02             3.433780E+02             3.432698E+02             3.456127E+02             3.449898E+02             3.461986E+02             3.455390E+02             3.469799E+02             3.462225E+02
                   2.8800             3.427601E+02             3.427171E+02             3.433413E+02             3.432331E+02             3.455523E+02             3.449318E+02             3.461615E+02             3.455020E+02             3.469424E+02             3.461851E+02
                   3.0600             3.427103E+02             3.426696E+02             3.433118E+02             3.432037E+02             3.454998E+02             3.448816E+02             3.461314E+02             3.454721E+02             3.469119E+02             3.461549E+02
