                   Degree                 Q1[m3/s]                 Q2[m3/s]                Q3c[m3/s]                Q3s[m3/s]                 Q4[m3/s]                Q5a[m3/s]                Q5b[m3/s]                Q6c[m3/s]                Q6s[m3/s]                 Q7[m3/s]                 Q8[m3/s]                Q9a[m3/s]                Q9b[m3/s]
                   0.0000             1.123614E-06             1.151696E-07             1.123628E-06             1.811180E-15             2.136439E-08             1.000062E-07             1.129829E-06            -1.399678E-11            -2.092393E-20             1.008444E-06            -1.692444E-07            -1.685004E-07             6.706993E-07
                   0.1800             1.123794E-06             1.152687E-07             1.123122E-06             6.868299E-10             2.135025E-08             9.993870E-08             1.129829E-06            -1.392769E-11            -3.921244E-15             1.008526E-06            -1.692864E-07            -1.685400E-07             6.706993E-07
                   0.3600             1.123960E-06             1.153591E-07             1.122601E-06             1.372296E-09             2.133708E-08             9.987710E-08             1.129829E-06            -1.386426E-11            -7.867839E-15             1.008601E-06            -1.693239E-07            -1.685774E-07             6.706993E-07
                   0.5400             1.124113E-06             1.154429E-07             1.122071E-06             2.056154E-09             2.132485E-08             9.981995E-08             1.129829E-06            -1.380507E-11            -1.186032E-14             1.008670E-06            -1.693586E-07            -1.686121E-07             6.706993E-07
                   0.7200             1.124254E-06             1.155203E-07             1.121530E-06             2.738462E-09             2.131357E-08             9.976722E-08             1.129829E-06            -1.375010E-11            -1.590112E-14             1.008734E-06            -1.693907E-07            -1.686441E-07             6.706993E-07
                   0.9000             1.124384E-06             1.155912E-07             1.120978E-06             3.419395E-09             2.130323E-08             9.971889E-08             1.129829E-06            -1.369934E-11            -1.998562E-14             1.008793E-06            -1.694200E-07            -1.686735E-07             6.706993E-07
                   1.0800             1.124502E-06             1.156558E-07             1.120417E-06             4.099169E-09             2.129383E-08             9.967487E-08             1.129829E-06            -1.365270E-11            -2.410675E-14             1.008846E-06            -1.694468E-07            -1.687002E-07             6.706993E-07
                   1.2600             1.124608E-06             1.157139E-07             1.119844E-06             4.778006E-09             2.128535E-08             9.963524E-08             1.129829E-06            -1.361028E-11            -2.825732E-14             1.008894E-06            -1.694709E-07            -1.687242E-07             6.706993E-07
                   1.4400             1.124703E-06             1.157657E-07             1.119261E-06             5.456125E-09             2.127779E-08             9.959994E-08             1.129829E-06            -1.357201E-11            -3.243001E-14             1.008937E-06            -1.694923E-07            -1.687457E-07             6.706993E-07
                   1.6200             1.124786E-06             1.158113E-07             1.118666E-06             6.133738E-09             2.127115E-08             9.956887E-08             1.129829E-06            -1.353782E-11            -3.661759E-14             1.008975E-06            -1.695112E-07            -1.687645E-07             6.706993E-07
                   1.8000             1.124858E-06             1.158506E-07             1.118061E-06             6.811052E-09             2.126543E-08             9.954206E-08             1.129829E-06            -1.350774E-11            -4.081361E-14             1.009008E-06            -1.695275E-07            -1.687808E-07             6.706993E-07
                   1.9800             1.124919E-06             1.158837E-07             1.117444E-06             7.488268E-09             2.126060E-08             9.951955E-08             1.129829E-06            -1.348179E-11            -4.501202E-14             1.009035E-06            -1.695412E-07            -1.687945E-07             6.706993E-07
                   2.1600             1.124968E-06             1.159106E-07             1.116816E-06             8.165582E-09             2.125668E-08             9.950117E-08             1.129829E-06            -1.345985E-11            -4.920605E-14             1.009057E-06            -1.695524E-07            -1.688056E-07             6.706993E-07
                   2.3400             1.125006E-06             1.159314E-07             1.116176E-06             8.843180E-09             2.125363E-08             9.948700E-08             1.129829E-06            -1.344198E-11            -5.339056E-14             1.009075E-06            -1.695610E-07            -1.688143E-07             6.706993E-07
                   2.5200             1.125033E-06             1.159463E-07             1.115525E-06             9.521244E-09             2.125147E-08             9.947684E-08             1.129829E-06            -1.342800E-11            -5.755928E-14             1.009087E-06            -1.695671E-07            -1.688204E-07             6.706993E-07
                   2.7000             1.125050E-06             1.159555E-07             1.114863E-06             1.019993E-08             2.125013E-08             9.947060E-08             1.129829E-06            -1.341783E-11            -6.170783E-14             1.009094E-06            -1.695709E-07            -1.688242E-07             6.706993E-07
                   2.8800             1.125058E-06             1.159597E-07             1.114192E-06             1.087926E-08             2.124949E-08             9.946769E-08             1.129829E-06            -1.341088E-11            -6.583542E-14             1.009098E-06            -1.695727E-07            -1.688260E-07             6.706993E-07
                   3.0600             1.125063E-06             1.159627E-07             1.113518E-06             1.155882E-08             2.124906E-08             9.946566E-08             1.129829E-06            -1.340480E-11            -6.995218E-14             1.009100E-06            -1.695739E-07            -1.688273E-07             6.706993E-07
                   3.2400             1.125069E-06             1.159657E-07             1.112844E-06             1.223843E-08             2.124863E-08             9.946363E-08             1.129829E-06            -1.339874E-11            -7.406362E-14             1.009103E-06            -1.695751E-07            -1.688285E-07             6.706993E-07
                   3.4200             1.125074E-06             1.159687E-07             1.112169E-06             1.291809E-08             2.124820E-08             9.946160E-08             1.129829E-06            -1.339267E-11            -7.816938E-14             1.009105E-06            -1.695764E-07            -1.688297E-07             6.706993E-07
                   3.6000             1.125079E-06             1.159716E-07             1.111495E-06             1.359780E-08             2.124776E-08             9.945963E-08             1.129829E-06            -1.338666E-11            -8.226979E-14             1.009108E-06            -1.695775E-07            -1.688310E-07             6.706993E-07
