                   Degree               T_ocsc2[K]               T_ocsc3[K]               T_ocdc2[K]               T_ocdc3[K]               T_rosc2[K]               T_rosc3[K]               T_rodc2[K]               T_rodc3[K]             T_roller2[K]             T_roller3[K]
                   0.0000             3.427216E+02             3.425599E+02             3.427216E+02             3.425599E+02             3.457182E+02             3.449719E+02             3.457182E+02             3.449719E+02             3.464757E+02             3.456343E+02
                   0.1800             3.437979E+02             3.436759E+02             3.438776E+02             3.437542E+02             3.467059E+02             3.460146E+02             3.467868E+02             3.460942E+02             3.475680E+02             3.467782E+02
                   0.3600             3.427285E+02             3.425842E+02             3.428570E+02             3.427070E+02             3.456961E+02             3.449693E+02             3.458263E+02             3.450966E+02             3.465910E+02             3.457655E+02
                   0.5400             3.422955E+02             3.421476E+02             3.424652E+02             3.423067E+02             3.452813E+02             3.445447E+02             3.454534E+02             3.447118E+02             3.462128E+02             3.453759E+02
                   0.7200             3.420618E+02             3.419158E+02             3.422684E+02             3.421069E+02             3.450531E+02             3.443146E+02             3.452631E+02             3.445173E+02             3.460205E+02             3.451796E+02
                   0.9000             3.419143E+02             3.417724E+02             3.421548E+02             3.419924E+02             3.449057E+02             3.441685E+02             3.451509E+02             3.444040E+02             3.459077E+02             3.450658E+02
                   1.0800             3.418092E+02             3.416720E+02             3.420811E+02             3.419189E+02             3.447982E+02             3.440638E+02             3.450764E+02             3.443299E+02             3.458332E+02             3.449916E+02
                   1.2600             3.417268E+02             3.415945E+02             3.420280E+02             3.418664E+02             3.447123E+02             3.439813E+02             3.450216E+02             3.442760E+02             3.457786E+02             3.449378E+02
                   1.4400             3.416575E+02             3.415301E+02             3.419863E+02             3.418254E+02             3.446392E+02             3.439117E+02             3.449778E+02             3.442333E+02             3.457350E+02             3.448954E+02
                   1.6200             3.415967E+02             3.414738E+02             3.419514E+02             3.417912E+02             3.445743E+02             3.438503E+02             3.449408E+02             3.441974E+02             3.456983E+02             3.448597E+02
                   1.8000             3.415418E+02             3.414230E+02             3.419209E+02             3.417614E+02             3.445153E+02             3.437947E+02             3.449084E+02             3.441660E+02             3.456660E+02             3.448284E+02
                   1.9800             3.414913E+02             3.413763E+02             3.418936E+02             3.417346E+02             3.444610E+02             3.437436E+02             3.448793E+02             3.441378E+02             3.456370E+02             3.448003E+02
                   2.1600             3.414444E+02             3.413330E+02             3.418688E+02             3.417103E+02             3.444105E+02             3.436962E+02             3.448530E+02             3.441123E+02             3.456107E+02             3.447748E+02
                   2.3400             3.414007E+02             3.412925E+02             3.418461E+02             3.416880E+02             3.443635E+02             3.436519E+02             3.448291E+02             3.440890E+02             3.455867E+02             3.447514E+02
                   2.5200             3.413599E+02             3.412545E+02             3.418254E+02             3.416675E+02             3.443196E+02             3.436106E+02             3.448073E+02             3.440677E+02             3.455648E+02             3.447299E+02
                   2.7000             3.413216E+02             3.412188E+02             3.418064E+02             3.416486E+02             3.442786E+02             3.435719E+02             3.447876E+02             3.440483E+02             3.455448E+02             3.447103E+02
                   2.8800             3.412855E+02             3.411850E+02             3.417889E+02             3.416312E+02             3.442400E+02             3.435355E+02             3.447696E+02             3.440304E+02             3.455265E+02             3.446921E+02
                   3.0600             3.412507E+02             3.411523E+02             3.417720E+02             3.416143E+02             3.442029E+02             3.435003E+02             3.447522E+02             3.440131E+02             3.455087E+02             3.446745E+02
                   3.2400             3.412166E+02             3.411202E+02             3.417552E+02             3.415975E+02             3.441666E+02             3.434660E+02             3.447350E+02             3.439960E+02             3.454911E+02             3.446570E+02
                   3.4200             3.411834E+02             3.410888E+02             3.417386E+02             3.415809E+02             3.441312E+02             3.434325E+02             3.447179E+02             3.439791E+02             3.454737E+02             3.446397E+02
                   3.6000             3.411508E+02             3.410579E+02             3.417222E+02             3.415645E+02             3.440966E+02             3.433996E+02             3.447010E+02             3.439623E+02             3.454564E+02             3.446225E+02
                   3.7800             3.411188E+02             3.410276E+02             3.417058E+02             3.415482E+02             3.440628E+02             3.433675E+02             3.446843E+02             3.439456E+02             3.454392E+02             3.446055E+02
                   3.9600             3.410875E+02             3.409977E+02             3.416896E+02             3.415320E+02             3.440296E+02             3.433359E+02             3.446676E+02             3.439291E+02             3.454221E+02             3.445886E+02
                   4.1400             3.410566E+02             3.409683E+02             3.416735E+02             3.415159E+02             3.439971E+02             3.433050E+02             3.446511E+02             3.439127E+02             3.454052E+02             3.445717E+02
                   4.3200             3.410263E+02             3.409393E+02             3.416576E+02             3.414999E+02             3.439652E+02             3.432746E+02             3.446347E+02             3.438964E+02             3.453883E+02             3.445550E+02
                   4.5000             3.409965E+02             3.409107E+02             3.416417E+02             3.414840E+02             3.439340E+02             3.432447E+02             3.446185E+02             3.438802E+02             3.453716E+02             3.445384E+02
                   4.6800             3.409671E+02             3.408825E+02             3.416259E+02             3.414682E+02             3.439032E+02             3.432153E+02             3.446023E+02             3.438641E+02             3.453549E+02             3.445218E+02
                   4.8600             3.409382E+02             3.408546E+02             3.416102E+02             3.414525E+02             3.438730E+02             3.431864E+02             3.445862E+02             3.438482E+02             3.453383E+02             3.445054E+02
                   5.0400             3.409096E+02             3.408271E+02             3.415946E+02             3.414369E+02             3.438433E+02             3.431579E+02             3.445702E+02             3.438322E+02             3.453218E+02             3.444890E+02
                   5.2200             3.408814E+02             3.407998E+02             3.415791E+02             3.414214E+02             3.438141E+02             3.431298E+02             3.445543E+02             3.438164E+02             3.453054E+02             3.444727E+02
                   5.4000             3.408536E+02             3.407729E+02             3.415637E+02             3.414059E+02             3.437853E+02             3.431022E+02             3.445385E+02             3.438007E+02             3.452891E+02             3.444565E+02
                   5.5800             3.408261E+02             3.407463E+02             3.415483E+02             3.413906E+02             3.437569E+02             3.430749E+02             3.445228E+02             3.437850E+02             3.452728E+02             3.444403E+02
                   5.7600             3.407989E+02             3.407199E+02             3.415330E+02             3.413753E+02             3.437290E+02             3.430480E+02             3.445071E+02             3.437695E+02             3.452566E+02             3.444242E+02
                   5.9400             3.407720E+02             3.406938E+02             3.415178E+02             3.413601E+02             3.437015E+02             3.430214E+02             3.444916E+02             3.437540E+02             3.452405E+02             3.444082E+02
                   6.1200             3.407454E+02             3.406679E+02             3.415027E+02             3.413449E+02             3.436743E+02             3.429952E+02             3.444760E+02             3.437385E+02             3.452244E+02             3.443922E+02
                   6.3000             3.407191E+02             3.406423E+02             3.414876E+02             3.413298E+02             3.436475E+02             3.429693E+02             3.444606E+02             3.437232E+02             3.452084E+02             3.443764E+02
                   6.4800             3.406930E+02             3.406169E+02             3.414726E+02             3.413148E+02             3.436210E+02             3.429437E+02             3.444452E+02             3.437079E+02             3.451924E+02             3.443605E+02
                   6.6600             3.406672E+02             3.405917E+02             3.414577E+02             3.412999E+02             3.435949E+02             3.429184E+02             3.444299E+02             3.436926E+02             3.451765E+02             3.443447E+02
                   6.8400             3.406416E+02             3.405667E+02             3.414428E+02             3.412850E+02             3.435690E+02             3.428933E+02             3.444147E+02             3.436775E+02             3.451607E+02             3.443290E+02
                   7.0200             3.406163E+02             3.405419E+02             3.414280E+02             3.412702E+02             3.435435E+02             3.428685E+02             3.443995E+02             3.436623E+02             3.451449E+02             3.443133E+02
                   7.2000             3.405911E+02             3.405173E+02             3.414133E+02             3.412554E+02             3.435183E+02             3.428440E+02             3.443844E+02             3.436473E+02             3.451292E+02             3.442977E+02
                   7.3800             3.405662E+02             3.404929E+02             3.413986E+02             3.412407E+02             3.434933E+02             3.428197E+02             3.443693E+02             3.436323E+02             3.451135E+02             3.442821E+02
                   7.5600             3.405415E+02             3.404686E+02             3.413839E+02             3.412261E+02             3.434686E+02             3.427957E+02             3.443543E+02             3.436173E+02             3.450979E+02             3.442666E+02
                   7.7400             3.405169E+02             3.404446E+02             3.413694E+02             3.412115E+02             3.434442E+02             3.427719E+02             3.443393E+02             3.436025E+02             3.450823E+02             3.442511E+02
                   7.9200             3.404926E+02             3.404206E+02             3.413548E+02             3.411969E+02             3.434200E+02             3.427483E+02             3.443244E+02             3.435876E+02             3.450667E+02             3.442357E+02
                   8.1000             3.404684E+02             3.403969E+02             3.413404E+02             3.411824E+02             3.433960E+02             3.427249E+02             3.443095E+02             3.435728E+02             3.450512E+02             3.442203E+02
                   8.2800             3.404444E+02             3.403733E+02             3.413259E+02             3.411680E+02             3.433723E+02             3.427017E+02             3.442947E+02             3.435581E+02             3.450358E+02             3.442050E+02
                   8.4600             3.404205E+02             3.403498E+02             3.413116E+02             3.411536E+02             3.433487E+02             3.426787E+02             3.442799E+02             3.435434E+02             3.450204E+02             3.441897E+02
                   8.6400             3.403968E+02             3.403265E+02             3.412972E+02             3.411393E+02             3.433254E+02             3.426558E+02             3.442652E+02             3.435288E+02             3.450050E+02             3.441744E+02
                   8.8200             3.403732E+02             3.403033E+02             3.412830E+02             3.411250E+02             3.433023E+02             3.426332E+02             3.442505E+02             3.435142E+02             3.449897E+02             3.441592E+02
                   9.0000             3.403498E+02             3.402803E+02             3.412687E+02             3.411108E+02             3.432793E+02             3.426107E+02             3.442359E+02             3.434996E+02             3.449744E+02             3.441440E+02
                   9.1800             3.403265E+02             3.402573E+02             3.412546E+02             3.410966E+02             3.432566E+02             3.425884E+02             3.442213E+02             3.434851E+02             3.449591E+02             3.441289E+02
                   9.3600             3.403033E+02             3.402345E+02             3.412404E+02             3.410824E+02             3.432340E+02             3.425662E+02             3.442068E+02             3.434706E+02             3.449439E+02             3.441138E+02
                   9.5400             3.402803E+02             3.402118E+02             3.412263E+02             3.410683E+02             3.432116E+02             3.425442E+02             3.441922E+02             3.434562E+02             3.449287E+02             3.440987E+02
                   9.7200             3.402574E+02             3.401892E+02             3.412123E+02             3.410543E+02             3.431893E+02             3.425223E+02             3.441778E+02             3.434418E+02             3.449136E+02             3.440837E+02
                   9.9000             3.402346E+02             3.401667E+02             3.411983E+02             3.410403E+02             3.431672E+02             3.425006E+02             3.441633E+02             3.434274E+02             3.448984E+02             3.440687E+02
