                   Degree                T_ocsc[K]                T_ocdc[K]                T_rosc[K]                T_rodc[K]              T_roller[K]               T_uocsc[K]               T_locsc[K]               T_uocdc[K]               T_locdc[K]
                   0.0000             3.429521E+02             3.429521E+02             3.455350E+02             3.455350E+02             3.462244E+02             3.435160E+02             3.424132E+02             3.435160E+02             3.424132E+02
                   0.1800             3.440044E+02             3.440830E+02             3.465101E+02             3.465904E+02             3.473011E+02             3.445921E+02             3.436469E+02             3.446245E+02             3.436879E+02
                   0.3600             3.429556E+02             3.430798E+02             3.455105E+02             3.456391E+02             3.463350E+02             3.436093E+02             3.425506E+02             3.436366E+02             3.425848E+02
                   0.5400             3.425319E+02             3.426934E+02             3.451002E+02             3.452691E+02             3.459602E+02             3.432289E+02             3.421335E+02             3.432551E+02             3.421665E+02
                   0.7200             3.423042E+02             3.424986E+02             3.448748E+02             3.450799E+02             3.457692E+02             3.430349E+02             3.419258E+02             3.430620E+02             3.419603E+02
                   0.9000             3.421610E+02             3.423855E+02             3.447296E+02             3.449680E+02             3.456568E+02             3.429201E+02             3.418065E+02             3.429493E+02             3.418441E+02
                   1.0800             3.420595E+02             3.423118E+02             3.446240E+02             3.448936E+02             3.455823E+02             3.428432E+02             3.417291E+02             3.428754E+02             3.417708E+02
                   1.2600             3.419802E+02             3.422583E+02             3.445400E+02             3.448387E+02             3.455275E+02             3.427858E+02             3.416727E+02             3.428215E+02             3.417194E+02
                   1.4400             3.419138E+02             3.422161E+02             3.444686E+02             3.447947E+02             3.454837E+02             3.427389E+02             3.416274E+02             3.427788E+02             3.416798E+02
                   1.6200             3.418556E+02             3.421807E+02             3.444055E+02             3.447575E+02             3.454467E+02             3.426984E+02             3.415884E+02             3.427428E+02             3.416470E+02
                   1.8000             3.418032E+02             3.421497E+02             3.443483E+02             3.447249E+02             3.454142E+02             3.426620E+02             3.415532E+02             3.427112E+02             3.416185E+02
                   1.9800             3.417550E+02             3.421220E+02             3.442958E+02             3.446956E+02             3.453851E+02             3.426285E+02             3.415206E+02             3.426830E+02             3.415929E+02
                   2.1600             3.417104E+02             3.420968E+02             3.442471E+02             3.446692E+02             3.453586E+02             3.425974E+02             3.414898E+02             3.426574E+02             3.415694E+02
                   2.3400             3.416689E+02             3.420739E+02             3.442018E+02             3.446452E+02             3.453345E+02             3.425684E+02             3.414607E+02             3.426340E+02             3.415478E+02
                   2.5200             3.416302E+02             3.420529E+02             3.441597E+02             3.446234E+02             3.453125E+02             3.425412E+02             3.414329E+02             3.426127E+02             3.415277E+02
                   2.7000             3.415939E+02             3.420338E+02             3.441204E+02             3.446036E+02             3.452926E+02             3.425157E+02             3.414063E+02             3.425933E+02             3.415090E+02
                   2.8800             3.415598E+02             3.420163E+02             3.440835E+02             3.445856E+02             3.452742E+02             3.424916E+02             3.413808E+02             3.425754E+02             3.414916E+02
