                             Degree                     Suc.Volume[m3]                    Comp.Volume[m3]               I.Suct.Press._1[kPa]                    I.Suct.Temp.[K]                 I.Disc.Press.[kPa]                    I.Disc.Temp.[K]
                             0.0000                       5.000000E-08                       3.284777E-05                       1.009508E+02                       3.037789E+02                       1.002185E+02                       3.031473E+02
                             0.1800                       5.005066E-08                       3.284772E-05                       1.009508E+02                       3.037789E+02                       1.002187E+02                       3.031475E+02
                             0.3600                       5.009648E-08                       3.284766E-05                       1.009508E+02                       3.037789E+02                       1.002190E+02                       3.031478E+02
                             0.5400                       5.013763E-08                       3.284759E-05                       1.009508E+02                       3.037789E+02                       1.002192E+02                       3.031480E+02
                             0.7200                       5.017429E-08                       3.284752E-05                       1.009508E+02                       3.037789E+02                       1.002195E+02                       3.031483E+02
                             0.9000                       5.020665E-08                       3.284744E-05                       1.009508E+02                       3.037789E+02                       1.002199E+02                       3.031486E+02
                             1.0800                       5.023489E-08                       3.284736E-05                       1.009508E+02                       3.037789E+02                       1.002202E+02                       3.031489E+02
                             1.2600                       5.025918E-08                       3.284727E-05                       1.009508E+02                       3.037789E+02                       1.002206E+02                       3.031492E+02
                             1.4400                       5.027970E-08                       3.284717E-05                       1.009508E+02                       3.037789E+02                       1.002210E+02                       3.031496E+02
                             1.6200                       5.029663E-08                       3.284707E-05                       1.009508E+02                       3.037789E+02                       1.002215E+02                       3.031499E+02
                             1.8000                       5.031015E-08                       3.284696E-05                       1.009508E+02                       3.037789E+02                       1.002219E+02                       3.031503E+02
                             1.9800                       5.032045E-08                       3.284685E-05                       1.009508E+02                       3.037789E+02                       1.002224E+02                       3.031508E+02
                             2.1600                       5.032769E-08                       3.284672E-05                       1.009508E+02                       3.037789E+02                       1.002229E+02                       3.031512E+02
                             2.3400                       5.033207E-08                       3.284659E-05                       1.009508E+02                       3.037789E+02                       1.002235E+02                       3.031517E+02
                             2.5200                       5.033375E-08                       3.284646E-05                       1.009508E+02                       3.037789E+02                       1.002241E+02                       3.031522E+02
                             2.7000                       5.033292E-08                       3.284631E-05                       1.009508E+02                       3.037789E+02                       1.002247E+02                       3.031527E+02
                             2.8800                       5.032977E-08                       3.284616E-05                       1.009508E+02                       3.037789E+02                       1.002254E+02                       3.031533E+02
                             3.0600                       5.032446E-08                       3.284600E-05                       1.009508E+02                       3.037789E+02                       1.002260E+02                       3.031539E+02
                             3.2400                       5.031718E-08                       3.284583E-05                       1.009508E+02                       3.037789E+02                       1.002268E+02                       3.031545E+02
                             3.4200                       5.030811E-08                       3.284565E-05                       1.009508E+02                       3.037789E+02                       1.002275E+02                       3.031552E+02
                             3.6000                       5.029743E-08                       3.284547E-05                       1.009508E+02                       3.037789E+02                       1.002283E+02                       3.031559E+02
                             3.7800                       5.028532E-08                       3.284528E-05                       1.009508E+02                       3.037789E+02                       1.002291E+02                       3.031566E+02
                             3.9600                       5.027195E-08                       3.284507E-05                       1.009508E+02                       3.037789E+02                       1.002300E+02                       3.031573E+02
                             4.1400                       5.025752E-08                       3.284486E-05                       1.009508E+02                       3.037789E+02                       1.002309E+02                       3.031581E+02
                             4.3200                       5.024219E-08                       3.284464E-05                       1.009508E+02                       3.037789E+02                       1.002318E+02                       3.031589E+02
                             4.5000                       5.022615E-08                       3.284441E-05                       1.009508E+02                       3.037789E+02                       1.002328E+02                       3.031598E+02
                             4.6800                       5.020957E-08                       3.284417E-05                       1.009508E+02                       3.037789E+02                       1.002339E+02                       3.031606E+02
                             4.8600                       5.019265E-08                       3.284392E-05                       1.009508E+02                       3.037789E+02                       1.002349E+02                       3.031616E+02
                             5.0400                       5.017555E-08                       3.284366E-05                       1.009508E+02                       3.037789E+02                       1.002360E+02                       3.031625E+02
                             5.2200                       5.015845E-08                       3.284340E-05                       1.009508E+02                       3.037789E+02                       1.002372E+02                       3.031635E+02
                             5.4000                       5.014155E-08                       3.284312E-05                       1.009508E+02                       3.037789E+02                       1.002384E+02                       3.031645E+02
                             5.5800                       5.012501E-08                       3.284283E-05                       1.009508E+02                       3.037789E+02                       1.002396E+02                       3.031656E+02
                             5.7600                       5.010902E-08                       3.284253E-05                       1.009508E+02                       3.037789E+02                       1.002409E+02                       3.031667E+02
                             5.9400                       5.009376E-08                       3.284222E-05                       1.009508E+02                       3.037789E+02                       1.002422E+02                       3.031679E+02
                             6.1200                       5.007940E-08                       3.284190E-05                       1.009508E+02                       3.037789E+02                       1.002436E+02                       3.031691E+02
                             6.3000                       5.006612E-08                       3.284156E-05                       1.009508E+02                       3.037789E+02                       1.002450E+02                       3.031703E+02
                             6.4800                       5.005412E-08                       3.284122E-05                       1.009508E+02                       3.037789E+02                       1.002465E+02                       3.031716E+02
                             6.6600                       5.004355E-08                       3.284087E-05                       1.009508E+02                       3.037789E+02                       1.002480E+02                       3.031729E+02
                             6.8400                       5.003462E-08                       3.284050E-05                       1.009508E+02                       3.037789E+02                       1.002496E+02                       3.031742E+02
                             7.0200                       5.002748E-08                       3.284012E-05                       1.009508E+02                       3.037789E+02                       1.002512E+02                       3.031756E+02
                             7.2000                       5.002233E-08                       3.283973E-05                       1.009508E+02                       3.037789E+02                       1.002528E+02                       3.031771E+02
                             7.3800                       5.001935E-08                       3.283933E-05                       1.009508E+02                       3.037789E+02                       1.002546E+02                       3.031786E+02
                             7.5600                       5.001871E-08                       3.283891E-05                       1.009508E+02                       3.037789E+02                       1.002563E+02                       3.031801E+02
                             7.7400                       5.002059E-08                       3.283849E-05                       1.009508E+02                       3.037789E+02                       1.002582E+02                       3.031817E+02
                             7.9200                       5.002517E-08                       3.283805E-05                       1.009508E+02                       3.037789E+02                       1.002601E+02                       3.031833E+02
                             8.1000                       5.003263E-08                       3.283759E-05                       1.009508E+02                       3.037789E+02                       1.002620E+02                       3.031850E+02
                             8.2800                       5.004316E-08                       3.283713E-05                       1.009508E+02                       3.037789E+02                       1.002640E+02                       3.031867E+02
                             8.4600                       5.005692E-08                       3.283665E-05                       1.009508E+02                       3.037789E+02                       1.002660E+02                       3.031885E+02
                             8.6400                       5.007411E-08                       3.283616E-05                       1.009508E+02                       3.037789E+02                       1.002681E+02                       3.031903E+02
                             8.8200                       5.009489E-08                       3.283565E-05                       1.009508E+02                       3.037789E+02                       1.002703E+02                       3.031921E+02
                             9.0000                       5.011945E-08                       3.283513E-05                       1.009508E+02                       3.037789E+02                       1.002725E+02                       3.031941E+02
                             9.1800                       5.014796E-08                       3.283460E-05                       1.009508E+02                       3.037789E+02                       1.002748E+02                       3.031960E+02
                             9.3600                       5.018061E-08                       3.283405E-05                       1.009508E+02                       3.037789E+02                       1.002771E+02                       3.031981E+02
                             9.5400                       5.021757E-08                       3.283349E-05                       1.009508E+02                       3.037789E+02                       1.002795E+02                       3.032001E+02
                             9.7200                       5.025903E-08                       3.283292E-05                       1.009508E+02                       3.037789E+02                       1.002820E+02                       3.032023E+02
