                   Degree           dqdtheta_sc[W]           dqdtheta_dc[W]           dqdtheta_hc[W]       dqdtheta_resoil[W]          dqdtheta_oil[W]
                   0.0000             8.012333E-04             1.367401E+01             0.000000E+00             1.727610E+00             3.007628E+03
                   0.1800             2.416004E-02             1.370549E+01             0.000000E+00             1.588931E+00             3.007861E+03
                   0.3600             4.093395E-02             1.373898E+01             0.000000E+00             1.548537E+00             3.007928E+03
                   0.5400             5.594042E-02             1.377122E+01             0.000000E+00             1.527476E+00             3.007962E+03
                   0.7200             7.016412E-02             1.380190E+01             0.000000E+00             1.517190E+00             3.007976E+03
                   0.9000             8.392696E-02             1.383082E+01             0.000000E+00             1.512564E+00             3.007980E+03
                   1.0800             9.734703E-02             1.385790E+01             0.000000E+00             1.510797E+00             3.007980E+03
                   1.2600             1.104761E-01             1.388308E+01             0.000000E+00             1.510425E+00             3.007977E+03
                   1.4400             1.233447E-01             1.390633E+01             0.000000E+00             1.510700E+00             3.007973E+03
                   1.6200             1.359760E-01             1.392768E+01             0.000000E+00             1.511247E+00             3.007969E+03
                   1.8000             1.483906E-01             1.394711E+01             0.000000E+00             1.511879E+00             3.007965E+03
                   1.9800             1.606070E-01             1.396466E+01             0.000000E+00             1.512505E+00             3.007961E+03
                   2.1600             1.726419E-01             1.398032E+01             0.000000E+00             1.513080E+00             3.007957E+03
                   2.3400             1.845102E-01             1.399412E+01             0.000000E+00             1.513586E+00             3.007954E+03
                   2.5200             1.962252E-01             1.400607E+01             0.000000E+00             1.514015E+00             3.007951E+03
                   2.7000             2.077986E-01             1.401618E+01             0.000000E+00             1.514365E+00             3.007948E+03
                   2.8800             2.192407E-01             1.402448E+01             0.000000E+00             1.514637E+00             3.007946E+03
                   3.0600             2.305607E-01             1.403098E+01             0.000000E+00             1.514833E+00             3.007944E+03
                   3.2400             2.417666E-01             1.403570E+01             0.000000E+00             1.514957E+00             3.007943E+03
                   3.4200             2.528658E-01             1.403865E+01             0.000000E+00             1.515010E+00             3.007942E+03
                   3.6000             2.638647E-01             1.403986E+01             0.000000E+00             1.514996E+00             3.007941E+03
                   3.7800             2.747694E-01             1.403936E+01             0.000000E+00             1.514919E+00             3.007940E+03
                   3.9600             2.855851E-01             1.403717E+01             0.000000E+00             1.514781E+00             3.007940E+03
                   4.1400             2.963170E-01             1.403335E+01             0.000000E+00             1.514585E+00             3.007940E+03
                   4.3200             3.069696E-01             1.402797E+01             0.000000E+00             1.514335E+00             3.007940E+03
                   4.5000             3.175472E-01             1.402118E+01             0.000000E+00             1.514037E+00             3.007941E+03
                   4.6800             3.280539E-01             1.401333E+01             0.000000E+00             1.513702E+00             3.007941E+03
                   4.8600             3.384936E-01             1.400505E+01             0.000000E+00             1.513348E+00             3.007942E+03
                   5.0400             3.488698E-01             1.399677E+01             0.000000E+00             1.512988E+00             3.007943E+03
                   5.2200             3.591861E-01             1.398856E+01             0.000000E+00             1.512627E+00             3.007944E+03
                   5.4000             3.694458E-01             1.398041E+01             0.000000E+00             1.512265E+00             3.007945E+03
                   5.5800             3.796523E-01             1.397233E+01             0.000000E+00             1.511906E+00             3.007946E+03
                   5.7600             3.898086E-01             1.396432E+01             0.000000E+00             1.511551E+00             3.007946E+03
                   5.9400             3.999178E-01             1.395637E+01             0.000000E+00             1.511202E+00             3.007947E+03
                   6.1200             4.099830E-01             1.394850E+01             0.000000E+00             1.510861E+00             3.007948E+03
                   6.3000             4.200071E-01             1.394069E+01             0.000000E+00             1.510531E+00             3.007949E+03
                   6.4800             4.299931E-01             1.393295E+01             0.000000E+00             1.510212E+00             3.007950E+03
                   6.6600             4.399439E-01             1.392528E+01             0.000000E+00             1.509909E+00             3.007950E+03
                   6.8400             4.498624E-01             1.391767E+01             0.000000E+00             1.509622E+00             3.007951E+03
                   7.0200             4.597515E-01             1.391013E+01             0.000000E+00             1.509353E+00             3.007952E+03
                   7.2000             4.696140E-01             1.390266E+01             0.000000E+00             1.509105E+00             3.007952E+03
                   7.3800             4.794529E-01             1.389525E+01             0.000000E+00             1.508880E+00             3.007953E+03
                   7.5600             4.892709E-01             1.388791E+01             0.000000E+00             1.508680E+00             3.007954E+03
                   7.7400             4.990709E-01             1.388064E+01             0.000000E+00             1.508507E+00             3.007954E+03
                   7.9200             5.088559E-01             1.387343E+01             0.000000E+00             1.508363E+00             3.007954E+03
                   8.1000             5.186286E-01             1.386629E+01             0.000000E+00             1.508250E+00             3.007955E+03
                   8.2800             5.283920E-01             1.385921E+01             0.000000E+00             1.508170E+00             3.007955E+03
                   8.4600             5.381490E-01             1.385220E+01             0.000000E+00             1.508125E+00             3.007955E+03
                   8.6400             5.479024E-01             1.384526E+01             0.000000E+00             1.508117E+00             3.007956E+03
