                   Degree               Volume[m3]            Pressure[kPa]           Temperature[K]        Int. Energy[J/kg]           Density[kg/m3]           Enthalpy[J/kg]          Entropy[J/kg.K]  Dyn. Viscosity[N.s/m^2]       Spec. Heat[J/kg.K]     Therm. Cond[W/(m.K)]                 Mass[kg]    Valve Deflec. mid[mm]    Valve Deflec. tip[mm]
                   0.0000             3.284777E-05             1.034998E+02             3.135322E+02             3.499315E+05             1.150246E+00             4.399155E+05             3.925018E+03             1.918362E-05             1.006970E+03             2.738291E-02             3.778302E-05             0.000000E+00             0.000000E+00
                   0.1800             3.284772E-05             1.032959E+02             3.134077E+02             3.498424E+05             1.148437E+00             4.397905E+05             3.925185E+03             1.917770E-05             1.006961E+03             2.737373E-02             3.772402E-05             0.000000E+00             0.000000E+00
                   0.3600             3.284766E-05             1.031022E+02             3.132886E+02             3.497573E+05             1.146720E+00             4.396709E+05             3.925342E+03             1.917204E-05             1.006952E+03             2.736495E-02             3.766753E-05             0.000000E+00             0.000000E+00
                   0.5400             3.284759E-05             1.029172E+02             3.131749E+02             3.496760E+05             1.145079E+00             4.395569E+05             3.925493E+03             1.916663E-05             1.006944E+03             2.735657E-02             3.761352E-05             0.000000E+00             0.000000E+00
                   0.7200             3.284752E-05             1.027409E+02             3.130667E+02             3.495986E+05             1.143513E+00             4.394482E+05             3.925638E+03             1.916149E-05             1.006937E+03             2.734859E-02             3.756198E-05             0.000000E+00             0.000000E+00
                   0.9000             3.284744E-05             1.025732E+02             3.129638E+02             3.495251E+05             1.142022E+00             4.393450E+05             3.925777E+03             1.915660E-05             1.006930E+03             2.734100E-02             3.751291E-05             0.000000E+00             0.000000E+00
                   1.0800             3.284736E-05             1.024141E+02             3.128664E+02             3.494555E+05             1.140606E+00             4.392472E+05             3.925910E+03             1.915196E-05             1.006923E+03             2.733382E-02             3.746628E-05             0.000000E+00             0.000000E+00
                   1.2600             3.284727E-05             1.022635E+02             3.127743E+02             3.493897E+05             1.139265E+00             4.391548E+05             3.926037E+03             1.914758E-05             1.006916E+03             2.732703E-02             3.742210E-05             0.000000E+00             0.000000E+00
                   1.4400             3.284717E-05             1.021214E+02             3.126876E+02             3.493277E+05             1.137998E+00             4.390678E+05             3.926158E+03             1.914346E-05             1.006910E+03             2.732063E-02             3.738034E-05             0.000000E+00             0.000000E+00
                   1.6200             3.284707E-05             1.019877E+02             3.126062E+02             3.492696E+05             1.136804E+00             4.389861E+05             3.926273E+03             1.913959E-05             1.006905E+03             2.731463E-02             3.734100E-05             0.000000E+00             0.000000E+00
                   1.8000             3.284696E-05             1.018624E+02             3.125302E+02             3.492153E+05             1.135684E+00             4.389099E+05             3.926382E+03             1.913597E-05             1.006899E+03             2.730902E-02             3.730406E-05             0.000000E+00             0.000000E+00
                   1.9800             3.284685E-05             1.017455E+02             3.124596E+02             3.491649E+05             1.134637E+00             4.388390E+05             3.926484E+03             1.913261E-05             1.006894E+03             2.730381E-02             3.726952E-05             0.000000E+00             0.000000E+00
                   2.1600             3.284672E-05             1.016368E+02             3.123942E+02             3.491182E+05             1.133663E+00             4.387734E+05             3.926581E+03             1.912950E-05             1.006890E+03             2.729899E-02             3.723737E-05             0.000000E+00             0.000000E+00
                   2.3400             3.284659E-05             1.015365E+02             3.123342E+02             3.490754E+05             1.132761E+00             4.387131E+05             3.926672E+03             1.912664E-05             1.006886E+03             2.729456E-02             3.720758E-05             0.000000E+00             0.000000E+00
