                   Degree          P_inst_total[W]  P_inst_total_no_loss[W]              P_f_loss[W]            P_thr_loss[W]          P_inertia_ro[W]          P_inertia_vh[W]                 P_com[W]              P_bear_s[W]
                   0.0000             8.611159E+01             1.111049E-01             8.600048E+01             3.701201E+05             1.019953E-01             3.067996E-04             8.802833E-03             1.324842E+01
                   0.1800             8.592026E+01            -2.683126E-01             8.618858E+01             3.701201E+05            -3.126137E-01            -9.403345E-04             4.524145E-02             1.321316E+01
                   0.3600             8.564960E+01            -5.168909E-01             8.616650E+01             3.701201E+05            -6.175353E-01            -1.857526E-03             1.025019E-01             1.320790E+01
                   0.5400             8.538222E+01            -7.655909E-01             8.614781E+01             3.701201E+05            -9.224718E-01            -2.774751E-03             1.596557E-01             1.320358E+01
                   0.7200             8.511844E+01            -1.014397E+00             8.613284E+01             3.701201E+05            -1.227391E+00            -3.691909E-03             2.166865E-01             1.320039E+01
                   0.9000             8.485854E+01            -1.263232E+00             8.612177E+01             3.701201E+05            -1.532212E+00            -4.608747E-03             2.735887E-01             1.319847E+01
                   1.0800             8.460266E+01            -1.512077E+00             8.611474E+01             3.701201E+05            -1.836914E+00            -5.525203E-03             3.303616E-01             1.319797E+01
                   1.2600             8.435082E+01            -1.760974E+00             8.611179E+01             3.701201E+05            -2.141540E+00            -6.441399E-03             3.870073E-01             1.319898E+01
                   1.4400             8.410304E+01            -2.009862E+00             8.611290E+01             3.701201E+05            -2.446034E+00            -7.357157E-03             4.435292E-01             1.320151E+01
                   1.6200             8.385922E+01            -2.258726E+00             8.611795E+01             3.701201E+05            -2.750385E+00            -8.272445E-03             4.999314E-01             1.320551E+01
                   1.8000             8.366089E+01            -2.507531E+00             8.616842E+01             3.701200E+05            -3.054562E+00            -9.187160E-03             5.562185E-01             1.321083E+01
                   1.9800             8.352269E+01            -2.756285E+00             8.627897E+01             3.701200E+05            -3.358579E+00            -1.010134E-02             6.123958E-01             1.321725E+01
                   2.1600             8.338742E+01            -3.004938E+00             8.639236E+01             3.701200E+05            -3.662392E+00            -1.101485E-02             6.684688E-01             1.322448E+01
                   2.3400             8.325467E+01            -3.253484E+00             8.650816E+01             3.701200E+05            -3.966000E+00            -1.192767E-02             7.244434E-01             1.323219E+01
                   2.5200             8.312402E+01            -3.501890E+00             8.662591E+01             3.701200E+05            -4.269376E+00            -1.283973E-02             7.803257E-01             1.324002E+01
