                   Degree                 Q1[m3/s]                 Q2[m3/s]                Q3c[m3/s]                Q3s[m3/s]                 Q4[m3/s]                Q5a[m3/s]                Q5b[m3/s]                Q6c[m3/s]                Q6s[m3/s]                 Q7[m3/s]                 Q8[m3/s]                Q9a[m3/s]                Q9b[m3/s]
                   0.0000             1.129333E-06             1.467990E-07             1.129368E-06             1.853327E-15             2.113707E-08             1.258555E-07             1.129561E-06            -3.452822E-11            -5.164841E-20             9.825343E-07            -9.756160E-08            -2.137342E-07             6.712385E-07
                   0.1800             1.129528E-06             1.469043E-07             1.128974E-06             5.884646E-10             2.111910E-08             1.257842E-07             1.129561E-06            -3.443784E-11            -2.130010E-14             9.826237E-07            -9.757061E-08            -2.138146E-07             6.712385E-07
                   0.3600             1.129758E-06             1.470397E-07             1.128618E-06             1.174122E-09             2.110541E-08             1.257039E-07             1.129561E-06            -3.433803E-11            -4.269411E-14             9.827178E-07            -9.759944E-08            -2.138798E-07             6.712385E-07
                   0.5400             1.129977E-06             1.471694E-07             1.128254E-06             1.757387E-09             2.109241E-08             1.256271E-07             1.129561E-06            -3.424161E-11            -6.416244E-14             9.828076E-07            -9.762726E-08            -2.139419E-07             6.712385E-07
                   0.7200             1.130186E-06             1.472933E-07             1.127882E-06             2.338502E-09             2.108010E-08             1.255539E-07             1.129561E-06            -3.414857E-11            -8.569534E-14             9.828932E-07            -9.765403E-08            -2.140007E-07             6.712385E-07
                   0.9000             1.130386E-06             1.474113E-07             1.127502E-06             2.917644E-09             2.106846E-08             1.254842E-07             1.129561E-06            -3.405892E-11            -1.072870E-13             9.829746E-07            -9.767972E-08            -2.140564E-07             6.712385E-07
                   1.0800             1.130575E-06             1.475236E-07             1.127115E-06             3.494968E-09             2.105748E-08             1.254181E-07             1.129561E-06            -3.397268E-11            -1.289330E-13             9.830518E-07            -9.770431E-08            -2.141090E-07             6.712385E-07
                   1.2600             1.130755E-06             1.476300E-07             1.126718E-06             4.070623E-09             2.104714E-08             1.253555E-07             1.129561E-06            -3.388985E-11            -1.506293E-13             9.831248E-07            -9.772772E-08            -2.141586E-07             6.712385E-07
                   1.4400             1.130924E-06             1.477304E-07             1.126313E-06             4.644755E-09             2.103743E-08             1.252964E-07             1.129561E-06            -3.381047E-11            -1.723720E-13             9.831936E-07            -9.774992E-08            -2.142052E-07             6.712385E-07
                   1.6200             1.131083E-06             1.478247E-07             1.125899E-06             5.217514E-09             2.102834E-08             1.252410E-07             1.129561E-06            -3.373454E-11            -1.941568E-13             9.832582E-07            -9.777085E-08            -2.142488E-07             6.712385E-07
                   1.8000             1.131232E-06             1.479130E-07             1.125476E-06             5.789051E-09             2.101986E-08             1.251892E-07             1.129561E-06            -3.366207E-11            -2.159799E-13             9.833185E-07            -9.779047E-08            -2.142896E-07             6.712385E-07
                   1.9800             1.131370E-06             1.479953E-07             1.125044E-06             6.359516E-09             2.101197E-08             1.251409E-07             1.129561E-06            -3.359308E-11            -2.378368E-13             9.833747E-07            -9.780876E-08            -2.143275E-07             6.712385E-07
                   2.1600             1.131498E-06             1.480714E-07             1.124603E-06             6.929063E-09             2.100467E-08             1.250962E-07             1.129561E-06            -3.352754E-11            -2.597232E-13             9.834268E-07            -9.782571E-08            -2.143626E-07             6.712385E-07
                   2.3400             1.131616E-06             1.481415E-07             1.124152E-06             7.497845E-09             2.099795E-08             1.250551E-07             1.129561E-06            -3.346546E-11            -2.816348E-13             9.834746E-07            -9.784132E-08            -2.143949E-07             6.712385E-07
                   2.5200             1.131724E-06             1.482056E-07             1.123692E-06             8.066015E-09             2.099181E-08             1.250175E-07             1.129561E-06            -3.340681E-11            -3.035669E-13             9.835184E-07            -9.785559E-08            -2.144243E-07             6.712385E-07
                   2.7000             1.131822E-06             1.482636E-07             1.123222E-06             8.633727E-09             2.098625E-08             1.249835E-07             1.129561E-06            -3.335158E-11            -3.255151E-13             9.835581E-07            -9.786852E-08            -2.144511E-07             6.712385E-07
                   2.8800             1.131909E-06             1.483158E-07             1.122742E-06             9.201135E-09             2.098126E-08             1.249529E-07             1.129561E-06            -3.329975E-11            -3.474748E-13             9.835937E-07            -9.788013E-08            -2.144751E-07             6.712385E-07
                   3.0600             1.131987E-06             1.483619E-07             1.122252E-06             9.768391E-09             2.097683E-08             1.249258E-07             1.129561E-06            -3.325131E-11            -3.694414E-13             9.836252E-07            -9.789041E-08            -2.144964E-07             6.712385E-07
                   3.2400             1.132055E-06             1.484022E-07             1.121753E-06             1.033565E-08             2.097295E-08             1.249021E-07             1.129561E-06            -3.320624E-11            -3.914103E-13             9.836528E-07            -9.789934E-08            -2.145150E-07             6.712385E-07
                   3.4200             1.132113E-06             1.484366E-07             1.121243E-06             1.090306E-08             2.096962E-08             1.248819E-07             1.129561E-06            -3.316454E-11            -4.133770E-13             9.836763E-07            -9.790693E-08            -2.145309E-07             6.712385E-07
