                   Degree                T_ecc[Nm]         T_inertia_ro[Nm]         T_inertia_vh[Nm]              T_com_C[Nm]      T_total_no_loss[Nm]               T_loss[Nm]             T_bear_s[Nm]         T_inst_total[Nm]
                   0.0000             7.759106E-02             5.942544E-04             1.787505E-06             5.128790E-05             6.473298E-04             5.010641E-01             7.718921E-02             5.017115E-01
                   0.1800             7.938359E-02            -1.821380E-03            -5.478666E-06             2.635900E-04            -1.563268E-03             5.021600E-01             7.698374E-02             5.005968E-01
                   0.3600             7.955599E-02            -3.597943E-03            -1.082249E-05             5.972064E-04            -3.011559E-03             5.020314E-01             7.695311E-02             4.990198E-01
                   0.5400             7.974119E-02            -5.374592E-03            -1.616652E-05             9.302010E-04            -4.460558E-03             5.019225E-01             7.692796E-02             4.974620E-01
                   0.7200             7.993999E-02            -7.151143E-03            -2.151015E-05             1.262479E-03            -5.910174E-03             5.018353E-01             7.690936E-02             4.959251E-01
                   0.9000             8.015259E-02            -8.927116E-03            -2.685192E-05             1.594008E-03            -7.359960E-03             5.017708E-01             7.689818E-02             4.944108E-01
                   1.0800             8.037896E-02            -1.070240E-02            -3.219146E-05             1.924784E-03            -8.809807E-03             5.017298E-01             7.689526E-02             4.929200E-01
                   1.2600             8.061891E-02            -1.247724E-02            -3.752949E-05             2.254819E-03            -1.025995E-02             5.017127E-01             7.690113E-02             4.914527E-01
                   1.4400             8.087212E-02            -1.425131E-02            -4.286497E-05             2.584132E-03            -1.171005E-02             5.017191E-01             7.691588E-02             4.900091E-01
                   1.6200             8.113825E-02            -1.602455E-02            -4.819770E-05             2.912747E-03            -1.316000E-02             5.017485E-01             7.693916E-02             4.885885E-01
                   1.8000             8.141691E-02            -1.779678E-02            -5.352710E-05             3.240693E-03            -1.460961E-02             5.020426E-01             7.697017E-02             4.874330E-01
                   1.9800             8.170773E-02            -1.956807E-02            -5.885338E-05             3.567999E-03            -1.605893E-02             5.026867E-01             7.700758E-02             4.866278E-01
