                   Degree                L_f_vs[W]               L_ef_vh[W]                L_s_vh[W]               L_ef_ro[W]                 L_lub[W]              L_ef_vro[W]             L_ef_rohc[W]            L_lip_seal[W]         L_reexpansion[W]
                   0.0000             5.780743E-01             5.791442E-02             8.127580E-01             1.694870E+01             1.475642E+01             2.453639E-03             1.694625E+01             3.959819E+01             0.000000E+00
                   0.1800             4.262070E-01             5.791372E-02             8.471420E-01             1.694865E+01             1.509732E+01             2.458080E-03             1.694619E+01             3.959819E+01             0.000000E+00
                   0.3600             3.761047E-01             5.791141E-02             8.478833E-01             1.694843E+01             1.513008E+01             2.471395E-03             1.694596E+01             3.959819E+01             0.000000E+00
                   0.5400             3.261530E-01             5.790756E-02             8.486650E-01             1.694806E+01             1.516525E+01             2.493586E-03             1.694557E+01             3.959819E+01             0.000000E+00
                   0.7200             2.763062E-01             5.790217E-02             8.495111E-01             1.694755E+01             1.520299E+01             2.524652E-03             1.694503E+01             3.959819E+01             0.000000E+00
                   0.9000             2.265555E-01             5.789523E-02             8.504333E-01             1.694689E+01             1.524333E+01             2.564591E-03             1.694433E+01             3.959819E+01             0.000000E+00
                   1.0800             1.768948E-01             5.788676E-02             8.514371E-01             1.694609E+01             1.528627E+01             2.613401E-03             1.694347E+01             3.959819E+01             0.000000E+00
                   1.2600             1.273137E-01             5.787676E-02             8.525248E-01             1.694514E+01             1.533178E+01             2.671080E-03             1.694246E+01             3.959819E+01             0.000000E+00
                   1.4400             7.782521E-02             5.786521E-02             8.536968E-01             1.694404E+01             1.537978E+01             2.737624E-03             1.694130E+01             3.959819E+01             0.000000E+00
                   1.6200             2.843501E-02             5.785213E-02             8.549528E-01             1.694279E+01             1.543022E+01             2.813029E-03             1.693998E+01             3.959819E+01             0.000000E+00
                   1.8000             2.084562E-02             5.783751E-02             8.562917E-01             1.694140E+01             1.548302E+01             2.897292E-03             1.693851E+01             3.959819E+01             0.000000E+00
                   1.9800             7.001394E-02             5.782135E-02             8.577126E-01             1.693987E+01             1.553812E+01             2.990409E-03             1.693688E+01             3.959819E+01             0.000000E+00
                   2.1600             1.190556E-01             5.780366E-02             8.592141E-01             1.693819E+01             1.559543E+01             3.092373E-03             1.693509E+01             3.959819E+01             0.000000E+00
                   2.3400             1.679644E-01             5.778444E-02             8.607951E-01             1.693636E+01             1.565487E+01             3.203180E-03             1.693316E+01             3.959819E+01             0.000000E+00
                   2.5200             2.167291E-01             5.776368E-02             8.624540E-01             1.693439E+01             1.571637E+01             3.322824E-03             1.693106E+01             3.959819E+01             0.000000E+00
                   2.7000             2.653404E-01             5.774139E-02             8.641894E-01             1.693227E+01             1.577986E+01             3.451299E-03             1.692882E+01             3.959819E+01             0.000000E+00
                   2.8800             3.137900E-01             5.771758E-02             8.660000E-01             1.693000E+01             1.584525E+01             3.588597E-03             1.692642E+01             3.959819E+01             0.000000E+00
                   3.0600             3.620670E-01             5.769223E-02             8.678842E-01             1.692760E+01             1.591247E+01             3.734711E-03             1.692386E+01             3.959819E+01             0.000000E+00
