                   Degree               Volume[m3]            Pressure[kPa]           Temperature[K]        Int. Energy[J/kg]           Density[kg/m3]           Enthalpy[J/kg]          Entropy[J/kg.K]  Dyn. Viscosity[N.s/m^2]       Spec. Heat[J/kg.K]     Therm. Cond[W/(m.K)]                 Mass[kg]    Valve Deflec. mid[mm]    Valve Deflec. tip[mm]
                   0.0000             3.284577E-05             1.017839E+02             3.317999E+02             3.630851E+05             1.068766E+00             4.583223E+05             3.986877E+03             2.003686E-05             1.007944E+03             2.870725E-02             3.510444E-05             0.000000E+00             0.000000E+00
                   0.1800             3.284572E-05             1.016682E+02             3.317241E+02             3.630309E+05             1.067795E+00             4.582461E+05             3.986973E+03             2.003334E-05             1.007938E+03             2.870177E-02             3.507275E-05             0.000000E+00             0.000000E+00
                   0.3600             3.284566E-05             1.015605E+02             3.316533E+02             3.629801E+05             1.066892E+00             4.581748E+05             3.987063E+03             2.003006E-05             1.007932E+03             2.869665E-02             3.504302E-05             0.000000E+00             0.000000E+00
                   0.5400             3.284559E-05             1.014599E+02             3.315872E+02             3.629328E+05             1.066048E+00             4.581084E+05             3.987147E+03             2.002699E-05             1.007927E+03             2.869187E-02             3.501520E-05             0.000000E+00             0.000000E+00
                   0.7200             3.284552E-05             1.013663E+02             3.315260E+02             3.628890E+05             1.065262E+00             4.580469E+05             3.987226E+03             2.002415E-05             1.007922E+03             2.868745E-02             3.498929E-05             0.000000E+00             0.000000E+00
                   0.9000             3.284544E-05             1.012798E+02             3.314695E+02             3.628487E+05             1.064534E+00             4.579902E+05             3.987300E+03             2.002154E-05             1.007917E+03             2.868337E-02             3.496528E-05             0.000000E+00             0.000000E+00
                   1.0800             3.284536E-05             1.012002E+02             3.314179E+02             3.628117E+05             1.063864E+00             4.579382E+05             3.987369E+03             2.001914E-05             1.007913E+03             2.867963E-02             3.494316E-05             0.000000E+00             0.000000E+00
                   1.2600             3.284527E-05             1.011276E+02             3.313710E+02             3.627782E+05             1.063251E+00             4.578911E+05             3.987433E+03             2.001696E-05             1.007909E+03             2.867624E-02             3.492292E-05             0.000000E+00             0.000000E+00
                   1.4400             3.284517E-05             1.010619E+02             3.313288E+02             3.627481E+05             1.062695E+00             4.578487E+05             3.987492E+03             2.001501E-05             1.007906E+03             2.867319E-02             3.490456E-05             0.000000E+00             0.000000E+00
                   1.6200             3.284507E-05             1.010031E+02             3.312914E+02             3.627214E+05             1.062197E+00             4.578111E+05             3.987545E+03             2.001327E-05             1.007903E+03             2.867048E-02             3.488807E-05             0.000000E+00             0.000000E+00
