                   Degree                 Q1[m3/s]                 Q2[m3/s]                Q3c[m3/s]                Q3s[m3/s]                 Q4[m3/s]                Q5a[m3/s]                Q5b[m3/s]                Q6c[m3/s]                Q6s[m3/s]                 Q7[m3/s]                 Q8[m3/s]                Q9a[m3/s]                Q9b[m3/s]
                   0.0000             1.275154E-06             1.374443E-07             1.275164E-06             2.057686E-15             2.287927E-08             1.070973E-07             1.267697E-06            -1.068318E-11            -1.533508E-20             1.137709E-06            -1.930081E-07            -1.921596E-07             7.525418E-07
                   0.1800             1.275355E-06             1.375548E-07             1.274594E-06             7.721134E-10             2.286365E-08             1.070222E-07             1.267697E-06            -1.060863E-11            -2.003477E-15             1.137800E-06            -1.930554E-07            -1.922031E-07             7.525418E-07
                   0.3600             1.275539E-06             1.376555E-07             1.274007E-06             1.542483E-09             2.284897E-08             1.069536E-07             1.267697E-06            -1.054030E-11            -4.048499E-15             1.137884E-06            -1.930971E-07            -1.922447E-07             7.525418E-07
                   0.5400             1.275711E-06             1.377497E-07             1.273411E-06             2.311052E-09             2.283524E-08             1.068894E-07             1.267697E-06            -1.047621E-11            -6.144467E-15             1.137962E-06            -1.931361E-07            -1.922837E-07             7.525418E-07
                   0.7200             1.275871E-06             1.378372E-07             1.272804E-06             3.077914E-09             2.282244E-08             1.068297E-07             1.267697E-06            -1.041639E-11            -8.291756E-15             1.138034E-06            -1.931723E-07            -1.923201E-07             7.525418E-07
                   0.9000             1.276020E-06             1.379185E-07             1.272187E-06             3.843234E-09             2.281059E-08             1.067743E-07             1.267697E-06            -1.036069E-11            -1.048625E-14             1.138101E-06            -1.932059E-07            -1.923537E-07             7.525418E-07
                   1.0800             1.276157E-06             1.379934E-07             1.271560E-06             4.607211E-09             2.279967E-08             1.067232E-07             1.267697E-06            -1.030916E-11            -1.272204E-14             1.138164E-06            -1.932369E-07            -1.923848E-07             7.525418E-07
                   1.2600             1.276282E-06             1.380620E-07             1.270923E-06             5.370054E-09             2.278968E-08             1.066764E-07             1.267697E-06            -1.026171E-11            -1.499215E-14             1.138220E-06            -1.932654E-07            -1.924131E-07             7.525418E-07
                   1.4400             1.276396E-06             1.381242E-07             1.270274E-06             6.131973E-09             2.278060E-08             1.066340E-07             1.267697E-06            -1.021845E-11            -1.729036E-14             1.138272E-06            -1.932912E-07            -1.924389E-07             7.525418E-07
                   1.6200             1.276498E-06             1.381802E-07             1.269615E-06             6.893176E-09             2.277244E-08             1.065959E-07             1.267697E-06            -1.017931E-11            -1.960968E-14             1.138318E-06            -1.933143E-07            -1.924621E-07             7.525418E-07
                   1.8000             1.276589E-06             1.382300E-07             1.268946E-06             7.653870E-09             2.276519E-08             1.065620E-07             1.267697E-06            -1.014419E-11            -2.194314E-14             1.138359E-06            -1.933350E-07            -1.924826E-07             7.525418E-07
                   1.9800             1.276669E-06             1.382735E-07             1.268265E-06             8.414253E-09             2.275883E-08             1.065323E-07             1.267697E-06            -1.011321E-11            -2.428513E-14             1.138395E-06            -1.933529E-07            -1.925007E-07             7.525418E-07
                   2.1600             1.276737E-06             1.383110E-07             1.267573E-06             9.174523E-09             2.275338E-08             1.065068E-07             1.267697E-06            -1.008621E-11            -2.662867E-14             1.138426E-06            -1.933685E-07            -1.925161E-07             7.525418E-07
                   2.3400             1.276795E-06             1.383422E-07             1.266870E-06             9.934868E-09             2.274881E-08             1.064855E-07             1.267697E-06            -1.006328E-11            -2.896878E-14             1.138452E-06            -1.933814E-07            -1.925291E-07             7.525418E-07
                   2.5200             1.276841E-06             1.383676E-07             1.266156E-06             1.069547E-08             2.274512E-08             1.064682E-07             1.267697E-06            -1.004426E-11            -3.129880E-14             1.138473E-06            -1.933919E-07            -1.925396E-07             7.525418E-07
                   2.7000             1.276876E-06             1.383869E-07             1.265430E-06             1.145651E-08             2.274228E-08             1.064550E-07             1.267697E-06            -1.002921E-11            -3.361453E-14             1.138489E-06            -1.933999E-07            -1.925477E-07             7.525418E-07
                   2.8800             1.276901E-06             1.384006E-07             1.264693E-06             1.221814E-08             2.274029E-08             1.064456E-07             1.267697E-06            -1.001787E-11            -3.590999E-14             1.138501E-06            -1.934056E-07            -1.925533E-07             7.525418E-07
                   3.0600             1.276917E-06             1.384090E-07             1.263946E-06             1.298047E-08             2.273907E-08             1.064399E-07             1.267697E-06            -1.001009E-11            -3.818220E-14             1.138508E-06            -1.934091E-07            -1.925568E-07             7.525418E-07
                   3.2400             1.276924E-06             1.384132E-07             1.263191E-06             1.374345E-08             2.273845E-08             1.064371E-07             1.267697E-06            -1.000511E-11            -4.043307E-14             1.138511E-06            -1.934107E-07            -1.925586E-07             7.525418E-07
                   3.4200             1.276930E-06             1.384162E-07             1.262433E-06             1.450669E-08             2.273801E-08             1.064350E-07             1.267697E-06            -1.000089E-11            -4.267201E-14             1.138514E-06            -1.934120E-07            -1.925598E-07             7.525418E-07
                   3.6000             1.276935E-06             1.384191E-07             1.261675E-06             1.526997E-08             2.273758E-08             1.064330E-07             1.267697E-06            -9.996712E-12            -4.490494E-14             1.138516E-06            -1.934132E-07            -1.925610E-07             7.525418E-07
                   3.7800             1.276941E-06             1.384221E-07             1.260917E-06             1.603331E-08             2.273716E-08             1.064310E-07             1.267697E-06            -9.992530E-12            -4.713187E-14             1.138519E-06            -1.934145E-07            -1.925622E-07             7.525418E-07
                   3.9600             1.276946E-06             1.384251E-07             1.260159E-06             1.679670E-08             2.273673E-08             1.064290E-07             1.267697E-06            -9.988351E-12            -4.935268E-14             1.138521E-06            -1.934157E-07            -1.925635E-07             7.525418E-07
                   4.1400             1.276951E-06             1.384279E-07             1.259401E-06             1.756014E-08             2.273629E-08             1.064270E-07             1.267697E-06            -9.984256E-12            -5.156844E-14             1.138523E-06            -1.934168E-07            -1.925647E-07             7.525418E-07
                   4.3200             1.276957E-06             1.384309E-07             1.258643E-06             1.832362E-08             2.273586E-08             1.064250E-07             1.267697E-06            -9.980081E-12            -5.377716E-14             1.138526E-06            -1.934181E-07            -1.925660E-07             7.525418E-07
                   4.5000             1.276962E-06             1.384339E-07             1.257885E-06             1.908715E-08             2.273542E-08             1.064230E-07             1.267697E-06            -9.975908E-12            -5.598004E-14             1.138528E-06            -1.934193E-07            -1.925672E-07             7.525418E-07
                   4.6800             1.276968E-06             1.384369E-07             1.257127E-06             1.985071E-08             2.273499E-08             1.064209E-07             1.267697E-06            -9.971736E-12            -5.817736E-14             1.138531E-06            -1.934206E-07            -1.925684E-07             7.525418E-07
                   4.8600             1.276973E-06             1.384399E-07             1.256369E-06             2.061430E-08             2.273456E-08             1.064189E-07             1.267697E-06            -9.967566E-12            -6.036955E-14             1.138533E-06            -1.934218E-07            -1.925696E-07             7.525418E-07
                   5.0400             1.276979E-06             1.384429E-07             1.255611E-06             2.137791E-08             2.273412E-08             1.064168E-07             1.267697E-06            -9.963397E-12            -6.255711E-14             1.138536E-06            -1.934231E-07            -1.925709E-07             7.525418E-07
                   5.2200             1.276984E-06             1.384459E-07             1.254853E-06             2.214153E-08             2.273368E-08             1.064148E-07             1.267697E-06            -9.959229E-12            -6.474063E-14             1.138538E-06            -1.934244E-07            -1.925721E-07             7.525418E-07
                   5.4000             1.276989E-06             1.384488E-07             1.254094E-06             2.290513E-08             2.273324E-08             1.064128E-07             1.267697E-06            -9.955152E-12            -6.692236E-14             1.138541E-06            -1.934255E-07            -1.925734E-07             7.525418E-07
                   5.5800             1.276995E-06             1.384518E-07             1.253336E-06             2.366872E-08             2.273280E-08             1.064107E-07             1.267697E-06            -9.950986E-12            -6.910015E-14             1.138543E-06            -1.934267E-07            -1.925746E-07             7.525418E-07
                   5.7600             1.277001E-06             1.384548E-07             1.252578E-06             2.443228E-08             2.273237E-08             1.064087E-07             1.267697E-06            -9.946821E-12            -7.127640E-14             1.138546E-06            -1.934280E-07            -1.925759E-07             7.525418E-07
                   5.9400             1.277006E-06             1.384579E-07             1.251820E-06             2.519577E-08             2.273193E-08             1.064066E-07             1.267697E-06            -9.942654E-12            -7.345211E-14             1.138548E-06            -1.934293E-07            -1.925771E-07             7.525418E-07
                   6.1200             1.277012E-06             1.384609E-07             1.251062E-06             2.595920E-08             2.273149E-08             1.064046E-07             1.267697E-06            -9.938487E-12            -7.562845E-14             1.138551E-06            -1.934305E-07            -1.925783E-07             7.525418E-07
                   6.3000             1.277017E-06             1.384639E-07             1.250305E-06             2.672252E-08             2.273106E-08             1.064025E-07             1.267697E-06            -9.934319E-12            -7.780667E-14             1.138553E-06            -1.934318E-07            -1.925796E-07             7.525418E-07
                   6.4800             1.277023E-06             1.384670E-07             1.249547E-06             2.748572E-08             2.273062E-08             1.064004E-07             1.267697E-06            -9.930148E-12            -7.998812E-14             1.138556E-06            -1.934330E-07            -1.925808E-07             7.525418E-07
                   6.6600             1.277028E-06             1.384700E-07             1.248789E-06             2.824878E-08             2.273018E-08             1.063984E-07             1.267697E-06            -9.925975E-12            -8.217427E-14             1.138558E-06            -1.934343E-07            -1.925820E-07             7.525418E-07
                   6.8400             1.277034E-06             1.384730E-07             1.248032E-06             2.901166E-08             2.272975E-08             1.063963E-07             1.267697E-06            -9.921799E-12            -8.436665E-14             1.138561E-06            -1.934356E-07            -1.925833E-07             7.525418E-07
