                   Degree              Press.Ratio   Mass_leak_rad_ro[kg/s]      Mass_leak_vef[kg/s]       Mass_leak_vs[kg/s]      Mass_leak_ref[kg/s]    Mass_leak_total[kg/s]
                   0.0000             1.010031E+00             1.214893E-05             7.821735E-06             0.000000E+00             0.000000E+00             1.997066E-05
                   0.1800             1.071131E+00             1.166246E-06             1.024984E-05             0.000000E+00             8.733401E-09             1.142482E-05
                   0.3600             1.070122E+00             6.422255E-07             1.020686E-05             0.000000E+00             1.682052E-08             1.086590E-05
                   0.5400             1.069092E+00             3.734025E-07             1.016467E-05             0.000000E+00             2.428401E-08             1.056235E-05
                   0.7200             1.068086E+00             2.365302E-07             1.012101E-05             0.000000E+00             3.117428E-08             1.038871E-05
                   0.9000             1.067128E+00             7.568201E-08             1.008196E-05             0.000000E+00             3.755354E-08             1.019520E-05
                   1.0800             1.066234E+00             5.084615E-09             1.004773E-05             0.000000E+00             4.349133E-08             1.009631E-05
                   1.2600             1.065413E+00             6.247911E-08             1.001274E-05             0.000000E+00             4.905944E-08             1.012428E-05
                   1.4400             1.064667E+00             6.233813E-08             9.982751E-06             0.000000E+00             5.432917E-08             1.009942E-05
                   1.6200             1.064000E+00             6.221182E-08             9.957798E-06             0.000000E+00             5.937217E-08             1.007938E-05
                   1.8000             1.063413E+00             6.210031E-08             9.932240E-06             0.000000E+00             6.425905E-08             1.005860E-05
                   1.9800             1.062906E+00             6.152442E-08             9.914567E-06             0.000000E+00             6.905929E-08             1.004515E-05
                   2.1600             1.062478E+00             6.144159E-08             9.896306E-06             0.000000E+00             7.384107E-08             1.003159E-05
                   2.3400             1.062129E+00             6.137359E-08             9.883091E-06             0.000000E+00             7.867098E-08             1.002314E-05
                   2.5200             1.061858E+00             6.132025E-08             9.874898E-06             0.000000E+00             8.361352E-08             1.001983E-05
                   2.7000             1.061663E+00             6.128135E-08             9.868883E-06             0.000000E+00             8.873000E-08             1.001889E-05
                   2.8800             1.061541E+00             6.125645E-08             9.864991E-06             0.000000E+00             9.407592E-08             1.002032E-05
                   3.0600             1.061489E+00             6.124465E-08             9.865911E-06             0.000000E+00             9.969206E-08             1.002685E-05
                   3.2400             1.061491E+00             6.124307E-08             9.868424E-06             0.000000E+00             1.055609E-07             1.003523E-05
                   3.4200             1.061514E+00             6.124500E-08             9.871586E-06             0.000000E+00             1.115408E-07             1.004437E-05
                   3.6000             1.061541E+00             6.124758E-08             9.874993E-06             0.000000E+00             1.175638E-07             1.005380E-05
                   3.7800             1.061573E+00             6.125064E-08             9.878624E-06             0.000000E+00             1.236282E-07             1.006350E-05
                   3.9600             1.061609E+00             6.125414E-08             9.885288E-06             0.000000E+00             1.297345E-07             1.007628E-05
                   4.1400             1.061649E+00             6.125802E-08             9.889343E-06             0.000000E+00             1.358827E-07             1.008648E-05
                   4.3200             1.061691E+00             6.126221E-08             9.893599E-06             0.000000E+00             1.420723E-07             1.009693E-05
                   4.5000             1.061736E+00             6.126667E-08             9.898047E-06             0.000000E+00             1.483022E-07             1.010762E-05
                   4.6800             1.061782E+00             6.127135E-08             9.905505E-06             0.000000E+00             1.545709E-07             1.012135E-05
                   4.8600             1.061830E+00             6.127618E-08             9.910318E-06             0.000000E+00             1.608759E-07             1.013247E-05
                   5.0400             1.061879E+00             6.128110E-08             9.915302E-06             0.000000E+00             1.672144E-07             1.014380E-05
                   5.2200             1.061928E+00             6.128608E-08             9.920449E-06             0.000000E+00             1.735830E-07             1.015532E-05
                   5.4000             1.061977E+00             6.129104E-08             9.928580E-06             0.000000E+00             1.799777E-07             1.016985E-05
                   5.5800             1.062026E+00             6.129593E-08             9.934032E-06             0.000000E+00             1.863937E-07             1.018172E-05
                   5.7600             1.062073E+00             6.130069E-08             9.939623E-06             0.000000E+00             1.928259E-07             1.019375E-05
                   5.9400             1.062119E+00             6.130527E-08             9.948181E-06             0.000000E+00             1.992686E-07             1.020876E-05
                   6.1200             1.062163E+00             6.130961E-08             9.954030E-06             0.000000E+00             2.057150E-07             1.022106E-05
                   6.3000             1.062204E+00             6.131365E-08             9.959997E-06             0.000000E+00             2.121584E-07             1.023347E-05
                   6.4800             1.062241E+00             6.131734E-08             9.966072E-06             0.000000E+00             2.185909E-07             1.024598E-05
                   6.6600             1.062275E+00             6.132063E-08             9.972248E-06             0.000000E+00             2.250044E-07             1.025857E-05
                   6.8400             1.062305E+00             6.132344E-08             9.981361E-06             0.000000E+00             2.313902E-07             1.027407E-05
                   7.0200             1.062330E+00             6.132572E-08             9.987717E-06             0.000000E+00             2.377387E-07             1.028678E-05
                   7.2000             1.062350E+00             6.132742E-08             9.994150E-06             0.000000E+00             2.440399E-07             1.029952E-05
                   7.3800             1.062364E+00             6.132847E-08             1.000065E-05             0.000000E+00             2.502832E-07             1.031226E-05
                   7.5600             1.062371E+00             6.132883E-08             1.000722E-05             0.000000E+00             2.564576E-07             1.032500E-05
                   7.7400             1.062372E+00             6.132844E-08             1.001384E-05             0.000000E+00             2.625514E-07             1.033771E-05
                   7.9200             1.062365E+00             6.132724E-08             1.002050E-05             0.000000E+00             2.685523E-07             1.035038E-05
                   8.1000             1.062351E+00             6.132516E-08             1.002720E-05             0.000000E+00             2.744476E-07             1.036297E-05
                   8.2800             1.062328E+00             6.132216E-08             1.003393E-05             0.000000E+00             2.802241E-07             1.037548E-05
                   8.4600             1.062296E+00             6.131819E-08             1.004068E-05             0.000000E+00             2.858680E-07             1.038787E-05
                   8.6400             1.062256E+00             6.131318E-08             1.004458E-05             0.000000E+00             2.913650E-07             1.039726E-05
                   8.8200             1.062205E+00             6.130709E-08             1.005135E-05             0.000000E+00             2.967008E-07             1.040936E-05
                   9.0000             1.062144E+00             6.129987E-08             1.005812E-05             0.000000E+00             3.018601E-07             1.042128E-05
                   9.1800             1.062072E+00             6.129145E-08             1.006201E-05             0.000000E+00             3.068276E-07             1.043013E-05
                   9.3600             1.061989E+00             6.128179E-08             1.006875E-05             0.000000E+00             3.115875E-07             1.044162E-05
                   9.5400             1.061895E+00             6.127085E-08             1.007259E-05             0.000000E+00             3.161238E-07             1.044999E-05
                   9.7200             1.061788E+00             6.125858E-08             1.007927E-05             0.000000E+00             3.204201E-07             1.046095E-05
                   9.9000             1.061669E+00             6.124493E-08             1.008304E-05             0.000000E+00             3.244598E-07             1.046874E-05
                  10.0800             1.061538E+00             6.122985E-08             1.008675E-05             0.000000E+00             3.282262E-07             1.047621E-05
                  10.2600             1.061393E+00             6.121331E-08             1.009041E-05             0.000000E+00             3.317023E-07             1.048332E-05
                  10.4400             1.061235E+00             6.119526E-08             1.009400E-05             0.000000E+00             3.348712E-07             1.049007E-05
                  10.6200             1.061062E+00             6.117566E-08             1.009752E-05             0.000000E+00             3.377156E-07             1.049641E-05
                  10.8000             1.060876E+00             6.115449E-08             1.010096E-05             0.000000E+00             3.402183E-07             1.050233E-05
                  10.9800             1.060676E+00             6.113170E-08             1.010432E-05             0.000000E+00             3.423626E-07             1.050781E-05
                  11.1600             1.060461E+00             6.110728E-08             1.010758E-05             0.000000E+00             3.441312E-07             1.051282E-05
                  11.3400             1.060231E+00             6.108117E-08             1.011075E-05             0.000000E+00             3.455075E-07             1.051734E-05
                  11.5200             1.059986E+00             6.105337E-08             1.011093E-05             0.000000E+00             3.464745E-07             1.051845E-05
                  11.7000             1.059726E+00             6.102384E-08             1.011388E-05             0.000000E+00             3.470161E-07             1.052192E-05
                  11.8800             1.059451E+00             6.099257E-08             1.011383E-05             0.000000E+00             3.471160E-07             1.052194E-05
                  12.0600             1.059160E+00             6.095954E-08             1.011366E-05             0.000000E+00             3.467586E-07             1.052138E-05
                  12.2400             1.058854E+00             6.092475E-08             1.011336E-05             0.000000E+00             3.459287E-07             1.052021E-05
                  12.4200             1.058533E+00             6.088816E-08             1.011582E-05             0.000000E+00             3.446111E-07             1.052132E-05
                  12.6000             1.058196E+00             6.037624E-08             1.011526E-05             0.000000E+00             3.427917E-07             1.051843E-05
                  12.7800             1.057843E+00             6.033511E-08             1.011166E-05             0.000000E+00             3.404567E-07             1.051245E-05
                  12.9600             1.057475E+00             6.029210E-08             1.011081E-05             0.000000E+00             3.375930E-07             1.050869E-05
                  13.1400             1.057092E+00             6.024728E-08             1.010982E-05             0.000000E+00             3.341882E-07             1.050425E-05
                  13.3200             1.056693E+00             6.020060E-08             1.010578E-05             0.000000E+00             3.302305E-07             1.049621E-05
                  13.5000             1.056280E+00             6.015211E-08             1.010448E-05             0.000000E+00             3.257090E-07             1.049034E-05
                  13.6800             1.055852E+00             6.010181E-08             1.010013E-05             0.000000E+00             3.206137E-07             1.048085E-05
                  13.8600             1.055409E+00             6.004971E-08             1.009853E-05             0.000000E+00             3.149352E-07             1.047351E-05
                  14.0400             1.054952E+00             5.999583E-08             1.009387E-05             0.000000E+00             3.086653E-07             1.046253E-05
                  14.2200             1.054481E+00             5.994020E-08             1.008905E-05             0.000000E+00             3.017965E-07             1.045078E-05
                  14.4000             1.053996E+00             5.988285E-08             1.008407E-05             0.000000E+00             2.943225E-07             1.043827E-05
                  14.5800             1.053497E+00             5.935393E-08             1.007893E-05             0.000000E+00             2.862377E-07             1.042452E-05
                  14.7600             1.052986E+00             5.929178E-08             1.007363E-05             0.000000E+00             2.775379E-07             1.041046E-05
                  14.9400             1.052462E+00             5.922798E-08             1.006528E-05             0.000000E+00             2.682196E-07             1.039273E-05
                  15.1200             1.051926E+00             5.916255E-08             1.005967E-05             0.000000E+00             2.582804E-07             1.037711E-05
                  15.3000             1.051378E+00             5.909556E-08             1.005100E-05             0.000000E+00             2.477194E-07             1.035781E-05
                  15.4800             1.050819E+00             5.902702E-08             1.004508E-05             0.000000E+00             2.365362E-07             1.034064E-05
                  15.6600             1.050249E+00             5.895702E-08             1.003611E-05             0.000000E+00             2.247317E-07             1.031980E-05
                  15.8400             1.049669E+00             5.888558E-08             1.002699E-05             0.000000E+00             2.123083E-07             1.029819E-05
                  16.0200             1.049079E+00             5.834656E-08             1.001773E-05             0.000000E+00             1.992672E-07             1.027535E-05
                  16.2000             1.048480E+00             5.827074E-08             1.000833E-05             0.000000E+00             1.856149E-07             1.025222E-05
                  16.3800             1.047873E+00             5.819364E-08             9.998799E-06             0.000000E+00             1.713565E-07             1.022835E-05
                  16.5600             1.047257E+00             5.811534E-08             9.989134E-06             0.000000E+00             1.564980E-07             1.020375E-05
                  16.7400             1.046634E+00             5.803586E-08             9.979344E-06             0.000000E+00             1.410462E-07             1.017843E-05
                  16.9200             1.046005E+00             5.795531E-08             9.969435E-06             0.000000E+00             1.250098E-07             1.015240E-05
                  17.1000             1.045369E+00             5.787374E-08             9.956511E-06             0.000000E+00             1.083978E-07             1.012278E-05
                  17.2800             1.044727E+00             5.732818E-08             9.946380E-06             0.000000E+00             9.122026E-08             1.009493E-05
                  17.4600             1.044081E+00             5.724294E-08             9.933250E-06             0.000000E+00             7.348845E-08             1.006398E-05
                  17.6400             1.043430E+00             5.715688E-08             9.922924E-06             0.000000E+00             5.521403E-08             1.003530E-05
                  17.8200             1.042775E+00             5.707008E-08             9.909614E-06             0.000000E+00             3.640993E-08             1.000309E-05
                  18.0000             1.042117E+00             5.698260E-08             9.899124E-06             0.000000E+00             1.708936E-08             9.973195E-06
                  18.1800             1.041457E+00             5.689455E-08             9.885663E-06             0.000000E+00            -2.733399E-09             9.939824E-06
                  18.3600             1.040794E+00             5.634659E-08             9.872140E-06             0.000000E+00            -2.304343E-08             9.905443E-06
                  18.5400             1.040131E+00             5.625564E-08             9.858562E-06             0.000000E+00            -4.382549E-08             9.870992E-06
                  18.7200             1.039466E+00             5.616433E-08             9.844939E-06             0.000000E+00            -6.506349E-08             9.836040E-06
                  18.9000             1.038802E+00             5.607271E-08             9.831279E-06             0.000000E+00            -8.674094E-08             9.800610E-06
                  19.0800             1.038137E+00             5.598086E-08             9.817590E-06             0.000000E+00            -1.088409E-07             9.764730E-06
                  19.2600             1.037474E+00             5.588888E-08             9.803882E-06             0.000000E+00            -1.313460E-07             9.728425E-06
                  19.4400             1.036812E+00             5.534032E-08             9.790164E-06             0.000000E+00            -1.542386E-07             9.691265E-06
                  19.6200             1.036152E+00             5.524634E-08             9.776444E-06             0.000000E+00            -1.775007E-07             9.654190E-06
                  19.8000             1.035495E+00             5.515243E-08             9.762733E-06             0.000000E+00            -2.011142E-07             9.616772E-06
                  19.9800             1.034840E+00             5.505866E-08             9.749040E-06             0.000000E+00            -2.250605E-07             9.579038E-06
                  20.1600             1.034189E+00             5.496511E-08             9.735373E-06             0.000000E+00            -2.493214E-07             9.541017E-06
                  20.3400             1.033542E+00             5.441969E-08             9.721742E-06             0.000000E+00            -2.738781E-07             9.502284E-06
                  20.5200             1.032899E+00             5.432488E-08             9.708157E-06             0.000000E+00            -2.987120E-07             9.463770E-06
                  20.7000             1.032261E+00             5.423048E-08             9.694626E-06             0.000000E+00            -3.238048E-07             9.425052E-06
                  20.8800             1.031628E+00             5.413657E-08             9.681159E-06             0.000000E+00            -3.491377E-07             9.386158E-06
                  21.0600             1.031000E+00             5.404322E-08             9.667764E-06             0.000000E+00            -3.746924E-07             9.347115E-06
