                   Degree           dqdtheta_sc[W]           dqdtheta_dc[W]           dqdtheta_hc[W]       dqdtheta_resoil[W]          dqdtheta_oil[W]
                   0.0000             7.864897E-04             9.102268E+00             0.000000E+00             1.835316E+00             4.465748E+03
                   0.1800             3.582705E-02             9.120082E+00             0.000000E+00             1.939569E+00             4.465465E+03
                   0.3600             6.193942E-02             9.149750E+00             0.000000E+00             1.884817E+00             4.465605E+03
                   0.5400             8.541150E-02             9.175533E+00             0.000000E+00             1.850838E+00             4.465693E+03
                   0.7200             1.074897E-01             9.198022E+00             0.000000E+00             1.830740E+00             4.465744E+03
                   0.9000             1.286848E-01             9.217700E+00             0.000000E+00             1.819389E+00             4.465772E+03
                   1.0800             1.492421E-01             9.234890E+00             0.000000E+00             1.813312E+00             4.465786E+03
                   1.2600             1.692935E-01             9.249803E+00             0.000000E+00             1.810304E+00             4.465792E+03
                   1.4400             1.889196E-01             9.262572E+00             0.000000E+00             1.809028E+00             4.465793E+03
                   1.6200             2.081752E-01             9.273280E+00             0.000000E+00             1.808686E+00             4.465792E+03
                   1.8000             2.271010E-01             9.281985E+00             0.000000E+00             1.808802E+00             4.465789E+03
                   1.9800             2.457296E-01             9.288724E+00             0.000000E+00             1.809100E+00             4.465787E+03
                   2.1600             2.640881E-01             9.293529E+00             0.000000E+00             1.809418E+00             4.465785E+03
                   2.3400             2.822000E-01             9.296426E+00             0.000000E+00             1.809661E+00             4.465783E+03
                   2.5200             3.000854E-01             9.297444E+00             0.000000E+00             1.809777E+00             4.465782E+03
                   2.7000             3.177622E-01             9.296620E+00             0.000000E+00             1.809736E+00             4.465781E+03
                   2.8800             3.352461E-01             9.294011E+00             0.000000E+00             1.809524E+00             4.465781E+03
                   3.0600             3.525512E-01             9.289737E+00             0.000000E+00             1.809143E+00             4.465782E+03
                   3.2400             3.696898E-01             9.284190E+00             0.000000E+00             1.808626E+00             4.465784E+03
                   3.4200             3.866732E-01             9.278281E+00             0.000000E+00             1.808068E+00             4.465786E+03
                   3.6000             4.035113E-01             9.272404E+00             0.000000E+00             1.807509E+00             4.465788E+03
                   3.7800             4.202134E-01             9.266574E+00             0.000000E+00             1.806949E+00             4.465789E+03
                   3.9600             4.367875E-01             9.260791E+00             0.000000E+00             1.806388E+00             4.465791E+03
                   4.1400             4.532410E-01             9.255055E+00             0.000000E+00             1.805826E+00             4.465793E+03
                   4.3200             4.695809E-01             9.249366E+00             0.000000E+00             1.805262E+00             4.465795E+03
