                   Degree               T_ocsc2[K]               T_ocsc3[K]               T_ocdc2[K]               T_ocdc3[K]               T_rosc2[K]               T_rosc3[K]               T_rodc2[K]               T_rodc3[K]             T_roller2[K]             T_roller3[K]
                   0.0000             3.385858E+02             3.384531E+02             3.385858E+02             3.384531E+02             3.414680E+02             3.407727E+02             3.414680E+02             3.407727E+02             3.422375E+02             3.414456E+02
                   0.1800             3.381111E+02             3.379714E+02             3.381872E+02             3.380460E+02             3.410111E+02             3.403053E+02             3.410888E+02             3.403817E+02             3.418529E+02             3.410496E+02
                   0.3600             3.381431E+02             3.380132E+02             3.382688E+02             3.381333E+02             3.410287E+02             3.403327E+02             3.411568E+02             3.404578E+02             3.419245E+02             3.411290E+02
                   0.5400             3.381312E+02             3.380099E+02             3.382984E+02             3.381667E+02             3.410068E+02             3.403183E+02             3.411772E+02             3.404836E+02             3.419473E+02             3.411570E+02
                   0.7200             3.380897E+02             3.379757E+02             3.382936E+02             3.381643E+02             3.409582E+02             3.402754E+02             3.411663E+02             3.404762E+02             3.419378E+02             3.411509E+02
                   0.9000             3.380310E+02             3.379234E+02             3.382681E+02             3.381404E+02             3.408940E+02             3.402159E+02             3.411367E+02             3.404490E+02             3.419091E+02             3.411244E+02
                   1.0800             3.379639E+02             3.378619E+02             3.382316E+02             3.381050E+02             3.408224E+02             3.401484E+02             3.410973E+02             3.404112E+02             3.418702E+02             3.410871E+02
                   1.2600             3.378942E+02             3.377972E+02             3.381903E+02             3.380645E+02             3.407487E+02             3.400783E+02             3.410538E+02             3.403689E+02             3.418271E+02             3.410451E+02
                   1.4400             3.378253E+02             3.377328E+02             3.381480E+02             3.380227E+02             3.406762E+02             3.400090E+02             3.410098E+02             3.403257E+02             3.417832E+02             3.410021E+02
                   1.6200             3.377591E+02             3.376707E+02             3.381067E+02             3.379819E+02             3.406065E+02             3.399424E+02             3.409671E+02             3.402838E+02             3.417406E+02             3.409602E+02
                   1.8000             3.376968E+02             3.376122E+02             3.380680E+02             3.379435E+02             3.405409E+02             3.398797E+02             3.409271E+02             3.402444E+02             3.417006E+02             3.409208E+02
