                   Degree                 Q1[m3/s]                 Q2[m3/s]                Q3c[m3/s]                Q3s[m3/s]                 Q4[m3/s]                Q5a[m3/s]                Q5b[m3/s]                Q6c[m3/s]                Q6s[m3/s]                 Q7[m3/s]                 Q8[m3/s]                Q9a[m3/s]                Q9b[m3/s]
                   0.0000             1.587217E-06             2.257302E-07             1.587185E-06             2.572635E-15             1.650113E-08             7.724139E-08             1.455197E-06             3.192618E-11             5.356523E-20             1.361487E-06            -2.493677E-07            -2.482714E-07             8.638476E-07
                   0.1800             1.587465E-06             2.258670E-07             1.586489E-06             9.435763E-10             1.648192E-08             7.714947E-08             1.455197E-06             3.199352E-11             2.152775E-14             1.361598E-06            -2.494266E-07            -2.483236E-07             8.638476E-07
                   0.3600             1.587692E-06             2.259909E-07             1.585775E-06             1.884781E-09             1.646381E-08             7.706489E-08             1.455197E-06             3.205373E-11             4.299105E-14             1.361701E-06            -2.494778E-07            -2.483752E-07             8.638476E-07
                   0.5400             1.587908E-06             2.261091E-07             1.585052E-06             2.823691E-09             1.644656E-08             7.698424E-08             1.455197E-06             3.211022E-11             6.438907E-14             1.361799E-06            -2.495267E-07            -2.484243E-07             8.638476E-07
                   0.7200             1.588113E-06             2.262215E-07             1.584321E-06             3.760431E-09             1.643015E-08             7.690757E-08             1.455197E-06             3.216292E-11             8.572393E-14             1.361892E-06            -2.495732E-07            -2.484710E-07             8.638476E-07
                   0.9000             1.588308E-06             2.263283E-07             1.583581E-06             4.695159E-09             1.641459E-08             7.683478E-08             1.455197E-06             3.221195E-11             1.069999E-13             1.361980E-06            -2.496174E-07            -2.485152E-07             8.638476E-07
                   1.0800             1.588493E-06             2.264290E-07             1.582832E-06             5.628046E-09             1.639987E-08             7.676601E-08             1.455197E-06             3.225713E-11             1.282215E-13             1.362064E-06            -2.496591E-07            -2.485571E-07             8.638476E-07
                   1.2600             1.588667E-06             2.265243E-07             1.582075E-06             6.559274E-09             1.638599E-08             7.670107E-08             1.455197E-06             3.229867E-11             1.493947E-13             1.362143E-06            -2.496985E-07            -2.485965E-07             8.638476E-07
                   1.4400             1.588831E-06             2.266138E-07             1.581309E-06             7.489024E-09             1.637293E-08             7.664002E-08             1.455197E-06             3.233650E-11             1.705251E-13             1.362217E-06            -2.497356E-07            -2.486336E-07             8.638476E-07
                   1.6200             1.588984E-06             2.266976E-07             1.580534E-06             8.417481E-09             1.636071E-08             7.658285E-08             1.455197E-06             3.237062E-11             1.916182E-13             1.362286E-06            -2.497703E-07            -2.486683E-07             8.638476E-07
                   1.8000             1.589127E-06             2.267760E-07             1.579750E-06             9.344826E-09             1.634930E-08             7.652943E-08             1.455197E-06             3.240115E-11             2.126805E-13             1.362351E-06            -2.498029E-07            -2.487007E-07             8.638476E-07
