                   Degree                T_ocsc[K]                T_ocdc[K]                T_rosc[K]                T_rodc[K]              T_roller[K]               T_uocsc[K]               T_locsc[K]               T_uocdc[K]               T_locdc[K]
                   0.0000             3.427508E+02             3.427508E+02             3.455437E+02             3.455437E+02             3.463476E+02             3.433563E+02             3.422809E+02             3.433563E+02             3.422809E+02
                   0.1800             3.422472E+02             3.423377E+02             3.450566E+02             3.451499E+02             3.459482E+02             3.429107E+02             3.417843E+02             3.429480E+02             3.418312E+02
                   0.3600             3.422230E+02             3.423714E+02             3.450183E+02             3.451729E+02             3.459741E+02             3.429462E+02             3.418426E+02             3.429790E+02             3.418838E+02
                   0.5400             3.421796E+02             3.423750E+02             3.449632E+02             3.451688E+02             3.459720E+02             3.429485E+02             3.418605E+02             3.429806E+02             3.419012E+02
                   0.7200             3.421203E+02             3.423566E+02             3.448942E+02             3.451446E+02             3.459492E+02             3.429272E+02             3.418499E+02             3.429606E+02             3.418927E+02
                   0.9000             3.420503E+02             3.423230E+02             3.448158E+02             3.451068E+02             3.459123E+02             3.428899E+02             3.418196E+02             3.429258E+02             3.418663E+02
                   1.0800             3.419740E+02             3.422798E+02             3.447321E+02             3.450604E+02             3.458665E+02             3.428423E+02             3.417765E+02             3.428818E+02             3.418283E+02
                   1.2600             3.418948E+02             3.422311E+02             3.446463E+02             3.450093E+02             3.458158E+02             3.427887E+02             3.417257E+02             3.428324E+02             3.417835E+02
                   1.4400             3.418150E+02             3.421799E+02             3.445607E+02             3.449561E+02             3.457628E+02             3.427319E+02             3.416705E+02             3.427805E+02             3.417352E+02
                   1.6200             3.417365E+02             3.421281E+02             3.444767E+02             3.449027E+02             3.457095E+02             3.426742E+02             3.416136E+02             3.427281E+02             3.416856E+02
                   1.8000             3.416603E+02             3.420770E+02             3.443954E+02             3.448503E+02             3.456570E+02             3.426169E+02             3.415565E+02             3.426766E+02             3.416365E+02
                   1.9800             3.415872E+02             3.420277E+02             3.443174E+02             3.447997E+02             3.456064E+02             3.425610E+02             3.415004E+02             3.426269E+02             3.415887E+02
                   2.1600             3.415176E+02             3.419807E+02             3.442432E+02             3.447516E+02             3.455582E+02             3.425071E+02             3.414461E+02             3.425794E+02             3.415430E+02
                   2.3400             3.414516E+02             3.419364E+02             3.441730E+02             3.447063E+02             3.455127E+02             3.424556E+02             3.413941E+02             3.425347E+02             3.414999E+02
                   2.5200             3.413896E+02             3.418950E+02             3.441069E+02             3.446639E+02             3.454701E+02             3.424068E+02             3.413446E+02             3.424929E+02             3.414596E+02
                   2.7000             3.413314E+02             3.418567E+02             3.440449E+02             3.446247E+02             3.454307E+02             3.423610E+02             3.412980E+02             3.424542E+02             3.414223E+02
                   2.8800             3.412772E+02             3.418216E+02             3.439870E+02             3.445887E+02             3.453944E+02             3.423181E+02             3.412544E+02             3.424186E+02             3.413881E+02
                   3.0600             3.412269E+02             3.417897E+02             3.439332E+02             3.445559E+02             3.453613E+02             3.422783E+02             3.412138E+02             3.423863E+02             3.413571E+02
                   3.2400             3.411803E+02             3.417610E+02             3.438834E+02             3.445264E+02             3.453315E+02             3.422416E+02             3.411762E+02             3.423571E+02             3.413292E+02
                   3.4200             3.411376E+02             3.417355E+02             3.438376E+02             3.445000E+02             3.453048E+02             3.422079E+02             3.411418E+02             3.423312E+02             3.413045E+02
                   3.6000             3.410984E+02             3.417132E+02             3.437955E+02             3.444769E+02             3.452813E+02             3.421774E+02             3.411104E+02             3.423085E+02             3.412830E+02
