                   Degree          P_inst_total[W]  P_inst_total_no_loss[W]              P_f_loss[W]            P_thr_loss[W]          P_inertia_ro[W]          P_inertia_vh[W]                 P_com[W]              P_bear_s[W]
                   0.0000             1.013105E+02             2.257124E-01             1.010848E+02             3.687528E+05             2.178767E-01             6.555149E-04             7.180196E-03             1.144440E+01
                   0.1800             1.002338E+02            -5.766425E-01             1.008104E+02             3.687528E+05            -6.677883E-01            -2.009140E-03             9.315494E-02             1.141789E+01
                   0.3600             9.963602E+01            -1.160323E+00             1.007963E+02             3.687528E+05            -1.319145E+00            -3.968832E-03             1.627913E-01             1.141803E+01
                   0.5400             9.904714E+01            -1.744036E+00             1.007912E+02             3.687528E+05            -1.970534E+00            -5.928597E-03             2.324258E-01             1.141768E+01
                   0.7200             9.846780E+01            -2.327709E+00             1.007955E+02             3.687528E+05            -2.621886E+00            -7.888218E-03             3.020654E-01             1.141771E+01
                   0.9000             9.789660E+01            -2.911159E+00             1.008078E+02             3.687528E+05            -3.273026E+00            -9.847155E-03             3.717147E-01             1.141684E+01
                   1.0800             9.733581E+01            -3.494342E+00             1.008301E+02             3.687528E+05            -3.923914E+00            -1.180527E-02             4.413771E-01             1.141760E+01
                   1.2600             9.678227E+01            -4.077348E+00             1.008596E+02             3.687528E+05            -4.574641E+00            -1.376284E-02             5.110556E-01             1.141727E+01
                   1.4400             9.634609E+01            -4.660049E+00             1.010061E+02             3.687528E+05            -5.225083E+00            -1.571947E-02             5.807529E-01             1.141715E+01
                   1.6200             9.596792E+01            -5.242425E+00             1.012103E+02             3.687528E+05            -5.875222E+00            -1.767509E-02             6.504719E-01             1.141726E+01
                   1.8000             9.559541E+01            -5.824401E+00             1.014198E+02             3.687528E+05            -6.524987E+00            -1.962949E-02             7.202157E-01             1.141573E+01
                   1.9800             9.523187E+01            -6.406007E+00             1.016379E+02             3.687528E+05            -7.174412E+00            -2.158275E-02             7.899876E-01             1.141621E+01
                   2.1600             9.487529E+01            -6.987144E+00             1.018624E+02             3.687528E+05            -7.823401E+00            -2.353458E-02             8.597913E-01             1.141692E+01
                   2.3400             9.452313E+01            -7.567805E+00             1.020909E+02             3.687528E+05            -8.471951E+00            -2.548494E-02             9.296309E-01             1.141565E+01
                   2.5200             9.417947E+01            -8.147929E+00             1.023274E+02             3.687528E+05            -9.120006E+00            -2.743367E-02             9.995108E-01             1.141674E+01
                   2.7000             9.383948E+01            -8.727472E+00             1.025670E+02             3.687528E+05            -9.767527E+00            -2.938063E-02             1.069436E+00             1.141562E+01
                   2.8800             9.350511E+01            -9.306404E+00             1.028115E+02             3.687528E+05            -1.041449E+01            -3.132574E-02             1.139411E+00             1.141451E+01
                   3.0600             9.317883E+01            -9.884664E+00             1.030635E+02             3.687528E+05            -1.106084E+01            -3.326881E-02             1.209442E+00             1.141611E+01
                   3.2400             9.285512E+01            -1.046222E+01             1.033173E+02             3.687528E+05            -1.170654E+01            -3.520977E-02             1.279535E+00             1.141515E+01
                   3.4200             9.253634E+01            -1.103903E+01             1.035754E+02             3.687528E+05            -1.235158E+01            -3.714850E-02             1.349695E+00             1.141420E+01
                   3.6000             9.222531E+01            -1.161505E+01             1.038404E+02             3.687528E+05            -1.299590E+01            -3.908485E-02             1.419928E+00             1.141631E+01
                   3.7800             9.191587E+01            -1.219023E+01             1.041061E+02             3.687528E+05            -1.363946E+01            -4.101870E-02             1.490241E+00             1.141551E+01
                   3.9600             9.161075E+01            -1.276454E+01             1.043753E+02             3.687528E+05            -1.428223E+01            -4.294996E-02             1.560638E+00             1.141472E+01
                   4.1400             9.130978E+01            -1.333793E+01             1.046477E+02             3.687528E+05            -1.492417E+01            -4.487846E-02             1.631122E+00             1.141394E+01
                   4.3200             9.101279E+01            -1.391037E+01             1.049232E+02             3.687528E+05            -1.556526E+01            -4.680410E-02             1.701690E+00             1.141318E+01
                   4.5000             9.071964E+01            -1.448184E+01             1.052015E+02             3.687528E+05            -1.620543E+01            -4.872676E-02             1.772323E+00             1.141244E+01
                   4.6800             9.043394E+01            -1.505232E+01             1.054863E+02             0.000000E+00            -1.684467E+01            -5.064631E-02             1.842996E+00             1.141544E+01
                   4.8600             9.014820E+01            -1.562180E+01             1.057700E+02             0.000000E+00            -1.748293E+01            -5.256264E-02             1.913701E+00             1.141483E+01
                   5.0400             8.986593E+01            -1.619023E+01             1.060562E+02             0.000000E+00            -1.812019E+01            -5.447563E-02             1.984435E+00             1.141424E+01
                   5.2200             8.958701E+01            -1.675758E+01             1.063446E+02             0.000000E+00            -1.875639E+01            -5.638514E-02             2.055198E+00             1.141366E+01
                   5.4000             8.931134E+01            -1.732381E+01             1.066352E+02             0.000000E+00            -1.939151E+01            -5.829107E-02             2.125989E+00             1.141309E+01
                   5.5800             8.903884E+01            -1.788889E+01             1.069277E+02             0.000000E+00            -2.002550E+01            -6.019328E-02             2.196808E+00             1.141253E+01
                   5.7600             8.876940E+01            -1.845278E+01             1.072222E+02             0.000000E+00            -2.065834E+01            -6.209168E-02             2.267653E+00             1.141199E+01
                   5.9400             8.850295E+01            -1.901544E+01             1.075184E+02             0.000000E+00            -2.128998E+01            -6.398611E-02             2.338524E+00             1.141146E+01
                   6.1200             8.823941E+01            -1.957685E+01             1.078163E+02             0.000000E+00            -2.192039E+01            -6.587649E-02             2.409419E+00             1.141094E+01
                   6.3000             8.797872E+01            -2.013696E+01             1.081157E+02             0.000000E+00            -2.254954E+01            -6.776268E-02             2.480339E+00             1.141043E+01
                   6.4800             8.772081E+01            -2.069574E+01             1.084165E+02             0.000000E+00            -2.317738E+01            -6.964456E-02             2.551281E+00             1.140994E+01
                   6.6600             8.746561E+01            -2.125315E+01             1.087188E+02             0.000000E+00            -2.380388E+01            -7.152202E-02             2.622247E+00             1.140946E+01
                   6.8400             8.721816E+01            -2.180917E+01             1.090273E+02             0.000000E+00            -2.442901E+01            -7.339494E-02             2.693233E+00             1.141406E+01
                   7.0200             8.696836E+01            -2.236374E+01             1.093321E+02             0.000000E+00            -2.505272E+01            -7.526321E-02             2.764240E+00             1.141371E+01
                   7.2000             8.672114E+01            -2.291685E+01             1.096380E+02             0.000000E+00            -2.567499E+01            -7.712670E-02             2.835266E+00             1.141337E+01
                   7.3800             8.647646E+01            -2.346845E+01             1.099449E+02             0.000000E+00            -2.629578E+01            -7.898530E-02             2.906311E+00             1.141305E+01
                   7.5600             8.623427E+01            -2.401852E+01             1.102528E+02             0.000000E+00            -2.691505E+01            -8.083890E-02             2.977373E+00             1.141273E+01
                   7.7400             8.599455E+01            -2.456701E+01             1.105616E+02             0.000000E+00            -2.753277E+01            -8.268737E-02             3.048452E+00             1.141244E+01
                   7.9200             8.575727E+01            -2.511389E+01             1.108712E+02             0.000000E+00            -2.814890E+01            -8.453062E-02             3.119545E+00             1.141215E+01
                   8.1000             8.552240E+01            -2.565913E+01             1.111815E+02             0.000000E+00            -2.876341E+01            -8.636851E-02             3.190652E+00             1.141188E+01
                   8.2800             8.528991E+01            -2.620270E+01             1.114926E+02             0.000000E+00            -2.937627E+01            -8.820093E-02             3.261771E+00             1.141163E+01
                   8.4600             8.505980E+01            -2.674455E+01             1.118044E+02             0.000000E+00            -2.998743E+01            -9.002778E-02             3.332902E+00             1.141139E+01
                   8.6400             8.483204E+01            -2.728467E+01             1.121167E+02             0.000000E+00            -3.059686E+01            -9.184894E-02             3.404042E+00             1.141117E+01
                   8.8200             8.460661E+01            -2.782301E+01             1.124296E+02             0.000000E+00            -3.120454E+01            -9.366430E-02             3.475190E+00             1.141096E+01
                   9.0000             8.438351E+01            -2.835955E+01             1.127431E+02             0.000000E+00            -3.181042E+01            -9.547375E-02             3.546344E+00             1.141077E+01
                   9.1800             8.416272E+01            -2.889424E+01             1.130570E+02             0.000000E+00            -3.241447E+01            -9.727717E-02             3.617503E+00             1.141060E+01
                   9.3600             8.394423E+01            -2.942706E+01             1.133713E+02             0.000000E+00            -3.301665E+01            -9.907446E-02             3.688665E+00             1.141045E+01
                   9.5400             8.372804E+01            -2.995798E+01             1.136860E+02             0.000000E+00            -3.361694E+01            -1.008655E-01             3.759828E+00             1.141032E+01
                   9.7200             8.351414E+01            -3.048696E+01             1.140011E+02             0.000000E+00            -3.421530E+01            -1.026502E-01             3.830990E+00             1.141020E+01
                   9.9000             8.330253E+01            -3.101398E+01             1.143165E+02             0.000000E+00            -3.481170E+01            -1.044284E-01             3.902150E+00             1.141011E+01
                  10.0800             8.309320E+01            -3.153899E+01             1.146322E+02             0.000000E+00            -3.540609E+01            -1.062001E-01             3.973304E+00             1.141004E+01
                  10.2600             8.288616E+01            -3.206198E+01             1.149481E+02             0.000000E+00            -3.599846E+01            -1.079650E-01             4.044450E+00             1.140999E+01
                  10.4400             8.268139E+01            -3.258290E+01             1.152643E+02             0.000000E+00            -3.658876E+01            -1.097232E-01             4.115588E+00             1.140996E+01
                  10.6200             8.247892E+01            -3.310173E+01             1.155806E+02             0.000000E+00            -3.717697E+01            -1.114745E-01             4.186713E+00             1.140996E+01
                  10.8000             8.227872E+01            -3.361844E+01             1.158972E+02             0.000000E+00            -3.776304E+01            -1.132188E-01             4.257823E+00             1.140998E+01
                  10.9800             8.208082E+01            -3.413300E+01             1.162138E+02             0.000000E+00            -3.834696E+01            -1.149560E-01             4.328916E+00             1.141003E+01
                  11.1600             8.188522E+01            -3.464537E+01             1.165306E+02             0.000000E+00            -3.892868E+01            -1.166860E-01             4.399990E+00             1.141010E+01
                  11.3400             8.169191E+01            -3.515554E+01             1.168474E+02             0.000000E+00            -3.950817E+01            -1.184087E-01             4.471041E+00             1.141020E+01
                  11.5200             8.150090E+01            -3.566346E+01             1.171644E+02             0.000000E+00            -4.008540E+01            -1.201239E-01             4.542066E+00             1.141033E+01
                  11.7000             8.131221E+01            -3.616912E+01             1.174813E+02             0.000000E+00            -4.066035E+01            -1.218317E-01             4.613063E+00             1.141048E+01
                  11.8800             8.112583E+01            -3.667247E+01             1.177983E+02             0.000000E+00            -4.123297E+01            -1.235318E-01             4.684028E+00             1.141067E+01
                  12.0600             8.094178E+01            -3.717350E+01             1.181153E+02             0.000000E+00            -4.180324E+01            -1.252242E-01             4.754959E+00             1.141088E+01
                  12.2400             8.076006E+01            -3.767217E+01             1.184322E+02             0.000000E+00            -4.237112E+01            -1.269088E-01             4.825851E+00             1.141112E+01
                  12.4200             8.058067E+01            -3.816847E+01             1.187491E+02             0.000000E+00            -4.293658E+01            -1.285855E-01             4.896703E+00             1.141140E+01
                  12.6000             8.039588E+01            -3.866235E+01             1.190582E+02             0.000000E+00            -4.349960E+01            -1.302541E-01             4.967510E+00             1.140395E+01
                  12.7800             8.022116E+01            -3.915379E+01             1.193749E+02             0.000000E+00            -4.406014E+01            -1.319146E-01             5.038270E+00             1.140424E+01
                  12.9600             8.004880E+01            -3.964277E+01             1.196916E+02             0.000000E+00            -4.461818E+01            -1.335670E-01             5.108978E+00             1.140456E+01
                  13.1400             7.987882E+01            -4.012925E+01             1.200081E+02             0.000000E+00            -4.517367E+01            -1.352110E-01             5.179632E+00             1.140493E+01
                  13.3200             7.971123E+01            -4.061322E+01             1.203244E+02             0.000000E+00            -4.572660E+01            -1.368466E-01             5.250227E+00             1.140533E+01
                  13.5000             7.954604E+01            -4.109464E+01             1.206407E+02             0.000000E+00            -4.627692E+01            -1.384737E-01             5.320761E+00             1.140576E+01
                  13.6800             7.938325E+01            -4.157348E+01             1.209567E+02             0.000000E+00            -4.682462E+01            -1.400922E-01             5.391229E+00             1.140624E+01
                  13.8600             7.922288E+01            -4.204974E+01             1.212726E+02             0.000000E+00            -4.736966E+01            -1.417020E-01             5.461628E+00             1.140675E+01
                  14.0400             7.906493E+01            -4.252336E+01             1.215883E+02             0.000000E+00            -4.791201E+01            -1.433030E-01             5.531954E+00             1.140730E+01
                  14.2200             7.890943E+01            -4.299434E+01             1.219038E+02             0.000000E+00            -4.845165E+01            -1.448952E-01             5.602204E+00             1.140790E+01
                  14.4000             7.875637E+01            -4.346265E+01             1.222190E+02             0.000000E+00            -4.898854E+01            -1.464784E-01             5.672374E+00             1.140853E+01
                  14.5800             7.860576E+01            -4.392825E+01             1.225340E+02             0.000000E+00            -4.952266E+01            -1.480525E-01             5.742461E+00             1.140919E+01
                  14.7600             7.845763E+01            -4.439113E+01             1.228488E+02             0.000000E+00            -5.005397E+01            -1.496175E-01             5.812460E+00             1.140990E+01
                  14.9400             7.831197E+01            -4.485126E+01             1.231632E+02             0.000000E+00            -5.058246E+01            -1.511733E-01             5.882368E+00             1.141065E+01
                  15.1200             7.816071E+01            -4.530862E+01             1.234693E+02             0.000000E+00            -5.110808E+01            -1.527197E-01             5.952182E+00             1.140335E+01
                  15.3000             7.802004E+01            -4.576318E+01             1.237832E+02             0.000000E+00            -5.163082E+01            -1.542568E-01             6.021899E+00             1.140418E+01
                  15.4800             7.788187E+01            -4.621492E+01             1.240968E+02             0.000000E+00            -5.215065E+01            -1.557843E-01             6.091514E+00             1.140504E+01
                  15.6600             7.774623E+01            -4.666381E+01             1.244100E+02             0.000000E+00            -5.266753E+01            -1.573023E-01             6.161024E+00             1.140595E+01
                  15.8400             7.761312E+01            -4.710983E+01             1.247230E+02             0.000000E+00            -5.318145E+01            -1.588106E-01             6.230426E+00             1.140691E+01
                  16.0200             7.748256E+01            -4.755296E+01             1.250355E+02             0.000000E+00            -5.369237E+01            -1.603091E-01             6.299717E+00             1.140790E+01
                  16.2000             7.735454E+01            -4.799317E+01             1.253477E+02             0.000000E+00            -5.420026E+01            -1.617978E-01             6.368893E+00             1.140893E+01
                  16.3800             7.722909E+01            -4.843044E+01             1.256595E+02             0.000000E+00            -5.470511E+01            -1.632766E-01             6.437952E+00             1.141001E+01
                  16.5600             7.710620E+01            -4.886474E+01             1.259709E+02             0.000000E+00            -5.520689E+01            -1.647454E-01             6.506890E+00             1.141112E+01
                  16.7400             7.697797E+01            -4.929606E+01             1.262740E+02             0.000000E+00            -5.570556E+01            -1.662042E-01             6.575705E+00             1.140434E+01
                  16.9200             7.686029E+01            -4.972437E+01             1.265847E+02             0.000000E+00            -5.620111E+01            -1.676528E-01             6.644393E+00             1.140556E+01
                  17.1000             7.674522E+01            -5.014964E+01             1.268949E+02             0.000000E+00            -5.669351E+01            -1.690911E-01             6.712952E+00             1.140683E+01
                  17.2800             7.663276E+01            -5.057186E+01             1.272046E+02             0.000000E+00            -5.718273E+01            -1.705192E-01             6.781380E+00             1.140813E+01
                  17.4600             7.652294E+01            -5.099101E+01             1.275139E+02             0.000000E+00            -5.766874E+01            -1.719368E-01             6.849674E+00             1.140947E+01
                  17.6400             7.641574E+01            -5.140705E+01             1.278228E+02             0.000000E+00            -5.815153E+01            -1.733440E-01             6.917831E+00             1.141085E+01
                  17.8200             7.630351E+01            -5.181996E+01             1.281235E+02             0.000000E+00            -5.863107E+01            -1.747407E-01             6.985849E+00             1.140458E+01
                  18.0000             7.620167E+01            -5.222974E+01             1.284314E+02             0.000000E+00            -5.910734E+01            -1.761268E-01             7.053726E+00             1.140608E+01
