                   Degree           dqdtheta_sc[W]           dqdtheta_dc[W]           dqdtheta_hc[W]       dqdtheta_resoil[W]          dqdtheta_oil[W]
                   0.0000             8.224347E-04             1.120084E+01             0.000000E+00             2.280270E+00             4.436012E+03
                   0.1800             4.282943E-02             1.121995E+01             0.000000E+00             2.410957E+00             4.435837E+03
                   0.3600             7.501722E-02             1.125304E+01             0.000000E+00             2.360421E+00             4.435902E+03
                   0.5400             1.040757E-01             1.128301E+01             0.000000E+00             2.325570E+00             4.435945E+03
                   0.7200             1.313513E-01             1.131024E+01             0.000000E+00             2.302360E+00             4.435974E+03
                   0.9000             1.574485E-01             1.133503E+01             0.000000E+00             2.287445E+00             4.435992E+03
                   1.0800             1.826903E-01             1.135760E+01             0.000000E+00             2.278250E+00             4.436002E+03
                   1.2600             2.072684E-01             1.137815E+01             0.000000E+00             2.272920E+00             4.436007E+03
                   1.4400             2.313041E-01             1.139680E+01             0.000000E+00             2.270140E+00             4.436010E+03
                   1.6200             2.548796E-01             1.141364E+01             0.000000E+00             2.268998E+00             4.436010E+03
                   1.8000             2.780535E-01             1.142874E+01             0.000000E+00             2.268872E+00             4.436008E+03
                   1.9800             3.008702E-01             1.144214E+01             0.000000E+00             2.269341E+00             4.436006E+03
                   2.1600             3.233645E-01             1.145387E+01             0.000000E+00             2.270122E+00             4.436004E+03
                   2.3400             3.455651E-01             1.146398E+01             0.000000E+00             2.271027E+00             4.436002E+03
                   2.5200             3.674960E-01             1.147247E+01             0.000000E+00             2.271931E+00             4.436000E+03
                   2.7000             3.891782E-01             1.147937E+01             0.000000E+00             2.272752E+00             4.435998E+03
                   2.8800             4.106296E-01             1.148470E+01             0.000000E+00             2.273436E+00             4.435996E+03
                   3.0600             4.318664E-01             1.148846E+01             0.000000E+00             2.273946E+00             4.435995E+03
                   3.2400             4.529028E-01             1.149069E+01             0.000000E+00             2.274262E+00             4.435994E+03
                   3.4200             4.737518E-01             1.149139E+01             0.000000E+00             2.274367E+00             4.435993E+03
                   3.6000             4.944250E-01             1.149060E+01             0.000000E+00             2.274256E+00             4.435993E+03
                   3.7800             5.149328E-01             1.148835E+01             0.000000E+00             2.273925E+00             4.435993E+03
                   3.9600             5.352850E-01             1.148469E+01             0.000000E+00             2.273377E+00             4.435994E+03
                   4.1400             5.554902E-01             1.147972E+01             0.000000E+00             2.272622E+00             4.435995E+03
                   4.3200             5.755565E-01             1.147365E+01             0.000000E+00             2.271688E+00             4.435996E+03
                   4.5000             5.954914E-01             1.146694E+01             0.000000E+00             2.270646E+00             4.435998E+03
                   4.6800             6.153017E-01             1.146011E+01             0.000000E+00             2.269577E+00             4.435999E+03
                   4.8600             6.349939E-01             1.145332E+01             0.000000E+00             2.268506E+00             4.436001E+03
                   5.0400             6.545739E-01             1.144659E+01             0.000000E+00             2.267434E+00             4.436002E+03
                   5.2200             6.740473E-01             1.143991E+01             0.000000E+00             2.266362E+00             4.436004E+03
                   5.4000             6.934191E-01             1.143329E+01             0.000000E+00             2.265290E+00             4.436005E+03
                   5.5800             7.126944E-01             1.142673E+01             0.000000E+00             2.264217E+00             4.436007E+03
                   5.7600             7.318775E-01             1.142022E+01             0.000000E+00             2.263143E+00             4.436009E+03
                   5.9400             7.509728E-01             1.141377E+01             0.000000E+00             2.262069E+00             4.436010E+03
                   6.1200             7.699843E-01             1.140737E+01             0.000000E+00             2.260995E+00             4.436012E+03
                   6.3000             7.889158E-01             1.140103E+01             0.000000E+00             2.259919E+00             4.436013E+03
                   6.4800             8.077711E-01             1.139475E+01             0.000000E+00             2.258844E+00             4.436015E+03
                   6.6600             8.265535E-01             1.138852E+01             0.000000E+00             2.257767E+00             4.436016E+03
