                   Degree               T_ocsc2[K]               T_ocsc3[K]               T_ocdc2[K]               T_ocdc3[K]               T_rosc2[K]               T_rosc3[K]               T_rodc2[K]               T_rodc3[K]             T_roller2[K]             T_roller3[K]
                   0.0000             3.425178E+02             3.423726E+02             3.425178E+02             3.423726E+02             3.457585E+02             3.449816E+02             3.457585E+02             3.449816E+02             3.466421E+02             3.457537E+02
                   0.1800             3.420069E+02             3.418538E+02             3.420986E+02             3.419438E+02             3.452676E+02             3.444788E+02             3.453616E+02             3.445712E+02             3.462390E+02             3.453375E+02
                   0.3600             3.419820E+02             3.418390E+02             3.421355E+02             3.419857E+02             3.452294E+02             3.444500E+02             3.453862E+02             3.446029E+02             3.462668E+02             3.453722E+02
                   0.5400             3.419362E+02             3.418028E+02             3.421415E+02             3.419953E+02             3.451735E+02             3.444020E+02             3.453831E+02             3.446052E+02             3.462661E+02             3.453765E+02
                   0.7200             3.418739E+02             3.417491E+02             3.421248E+02             3.419813E+02             3.451032E+02             3.443382E+02             3.453598E+02             3.445857E+02             3.462443E+02             3.453584E+02
                   0.9000             3.418005E+02             3.416835E+02             3.420924E+02             3.419508E+02             3.450232E+02             3.442639E+02             3.453225E+02             3.445512E+02             3.462081E+02             3.453249E+02
                   1.0800             3.417206E+02             3.416105E+02             3.420502E+02             3.419100E+02             3.449376E+02             3.441833E+02             3.452766E+02             3.445073E+02             3.461628E+02             3.452817E+02
                   1.2600             3.416379E+02             3.415340E+02             3.420022E+02             3.418630E+02             3.448497E+02             3.441000E+02             3.452257E+02             3.444581E+02             3.461124E+02             3.452328E+02
                   1.4400             3.415547E+02             3.414565E+02             3.419515E+02             3.418131E+02             3.447619E+02             3.440163E+02             3.451727E+02             3.444063E+02             3.460597E+02             3.451812E+02
                   1.6200             3.414730E+02             3.413798E+02             3.419001E+02             3.417624E+02             3.446757E+02             3.439339E+02             3.451195E+02             3.443540E+02             3.460065E+02             3.451290E+02
                   1.8000             3.413937E+02             3.413052E+02             3.418494E+02             3.417122E+02             3.445922E+02             3.438541E+02             3.450672E+02             3.443026E+02             3.459543E+02             3.450776E+02
                   1.9800             3.413176E+02             3.412334E+02             3.418005E+02             3.416637E+02             3.445120E+02             3.437774E+02             3.450168E+02             3.442529E+02             3.459038E+02             3.450278E+02
                   2.1600             3.412452E+02             3.411649E+02             3.417537E+02             3.416173E+02             3.444357E+02             3.437044E+02             3.449688E+02             3.442055E+02             3.458556E+02             3.449803E+02
                   2.3400             3.411766E+02             3.410999E+02             3.417097E+02             3.415736E+02             3.443634E+02             3.436352E+02             3.449235E+02             3.441608E+02             3.458102E+02             3.449355E+02
                   2.5200             3.411121E+02             3.410388E+02             3.416686E+02             3.415328E+02             3.442952E+02             3.435700E+02             3.448812E+02             3.441191E+02             3.457677E+02             3.448935E+02
                   2.7000             3.410517E+02             3.409814E+02             3.416305E+02             3.414950E+02             3.442312E+02             3.435090E+02             3.448421E+02             3.440804E+02             3.457284E+02             3.448547E+02
                   2.8800             3.409953E+02             3.409279E+02             3.415956E+02             3.414604E+02             3.441714E+02             3.434519E+02             3.448061E+02             3.440449E+02             3.456921E+02             3.448190E+02
                   3.0600             3.409429E+02             3.408782E+02             3.415639E+02             3.414290E+02             3.441157E+02             3.433989E+02             3.447734E+02             3.440127E+02             3.456591E+02             3.447864E+02
                   3.2400             3.408944E+02             3.408323E+02             3.415355E+02             3.414007E+02             3.440641E+02             3.433499E+02             3.447439E+02             3.439836E+02             3.456293E+02             3.447571E+02
                   3.4200             3.408499E+02             3.407900E+02             3.415102E+02             3.413757E+02             3.440165E+02             3.433047E+02             3.447177E+02             3.439578E+02             3.456027E+02             3.447309E+02
                   3.6000             3.408090E+02             3.407514E+02             3.414881E+02             3.413538E+02             3.439728E+02             3.432634E+02             3.446946E+02             3.439351E+02             3.455793E+02             3.447079E+02
                   3.7800             3.407718E+02             3.407163E+02             3.414691E+02             3.413350E+02             3.439328E+02             3.432257E+02             3.446746E+02             3.439156E+02             3.455589E+02             3.446880E+02
                   3.9600             3.407382E+02             3.406846E+02             3.414530E+02             3.413192E+02             3.438965E+02             3.431916E+02             3.446576E+02             3.438990E+02             3.455416E+02             3.446711E+02
                   4.1400             3.407078E+02             3.406560E+02             3.414399E+02             3.413062E+02             3.438636E+02             3.431608E+02             3.446435E+02             3.438853E+02             3.455270E+02             3.446570E+02
                   4.3200             3.406802E+02             3.406301E+02             3.414291E+02             3.412956E+02             3.438337E+02             3.431329E+02             3.446318E+02             3.438740E+02             3.455149E+02             3.446453E+02
                   4.5000             3.406545E+02             3.406061E+02             3.414197E+02             3.412865E+02             3.438058E+02             3.431069E+02             3.446215E+02             3.438641E+02             3.455042E+02             3.446350E+02
                   4.6800             3.406297E+02             3.405828E+02             3.414109E+02             3.412778E+02             3.437789E+02             3.430819E+02             3.446117E+02             3.438547E+02             3.454939E+02             3.446251E+02
                   4.8600             3.406053E+02             3.405599E+02             3.414021E+02             3.412692E+02             3.437526E+02             3.430574E+02             3.446021E+02             3.438454E+02             3.454838E+02             3.446154E+02
                   5.0400             3.405815E+02             3.405374E+02             3.413934E+02             3.412608E+02             3.437269E+02             3.430334E+02             3.445925E+02             3.438362E+02             3.454737E+02             3.446058E+02
                   5.2200             3.405580E+02             3.405153E+02             3.413848E+02             3.412523E+02             3.437017E+02             3.430099E+02             3.445830E+02             3.438271E+02             3.454638E+02             3.445962E+02
                   5.4000             3.405350E+02             3.404935E+02             3.413763E+02             3.412440E+02             3.436771E+02             3.429869E+02             3.445736E+02             3.438180E+02             3.454538E+02             3.445867E+02
                   5.5800             3.405123E+02             3.404720E+02             3.413679E+02             3.412357E+02             3.436529E+02             3.429643E+02             3.445642E+02             3.438090E+02             3.454440E+02             3.445772E+02
                   5.7600             3.404900E+02             3.404509E+02             3.413595E+02             3.412275E+02             3.436292E+02             3.429421E+02             3.445549E+02             3.438001E+02             3.454342E+02             3.445678E+02
                   5.9400             3.404680E+02             3.404300E+02             3.413512E+02             3.412194E+02             3.436060E+02             3.429203E+02             3.445457E+02             3.437913E+02             3.454244E+02             3.445584E+02
                   6.1200             3.404463E+02             3.404093E+02             3.413429E+02             3.412113E+02             3.435832E+02             3.428988E+02             3.445365E+02             3.437825E+02             3.454147E+02             3.445491E+02
                   6.3000             3.404250E+02             3.403890E+02             3.413347E+02             3.412033E+02             3.435608E+02             3.428777E+02             3.445274E+02             3.437737E+02             3.454051E+02             3.445399E+02
                   6.4800             3.404039E+02             3.403689E+02             3.413265E+02             3.411953E+02             3.435388E+02             3.428570E+02             3.445184E+02             3.437650E+02             3.453954E+02             3.445307E+02
                   6.6600             3.403831E+02             3.403490E+02             3.413184E+02             3.411874E+02             3.435171E+02             3.428366E+02             3.445094E+02             3.437564E+02             3.453859E+02             3.445215E+02
                   6.8400             3.403625E+02             3.403293E+02             3.413103E+02             3.411795E+02             3.434958E+02             3.428165E+02             3.445004E+02             3.437478E+02             3.453763E+02             3.445123E+02
                   7.0200             3.403422E+02             3.403098E+02             3.413023E+02             3.411716E+02             3.434748E+02             3.427966E+02             3.444915E+02             3.437392E+02             3.453668E+02             3.445032E+02
