                   Degree                T_ecc[Nm]         T_inertia_ro[Nm]         T_inertia_vh[Nm]              T_com_C[Nm]      T_total_no_loss[Nm]               T_loss[Nm]             T_bear_s[Nm]         T_inst_total[Nm]
                   0.0000             7.204880E-02             9.867390E-04             2.968090E-06             6.204639E-05             1.051754E-03             5.064935E-01             6.750516E-02             5.075453E-01
                   0.1800             7.331578E-02            -3.024338E-03            -9.097137E-06             3.202366E-04            -2.713199E-03             5.072821E-01             6.751464E-02             5.045689E-01
                   0.3600             7.359819E-02            -5.974260E-03            -1.797038E-05             6.499679E-04            -5.342263E-03             5.071965E-01             6.748549E-02             5.018543E-01
                   0.5400             7.391601E-02            -8.924327E-03            -2.684395E-05             9.791497E-04            -7.972021E-03             5.071477E-01             6.745357E-02             4.991757E-01
                   0.7200             7.426839E-02            -1.187423E-02            -3.571687E-05             1.307764E-03            -1.060218E-02             5.071362E-01             6.742038E-02             4.965341E-01
                   0.9000             7.465429E-02            -1.482317E-02            -4.458669E-05             1.635801E-03            -1.323196E-02             5.071618E-01             6.738669E-02             4.939298E-01
                   1.0800             7.507265E-02            -1.777097E-02            -5.345282E-05             1.963256E-03            -1.586116E-02             5.072244E-01             6.735363E-02             4.913632E-01
                   1.2600             7.552244E-02            -2.071804E-02            -6.231643E-05             2.290127E-03            -1.849023E-02             5.079276E-01             6.732218E-02             4.894373E-01
                   1.4400             7.600246E-02            -2.366382E-02            -7.117581E-05             2.616417E-03            -2.111857E-02             5.088153E-01             6.729306E-02             4.876967E-01
                   1.6200             7.651154E-02            -2.660822E-02            -8.003063E-05             2.942130E-03            -2.374612E-02             5.097379E-01             6.726685E-02             4.859918E-01
                   1.8000             7.704844E-02            -2.955094E-02            -8.887991E-05             3.267271E-03            -2.637255E-02             5.106943E-01             6.724391E-02             4.843218E-01
                   1.9800             7.761202E-02            -3.249211E-02            -9.772403E-05             3.591848E-03            -2.899799E-02             5.116835E-01             6.722452E-02             4.826855E-01
                   2.1600             7.820104E-02            -3.543131E-02            -1.065616E-04             3.915870E-03            -3.162200E-02             5.127040E-01             6.720873E-02             4.810820E-01
                   2.3400             7.881434E-02            -3.836852E-02            -1.153926E-04             4.239347E-03            -3.424457E-02             5.137546E-01             6.719649E-02             4.795100E-01
                   2.5200             7.945075E-02            -4.130349E-02            -1.242162E-04             4.562291E-03            -3.686541E-02             5.148336E-01             6.718762E-02             4.779682E-01
                   2.7000             8.010912E-02            -4.423604E-02            -1.330318E-04             4.884716E-03            -3.948435E-02             5.159395E-01             6.718188E-02             4.764551E-01
                   2.8800             8.078837E-02            -4.716606E-02            -1.418390E-04             5.206635E-03            -4.210126E-02             5.170707E-01             6.717899E-02             4.749695E-01
                   3.0600             8.148739E-02            -5.009330E-02            -1.506371E-04             5.528065E-03            -4.471587E-02             5.182258E-01             6.717863E-02             4.735099E-01
                   3.2400             8.220517E-02            -5.301763E-02            -1.594255E-04             5.849023E-03            -4.732804E-02             5.194030E-01             6.718048E-02             4.720750E-01
                   3.4200             8.294070E-02            -5.593892E-02            -1.682038E-04             6.169526E-03            -4.993760E-02             5.206011E-01             6.718422E-02             4.706635E-01
                   3.6000             8.369303E-02            -5.885696E-02            -1.769714E-04             6.489595E-03            -5.254434E-02             5.218185E-01             6.718956E-02             4.692742E-01
                   3.7800             8.446123E-02            -6.177157E-02            -1.857276E-04             6.809251E-03            -5.514805E-02             5.230539E-01             6.719621E-02             4.679059E-01
                   3.9600             8.524442E-02            -6.468263E-02            -1.944721E-04             7.128515E-03            -5.774859E-02             5.243061E-01             6.720392E-02             4.665575E-01
                   4.1400             8.604176E-02            -6.758992E-02            -2.032041E-04             7.447412E-03            -6.034571E-02             5.255737E-01             6.721246E-02             4.652280E-01
                   4.3200             8.685246E-02            -7.049330E-02            -2.119232E-04             7.765965E-03            -6.293926E-02             5.268557E-01             6.722164E-02             4.639164E-01
                   4.5000             8.767574E-02            -7.339259E-02            -2.206287E-04             8.084200E-03            -6.552902E-02             5.281510E-01             6.723129E-02             4.626219E-01
                   4.6800             8.851088E-02            -7.628763E-02            -2.293202E-04             8.402144E-03            -6.811481E-02             5.294585E-01             6.724124E-02             4.613437E-01
                   4.8600             8.935719E-02            -7.917825E-02            -2.379971E-04             8.719825E-03            -7.069643E-02             5.307774E-01             6.725138E-02             4.600810E-01
                   5.0400             9.021401E-02            -8.206430E-02            -2.466589E-04             9.037270E-03            -7.327369E-02             5.321067E-01             6.726160E-02             4.588330E-01
                   5.2200             9.108072E-02            -8.494559E-02            -2.553049E-04             9.354509E-03            -7.584638E-02             5.334457E-01             6.727181E-02             4.575993E-01
                   5.4000             9.195674E-02            -8.782197E-02            -2.639347E-04             9.671570E-03            -7.841433E-02             5.347934E-01             6.728192E-02             4.563791E-01
                   5.5800             9.284149E-02            -9.069325E-02            -2.725477E-04             9.988482E-03            -8.097732E-02             5.361493E-01             6.729189E-02             4.551720E-01
                   5.7600             9.373446E-02            -9.355931E-02            -2.811434E-04             1.030527E-02            -8.353518E-02             5.375126E-01             6.730165E-02             4.539774E-01
                   5.9400             9.463513E-02            -9.641994E-02            -2.897212E-04             1.062197E-02            -8.608769E-02             5.388827E-01             6.731117E-02             4.527950E-01
                   6.1200             9.554305E-02            -9.927500E-02            -2.982806E-04             1.093858E-02            -8.863470E-02             5.402589E-01             6.732040E-02             4.516242E-01
                   6.3000             9.645776E-02            -1.021243E-01            -3.068210E-04             1.125513E-02            -9.117602E-02             5.416409E-01             6.732930E-02             4.504648E-01
                   6.4800             9.737884E-02            -1.049677E-01            -3.153419E-04             1.157160E-02            -9.371148E-02             5.430280E-01             6.733787E-02             4.493165E-01
                   6.6600             9.830591E-02            -1.078051E-01            -3.238428E-04             1.188795E-02            -9.624099E-02             5.444198E-01             6.734605E-02             4.481788E-01
                   6.8400             9.923861E-02            -1.106362E-01            -3.323232E-04             1.220411E-02            -9.876444E-02             5.458161E-01             6.735383E-02             4.470516E-01
                   7.0200             1.001766E-01            -1.134610E-01            -3.407825E-04             1.251997E-02            -1.012818E-01             5.472165E-01             6.736119E-02             4.459347E-01
                   7.2000             1.011196E-01            -1.162792E-01            -3.492201E-04             1.283545E-02            -1.037929E-01             5.486209E-01             6.736811E-02             4.448280E-01
