                   Degree                 Q1[m3/s]                 Q2[m3/s]                Q3c[m3/s]                Q3s[m3/s]                 Q4[m3/s]                Q5a[m3/s]                Q5b[m3/s]                Q6c[m3/s]                Q6s[m3/s]                 Q7[m3/s]                 Q8[m3/s]                Q9a[m3/s]                Q9b[m3/s]
                   0.0000             1.652343E-06             3.064588E-07             1.652321E-06             2.732655E-15             1.577169E-08             9.390872E-08             1.455542E-06             2.232067E-11             4.161039E-20             1.345884E-06            -1.507266E-07            -3.302060E-07             8.649516E-07
                   0.1800             1.652602E-06             3.065982E-07             1.651678E-06             9.013679E-10             1.575220E-08             9.380861E-08             1.455542E-06             2.240523E-11             1.157917E-14             1.346004E-06            -1.507465E-07            -3.303058E-07             8.649516E-07
                   0.3600             1.652898E-06             3.067705E-07             1.651076E-06             1.799224E-09             1.573409E-08             9.370365E-08             1.455542E-06             2.249595E-11             2.304472E-14             1.346127E-06            -1.507819E-07            -3.303935E-07             8.649516E-07
                   0.5400             1.653183E-06             3.069369E-07             1.650467E-06             2.693785E-09             1.571658E-08             9.360214E-08             1.455542E-06             2.258343E-11             3.440474E-14             1.346246E-06            -1.508161E-07            -3.304785E-07             8.649516E-07
                   0.7200             1.653460E-06             3.070981E-07             1.649852E-06             3.585234E-09             1.569965E-08             9.350394E-08             1.455542E-06             2.266778E-11             4.566576E-14             1.346361E-06            -1.508493E-07            -3.305605E-07             8.649516E-07
                   0.9000             1.653727E-06             3.072542E-07             1.649230E-06             4.473738E-09             1.568330E-08             9.340902E-08             1.455542E-06             2.274905E-11             5.683329E-14             1.346473E-06            -1.508815E-07            -3.306396E-07             8.649516E-07
                   1.0800             1.653986E-06             3.074053E-07             1.648603E-06             5.359452E-09             1.566755E-08             9.331731E-08             1.455542E-06             2.282730E-11             6.791241E-14             1.346580E-06            -1.509129E-07            -3.307159E-07             8.649516E-07
                   1.2600             1.654236E-06             3.075517E-07             1.647970E-06             6.242526E-09             1.565237E-08             9.322875E-08             1.455542E-06             2.290259E-11             7.890789E-14             1.346684E-06            -1.509434E-07            -3.307892E-07             8.649516E-07
                   1.4400             1.654478E-06             3.076934E-07             1.647331E-06             7.123108E-09             1.563778E-08             9.314333E-08             1.455542E-06             2.297492E-11             8.982432E-14             1.346784E-06            -1.509731E-07            -3.308595E-07             8.649516E-07
                   1.6200             1.654711E-06             3.078304E-07             1.646687E-06             8.001343E-09             1.562377E-08             9.306104E-08             1.455542E-06             2.304430E-11             1.006662E-13             1.346881E-06            -1.510020E-07            -3.309271E-07             8.649516E-07
                   1.8000             1.654936E-06             3.079626E-07             1.646035E-06             8.877374E-09             1.561032E-08             9.298188E-08             1.455542E-06             2.311074E-11             1.114379E-13             1.346973E-06            -1.510300E-07            -3.309917E-07             8.649516E-07
                   1.9800             1.655152E-06             3.080900E-07             1.645378E-06             9.751347E-09             1.559745E-08             9.290584E-08             1.455542E-06             2.317421E-11             1.221438E-13             1.347062E-06            -1.510571E-07            -3.310536E-07             8.649516E-07
                   2.1600             1.655360E-06             3.082125E-07             1.644713E-06             1.062340E-08             1.558513E-08             9.283293E-08             1.455542E-06             2.323470E-11             1.327881E-13             1.347148E-06            -1.510833E-07            -3.311126E-07             8.649516E-07
                   2.3400             1.655559E-06             3.083300E-07             1.644042E-06             1.149369E-08             1.557337E-08             9.276317E-08             1.455542E-06             2.329219E-11             1.433752E-13             1.347229E-06            -1.511086E-07            -3.311690E-07             8.649516E-07
                   2.5200             1.655749E-06             3.084424E-07             1.643364E-06             1.236234E-08             1.556216E-08             9.269657E-08             1.455542E-06             2.334668E-11             1.539093E-13             1.347307E-06            -1.511328E-07            -3.312227E-07             8.649516E-07
                   2.7000             1.655931E-06             3.085496E-07             1.642678E-06             1.322951E-08             1.555150E-08             9.263311E-08             1.455542E-06             2.339814E-11             1.643947E-13             1.347381E-06            -1.511560E-07            -3.312737E-07             8.649516E-07
                   2.8800             1.656103E-06             3.086516E-07             1.641984E-06             1.409534E-08             1.554137E-08             9.257282E-08             1.455542E-06             2.344657E-11             1.748357E-13             1.347452E-06            -1.511780E-07            -3.313221E-07             8.649516E-07
                   3.0600             1.656267E-06             3.087483E-07             1.641283E-06             1.495997E-08             1.553178E-08             9.251569E-08             1.455542E-06             2.349196E-11             1.852366E-13             1.347518E-06            -1.511990E-07            -3.313679E-07             8.649516E-07
                   3.2400             1.656421E-06             3.088397E-07             1.640574E-06             1.582355E-08             1.552273E-08             9.246170E-08             1.455542E-06             2.353431E-11             1.956018E-13             1.347582E-06            -1.512188E-07            -3.314112E-07             8.649516E-07
                   3.4200             1.656567E-06             3.089259E-07             1.639857E-06             1.668621E-08             1.551420E-08             9.241086E-08             1.455542E-06             2.357362E-11             2.059357E-13             1.347641E-06            -1.512375E-07            -3.314519E-07             8.649516E-07
                   3.6000             1.656703E-06             3.090067E-07             1.639131E-06             1.754811E-08             1.550620E-08             9.236314E-08             1.455542E-06             2.360990E-11             2.162427E-13             1.347697E-06            -1.512550E-07            -3.314902E-07             8.649516E-07
                   3.7800             1.656831E-06             3.090822E-07             1.638398E-06             1.840939E-08             1.549871E-08             9.231855E-08             1.455542E-06             2.364317E-11             2.265275E-13             1.347749E-06            -1.512713E-07            -3.315259E-07             8.649516E-07
                   3.9600             1.656950E-06             3.091524E-07             1.637656E-06             1.927019E-08             1.549175E-08             9.227705E-08             1.455542E-06             2.367342E-11             2.367945E-13             1.347797E-06            -1.512865E-07            -3.315592E-07             8.649516E-07
                   4.1400             1.657060E-06             3.092174E-07             1.636905E-06             2.013066E-08             1.548529E-08             9.223864E-08             1.455542E-06             2.370067E-11             2.470484E-13             1.347842E-06            -1.513006E-07            -3.315901E-07             8.649516E-07
                   4.3200             1.657161E-06             3.092771E-07             1.636146E-06             2.099093E-08             1.547935E-08             9.220328E-08             1.455542E-06             2.372494E-11             2.572938E-13             1.347884E-06            -1.513135E-07            -3.316185E-07             8.649516E-07
                   4.5000             1.657253E-06             3.093316E-07             1.635378E-06             2.185116E-08             1.547391E-08             9.217097E-08             1.455542E-06             2.374624E-11             2.675354E-13             1.347921E-06            -1.513252E-07            -3.316446E-07             8.649516E-07
                   4.6800             1.657337E-06             3.093810E-07             1.634601E-06             2.271149E-08             1.546898E-08             9.214166E-08             1.455542E-06             2.376460E-11             2.777779E-13             1.347956E-06            -1.513359E-07            -3.316682E-07             8.649516E-07
                   4.8600             1.657412E-06             3.094253E-07             1.633816E-06             2.357206E-08             1.546454E-08             9.211535E-08             1.455542E-06             2.378004E-11             2.880260E-13             1.347986E-06            -1.513454E-07            -3.316895E-07             8.649516E-07
                   5.0400             1.657478E-06             3.094645E-07             1.633021E-06             2.443300E-08             1.546059E-08             9.209198E-08             1.455542E-06             2.379257E-11             2.982844E-13             1.348014E-06            -1.513538E-07            -3.317084E-07             8.649516E-07
                   5.2200             1.657537E-06             3.094988E-07             1.632218E-06             2.529446E-08             1.545713E-08             9.207154E-08             1.455542E-06             2.380224E-11             3.085577E-13             1.348038E-06            -1.513611E-07            -3.317251E-07             8.649516E-07
                   5.4000             1.657586E-06             3.095281E-07             1.631406E-06             2.615657E-08             1.545415E-08             9.205398E-08             1.455542E-06             2.380907E-11             3.188506E-13             1.348058E-06            -1.513673E-07            -3.317394E-07             8.649516E-07
                   5.5800             1.657628E-06             3.095526E-07             1.630585E-06             2.701945E-08             1.545164E-08             9.203925E-08             1.455542E-06             2.381312E-11             3.291674E-13             1.348076E-06            -1.513724E-07            -3.317515E-07             8.649516E-07
                   5.7600             1.657662E-06             3.095724E-07             1.629755E-06             2.788323E-08             1.544959E-08             9.202728E-08             1.455542E-06             2.381443E-11             3.395125E-13             1.348090E-06            -1.513766E-07            -3.317614E-07             8.649516E-07
                   5.9400             1.657688E-06             3.095876E-07             1.628916E-06             2.874801E-08             1.544799E-08             9.201800E-08             1.455542E-06             2.381308E-11             3.498897E-13             1.348100E-06            -1.513797E-07            -3.317692E-07             8.649516E-07
                   6.1200             1.657707E-06             3.095983E-07             1.628069E-06             2.961389E-08             1.544681E-08             9.201131E-08             1.455542E-06             2.380918E-11             3.603022E-13             1.348108E-06            -1.513818E-07            -3.317749E-07             8.649516E-07
                   6.3000             1.657718E-06             3.096050E-07             1.627213E-06             3.048091E-08             1.544604E-08             9.200703E-08             1.455542E-06             2.380288E-11             3.707524E-13             1.348113E-06            -1.513831E-07            -3.317787E-07             8.649516E-07
                   6.4800             1.657724E-06             3.096079E-07             1.626351E-06             3.134906E-08             1.544564E-08             9.200493E-08             1.455542E-06             2.379440E-11             3.812405E-13             1.348116E-06            -1.513835E-07            -3.317808E-07             8.649516E-07
                   6.6600             1.657724E-06             3.096078E-07             1.625482E-06             3.221825E-08             1.544553E-08             9.200462E-08             1.455542E-06             2.378415E-11             3.917637E-13             1.348116E-06            -1.513832E-07            -3.317815E-07             8.649516E-07
                   6.8400             1.657721E-06             3.096055E-07             1.624608E-06             3.308822E-08             1.544562E-08             9.200553E-08             1.455542E-06             2.377267E-11             4.023148E-13             1.348115E-06            -1.513825E-07            -3.317812E-07             8.649516E-07
                   7.0200             1.657716E-06             3.096023E-07             1.623733E-06             3.395867E-08             1.544581E-08             9.200704E-08             1.455542E-06             2.376059E-11             4.128846E-13             1.348114E-06            -1.513816E-07            -3.317805E-07             8.649516E-07
                   7.2000             1.657710E-06             3.095986E-07             1.622857E-06             3.482939E-08             1.544604E-08             9.200876E-08             1.455542E-06             2.374828E-11             4.234673E-13             1.348112E-06            -1.513805E-07            -3.317796E-07             8.649516E-07
                   7.3800             1.657704E-06             3.095948E-07             1.621980E-06             3.570031E-08             1.544627E-08             9.201054E-08             1.455542E-06             2.373591E-11             4.340615E-13             1.348110E-06            -1.513794E-07            -3.317786E-07             8.649516E-07
                   7.5600             1.657699E-06             3.095909E-07             1.621103E-06             3.657143E-08             1.544650E-08             9.201235E-08             1.455542E-06             2.372349E-11             4.446682E-13             1.348108E-06            -1.513783E-07            -3.317777E-07             8.649516E-07
                   7.7400             1.657693E-06             3.095870E-07             1.620226E-06             3.744279E-08             1.544673E-08             9.201416E-08             1.455542E-06             2.371106E-11             4.552888E-13             1.348106E-06            -1.513772E-07            -3.317768E-07             8.649516E-07
                   7.9200             1.657687E-06             3.095830E-07             1.619348E-06             3.831440E-08             1.544696E-08             9.201597E-08             1.455542E-06             2.369860E-11             4.659251E-13             1.348104E-06            -1.513760E-07            -3.317759E-07             8.649516E-07
                   8.1000             1.657681E-06             3.095790E-07             1.618470E-06             3.918630E-08             1.544718E-08             9.201779E-08             1.455542E-06             2.368612E-11             4.765791E-13             1.348101E-06            -1.513748E-07            -3.317750E-07             8.649516E-07
                   8.2800             1.657674E-06             3.095750E-07             1.617592E-06             4.005851E-08             1.544741E-08             9.201961E-08             1.455542E-06             2.367362E-11             4.872525E-13             1.348099E-06            -1.513736E-07            -3.317742E-07             8.649516E-07
                   8.4600             1.657668E-06             3.095710E-07             1.616713E-06             4.093108E-08             1.544763E-08             9.202143E-08             1.455542E-06             2.366110E-11             4.979474E-13             1.348097E-06            -1.513724E-07            -3.317733E-07             8.649516E-07
                   8.6400             1.657662E-06             3.095669E-07             1.615834E-06             4.180403E-08             1.544785E-08             9.202325E-08             1.455542E-06             2.364855E-11             5.086660E-13             1.348095E-06            -1.513712E-07            -3.317725E-07             8.649516E-07
                   8.8200             1.657656E-06             3.095628E-07             1.614954E-06             4.267740E-08             1.544806E-08             9.202507E-08             1.455542E-06             2.363597E-11             5.194103E-13             1.348093E-06            -1.513700E-07            -3.317717E-07             8.649516E-07
                   9.0000             1.657650E-06             3.095586E-07             1.614074E-06             4.355123E-08             1.544827E-08             9.202688E-08             1.455542E-06             2.362337E-11             5.301826E-13             1.348091E-06            -1.513687E-07            -3.317710E-07             8.649516E-07
                   9.1800             1.657644E-06             3.095544E-07             1.613194E-06             4.442555E-08             1.544848E-08             9.202869E-08             1.455542E-06             2.361074E-11             5.409850E-13             1.348089E-06            -1.513674E-07            -3.317702E-07             8.649516E-07
                   9.3600             1.657637E-06             3.095502E-07             1.612313E-06             4.530039E-08             1.544869E-08             9.203050E-08             1.455542E-06             2.359808E-11             5.518199E-13             1.348087E-06            -1.513661E-07            -3.317695E-07             8.649516E-07
                   9.5400             1.657631E-06             3.095460E-07             1.611431E-06             4.617581E-08             1.544889E-08             9.203231E-08             1.455542E-06             2.358538E-11             5.626896E-13             1.348085E-06            -1.513648E-07            -3.317688E-07             8.649516E-07
                   9.7200             1.657625E-06             3.095418E-07             1.610549E-06             4.705183E-08             1.544909E-08             9.203410E-08             1.455542E-06             2.357266E-11             5.735963E-13             1.348083E-06            -1.513635E-07            -3.317681E-07             8.649516E-07
                   9.9000             1.657619E-06             3.095375E-07             1.609666E-06             4.792849E-08             1.544928E-08             9.203589E-08             1.455542E-06             2.355990E-11             5.845427E-13             1.348081E-06            -1.513622E-07            -3.317675E-07             8.649516E-07
                  10.0800             1.657612E-06             3.095332E-07             1.608782E-06             4.880584E-08             1.544947E-08             9.203767E-08             1.455542E-06             2.354710E-11             5.955309E-13             1.348079E-06            -1.513608E-07            -3.317669E-07             8.649516E-07
                  10.2600             1.657606E-06             3.095289E-07             1.607898E-06             4.968391E-08             1.544965E-08             9.203944E-08             1.455542E-06             2.353426E-11             6.065635E-13             1.348077E-06            -1.513594E-07            -3.317663E-07             8.649516E-07
                  10.4400             1.657600E-06             3.095245E-07             1.607013E-06             5.056275E-08             1.544983E-08             9.204121E-08             1.455542E-06             2.352139E-11             6.176429E-13             1.348075E-06            -1.513580E-07            -3.317658E-07             8.649516E-07
                  10.6200             1.657594E-06             3.095202E-07             1.606127E-06             5.144239E-08             1.545000E-08             9.204296E-08             1.455542E-06             2.350848E-11             6.287715E-13             1.348073E-06            -1.513566E-07            -3.317653E-07             8.649516E-07
                  10.8000             1.657587E-06             3.095158E-07             1.605240E-06             5.232286E-08             1.545017E-08             9.204470E-08             1.455542E-06             2.349552E-11             6.399517E-13             1.348072E-06            -1.513552E-07            -3.317648E-07             8.649516E-07
                  10.9800             1.657581E-06             3.095113E-07             1.604353E-06             5.320423E-08             1.545033E-08             9.204643E-08             1.455542E-06             2.348252E-11             6.511861E-13             1.348070E-06            -1.513537E-07            -3.317643E-07             8.649516E-07
                  11.1600             1.657575E-06             3.095069E-07             1.603464E-06             5.408651E-08             1.545049E-08             9.204814E-08             1.455542E-06             2.346947E-11             6.624769E-13             1.348068E-06            -1.513522E-07            -3.317640E-07             8.649516E-07
                  11.3400             1.657568E-06             3.095024E-07             1.602574E-06             5.496975E-08             1.545064E-08             9.204985E-08             1.455542E-06             2.345637E-11             6.738265E-13             1.348066E-06            -1.513507E-07            -3.317636E-07             8.649516E-07
