                   Degree              dlvdt[mm/s]            dlvdtt[mm/s2]
                   0.0000             0.000000E+00             2.377253E+05
                   0.1800             3.376773E+00             2.377237E+05
                   0.3600             6.753500E+00             2.377190E+05
                   0.5400             1.013014E+01             2.377110E+05
                   0.7200             1.350664E+01             2.376998E+05
                   0.9000             1.688296E+01             2.376855E+05
                   1.0800             2.025905E+01             2.376679E+05
                   1.2600             2.363487E+01             2.376472E+05
                   1.4400             2.701038E+01             2.376233E+05
                   1.6200             3.038552E+01             2.375962E+05
                   1.8000             3.376025E+01             2.375659E+05
                   1.9800             3.713454E+01             2.375324E+05
                   2.1600             4.050832E+01             2.374958E+05
                   2.3400             4.388156E+01             2.374560E+05
                   2.5200             4.725421E+01             2.374129E+05
                   2.7000             5.062623E+01             2.373667E+05
                   2.8800             5.399757E+01             2.373174E+05
                   3.0600             5.736819E+01             2.372648E+05
                   3.2400             6.073803E+01             2.372091E+05
                   3.4200             6.410707E+01             2.371501E+05
                   3.6000             6.747524E+01             2.370881E+05
                   3.7800             7.084251E+01             2.370228E+05
                   3.9600             7.420883E+01             2.369544E+05
                   4.1400             7.757415E+01             2.368828E+05
                   4.3200             8.093843E+01             2.368080E+05
                   4.5000             8.430164E+01             2.367301E+05
                   4.6800             8.766371E+01             2.366490E+05
                   4.8600             9.102460E+01             2.365647E+05
                   5.0400             9.438428E+01             2.364773E+05
                   5.2200             9.774269E+01             2.363867E+05
                   5.4000             1.010998E+02             2.362930E+05
                   5.5800             1.044555E+02             2.361961E+05
                   5.7600             1.078099E+02             2.360960E+05
                   5.9400             1.111628E+02             2.359928E+05
                   6.1200             1.145142E+02             2.358865E+05
                   6.3000             1.178641E+02             2.357770E+05
                   6.4800             1.212124E+02             2.356644E+05
                   6.6600             1.245591E+02             2.355487E+05
                   6.8400             1.279041E+02             2.354298E+05
                   7.0200             1.312474E+02             2.353077E+05
                   7.2000             1.345890E+02             2.351826E+05
                   7.3800             1.379287E+02             2.350543E+05
                   7.5600             1.412667E+02             2.349229E+05
                   7.7400             1.446027E+02             2.347884E+05
                   7.9200             1.479368E+02             2.346508E+05
                   8.1000             1.512689E+02             2.345100E+05
                   8.2800             1.545990E+02             2.343662E+05
                   8.4600             1.579270E+02             2.342192E+05
