                   Degree               Volume[m3]            Pressure[kPa]           Temperature[K]        Int. Energy[J/kg]           Density[kg/m3]           Enthalpy[J/kg]          Entropy[J/kg.K]  Dyn. Viscosity[N.s/m^2]       Spec. Heat[J/kg.K]     Therm. Cond[W/(m.K)]                 Mass[kg]    Valve Deflec. mid[mm]    Valve Deflec. tip[mm]
                   0.0000             5.000000E-08             1.008573E+02             3.037850E+02             3.429493E+05             1.156927E+00             4.301082E+05             3.900663E+03             1.866478E-05             1.006510E+03             2.713043E-02             5.784633E-08             0.000000E+00             0.000000E+00
                   0.1800             5.005066E-08             9.041046E+01             3.018071E+02             3.473209E+05             1.043874E+00             4.281409E+05             3.925546E+03             1.862276E-05             1.006271E+03             2.651515E-02             5.345847E-08             0.000000E+00             0.000000E+00
                   0.3600             5.009648E-08             9.034863E+01             3.037788E+02             3.486966E+05             1.036373E+00             4.301252E+05             3.932295E+03             1.871739E-05             1.006349E+03             2.666115E-02             5.312824E-08             0.000000E+00             0.000000E+00
                   0.5400             5.013763E-08             9.033590E+01             3.045513E+02             3.492293E+05             1.033593E+00             4.309026E+05             3.934891E+03             1.875440E-05             1.006380E+03             2.671827E-02             5.302995E-08             0.000000E+00             0.000000E+00
                   0.7200             5.017429E-08             9.034145E+01             3.048513E+02             3.494303E+05             1.032637E+00             4.312045E+05             3.935865E+03             1.876877E-05             1.006393E+03             2.674044E-02             5.301859E-08             0.000000E+00             0.000000E+00
                   0.9000             5.020665E-08             9.035258E+01             3.049684E+02             3.495042E+05             1.032367E+00             4.313223E+05             3.936216E+03             1.877437E-05             1.006398E+03             2.674910E-02             5.303745E-08             0.000000E+00             0.000000E+00
                   1.0800             5.023489E-08             9.036480E+01             3.050143E+02             3.495291E+05             1.032351E+00             4.313685E+05             3.936328E+03             1.877657E-05             1.006400E+03             2.675250E-02             5.306492E-08             0.000000E+00             0.000000E+00
                   1.2600             5.025918E-08             9.037624E+01             3.050332E+02             3.495360E+05             1.032417E+00             4.313875E+05             3.936354E+03             1.877748E-05             1.006401E+03             2.675390E-02             5.309261E-08             0.000000E+00             0.000000E+00
                   1.4400             5.027970E-08             9.038625E+01             3.050418E+02             3.495368E+05             1.032503E+00             4.313961E+05             3.936351E+03             1.877789E-05             1.006401E+03             2.675453E-02             5.311749E-08             0.000000E+00             0.000000E+00
                   1.6200             5.029663E-08             9.039472E+01             3.050464E+02             3.495357E+05             1.032584E+00             4.314008E+05             3.936339E+03             1.877811E-05             1.006402E+03             2.675488E-02             5.313855E-08             0.000000E+00             0.000000E+00
                   1.8000             5.031015E-08             9.040161E+01             3.050496E+02             3.495345E+05             1.032652E+00             4.314040E+05             3.936328E+03             1.877827E-05             1.006402E+03             2.675512E-02             5.315552E-08             0.000000E+00             0.000000E+00
                   1.9800             5.032045E-08             9.040696E+01             3.050524E+02             3.495338E+05             1.032703E+00             4.314067E+05             3.936320E+03             1.877840E-05             1.006402E+03             2.675532E-02             5.316845E-08             0.000000E+00             0.000000E+00
                   2.1600             5.032769E-08             9.041085E+01             3.050551E+02             3.495339E+05             1.032739E+00             4.314094E+05             3.936316E+03             1.877853E-05             1.006402E+03             2.675552E-02             5.317749E-08             0.000000E+00             0.000000E+00
                   2.3400             5.033207E-08             9.041336E+01             3.050578E+02             3.495347E+05             1.032758E+00             4.314122E+05             3.936317E+03             1.877866E-05             1.006402E+03             2.675572E-02             5.318284E-08             0.000000E+00             0.000000E+00
                   2.5200             5.033375E-08             9.041457E+01             3.050607E+02             3.495364E+05             1.032762E+00             4.314150E+05             3.936323E+03             1.877879E-05             1.006402E+03             2.675593E-02             5.318473E-08             0.000000E+00             0.000000E+00
                   2.7000             5.033292E-08             9.041456E+01             3.050636E+02             3.495388E+05             1.032752E+00             4.314180E+05             3.936333E+03             1.877894E-05             1.006403E+03             2.675615E-02             5.318338E-08             0.000000E+00             0.000000E+00
                   2.8800             5.032977E-08             9.041343E+01             3.050667E+02             3.495418E+05             1.032729E+00             4.314211E+05             3.936346E+03             1.877908E-05             1.006403E+03             2.675638E-02             5.317902E-08             0.000000E+00             0.000000E+00
                   3.0600             5.032446E-08             9.041125E+01             3.050699E+02             3.495456E+05             1.032693E+00             4.314244E+05             3.936364E+03             1.877924E-05             1.006403E+03             2.675662E-02             5.317187E-08             0.000000E+00             0.000000E+00
                   3.2400             5.031718E-08             9.040811E+01             3.050733E+02             3.495499E+05             1.032646E+00             4.314277E+05             3.936385E+03             1.877940E-05             1.006403E+03             2.675686E-02             5.316218E-08             0.000000E+00             0.000000E+00
                   3.4200             5.030811E-08             9.040409E+01             3.050767E+02             3.495548E+05             1.032588E+00             4.314312E+05             3.936409E+03             1.877956E-05             1.006403E+03             2.675712E-02             5.315016E-08             0.000000E+00             0.000000E+00
                   3.6000             5.029743E-08             9.039927E+01             3.050802E+02             3.495602E+05             1.032521E+00             4.314348E+05             3.936436E+03             1.877973E-05             1.006403E+03             2.675738E-02             5.313606E-08             0.000000E+00             0.000000E+00
                   3.7800             5.028532E-08             9.039373E+01             3.050839E+02             3.495660E+05             1.032445E+00             4.314385E+05             3.936466E+03             1.877990E-05             1.006403E+03             2.675764E-02             5.312009E-08             0.000000E+00             0.000000E+00
                   3.9600             5.027195E-08             9.038757E+01             3.050876E+02             3.495722E+05             1.032362E+00             4.314422E+05             3.936498E+03             1.878008E-05             1.006403E+03             2.675792E-02             5.310249E-08             0.000000E+00             0.000000E+00
                   4.1400             5.025752E-08             9.038086E+01             3.050914E+02             3.495788E+05             1.032273E+00             4.314461E+05             3.936532E+03             1.878026E-05             1.006403E+03             2.675820E-02             5.308349E-08             0.000000E+00             0.000000E+00
                   4.3200             5.024219E-08             9.037368E+01             3.050953E+02             3.495856E+05             1.032178E+00             4.314500E+05             3.936567E+03             1.878045E-05             1.006403E+03             2.675848E-02             5.306332E-08             0.000000E+00             0.000000E+00
                   4.5000             5.022615E-08             9.036613E+01             3.050993E+02             3.495927E+05             1.032078E+00             4.314540E+05             3.936604E+03             1.878063E-05             1.006403E+03             2.675877E-02             5.304221E-08             0.000000E+00             0.000000E+00
                   4.6800             5.020957E-08             9.035828E+01             3.051033E+02             3.496000E+05             1.031975E+00             4.314581E+05             3.936643E+03             1.878083E-05             1.006403E+03             2.675907E-02             5.302040E-08             0.000000E+00             0.000000E+00
                   4.8600             5.019265E-08             9.035021E+01             3.051073E+02             3.496075E+05             1.031869E+00             4.314622E+05             3.936682E+03             1.878102E-05             1.006403E+03             2.675936E-02             5.299810E-08             0.000000E+00             0.000000E+00
                   5.0400             5.017555E-08             9.034203E+01             3.051115E+02             3.496150E+05             1.031761E+00             4.314663E+05             3.936721E+03             1.878121E-05             1.006403E+03             2.675967E-02             5.297556E-08             0.000000E+00             0.000000E+00
                   5.2200             5.015845E-08             9.033379E+01             3.051156E+02             3.496225E+05             1.031653E+00             4.314705E+05             3.936761E+03             1.878141E-05             1.006403E+03             2.675997E-02             5.295300E-08             0.000000E+00             0.000000E+00
                   5.4000             5.014155E-08             9.032560E+01             3.051198E+02             3.496301E+05             1.031545E+00             4.314747E+05             3.936801E+03             1.878161E-05             1.006404E+03             2.676028E-02             5.293065E-08             0.000000E+00             0.000000E+00
                   5.5800             5.012501E-08             9.031755E+01             3.051240E+02             3.496375E+05             1.031439E+00             4.314790E+05             3.936841E+03             1.878181E-05             1.006404E+03             2.676058E-02             5.290874E-08             0.000000E+00             0.000000E+00
                   5.7600             5.010902E-08             9.030970E+01             3.051282E+02             3.496448E+05             1.031335E+00             4.314832E+05             3.936879E+03             1.878201E-05             1.006404E+03             2.676089E-02             5.288752E-08             0.000000E+00             0.000000E+00
                   5.9400             5.009376E-08             9.030216E+01             3.051324E+02             3.496520E+05             1.031235E+00             4.314875E+05             3.936917E+03             1.878221E-05             1.006404E+03             2.676120E-02             5.286719E-08             0.000000E+00             0.000000E+00
                   6.1200             5.007940E-08             9.029501E+01             3.051366E+02             3.496589E+05             1.031139E+00             4.314918E+05             3.936954E+03             1.878241E-05             1.006404E+03             2.676151E-02             5.284801E-08             0.000000E+00             0.000000E+00
                   6.3000             5.006612E-08             9.028834E+01             3.051408E+02             3.496655E+05             1.031048E+00             4.314960E+05             3.936989E+03             1.878261E-05             1.006404E+03             2.676182E-02             5.283019E-08             0.000000E+00             0.000000E+00
                   6.4800             5.005412E-08             9.028223E+01             3.051450E+02             3.496718E+05             1.030964E+00             4.315003E+05             3.937022E+03             1.878281E-05             1.006404E+03             2.676213E-02             5.281397E-08             0.000000E+00             0.000000E+00
                   6.6600             5.004355E-08             9.027677E+01             3.051492E+02             3.496777E+05             1.030888E+00             4.315045E+05             3.937054E+03             1.878301E-05             1.006404E+03             2.676243E-02             5.279958E-08             0.000000E+00             0.000000E+00
                   6.8400             5.003462E-08             9.027206E+01             3.051533E+02             3.496832E+05             1.030820E+00             4.315086E+05             3.937082E+03             1.878321E-05             1.006404E+03             2.676274E-02             5.278726E-08             0.000000E+00             0.000000E+00
                   7.0200             5.002748E-08             9.026817E+01             3.051574E+02             3.496881E+05             1.030762E+00             4.315127E+05             3.937108E+03             1.878340E-05             1.006404E+03             2.676304E-02             5.277722E-08             0.000000E+00             0.000000E+00
                   7.2000             5.002233E-08             9.026519E+01             3.051615E+02             3.496925E+05             1.030714E+00             4.315168E+05             3.937131E+03             1.878360E-05             1.006404E+03             2.676334E-02             5.276971E-08             0.000000E+00             0.000000E+00
                   7.3800             5.001935E-08             9.026322E+01             3.051654E+02             3.496962E+05             1.030678E+00             4.315208E+05             3.937150E+03             1.878379E-05             1.006404E+03             2.676363E-02             5.276495E-08             0.000000E+00             0.000000E+00
                   7.5600             5.001871E-08             9.026234E+01             3.051694E+02             3.496993E+05             1.030655E+00             4.315248E+05             3.937166E+03             1.878397E-05             1.006405E+03             2.676392E-02             5.276317E-08             0.000000E+00             0.000000E+00
                   7.7400             5.002059E-08             9.026264E+01             3.051732E+02             3.497017E+05             1.030645E+00             4.315287E+05             3.937178E+03             1.878416E-05             1.006405E+03             2.676420E-02             5.276461E-08             0.000000E+00             0.000000E+00
                   7.9200             5.002517E-08             9.026420E+01             3.051770E+02             3.497033E+05             1.030650E+00             4.315324E+05             3.937185E+03             1.878434E-05             1.006405E+03             2.676448E-02             5.276949E-08             0.000000E+00             0.000000E+00
                   8.1000             5.003263E-08             9.026710E+01             3.051807E+02             3.497041E+05             1.030671E+00             4.315361E+05             3.937188E+03             1.878452E-05             1.006405E+03             2.676475E-02             5.277804E-08             0.000000E+00             0.000000E+00
                   8.2800             5.004316E-08             9.027144E+01             3.051842E+02             3.497040E+05             1.030708E+00             4.315397E+05             3.937186E+03             1.878469E-05             1.006405E+03             2.676502E-02             5.279050E-08             0.000000E+00             0.000000E+00
                   8.4600             5.005692E-08             9.027729E+01             3.051877E+02             3.497030E+05             1.030763E+00             4.315432E+05             3.937179E+03             1.878485E-05             1.006406E+03             2.676528E-02             5.280709E-08             0.000000E+00             0.000000E+00
