                   Degree                T_ecc[Nm]         T_inertia_ro[Nm]         T_inertia_vh[Nm]              T_com_C[Nm]      T_total_no_loss[Nm]               T_loss[Nm]             T_bear_s[Nm]         T_inst_total[Nm]
                   0.0000             7.341664E-02             4.409474E-04             1.326657E-06             1.890114E-05             4.611752E-04             4.513901E-01             5.830592E-02             4.518513E-01
                   0.1800             7.121908E-02            -1.351496E-03            -4.066177E-06             5.001275E-04            -8.554350E-04             4.490236E-01             5.818081E-02             4.481682E-01
                   0.3600             7.125500E-02            -2.669738E-03            -8.032279E-06             8.064063E-04            -1.871364E-03             4.488480E-01             5.817395E-02             4.469766E-01
                   0.5400             7.131195E-02            -3.988044E-03            -1.199853E-05             1.112413E-03            -2.887629E-03             4.487045E-01             5.817775E-02             4.458169E-01
                   0.7200             7.138310E-02            -5.306277E-03            -1.596449E-05             1.418744E-03            -3.903497E-03             4.485665E-01             5.817159E-02             4.446630E-01
                   0.9000             7.146538E-02            -6.624080E-03            -1.992906E-05             1.725643E-03            -4.918366E-03             4.484527E-01             5.817680E-02             4.435343E-01
                   1.0800             7.155748E-02            -7.941372E-03            -2.389198E-05             2.033216E-03            -5.932049E-03             4.483394E-01             5.817087E-02             4.424074E-01
                   1.2600             7.165872E-02            -9.258339E-03            -2.785378E-05             2.341531E-03            -6.944661E-03             4.482497E-01             5.817743E-02             4.413050E-01
                   1.4400             7.176863E-02            -1.057473E-02            -3.181368E-05             2.650644E-03            -7.955899E-03             4.481584E-01             5.817173E-02             4.402025E-01
                   1.6200             7.188689E-02            -1.189051E-02            -3.577156E-05             2.960607E-03            -8.965670E-03             4.480774E-01             5.816588E-02             4.391117E-01
                   1.8000             7.201317E-02            -1.320553E-02            -3.972695E-05             3.271470E-03            -9.973784E-03             4.480209E-01             5.817440E-02             4.380471E-01
                   1.9800             7.214710E-02            -1.451986E-02            -4.368003E-05             3.583215E-03            -1.098032E-02             4.479597E-01             5.816888E-02             4.369794E-01
