                             Degree                     Suc.Volume[m3]                    Comp.Volume[m3]               I.Suct.Press._1[kPa]                    I.Suct.Temp.[K]                 I.Disc.Press.[kPa]                    I.Disc.Temp.[K]
                             0.0000                       5.000000E-08                       3.284577E-05                       1.008573E+02                       3.037850E+02                       1.001342E+02                       3.031608E+02
                             0.1800                       5.005066E-08                       3.284572E-05                       1.008573E+02                       3.037850E+02                       1.001344E+02                       3.031610E+02
                             0.3600                       5.009648E-08                       3.284566E-05                       1.008573E+02                       3.037850E+02                       1.001347E+02                       3.031613E+02
                             0.5400                       5.013763E-08                       3.284559E-05                       1.008573E+02                       3.037850E+02                       1.001350E+02                       3.031615E+02
                             0.7200                       5.017429E-08                       3.284552E-05                       1.008573E+02                       3.037850E+02                       1.001353E+02                       3.031618E+02
                             0.9000                       5.020665E-08                       3.284544E-05                       1.008573E+02                       3.037850E+02                       1.001356E+02                       3.031621E+02
                             1.0800                       5.023489E-08                       3.284536E-05                       1.008573E+02                       3.037850E+02                       1.001360E+02                       3.031624E+02
                             1.2600                       5.025918E-08                       3.284527E-05                       1.008573E+02                       3.037850E+02                       1.001364E+02                       3.031627E+02
                             1.4400                       5.027970E-08                       3.284517E-05                       1.008573E+02                       3.037850E+02                       1.001368E+02                       3.031631E+02
                             1.6200                       5.029663E-08                       3.284507E-05                       1.008573E+02                       3.037850E+02                       1.001372E+02                       3.031634E+02
                             1.8000                       5.031015E-08                       3.284496E-05                       1.008573E+02                       3.037850E+02                       1.001377E+02                       3.031638E+02
                             1.9800                       5.032045E-08                       3.284485E-05                       1.008573E+02                       3.037850E+02                       1.001382E+02                       3.031643E+02
                             2.1600                       5.032769E-08                       3.284472E-05                       1.008573E+02                       3.037850E+02                       1.001387E+02                       3.031647E+02
                             2.3400                       5.033207E-08                       3.284459E-05                       1.008573E+02                       3.037850E+02                       1.001392E+02                       3.031652E+02
                             2.5200                       5.033375E-08                       3.284446E-05                       1.008573E+02                       3.037850E+02                       1.001398E+02                       3.031657E+02
                             2.7000                       5.033292E-08                       3.284431E-05                       1.008573E+02                       3.037850E+02                       1.001405E+02                       3.031662E+02
                             2.8800                       5.032977E-08                       3.284416E-05                       1.008573E+02                       3.037850E+02                       1.001411E+02                       3.031668E+02
                             3.0600                       5.032446E-08                       3.284400E-05                       1.008573E+02                       3.037850E+02                       1.001418E+02                       3.031674E+02
                             3.2400                       5.031718E-08                       3.284383E-05                       1.008573E+02                       3.037850E+02                       1.001425E+02                       3.031680E+02
                             3.4200                       5.030811E-08                       3.284365E-05                       1.008573E+02                       3.037850E+02                       1.001433E+02                       3.031687E+02
                             3.6000                       5.029743E-08                       3.284347E-05                       1.008573E+02                       3.037850E+02                       1.001441E+02                       3.031694E+02
                             3.7800                       5.028532E-08                       3.284328E-05                       1.008573E+02                       3.037850E+02                       1.001449E+02                       3.031701E+02
                             3.9600                       5.027195E-08                       3.284307E-05                       1.008573E+02                       3.037850E+02                       1.001457E+02                       3.031708E+02
                             4.1400                       5.025752E-08                       3.284286E-05                       1.008573E+02                       3.037850E+02                       1.001466E+02                       3.031716E+02
                             4.3200                       5.024219E-08                       3.284264E-05                       1.008573E+02                       3.037850E+02                       1.001476E+02                       3.031724E+02
                             4.5000                       5.022615E-08                       3.284241E-05                       1.008573E+02                       3.037850E+02                       1.001486E+02                       3.031733E+02
                             4.6800                       5.020957E-08                       3.284217E-05                       1.008573E+02                       3.037850E+02                       1.001496E+02                       3.031742E+02
                             4.8600                       5.019265E-08                       3.284192E-05                       1.008573E+02                       3.037850E+02                       1.001507E+02                       3.031751E+02
                             5.0400                       5.017555E-08                       3.284166E-05                       1.008573E+02                       3.037850E+02                       1.001518E+02                       3.031760E+02
                             5.2200                       5.015845E-08                       3.284140E-05                       1.008573E+02                       3.037850E+02                       1.001529E+02                       3.031770E+02
                             5.4000                       5.014155E-08                       3.284112E-05                       1.008573E+02                       3.037850E+02                       1.001541E+02                       3.031781E+02
                             5.5800                       5.012501E-08                       3.284083E-05                       1.008573E+02                       3.037850E+02                       1.001553E+02                       3.031791E+02
                             5.7600                       5.010902E-08                       3.284053E-05                       1.008573E+02                       3.037850E+02                       1.001566E+02                       3.031802E+02
                             5.9400                       5.009376E-08                       3.284022E-05                       1.008573E+02                       3.037850E+02                       1.001579E+02                       3.031814E+02
                             6.1200                       5.007940E-08                       3.283990E-05                       1.008573E+02                       3.037850E+02                       1.001593E+02                       3.031826E+02
                             6.3000                       5.006612E-08                       3.283956E-05                       1.008573E+02                       3.037850E+02                       1.001607E+02                       3.031838E+02
                             6.4800                       5.005412E-08                       3.283922E-05                       1.008573E+02                       3.037850E+02                       1.001622E+02                       3.031851E+02
                             6.6600                       5.004355E-08                       3.283887E-05                       1.008573E+02                       3.037850E+02                       1.001637E+02                       3.031864E+02
                             6.8400                       5.003462E-08                       3.283850E-05                       1.008573E+02                       3.037850E+02                       1.001653E+02                       3.031877E+02
                             7.0200                       5.002748E-08                       3.283812E-05                       1.008573E+02                       3.037850E+02                       1.001669E+02                       3.031891E+02
                             7.2000                       5.002233E-08                       3.283773E-05                       1.008573E+02                       3.037850E+02                       1.001686E+02                       3.031906E+02
                             7.3800                       5.001935E-08                       3.283733E-05                       1.008573E+02                       3.037850E+02                       1.001703E+02                       3.031921E+02
                             7.5600                       5.001871E-08                       3.283691E-05                       1.008573E+02                       3.037850E+02                       1.001721E+02                       3.031936E+02
                             7.7400                       5.002059E-08                       3.283649E-05                       1.008573E+02                       3.037850E+02                       1.001739E+02                       3.031952E+02
                             7.9200                       5.002517E-08                       3.283605E-05                       1.008573E+02                       3.037850E+02                       1.001758E+02                       3.031968E+02
                             8.1000                       5.003263E-08                       3.283559E-05                       1.008573E+02                       3.037850E+02                       1.001777E+02                       3.031985E+02
                             8.2800                       5.004316E-08                       3.283513E-05                       1.008573E+02                       3.037850E+02                       1.001797E+02                       3.032002E+02
                             8.4600                       5.005692E-08                       3.283465E-05                       1.008573E+02                       3.037850E+02                       1.001817E+02                       3.032020E+02
                             8.6400                       5.007411E-08                       3.283416E-05                       1.008573E+02                       3.037850E+02                       1.001838E+02                       3.032038E+02
                             8.8200                       5.009489E-08                       3.283365E-05                       1.008573E+02                       3.037850E+02                       1.001860E+02                       3.032057E+02
                             9.0000                       5.011945E-08                       3.283313E-05                       1.008573E+02                       3.037850E+02                       1.001882E+02                       3.032076E+02
                             9.1800                       5.014796E-08                       3.283260E-05                       1.008573E+02                       3.037850E+02                       1.001905E+02                       3.032095E+02
                             9.3600                       5.018061E-08                       3.283205E-05                       1.008573E+02                       3.037850E+02                       1.001928E+02                       3.032116E+02
                             9.5400                       5.021757E-08                       3.283149E-05                       1.008573E+02                       3.037850E+02                       1.001952E+02                       3.032136E+02
