                   Degree                   P1[Pa]                   P2[Pa]                   P3[Pa]                   P4[Pa]                   P5[Pa]                   P6[Pa]                   P7[Pa]                   P8[Pa]                   P9[Pa]                  P3a[Pa]
                   0.0000             2.922051E+05             2.927106E+05             2.927098E+05             2.918972E+05             2.933124E+05             2.935223E+05             2.933059E+05             1.812711E+05             1.798621E+05             4.071145E+05
                   0.1800             2.922051E+05             2.927106E+05             2.927098E+05             2.918972E+05             2.933124E+05             2.935223E+05             2.933059E+05             1.813316E+05             1.799225E+05             4.072271E+05
                   0.3600             2.922051E+05             2.927106E+05             2.927098E+05             2.918972E+05             2.933124E+05             2.935223E+05             2.933059E+05             1.813851E+05             1.799761E+05             4.073280E+05
                   0.5400             2.922051E+05             2.927106E+05             2.927098E+05             2.918972E+05             2.933124E+05             2.935223E+05             2.933059E+05             1.814327E+05             1.800237E+05             4.074179E+05
                   0.7200             2.922051E+05             2.927106E+05             2.927098E+05             2.918972E+05             2.933124E+05             2.935223E+05             2.933059E+05             1.814746E+05             1.800656E+05             4.074969E+05
                   0.9000             2.922051E+05             2.927106E+05             2.927098E+05             2.918972E+05             2.933124E+05             2.935223E+05             2.933059E+05             1.815107E+05             1.801016E+05             4.075649E+05
                   1.0800             2.922051E+05             2.927106E+05             2.927098E+05             2.918972E+05             2.933124E+05             2.935223E+05             2.933059E+05             1.815410E+05             1.801320E+05             4.076221E+05
                   1.2600             2.922051E+05             2.927106E+05             2.927098E+05             2.918972E+05             2.933124E+05             2.935223E+05             2.933059E+05             1.815656E+05             1.801566E+05             4.076686E+05
                   1.4400             2.922051E+05             2.927106E+05             2.927098E+05             2.918972E+05             2.933124E+05             2.935223E+05             2.933059E+05             1.815846E+05             1.801756E+05             4.077044E+05
                   1.6200             2.922051E+05             2.927106E+05             2.927098E+05             2.918972E+05             2.933124E+05             2.935223E+05             2.933059E+05             1.815980E+05             1.801890E+05             4.077296E+05
                   1.8000             2.922051E+05             2.927106E+05             2.927098E+05             2.918972E+05             2.933124E+05             2.935223E+05             2.933059E+05             1.816059E+05             1.801968E+05             4.077445E+05
                   1.9800             2.922051E+05             2.927106E+05             2.927098E+05             2.918972E+05             2.933124E+05             2.935223E+05             2.933059E+05             1.816093E+05             1.802003E+05             4.077510E+05
                   2.1600             2.922051E+05             2.927106E+05             2.927098E+05             2.918972E+05             2.933124E+05             2.935223E+05             2.933059E+05             1.816121E+05             1.802030E+05             4.077562E+05
                   2.3400             2.922051E+05             2.927106E+05             2.927098E+05             2.918972E+05             2.933124E+05             2.935223E+05             2.933059E+05             1.816148E+05             1.802058E+05             4.077614E+05
                   2.5200             2.922051E+05             2.927106E+05             2.927098E+05             2.918972E+05             2.933124E+05             2.935223E+05             2.933059E+05             1.816176E+05             1.802085E+05             4.077667E+05
                   2.7000             2.922051E+05             2.927106E+05             2.927098E+05             2.918972E+05             2.933124E+05             2.935223E+05             2.933059E+05             1.816203E+05             1.802113E+05             4.077719E+05
                   2.8800             2.922051E+05             2.927106E+05             2.927098E+05             2.918972E+05             2.933124E+05             2.935223E+05             2.933059E+05             1.816231E+05             1.802141E+05             4.077771E+05
                   3.0600             2.922051E+05             2.927106E+05             2.927098E+05             2.918972E+05             2.933124E+05             2.935223E+05             2.933059E+05             1.816259E+05             1.802168E+05             4.077824E+05
                   3.2400             2.922051E+05             2.927106E+05             2.927098E+05             2.918972E+05             2.933124E+05             2.935223E+05             2.933059E+05             1.816287E+05             1.802196E+05             4.077877E+05
                   3.4200             2.922051E+05             2.927106E+05             2.927098E+05             2.918972E+05             2.933124E+05             2.935223E+05             2.933059E+05             1.816315E+05             1.802224E+05             4.077930E+05
                   3.6000             2.922051E+05             2.927106E+05             2.927098E+05             2.918972E+05             2.933124E+05             2.935223E+05             2.933059E+05             1.816343E+05             1.802253E+05             4.077982E+05
                   3.7800             2.922051E+05             2.927106E+05             2.927098E+05             2.918972E+05             2.933124E+05             2.935223E+05             2.933059E+05             1.816371E+05             1.802281E+05             4.078035E+05
                   3.9600             2.922051E+05             2.927106E+05             2.927098E+05             2.918972E+05             2.933124E+05             2.935223E+05             2.933059E+05             1.816399E+05             1.802309E+05             4.078089E+05
