                   Degree               T_ocsc2[K]               T_ocsc3[K]               T_ocdc2[K]               T_ocdc3[K]               T_rosc2[K]               T_rosc3[K]               T_rodc2[K]               T_rodc3[K]             T_roller2[K]             T_roller3[K]
                   0.0000             3.394364E+02             3.392426E+02             3.394364E+02             3.392426E+02             3.421280E+02             3.414103E+02             3.421280E+02             3.414103E+02             3.427319E+02             3.419379E+02
                   0.1800             3.399252E+02             3.397507E+02             3.399892E+02             3.398134E+02             3.425745E+02             3.418833E+02             3.426393E+02             3.419471E+02             3.432544E+02             3.424848E+02
                   0.3600             3.392107E+02             3.390245E+02             3.393125E+02             3.391217E+02             3.418937E+02             3.411828E+02             3.419968E+02             3.412834E+02             3.426025E+02             3.418126E+02
                   0.5400             3.389338E+02             3.387474E+02             3.390682E+02             3.388732E+02             3.416253E+02             3.409103E+02             3.417614E+02             3.410423E+02             3.423646E+02             3.415693E+02
                   0.7200             3.387910E+02             3.386077E+02             3.389553E+02             3.387594E+02             3.414835E+02             3.407691E+02             3.416503E+02             3.409300E+02             3.422528E+02             3.414563E+02
                   0.9000             3.386995E+02             3.385202E+02             3.388915E+02             3.386957E+02             3.413904E+02             3.406781E+02             3.415858E+02             3.408657E+02             3.421882E+02             3.413920E+02
                   1.0800             3.386308E+02             3.384557E+02             3.388486E+02             3.386532E+02             3.413191E+02             3.406095E+02             3.415415E+02             3.408221E+02             3.421441E+02             3.413486E+02
                   1.2600             3.385741E+02             3.384030E+02             3.388159E+02             3.386211E+02             3.412596E+02             3.405527E+02             3.415073E+02             3.407887E+02             3.421102E+02             3.413154E+02
                   1.4400             3.385251E+02             3.383578E+02             3.387895E+02             3.385951E+02             3.412078E+02             3.405036E+02             3.414796E+02             3.407617E+02             3.420825E+02             3.412884E+02
                   1.6200             3.384820E+02             3.383181E+02             3.387678E+02             3.385737E+02             3.411621E+02             3.404604E+02             3.414567E+02             3.407394E+02             3.420597E+02             3.412661E+02
                   1.8000             3.384440E+02             3.382833E+02             3.387500E+02             3.385561E+02             3.411216E+02             3.404223E+02             3.414381E+02             3.407211E+02             3.420410E+02             3.412477E+02
                   1.9800             3.384102E+02             3.382522E+02             3.387353E+02             3.385415E+02             3.410854E+02             3.403882E+02             3.414227E+02             3.407060E+02             3.420254E+02             3.412325E+02
                   2.1600             3.383779E+02             3.382226E+02             3.387213E+02             3.385276E+02             3.410509E+02             3.403557E+02             3.414080E+02             3.406915E+02             3.420106E+02             3.412179E+02
                   2.3400             3.383467E+02             3.381938E+02             3.387075E+02             3.385139E+02             3.410174E+02             3.403243E+02             3.413936E+02             3.406774E+02             3.419960E+02             3.412035E+02
