                   Degree             gamma_1[rad]        dgammadt_1[rad/s]      dgammadtt_1[rad/s2]
                   0.0000             0.000000E+00            -1.601159E+01            -3.358909E+00
                   0.1800            -3.394677E-04            -1.601149E+01             1.029505E+01
                   0.3600            -6.789309E-04            -1.601117E+01             2.033713E+01
                   0.5400            -1.018385E-03            -1.601064E+01             3.038039E+01
                   0.7200            -1.357826E-03            -1.600989E+01             4.042411E+01
                   0.9000            -1.697248E-03            -1.600893E+01             5.046594E+01
                   1.0800            -2.036648E-03            -1.600776E+01             6.050559E+01
                   1.2600            -2.376021E-03            -1.600638E+01             7.054480E+01
                   1.4400            -2.715363E-03            -1.600478E+01             8.058202E+01
                   1.6200            -3.054668E-03            -1.600297E+01             9.061730E+01
                   1.8000            -3.393932E-03            -1.600095E+01             1.006499E+02
                   1.9800            -3.733152E-03            -1.599872E+01             1.106807E+02
                   2.1600            -4.072322E-03            -1.599627E+01             1.207085E+02
                   2.3400            -4.411437E-03            -1.599361E+01             1.307336E+02
                   2.5200            -4.750494E-03            -1.599074E+01             1.407555E+02
                   2.7000            -5.089488E-03            -1.598765E+01             1.507740E+02
                   2.8800            -5.428414E-03            -1.598435E+01             1.607890E+02
                   3.0600            -5.767269E-03            -1.598084E+01             1.707999E+02
                   3.2400            -6.106046E-03            -1.597712E+01             1.808068E+02
                   3.4200            -6.444742E-03            -1.597319E+01             1.908094E+02
                   3.6000            -6.783353E-03            -1.596904E+01             2.008074E+02
                   3.7800            -7.121873E-03            -1.596468E+01             2.108005E+02
                   3.9600            -7.460299E-03            -1.596011E+01             2.207887E+02
                   4.1400            -7.798626E-03            -1.595533E+01             2.307715E+02
                   4.3200            -8.136849E-03            -1.595034E+01             2.407488E+02
                   4.5000            -8.474964E-03            -1.594513E+01             2.507202E+02
                   4.6800            -8.812966E-03            -1.593972E+01             2.606857E+02
                   4.8600            -9.150851E-03            -1.593409E+01             2.706450E+02
                   5.0400            -9.488615E-03            -1.592825E+01             2.805977E+02
                   5.2200            -9.826253E-03            -1.592220E+01             2.905438E+02
                   5.4000            -1.016376E-02            -1.591594E+01             3.004829E+02
                   5.5800            -1.050113E-02            -1.590947E+01             3.104147E+02
                   5.7600            -1.083836E-02            -1.590279E+01             3.203392E+02
                   5.9400            -1.117545E-02            -1.589590E+01             3.302560E+02
                   6.1200            -1.151239E-02            -1.588880E+01             3.401649E+02
                   6.3000            -1.184918E-02            -1.588149E+01             3.500656E+02
                   6.4800            -1.218581E-02            -1.587396E+01             3.599580E+02
                   6.6600            -1.252228E-02            -1.586623E+01             3.698418E+02
                   6.8400            -1.285858E-02            -1.585829E+01             3.797168E+02
                   7.0200            -1.319472E-02            -1.585014E+01             3.895826E+02
                   7.2000            -1.353067E-02            -1.584178E+01             3.994392E+02
                   7.3800            -1.386645E-02            -1.583322E+01             4.092863E+02
                   7.5600            -1.420205E-02            -1.582444E+01             4.191236E+02
                   7.7400            -1.453745E-02            -1.581545E+01             4.289509E+02
                   7.9200            -1.487266E-02            -1.580626E+01             4.387680E+02
                   8.1000            -1.520768E-02            -1.579686E+01             4.485746E+02
                   8.2800            -1.554249E-02            -1.578725E+01             4.583706E+02
                   8.4600            -1.587710E-02            -1.577743E+01             4.681556E+02
                   8.6400            -1.621150E-02            -1.576741E+01             4.779295E+02
                   8.8200            -1.654568E-02            -1.575718E+01             4.876921E+02
                   9.0000            -1.687965E-02            -1.574674E+01             4.974430E+02
                   9.1800            -1.721339E-02            -1.573610E+01             5.071822E+02
                   9.3600            -1.754690E-02            -1.572525E+01             5.169093E+02
                   9.5400            -1.788018E-02            -1.571419E+01             5.266241E+02
                   9.7200            -1.821323E-02            -1.570293E+01             5.363265E+02
                   9.9000            -1.854603E-02            -1.569146E+01             5.460161E+02
                  10.0800            -1.887859E-02            -1.567978E+01             5.556928E+02
                  10.2600            -1.921089E-02            -1.566790E+01             5.653564E+02
                  10.4400            -1.954295E-02            -1.565582E+01             5.750065E+02
                  10.6200            -1.987474E-02            -1.564353E+01             5.846431E+02
                  10.8000            -2.020628E-02            -1.563104E+01             5.942658E+02
                  10.9800            -2.053754E-02            -1.561834E+01             6.038746E+02
                  11.1600            -2.086854E-02            -1.560545E+01             6.134690E+02
                  11.3400            -2.119926E-02            -1.559234E+01             6.230490E+02
                  11.5200            -2.152970E-02            -1.557904E+01             6.326143E+02
                  11.7000            -2.185985E-02            -1.556553E+01             6.421647E+02
                  11.8800            -2.218972E-02            -1.555182E+01             6.517000E+02
                  12.0600            -2.251929E-02            -1.553790E+01             6.612199E+02
                  12.2400            -2.284857E-02            -1.552379E+01             6.707243E+02
                  12.4200            -2.317754E-02            -1.550947E+01             6.802129E+02
                  12.6000            -2.350621E-02            -1.549496E+01             6.896855E+02
                  12.7800            -2.383457E-02            -1.548024E+01             6.991420E+02
                  12.9600            -2.416262E-02            -1.546532E+01             7.085821E+02
                  13.1400            -2.449034E-02            -1.545020E+01             7.180055E+02
                  13.3200            -2.481775E-02            -1.543489E+01             7.274121E+02
                  13.5000            -2.514482E-02            -1.541937E+01             7.368018E+02
                  13.6800            -2.547157E-02            -1.540365E+01             7.461741E+02
                  13.8600            -2.579798E-02            -1.538774E+01             7.555291E+02
                  14.0400            -2.612405E-02            -1.537163E+01             7.648664E+02
                  14.2200            -2.644978E-02            -1.535532E+01             7.741859E+02
                  14.4000            -2.677516E-02            -1.533881E+01             7.834873E+02
                  14.5800            -2.710019E-02            -1.532210E+01             7.927705E+02
                  14.7600            -2.742486E-02            -1.530520E+01             8.020352E+02
                  14.9400            -2.774917E-02            -1.528811E+01             8.112812E+02
                  15.1200            -2.807312E-02            -1.527081E+01             8.205084E+02
                  15.3000            -2.839669E-02            -1.525332E+01             8.297166E+02
                  15.4800            -2.871990E-02            -1.523564E+01             8.389055E+02
                  15.6600            -2.904273E-02            -1.521776E+01             8.480750E+02
                  15.8400            -2.936517E-02            -1.519969E+01             8.572248E+02
                  16.0200            -2.968723E-02            -1.518142E+01             8.663548E+02
                  16.2000            -3.000891E-02            -1.516296E+01             8.754647E+02
                  16.3800            -3.033019E-02            -1.514431E+01             8.845544E+02
                  16.5600            -3.065107E-02            -1.512547E+01             8.936238E+02
                  16.7400            -3.097155E-02            -1.510643E+01             9.026725E+02
                  16.9200            -3.129162E-02            -1.508720E+01             9.117004E+02
                  17.1000            -3.161129E-02            -1.506778E+01             9.207073E+02
                  17.2800            -3.193054E-02            -1.504817E+01             9.296931E+02
                  17.4600            -3.224937E-02            -1.502837E+01             9.386575E+02
                  17.6400            -3.256778E-02            -1.500838E+01             9.476004E+02
                  17.8200            -3.288577E-02            -1.498820E+01             9.565215E+02
                  18.0000            -3.320332E-02            -1.496783E+01             9.654208E+02
                  18.1800            -3.352044E-02            -1.494727E+01             9.742979E+02
                  18.3600            -3.383713E-02            -1.492652E+01             9.831528E+02
                  18.5400            -3.415337E-02            -1.490559E+01             9.919852E+02
                  18.7200            -3.446916E-02            -1.488447E+01             1.000795E+03
                  18.9000            -3.478451E-02            -1.486316E+01             1.009582E+03
                  19.0800            -3.509940E-02            -1.484167E+01             1.018346E+03
                  19.2600            -3.541384E-02            -1.481999E+01             1.027087E+03
                  19.4400            -3.572781E-02            -1.479813E+01             1.035804E+03
                  19.6200            -3.604132E-02            -1.477608E+01             1.044498E+03
                  19.8000            -3.635436E-02            -1.475385E+01             1.053169E+03
                  19.9800            -3.666692E-02            -1.473143E+01             1.061815E+03
                  20.1600            -3.697901E-02            -1.470883E+01             1.070438E+03
                  20.3400            -3.729062E-02            -1.468605E+01             1.079036E+03
                  20.5200            -3.760174E-02            -1.466309E+01             1.087610E+03
                  20.7000            -3.791237E-02            -1.463994E+01             1.096159E+03
                  20.8800            -3.822251E-02            -1.461662E+01             1.104684E+03
                  21.0600            -3.853216E-02            -1.459311E+01             1.113184E+03
                  21.2400            -3.884130E-02            -1.456942E+01             1.121658E+03
                  21.4200            -3.914994E-02            -1.454556E+01             1.130108E+03
                  21.6000            -3.945807E-02            -1.452151E+01             1.138532E+03
                  21.7800            -3.976569E-02            -1.449729E+01             1.146931E+03
                  21.9600            -4.007280E-02            -1.447289E+01             1.155304E+03
                  22.1400            -4.037938E-02            -1.444831E+01             1.163652E+03
                  22.3200            -4.068545E-02            -1.442356E+01             1.171973E+03
                  22.5000            -4.099098E-02            -1.439863E+01             1.180269E+03
                  22.6800            -4.129599E-02            -1.437352E+01             1.188538E+03
                  22.8600            -4.160046E-02            -1.434824E+01             1.196780E+03
                  23.0400            -4.190439E-02            -1.432278E+01             1.204996E+03
                  23.2200            -4.220778E-02            -1.429715E+01             1.213186E+03
                  23.4000            -4.251063E-02            -1.427135E+01             1.221348E+03
                  23.5800            -4.281293E-02            -1.424537E+01             1.229483E+03
                  23.7600            -4.311467E-02            -1.421922E+01             1.237592E+03
                  23.9400            -4.341586E-02            -1.419290E+01             1.245673E+03
                  24.1200            -4.371649E-02            -1.416641E+01             1.253726E+03
                  24.3000            -4.401656E-02            -1.413975E+01             1.261752E+03
                  24.4800            -4.431605E-02            -1.411292E+01             1.269750E+03
                  24.6600            -4.461498E-02            -1.408592E+01             1.277721E+03
                  24.8400            -4.491334E-02            -1.405875E+01             1.285663E+03
                  25.0200            -4.521111E-02            -1.403141E+01             1.293577E+03
                  25.2000            -4.550831E-02            -1.400391E+01             1.301463E+03
                  25.3800            -4.580492E-02            -1.397623E+01             1.309321E+03
                  25.5600            -4.610094E-02            -1.394839E+01             1.317150E+03
                  25.7400            -4.639637E-02            -1.392039E+01             1.324950E+03
                  25.9200            -4.669120E-02            -1.389222E+01             1.332722E+03
                  26.1000            -4.698543E-02            -1.386389E+01             1.340465E+03
                  26.2800            -4.727907E-02            -1.383539E+01             1.348178E+03
                  26.4600            -4.757209E-02            -1.380673E+01             1.355863E+03
                  26.6400            -4.786451E-02            -1.377791E+01             1.363518E+03
                  26.8200            -4.815631E-02            -1.374892E+01             1.371143E+03
                  27.0000            -4.844750E-02            -1.371977E+01             1.378739E+03
                  27.1800            -4.873807E-02            -1.369047E+01             1.386306E+03
                  27.3600            -4.902802E-02            -1.366100E+01             1.393843E+03
                  27.5400            -4.931733E-02            -1.363137E+01             1.401349E+03
                  27.7200            -4.960602E-02            -1.360159E+01             1.408826E+03
                  27.9000            -4.989408E-02            -1.357164E+01             1.416273E+03
                  28.0800            -5.018150E-02            -1.354154E+01             1.423689E+03
                  28.2600            -5.046828E-02            -1.351128E+01             1.431075E+03
                  28.4400            -5.075441E-02            -1.348087E+01             1.438431E+03
                  28.6200            -5.103990E-02            -1.345030E+01             1.445756E+03
                  28.8000            -5.132474E-02            -1.341957E+01             1.453050E+03
                  28.9800            -5.160893E-02            -1.338869E+01             1.460313E+03
                  29.1600            -5.189246E-02            -1.335766E+01             1.467546E+03
                  29.3400            -5.217533E-02            -1.332647E+01             1.474747E+03
                  29.5200            -5.245754E-02            -1.329513E+01             1.481918E+03
                  29.7000            -5.273908E-02            -1.326364E+01             1.489057E+03
                  29.8800            -5.301995E-02            -1.323200E+01             1.496165E+03
                  30.0600            -5.330015E-02            -1.320021E+01             1.503242E+03
                  30.2400            -5.357968E-02            -1.316827E+01             1.510287E+03
                  30.4200            -5.385852E-02            -1.313617E+01             1.517300E+03
                  30.6000            -5.413669E-02            -1.310393E+01             1.524282E+03
                  30.7800            -5.441417E-02            -1.307155E+01             1.531232E+03
                  30.9600            -5.469096E-02            -1.303901E+01             1.538150E+03
                  31.1400            -5.496706E-02            -1.300633E+01             1.545036E+03
                  31.3200            -5.524246E-02            -1.297351E+01             1.551890E+03
                  31.5000            -5.551717E-02            -1.294054E+01             1.558712E+03
                  31.6800            -5.579118E-02            -1.290742E+01             1.565501E+03
                  31.8600            -5.606448E-02            -1.287416E+01             1.572258E+03
                  32.0400            -5.633708E-02            -1.284076E+01             1.578983E+03
                  32.2200            -5.660896E-02            -1.280722E+01             1.585676E+03
                  32.4000            -5.688014E-02            -1.277353E+01             1.592336E+03
                  32.5800            -5.715060E-02            -1.273970E+01             1.598963E+03
                  32.7600            -5.742034E-02            -1.270574E+01             1.605557E+03
                  32.9400            -5.768935E-02            -1.267163E+01             1.612119E+03
                  33.1200            -5.795765E-02            -1.263739E+01             1.618648E+03
                  33.3000            -5.822521E-02            -1.260300E+01             1.625143E+03
                  33.4800            -5.849205E-02            -1.256848E+01             1.631606E+03
                  33.6600            -5.875815E-02            -1.253383E+01             1.638036E+03
                  33.8400            -5.902352E-02            -1.249903E+01             1.644432E+03
                  34.0200            -5.928815E-02            -1.246410E+01             1.650796E+03
                  34.2000            -5.955203E-02            -1.242904E+01             1.657125E+03
                  34.3800            -5.981517E-02            -1.239384E+01             1.663422E+03
                  34.5600            -6.007756E-02            -1.235851E+01             1.669685E+03
                  34.7400            -6.033921E-02            -1.232305E+01             1.675915E+03
                  34.9200            -6.060010E-02            -1.228746E+01             1.682111E+03
                  35.1000            -6.086023E-02            -1.225173E+01             1.688273E+03
                  35.2800            -6.111960E-02            -1.221588E+01             1.694402E+03
                  35.4600            -6.137821E-02            -1.217989E+01             1.700497E+03
                  35.6400            -6.163606E-02            -1.214378E+01             1.706558E+03
                  35.8200            -6.189314E-02            -1.210753E+01             1.712585E+03
                  36.0000            -6.214946E-02            -1.207117E+01             1.718579E+03
