                   Degree          h_min[micron-m]               p_max[MPa]           Q_martin[cc/s]                    Eccen        Att.Angle[degree]
                   0.0000             2.374997E+01             3.528619E-02             3.235085E-01             5.000007E-01             4.999792E-01
                   0.1800             2.374957E+01             3.215560E-02             3.187458E-01             5.000091E-01            -5.176176E-02
                   0.3600             2.374957E+01             3.220305E-02             3.188106E-01             5.000091E-01            -8.264323E-02
                   0.5400             2.374960E+01             3.224425E-02             3.187897E-01             5.000084E-01            -6.529246E-02
                   0.7200             2.374960E+01             3.232967E-02             3.188680E-01             5.000085E-01            -9.285630E-02
                   0.9000             2.374963E+01             3.239233E-02             3.188369E-01             5.000078E-01            -6.918482E-02
                   1.0800             2.374963E+01             3.250043E-02             3.189218E-01             5.000078E-01            -9.550087E-02
                   1.2600             2.374966E+01             3.257966E-02             3.188830E-01             5.000071E-01            -6.587634E-02
                   1.4400             2.374966E+01             3.270543E-02             3.189683E-01             5.000072E-01            -9.095868E-02
                   1.6200             2.374966E+01             3.284617E-02             3.190767E-01             5.000072E-01            -1.165648E-01
                   1.8000             2.374969E+01             3.294128E-02             3.190069E-01             5.000065E-01            -7.838759E-02
                   1.9800             2.374969E+01             3.309526E-02             3.191068E-01             5.000065E-01            -1.022866E-01
                   2.1600             2.374969E+01             3.326277E-02             3.192281E-01             5.000066E-01            -1.265608E-01
                   2.3400             2.374972E+01             3.337200E-02             3.191292E-01             5.000058E-01            -7.883483E-02
                   2.5200             2.374972E+01             3.354854E-02             3.192327E-01             5.000059E-01            -1.010069E-01
                   2.7000             2.374972E+01             3.373659E-02             3.193550E-01             5.000059E-01            -1.234260E-01
                   2.8800             2.374972E+01             3.393618E-02             3.194970E-01             5.000060E-01            -1.460508E-01
                   3.0600             2.374975E+01             3.405436E-02             3.193381E-01             5.000052E-01            -8.524014E-02
                   3.2400             2.374975E+01             3.425741E-02             3.194497E-01             5.000053E-01            -1.053128E-01
                   3.4200             2.374975E+01             3.447083E-02             3.195775E-01             5.000053E-01            -1.254890E-01
                   3.6000             2.374975E+01             3.469434E-02             3.197220E-01             5.000053E-01            -1.457424E-01
                   3.7800             2.374974E+01             3.492777E-02             3.198840E-01             5.000054E-01            -1.660478E-01
                   3.9600             2.374974E+01             3.517116E-02             3.200640E-01             5.000054E-01            -1.863853E-01
                   4.1400             2.374978E+01             3.528383E-02             3.197530E-01             5.000047E-01            -1.057696E-01
                   4.3200             2.374978E+01             3.552576E-02             3.198839E-01             5.000047E-01            -1.231950E-01
                   4.5000             2.374978E+01             3.577622E-02             3.200282E-01             5.000047E-01            -1.405884E-01
                   4.6800             2.374977E+01             3.603532E-02             3.201862E-01             5.000048E-01            -1.579322E-01
                   4.8600             2.374977E+01             3.630291E-02             3.203581E-01             5.000048E-01            -1.752081E-01
                   5.0400             2.374977E+01             3.657871E-02             3.205444E-01             5.000048E-01            -1.923983E-01
                   5.2200             2.374977E+01             3.686254E-02             3.207452E-01             5.000049E-01            -2.094855E-01
                   5.4000             2.374977E+01             3.715416E-02             3.209607E-01             5.000049E-01            -2.264527E-01
                   5.5800             2.374977E+01             3.745364E-02             3.211912E-01             5.000049E-01            -2.432824E-01
                   5.7600             2.374980E+01             3.753141E-02             3.205396E-01             5.000041E-01            -1.333011E-01
                   5.9400             2.374980E+01             3.782332E-02             3.206943E-01             5.000042E-01            -1.470573E-01
                   6.1200             2.374980E+01             3.812215E-02             3.208588E-01             5.000042E-01            -1.606594E-01
                   6.3000             2.374980E+01             3.842761E-02             3.210329E-01             5.000042E-01            -1.740947E-01
                   6.4800             2.374980E+01             3.873947E-02             3.212168E-01             5.000043E-01            -1.873491E-01
                   6.6600             2.374980E+01             3.905765E-02             3.214103E-01             5.000043E-01            -2.004114E-01
                   6.8400             2.374979E+01             3.938204E-02             3.216133E-01             5.000043E-01            -2.132682E-01
                   7.0200             2.374979E+01             3.971234E-02             3.218257E-01             5.000044E-01            -2.259084E-01
                   7.2000             2.374979E+01             4.004834E-02             3.220473E-01             5.000044E-01            -2.383189E-01
                   7.3800             2.374979E+01             4.038992E-02             3.222778E-01             5.000044E-01            -2.504885E-01
                   7.5600             2.374979E+01             4.073703E-02             3.225171E-01             5.000045E-01            -2.624055E-01
                   7.7400             2.374979E+01             4.108913E-02             3.227648E-01             5.000045E-01            -2.740582E-01
