                   Degree               T_ocsc2[K]               T_ocsc3[K]               T_ocdc2[K]               T_ocdc3[K]               T_rosc2[K]               T_rosc3[K]               T_rodc2[K]               T_rodc3[K]             T_roller2[K]             T_roller3[K]
                   0.0000             3.436650E+02             3.433461E+02             3.436650E+02             3.433461E+02             3.466565E+02             3.457598E+02             3.466565E+02             3.457598E+02             3.471849E+02             3.462191E+02
                   0.1800             3.438037E+02             3.434969E+02             3.438772E+02             3.435687E+02             3.467707E+02             3.458899E+02             3.468451E+02             3.459630E+02             3.473798E+02             3.464280E+02
                   0.3600             3.433647E+02             3.430554E+02             3.434841E+02             3.431691E+02             3.463456E+02             3.454575E+02             3.464663E+02             3.455751E+02             3.469970E+02             3.460365E+02
                   0.5400             3.431410E+02             3.428349E+02             3.433002E+02             3.429838E+02             3.461243E+02             3.452362E+02             3.462851E+02             3.453921E+02             3.468149E+02             3.458527E+02
                   0.7200             3.429977E+02             3.426967E+02             3.431932E+02             3.428771E+02             3.459791E+02             3.450936E+02             3.461770E+02             3.452845E+02             3.467069E+02             3.457452E+02
                   0.9000             3.428888E+02             3.425933E+02             3.431180E+02             3.428028E+02             3.458667E+02             3.449848E+02             3.460993E+02             3.452081E+02             3.466297E+02             3.456692E+02
                   1.0800             3.427973E+02             3.425074E+02             3.430579E+02             3.427437E+02             3.457713E+02             3.448933E+02             3.460366E+02             3.451469E+02             3.465675E+02             3.456084E+02
                   1.2600             3.427167E+02             3.424319E+02             3.430066E+02             3.426934E+02             3.456865E+02             3.448123E+02             3.459826E+02             3.450944E+02             3.465139E+02             3.455563E+02
                   1.4400             3.426441E+02             3.423642E+02             3.429616E+02             3.426493E+02             3.456098E+02             3.447393E+02             3.459351E+02             3.450482E+02             3.464668E+02             3.455104E+02
                   1.6200             3.425782E+02             3.423029E+02             3.429218E+02             3.426102E+02             3.455400E+02             3.446731E+02             3.458931E+02             3.450074E+02             3.464250E+02             3.454699E+02
                   1.8000             3.425186E+02             3.422474E+02             3.428868E+02             3.425759E+02             3.454766E+02             3.446130E+02             3.458562E+02             3.449715E+02             3.463883E+02             3.454341E+02
                   1.9800             3.424648E+02             3.421973E+02             3.428565E+02             3.425461E+02             3.454192E+02             3.445588E+02             3.458241E+02             3.449403E+02             3.463563E+02             3.454030E+02
                   2.1600             3.424165E+02             3.421525E+02             3.428306E+02             3.425207E+02             3.453676E+02             3.445101E+02             3.457968E+02             3.449137E+02             3.463290E+02             3.453764E+02
                   2.3400             3.423735E+02             3.421126E+02             3.428091E+02             3.424996E+02             3.453216E+02             3.444668E+02             3.457741E+02             3.448916E+02             3.463062E+02             3.453542E+02
                   2.5200             3.423356E+02             3.420775E+02             3.427919E+02             3.424825E+02             3.452809E+02             3.444285E+02             3.457559E+02             3.448738E+02             3.462879E+02             3.453362E+02
