                   Degree          P_inst_total[W]  P_inst_total_no_loss[W]              P_f_loss[W]            P_thr_loss[W]          P_inertia_ro[W]          P_inertia_vh[W]                 P_com[W]              P_bear_s[W]
                   0.0000             9.451265E+01             1.146551E-01             9.439800E+01             5.269288E+05             1.018087E-01             3.062383E-04             1.254017E-02             1.323233E+01
                   0.1800             9.431884E+01            -2.638522E-01             9.458269E+01             5.269288E+05            -3.120419E-01            -9.386144E-04             4.912824E-02             1.319660E+01
                   0.3600             9.404618E+01            -5.117244E-01             9.455790E+01             5.269288E+05            -6.164057E-01            -1.854128E-03             1.065354E-01             1.319140E+01
                   0.5400             9.377685E+01            -7.597344E-01             9.453659E+01             5.269288E+05            -9.207844E-01            -2.769676E-03             1.638196E-01             1.318716E+01
                   0.7200             9.351119E+01            -1.007868E+00             9.451906E+01             5.269288E+05            -1.225146E+00            -3.685156E-03             2.209635E-01             1.318404E+01
                   0.9000             9.324946E+01            -1.256049E+00             9.450550E+01             5.269288E+05            -1.529409E+00            -4.600317E-03             2.779600E-01             1.318221E+01
                   1.0800             9.299180E+01            -1.504261E+00             9.449606E+01             5.269287E+05            -1.833553E+00            -5.515096E-03             3.348076E-01             1.318180E+01
                   1.2600             9.273824E+01            -1.752546E+00             9.449078E+01             5.269287E+05            -2.137623E+00            -6.429616E-03             3.915069E-01             1.318290E+01
                   1.4400             9.248878E+01            -2.000843E+00             9.448962E+01             5.269287E+05            -2.441559E+00            -7.343699E-03             4.480603E-01             1.318552E+01
                   1.6200             9.224332E+01            -2.249140E+00             9.449246E+01             5.269287E+05            -2.745354E+00            -8.257313E-03             5.044707E-01             1.318961E+01
                   1.8000             9.200990E+01            -2.497403E+00             9.450730E+01             5.269287E+05            -3.048974E+00            -9.170354E-03             5.607419E-01             1.319501E+01
                   1.9800             9.187129E+01            -2.745640E+00             9.461693E+01             5.269287E+05            -3.352435E+00            -1.008286E-02             6.168777E-01             1.320150E+01
                   2.1600             9.173570E+01            -2.993805E+00             9.472950E+01             5.269287E+05            -3.655693E+00            -1.099470E-02             6.728827E-01             1.320878E+01
                   2.3400             9.160270E+01            -3.241889E+00             9.484459E+01             5.269287E+05            -3.958745E+00            -1.190586E-02             7.287615E-01             1.321652E+01
                   2.5200             9.147188E+01            -3.489863E+00             9.496175E+01             5.269287E+05            -4.261566E+00            -1.281625E-02             7.845195E-01             1.322434E+01
                   2.7000             9.134279E+01            -3.737701E+00             9.508050E+01             5.269287E+05            -4.564137E+00            -1.372581E-02             8.401620E-01             1.323188E+01
                   2.8800             9.121501E+01            -3.985387E+00             9.520039E+01             5.269287E+05            -4.866448E+00            -1.463451E-02             8.956950E-01             1.323877E+01
                   3.0600             9.108814E+01            -4.232889E+00             9.532103E+01             5.269287E+05            -5.168471E+00            -1.554226E-02             9.511246E-01             1.324469E+01
                   3.2400             9.096186E+01            -4.480187E+00             9.544205E+01             5.269287E+05            -5.470195E+00            -1.644903E-02             1.006457E+00             1.324938E+01
