                   Degree              F_vhoc_n[N]              F_vhoc_t[N]                 F_1_n[N]                 F_2_n[N]                  F_cx[N]                  F_cy[N]           F_resultant[N]
                   0.0000            -8.535061E-01            -4.907899E+01             3.993014E+00             5.498032E+00             1.505018E+00             2.011741E+01             2.017363E+01
                   0.1800            -2.465715E+00            -5.107987E+01             2.896230E+00             4.704195E+00             1.815120E+00             2.114701E+01             2.122476E+01
                   0.3600            -2.931517E+00            -5.108940E+01             2.479151E+00             4.675195E+00             2.210336E+00             2.120464E+01             2.131953E+01
                   0.5400            -3.394888E+00            -5.109814E+01             2.063744E+00             4.648640E+00             2.606300E+00             2.126303E+01             2.142217E+01
                   0.7200            -3.856571E+00            -5.110757E+01             1.649615E+00             4.623935E+00             3.002806E+00             2.132278E+01             2.153318E+01
                   0.9000            -4.316869E+00            -5.111844E+01             1.236639E+00             4.600772E+00             3.399662E+00             2.138412E+01             2.165267E+01
                   1.0800            -4.775977E+00            -5.113109E+01             8.247129E-01             4.578989E+00             3.796808E+00             2.144715E+01             2.178063E+01
                   1.2600            -5.234072E+00            -5.114571E+01             4.137067E-01             4.558505E+00             4.194286E+00             2.151187E+01             2.191695E+01
                   1.4400            -5.691146E+00            -5.116238E+01             3.647455E-03             4.539274E+00             4.592019E+00             2.157823E+01             2.206143E+01
                   1.6200            -6.147232E+00            -5.118111E+01            -4.054865E-01             4.521271E+00             4.990000E+00             2.164615E+01             2.221387E+01
                   1.8000            -6.602319E+00            -5.120189E+01            -8.136798E-01             4.504481E+00             5.388196E+00             2.171555E+01             2.237405E+01
                   1.9800            -7.056451E+00            -5.122473E+01            -1.220974E+00             4.488893E+00             5.786635E+00             2.178634E+01             2.254174E+01
                   2.1600            -7.509591E+00            -5.124960E+01            -1.627332E+00             4.474500E+00             6.185271E+00             2.185842E+01             2.271669E+01
                   2.3400            -7.961755E+00            -5.127648E+01            -2.032773E+00             4.461298E+00             6.584115E+00             2.193169E+01             2.289868E+01
                   2.5200            -8.412926E+00            -5.130534E+01            -2.437281E+00             4.449280E+00             6.983146E+00             2.200604E+01             2.308745E+01
                   2.7000            -8.863098E+00            -5.133616E+01            -2.840850E+00             4.438442E+00             7.382353E+00             2.208139E+01             2.328276E+01
                   2.8800            -9.312274E+00            -5.136892E+01            -3.243485E+00             4.428782E+00             7.781737E+00             2.215763E+01             2.348437E+01
                   3.0600            -9.760433E+00            -5.140358E+01            -3.645170E+00             4.420294E+00             8.181276E+00             2.223465E+01             2.369204E+01
                   3.2400            -1.020758E+01            -5.144014E+01            -4.045907E+00             4.412975E+00             8.580972E+00             2.231236E+01             2.390554E+01
                   3.4200            -1.065370E+01            -5.147856E+01            -4.445693E+00             4.406823E+00             8.980820E+00             2.239066E+01             2.412461E+01
                   3.6000            -1.109880E+01            -5.151882E+01            -4.844521E+00             4.401833E+00             9.380809E+00             2.246945E+01             2.434904E+01
                   3.7800            -1.154286E+01            -5.156089E+01            -5.242383E+00             4.398001E+00             9.780931E+00             2.254862E+01             2.457859E+01
                   3.9600            -1.198588E+01            -5.160474E+01            -5.639282E+00             4.395324E+00             1.018119E+01             2.262807E+01             2.481303E+01
                   4.1400            -1.242785E+01            -5.165036E+01            -6.035207E+00             4.393796E+00             1.058156E+01             2.270771E+01             2.505214E+01
                   4.3200            -1.286877E+01            -5.169771E+01            -6.430160E+00             4.393412E+00             1.098206E+01             2.278743E+01             2.529571E+01
                   4.5000            -1.330863E+01            -5.174676E+01            -6.824134E+00             4.394164E+00             1.138267E+01             2.286713E+01             2.554351E+01
                   4.6800            -1.374743E+01            -5.179748E+01            -7.217134E+00             4.396042E+00             1.178339E+01             2.294671E+01             2.579535E+01
                   4.8600            -1.418517E+01            -5.184982E+01            -7.609162E+00             4.399031E+00             1.218421E+01             2.302608E+01             2.605102E+01
                   5.0400            -1.462187E+01            -5.190373E+01            -8.000226E+00             4.403108E+00             1.258513E+01             2.310514E+01             2.631032E+01
                   5.2200            -1.505753E+01            -5.195915E+01            -8.390344E+00             4.408236E+00             1.298612E+01             2.318380E+01             2.657307E+01
