                   Degree           I_press_scv[W]           I_press_dcv[W]          I_tempmx_scv[W]          I_tempmx_dcv[W]             I_thr_scv[W]             I_thr_dcv[W]            I_thr_leak[W]              I_ht_scv[W]              I_ht_dcv[W]               I_ef_vh[W]                I_s_vh[W]                I_f_vs[W]               I_ef_ro[W]                 I_lub[W]              I_bear_s[W]            I_lip_seal[W]
                   0.0000             7.507624E-16             5.590269E+02             7.507624E-16             1.314705E+02             0.000000E+00             6.904974E+02             0.000000E+00             3.449198E-05             1.279902E+00             4.991608E-02             7.046467E-01             5.168637E-01             1.452363E+01             1.267233E+01             1.184217E+01             4.295189E+01
                   0.1800             3.415214E+01             5.402216E+02             2.835999E-01             1.271701E+02             3.386854E+01             6.673917E+02             0.000000E+00             2.916098E-03             1.290478E+00             4.991547E-02             7.341127E-01             3.855251E-01             1.452358E+01             1.296278E+01             1.181020E+01             4.295189E+01
                   0.3600             3.414388E+01             5.215775E+02             4.405063E-01             1.228960E+02             3.370337E+01             6.444735E+02             0.000000E+00             4.797245E-03             1.300693E+00             4.991348E-02             7.345873E-01             3.420379E-01             1.452340E+01             1.298893E+01             1.180554E+01             4.295189E+01
                   0.5400             3.410364E+01             5.029691E+02             5.324189E-01             1.186178E+02             3.357122E+01             6.215870E+02             0.000000E+00             6.449129E-03             1.310525E+00             4.991016E-02             7.350992E-01             2.986521E-01             1.452308E+01             1.301722E+01             1.180174E+01             4.295189E+01
                   0.7200             3.405162E+01             4.843963E+02             5.815546E-01             1.143361E+02             3.347006E+01             5.987324E+02             0.000000E+00             8.021229E-03             1.319999E+00             4.990552E-02             7.356690E-01             2.553282E-01             1.452264E+01             1.304781E+01             1.179896E+01             4.295189E+01
                   0.9000             3.399799E+01             4.658588E+02             6.066573E-01             1.100513E+02             3.339133E+01             5.759102E+02             0.000000E+00             9.554930E-03             1.329113E+00             4.989954E-02             7.363069E-01             2.120587E-01             1.452208E+01             1.308071E+01             1.179731E+01             4.295189E+01
                   1.0800             3.394769E+01             4.473569E+02             6.191029E-01             1.057639E+02             3.332858E+01             5.531208E+02             0.000000E+00             1.106092E-02             1.337841E+00             4.989224E-02             7.370176E-01             1.688383E-01             1.452139E+01             1.311592E+01             1.179695E+01             4.295189E+01
                   1.2600             3.390301E+01             4.288905E+02             6.251129E-01             1.014745E+02             3.327789E+01             5.303649E+02             0.000000E+00             1.254145E-02             1.346182E+00             4.988362E-02             7.378031E-01             1.256584E-01             1.452057E+01             1.315342E+01             1.179793E+01             4.295189E+01
                   1.4400             3.386490E+01             4.104598E+02             6.279443E-01             9.718340E+01             3.323695E+01             5.076432E+02             0.000000E+00             1.399702E-02             1.354135E+00             4.987367E-02             7.386637E-01             8.253014E-02             1.451963E+01             1.319314E+01             1.180028E+01             4.295189E+01
                   1.6200             3.383363E+01             3.920652E+02             6.292673E-01             9.289134E+01             3.320436E+01             4.849566E+02             0.000000E+00             1.542824E-02             1.361696E+00             4.986239E-02             7.395990E-01             3.945866E-02             1.451856E+01             1.323504E+01             1.180394E+01             4.295189E+01
                   1.8000             3.380915E+01             3.737072E+02             6.299284E-01             8.859888E+01             3.317922E+01             4.623061E+02             0.000000E+00             1.683611E-02             1.368866E+00             4.984979E-02             7.406082E-01             3.546229E-03             1.451737E+01             1.327905E+01             1.180877E+01             4.295189E+01
                   1.9800             3.379122E+01             3.553865E+02             6.303520E-01             8.430666E+01             3.316087E+01             4.396931E+02             0.000000E+00             1.822189E-02             1.375642E+00             4.983586E-02             7.416905E-01             4.648202E-02             1.451606E+01             1.332511E+01             1.181458E+01             4.295189E+01
                   2.1600             3.377954E+01             3.371038E+02             6.307482E-01             8.001538E+01             3.314879E+01             4.171192E+02             0.000000E+00             1.958696E-02             1.382025E+00             4.982062E-02             7.428446E-01             8.933623E-02             1.451462E+01             1.337314E+01             1.182110E+01             4.295189E+01
