                   Degree                   P1[Pa]                   P2[Pa]                   P3[Pa]                   P4[Pa]                   P5[Pa]                   P6[Pa]                   P7[Pa]                   P8[Pa]                   P9[Pa]                  P3a[Pa]
                   0.0000             5.253363E+05             5.258418E+05             5.258407E+05             5.250265E+05             5.269288E+05             5.271314E+05             5.269202E+05             4.679736E+05             4.660796E+05             8.523499E+05
                   0.1800             5.253363E+05             5.258418E+05             5.258407E+05             5.250265E+05             5.269288E+05             5.271314E+05             5.269202E+05             4.680651E+05             4.661712E+05             8.525862E+05
                   0.3600             5.253363E+05             5.258418E+05             5.258407E+05             5.250265E+05             5.269288E+05             5.271314E+05             5.269202E+05             4.681659E+05             4.662719E+05             8.528064E+05
                   0.5400             5.253363E+05             5.258418E+05             5.258407E+05             5.250265E+05             5.269288E+05             5.271314E+05             5.269202E+05             4.682630E+05             4.663690E+05             8.530181E+05
                   0.7200             5.253363E+05             5.258418E+05             5.258407E+05             5.250265E+05             5.269288E+05             5.271314E+05             5.269202E+05             4.683564E+05             4.664625E+05             8.532211E+05
                   0.9000             5.253363E+05             5.258418E+05             5.258407E+05             5.250265E+05             5.269288E+05             5.271314E+05             5.269202E+05             4.684462E+05             4.665522E+05             8.534158E+05
                   1.0800             5.253363E+05             5.258418E+05             5.258407E+05             5.250265E+05             5.269287E+05             5.271314E+05             5.269202E+05             4.685323E+05             4.666383E+05             8.536020E+05
                   1.2600             5.253363E+05             5.258418E+05             5.258407E+05             5.250265E+05             5.269287E+05             5.271313E+05             5.269202E+05             4.686147E+05             4.667207E+05             8.537800E+05
                   1.4400             5.253363E+05             5.258418E+05             5.258407E+05             5.250265E+05             5.269287E+05             5.271313E+05             5.269202E+05             4.686934E+05             4.667994E+05             8.539498E+05
                   1.6200             5.253363E+05             5.258418E+05             5.258407E+05             5.250265E+05             5.269287E+05             5.271313E+05             5.269202E+05             4.687683E+05             4.668744E+05             8.541114E+05
                   1.8000             5.253363E+05             5.258418E+05             5.258407E+05             5.250265E+05             5.269287E+05             5.271313E+05             5.269202E+05             4.688396E+05             4.669457E+05             8.542649E+05
                   1.9800             5.253363E+05             5.258418E+05             5.258407E+05             5.250265E+05             5.269287E+05             5.271313E+05             5.269202E+05             4.689072E+05             4.670133E+05             8.544105E+05
                   2.1600             5.253363E+05             5.258418E+05             5.258407E+05             5.250265E+05             5.269287E+05             5.271313E+05             5.269202E+05             4.689711E+05             4.670772E+05             8.545481E+05
                   2.3400             5.253363E+05             5.258418E+05             5.258407E+05             5.250265E+05             5.269287E+05             5.271313E+05             5.269202E+05             4.690314E+05             4.671374E+05             8.546778E+05
                   2.5200             5.253363E+05             5.258418E+05             5.258407E+05             5.250265E+05             5.269287E+05             5.271313E+05             5.269202E+05             4.690880E+05             4.671940E+05             8.547997E+05
                   2.7000             5.253363E+05             5.258418E+05             5.258407E+05             5.250265E+05             5.269287E+05             5.271312E+05             5.269202E+05             4.691410E+05             4.672470E+05             8.549139E+05
                   2.8800             5.253363E+05             5.258418E+05             5.258407E+05             5.250265E+05             5.269287E+05             5.271312E+05             5.269202E+05             4.691903E+05             4.672964E+05             8.550203E+05
                   3.0600             5.253363E+05             5.258418E+05             5.258407E+05             5.250265E+05             5.269287E+05             5.271312E+05             5.269202E+05             4.692361E+05             4.673422E+05             8.551191E+05
                   3.2400             5.253363E+05             5.258418E+05             5.258407E+05             5.250265E+05             5.269287E+05             5.271312E+05             5.269202E+05             4.692784E+05             4.673844E+05             8.552103E+05
                   3.4200             5.253363E+05             5.258418E+05             5.258407E+05             5.250265E+05             5.269287E+05             5.271312E+05             5.269202E+05             4.693170E+05             4.674231E+05             8.552939E+05
