                   Degree                T_ocsc[K]                T_ocdc[K]                T_rosc[K]                T_rodc[K]              T_roller[K]               T_uocsc[K]               T_locsc[K]               T_uocdc[K]               T_locdc[K]
                   0.0000             3.475236E+02             3.475236E+02             3.505417E+02             3.505417E+02             3.509228E+02             3.482331E+02             3.456695E+02             3.482331E+02             3.456695E+02
                   0.1800             3.474939E+02             3.475649E+02             3.504979E+02             3.505704E+02             3.509549E+02             3.482433E+02             3.457022E+02             3.482702E+02             3.457346E+02
                   0.3600             3.471119E+02             3.472253E+02             3.501205E+02             3.502376E+02             3.506201E+02             3.479093E+02             3.453535E+02             3.479329E+02             3.453812E+02
                   0.5400             3.469270E+02             3.470776E+02             3.499318E+02             3.500888E+02             3.504715E+02             3.477610E+02             3.452066E+02             3.477850E+02             3.452348E+02
                   0.7200             3.467997E+02             3.469845E+02             3.497987E+02             3.499928E+02             3.503761E+02             3.476649E+02             3.451153E+02             3.476912E+02             3.451463E+02
                   0.9000             3.466947E+02             3.469110E+02             3.496877E+02             3.499162E+02             3.503002E+02             3.475872E+02             3.450426E+02             3.476168E+02             3.450778E+02
                   1.0800             3.466025E+02             3.468479E+02             3.495895E+02             3.498502E+02             3.502348E+02             3.475194E+02             3.449790E+02             3.475529E+02             3.450195E+02
                   1.2600             3.465203E+02             3.467930E+02             3.495017E+02             3.497927E+02             3.501777E+02             3.474590E+02             3.449222E+02             3.474972E+02             3.449686E+02
                   1.4400             3.464470E+02             3.467454E+02             3.494232E+02             3.497428E+02             3.501282E+02             3.474056E+02             3.448715E+02             3.474490E+02             3.449245E+02
                   1.6200             3.463822E+02             3.467049E+02             3.493536E+02             3.497004E+02             3.500860E+02             3.473590E+02             3.448267E+02             3.474079E+02             3.448869E+02
                   1.8000             3.463256E+02             3.466715E+02             3.492925E+02             3.496654E+02             3.500511E+02             3.473190E+02             3.447879E+02             3.473739E+02             3.448557E+02
                   1.9800             3.462770E+02             3.466450E+02             3.492399E+02             3.496376E+02             3.500233E+02             3.472859E+02             3.447552E+02             3.473470E+02             3.448309E+02
                   2.1600             3.462360E+02             3.466254E+02             3.491953E+02             3.496170E+02             3.500026E+02             3.472593E+02             3.447283E+02             3.473270E+02             3.448123E+02
                   2.3400             3.461979E+02             3.466078E+02             3.491538E+02             3.495985E+02             3.499840E+02             3.472345E+02             3.447030E+02             3.473090E+02             3.447956E+02
                   2.5200             3.461608E+02             3.465905E+02             3.491135E+02             3.495802E+02             3.499656E+02             3.472097E+02             3.446777E+02             3.472913E+02             3.447791E+02
                   2.7000             3.461246E+02             3.465734E+02             3.490742E+02             3.495623E+02             3.499474E+02             3.471850E+02             3.446525E+02             3.472739E+02             3.447628E+02
                   2.8800             3.460892E+02             3.465565E+02             3.490359E+02             3.495445E+02             3.499294E+02             3.471604E+02             3.446273E+02             3.472566E+02             3.447467E+02
                   3.0600             3.460546E+02             3.465398E+02             3.489984E+02             3.495270E+02             3.499116E+02             3.471358E+02             3.446021E+02             3.472395E+02             3.447308E+02
                   3.2400             3.460207E+02             3.465233E+02             3.489619E+02             3.495097E+02             3.498941E+02             3.471112E+02             3.445770E+02             3.472226E+02             3.447150E+02
                   3.4200             3.459875E+02             3.465069E+02             3.489261E+02             3.494925E+02             3.498766E+02             3.470867E+02             3.445520E+02             3.472059E+02             3.446994E+02
                   3.6000             3.459548E+02             3.464908E+02             3.488911E+02             3.494755E+02             3.498594E+02             3.470623E+02             3.445271E+02             3.471894E+02             3.446840E+02
                   3.7800             3.459227E+02             3.464748E+02             3.488568E+02             3.494588E+02             3.498423E+02             3.470379E+02             3.445023E+02             3.471730E+02             3.446687E+02
                   3.9600             3.458912E+02             3.464589E+02             3.488232E+02             3.494421E+02             3.498253E+02             3.470137E+02             3.444775E+02             3.471567E+02             3.446536E+02
                   4.1400             3.458601E+02             3.464432E+02             3.487902E+02             3.494256E+02             3.498085E+02             3.469895E+02             3.444529E+02             3.471407E+02             3.446386E+02
                   4.3200             3.458295E+02             3.464277E+02             3.487578E+02             3.494093E+02             3.497918E+02             3.469654E+02             3.444284E+02             3.471247E+02             3.446237E+02
                   4.5000             3.457994E+02             3.464123E+02             3.487259E+02             3.493931E+02             3.497753E+02             3.469413E+02             3.444040E+02             3.471089E+02             3.446090E+02
                   4.6800             3.457696E+02             3.463970E+02             3.486946E+02             3.493771E+02             3.497589E+02             3.469174E+02             3.443797E+02             3.470932E+02             3.445943E+02
                   4.8600             3.457403E+02             3.463818E+02             3.486639E+02             3.493611E+02             3.497425E+02             3.468935E+02             3.443555E+02             3.470776E+02             3.445798E+02
                   5.0400             3.457113E+02             3.463667E+02             3.486336E+02             3.493453E+02             3.497263E+02             3.468697E+02             3.443314E+02             3.470622E+02             3.445654E+02
                   5.2200             3.456827E+02             3.463518E+02             3.486037E+02             3.493297E+02             3.497102E+02             3.468460E+02             3.443075E+02             3.470468E+02             3.445511E+02
                   5.4000             3.456544E+02             3.463370E+02             3.485743E+02             3.493141E+02             3.496943E+02             3.468224E+02             3.442837E+02             3.470316E+02             3.445369E+02
                   5.5800             3.456265E+02             3.463223E+02             3.485454E+02             3.492986E+02             3.496784E+02             3.467989E+02             3.442600E+02             3.470165E+02             3.445229E+02
                   5.7600             3.455988E+02             3.463077E+02             3.485168E+02             3.492833E+02             3.496626E+02             3.467755E+02             3.442364E+02             3.470015E+02             3.445089E+02
                   5.9400             3.455714E+02             3.462931E+02             3.484887E+02             3.492681E+02             3.496469E+02             3.467522E+02             3.442129E+02             3.469865E+02             3.444950E+02
                   6.1200             3.455443E+02             3.462787E+02             3.484609E+02             3.492529E+02             3.496313E+02             3.467289E+02             3.441896E+02             3.469717E+02             3.444812E+02
                   6.3000             3.455175E+02             3.462644E+02             3.484335E+02             3.492379E+02             3.496158E+02             3.467058E+02             3.441663E+02             3.469570E+02             3.444675E+02
                   6.4800             3.454909E+02             3.462502E+02             3.484064E+02             3.492229E+02             3.496003E+02             3.466827E+02             3.441432E+02             3.469424E+02             3.444538E+02
                   6.6600             3.454646E+02             3.462361E+02             3.483796E+02             3.492081E+02             3.495850E+02             3.466598E+02             3.441202E+02             3.469279E+02             3.444403E+02
                   6.8400             3.454385E+02             3.462220E+02             3.483532E+02             3.491933E+02             3.495697E+02             3.466369E+02             3.440974E+02             3.469134E+02             3.444268E+02
                   7.0200             3.454126E+02             3.462081E+02             3.483270E+02             3.491786E+02             3.495545E+02             3.466141E+02             3.440746E+02             3.468990E+02             3.444135E+02
                   7.2000             3.453869E+02             3.461942E+02             3.483011E+02             3.491640E+02             3.495394E+02             3.465913E+02             3.440519E+02             3.468847E+02             3.444002E+02
                   7.3800             3.453614E+02             3.461804E+02             3.482755E+02             3.491495E+02             3.495243E+02             3.465687E+02             3.440294E+02             3.468705E+02             3.443869E+02
                   7.5600             3.453361E+02             3.461667E+02             3.482502E+02             3.491351E+02             3.495093E+02             3.465461E+02             3.440070E+02             3.468564E+02             3.443738E+02
                   7.7400             3.453110E+02             3.461530E+02             3.482251E+02             3.491207E+02             3.494944E+02             3.465237E+02             3.439846E+02             3.468423E+02             3.443607E+02
                   7.9200             3.452860E+02             3.461395E+02             3.482002E+02             3.491064E+02             3.494796E+02             3.465013E+02             3.439624E+02             3.468284E+02             3.443477E+02
                   8.1000             3.452612E+02             3.461260E+02             3.481756E+02             3.490922E+02             3.494648E+02             3.464789E+02             3.439403E+02             3.468144E+02             3.443348E+02
                   8.2800             3.452366E+02             3.461125E+02             3.481512E+02             3.490780E+02             3.494500E+02             3.464567E+02             3.439182E+02             3.468006E+02             3.443219E+02
                   8.4600             3.452121E+02             3.460992E+02             3.481270E+02             3.490639E+02             3.494354E+02             3.464345E+02             3.438963E+02             3.467868E+02             3.443091E+02
                   8.6400             3.451878E+02             3.460859E+02             3.481030E+02             3.490499E+02             3.494207E+02             3.464124E+02             3.438745E+02             3.467731E+02             3.442963E+02
                   8.8200             3.451636E+02             3.460726E+02             3.480792E+02             3.490359E+02             3.494062E+02             3.463903E+02             3.438527E+02             3.467594E+02             3.442836E+02
                   9.0000             3.451395E+02             3.460594E+02             3.480555E+02             3.490220E+02             3.493916E+02             3.463683E+02             3.438310E+02             3.467458E+02             3.442710E+02
                   9.1800             3.451156E+02             3.460463E+02             3.480320E+02             3.490081E+02             3.493771E+02             3.463464E+02             3.438094E+02             3.467322E+02             3.442584E+02
                   9.3600             3.450917E+02             3.460332E+02             3.480087E+02             3.489943E+02             3.493627E+02             3.463245E+02             3.437879E+02             3.467187E+02             3.442459E+02
                   9.5400             3.450680E+02             3.460202E+02             3.479855E+02             3.489805E+02             3.493483E+02             3.463027E+02             3.437665E+02             3.467053E+02             3.442334E+02
                   9.7200             3.450443E+02             3.460072E+02             3.479625E+02             3.489667E+02             3.493339E+02             3.462809E+02             3.437451E+02             3.466919E+02             3.442210E+02
                   9.9000             3.450208E+02             3.459943E+02             3.479396E+02             3.489530E+02             3.493196E+02             3.462592E+02             3.437238E+02             3.466785E+02             3.442086E+02
                  10.0800             3.449973E+02             3.459814E+02             3.479168E+02             3.489394E+02             3.493053E+02             3.462375E+02             3.437026E+02             3.466652E+02             3.441962E+02
                  10.2600             3.449739E+02             3.459685E+02             3.478941E+02             3.489258E+02             3.492910E+02             3.462158E+02             3.436814E+02             3.466519E+02             3.441839E+02
                  10.4400             3.449506E+02             3.459557E+02             3.478716E+02             3.489122E+02             3.492768E+02             3.461942E+02             3.436602E+02             3.466386E+02             3.441717E+02
                  10.6200             3.449273E+02             3.459429E+02             3.478491E+02             3.488986E+02             3.492625E+02             3.461726E+02             3.436392E+02             3.466254E+02             3.441595E+02
                  10.8000             3.449041E+02             3.459302E+02             3.478267E+02             3.488851E+02             3.492483E+02             3.461511E+02             3.436182E+02             3.466123E+02             3.441473E+02
                  10.9800             3.448810E+02             3.459175E+02             3.478045E+02             3.488716E+02             3.492342E+02             3.461296E+02             3.435972E+02             3.465991E+02             3.441351E+02
                  11.1600             3.448579E+02             3.459048E+02             3.477823E+02             3.488581E+02             3.492200E+02             3.461081E+02             3.435763E+02             3.465860E+02             3.441230E+02
                  11.3400             3.448349E+02             3.458921E+02             3.477601E+02             3.488447E+02             3.492058E+02             3.460866E+02             3.435554E+02             3.465729E+02             3.441109E+02
                  11.5200             3.448118E+02             3.458795E+02             3.477381E+02             3.488312E+02             3.491917E+02             3.460651E+02             3.435345E+02             3.465598E+02             3.440988E+02
                  11.7000             3.447889E+02             3.458669E+02             3.477161E+02             3.488178E+02             3.491776E+02             3.460437E+02             3.435137E+02             3.465467E+02             3.440868E+02
                  11.8800             3.447659E+02             3.458543E+02             3.476941E+02             3.488044E+02             3.491634E+02             3.460223E+02             3.434929E+02             3.465337E+02             3.440747E+02
                  12.0600             3.447430E+02             3.458417E+02             3.476722E+02             3.487910E+02             3.491493E+02             3.460008E+02             3.434721E+02             3.465207E+02             3.440627E+02
                  12.2400             3.447201E+02             3.458291E+02             3.476503E+02             3.487776E+02             3.491352E+02             3.459794E+02             3.434513E+02             3.465076E+02             3.440507E+02
                  12.4200             3.446972E+02             3.458166E+02             3.476285E+02             3.487642E+02             3.491211E+02             3.459580E+02             3.434306E+02             3.464946E+02             3.440387E+02
                  12.6000             3.446743E+02             3.458040E+02             3.476067E+02             3.487508E+02             3.491069E+02             3.459366E+02             3.434099E+02             3.464816E+02             3.440268E+02
                  12.7800             3.446514E+02             3.457915E+02             3.475850E+02             3.487375E+02             3.490928E+02             3.459151E+02             3.433892E+02             3.464687E+02             3.440148E+02
                  12.9600             3.446285E+02             3.457790E+02             3.475632E+02             3.487241E+02             3.490786E+02             3.458937E+02             3.433685E+02             3.464557E+02             3.440029E+02
                  13.1400             3.446057E+02             3.457665E+02             3.475415E+02             3.487107E+02             3.490645E+02             3.458723E+02             3.433478E+02             3.464427E+02             3.439909E+02
                  13.3200             3.445828E+02             3.457539E+02             3.475198E+02             3.486973E+02             3.490503E+02             3.458508E+02             3.433271E+02             3.464297E+02             3.439790E+02
                  13.5000             3.445599E+02             3.457414E+02             3.474981E+02             3.486839E+02             3.490361E+02             3.458293E+02             3.433064E+02             3.464167E+02             3.439671E+02
                  13.6800             3.445370E+02             3.457289E+02             3.474764E+02             3.486705E+02             3.490219E+02             3.458078E+02             3.432857E+02             3.464037E+02             3.439552E+02
                  13.8600             3.445141E+02             3.457164E+02             3.474547E+02             3.486571E+02             3.490077E+02             3.457863E+02             3.432650E+02             3.463907E+02             3.439432E+02
                  14.0400             3.444911E+02             3.457039E+02             3.474330E+02             3.486437E+02             3.489935E+02             3.457648E+02             3.432442E+02             3.463777E+02             3.439313E+02
                  14.2200             3.444682E+02             3.456913E+02             3.474113E+02             3.486302E+02             3.489792E+02             3.457433E+02             3.432235E+02             3.463647E+02             3.439194E+02
                  14.4000             3.444452E+02             3.456788E+02             3.473896E+02             3.486168E+02             3.489650E+02             3.457217E+02             3.432028E+02             3.463517E+02             3.439074E+02
                  14.5800             3.444222E+02             3.456662E+02             3.473679E+02             3.486033E+02             3.489507E+02             3.457001E+02             3.431820E+02             3.463386E+02             3.438955E+02
                  14.7600             3.443992E+02             3.456537E+02             3.473462E+02             3.485898E+02             3.489363E+02             3.456785E+02             3.431613E+02             3.463256E+02             3.438835E+02
                  14.9400             3.443762E+02             3.456411E+02             3.473245E+02             3.485763E+02             3.489220E+02             3.456568E+02             3.431405E+02             3.463125E+02             3.438715E+02
                  15.1200             3.443531E+02             3.456285E+02             3.473027E+02             3.485627E+02             3.489076E+02             3.456351E+02             3.431197E+02             3.462995E+02             3.438596E+02
                  15.3000             3.443300E+02             3.456159E+02             3.472810E+02             3.485492E+02             3.488932E+02             3.456134E+02             3.430989E+02             3.462864E+02             3.438476E+02
                  15.4800             3.443069E+02             3.456033E+02             3.472592E+02             3.485356E+02             3.488787E+02             3.455916E+02             3.430781E+02             3.462732E+02             3.438356E+02
                  15.6600             3.442838E+02             3.455907E+02             3.472374E+02             3.485220E+02             3.488643E+02             3.455699E+02             3.430572E+02             3.462601E+02             3.438236E+02
                  15.8400             3.442606E+02             3.455780E+02             3.472156E+02             3.485084E+02             3.488497E+02             3.455480E+02             3.430363E+02             3.462470E+02             3.438115E+02
                  16.0200             3.442374E+02             3.455654E+02             3.471938E+02             3.484947E+02             3.488352E+02             3.455262E+02             3.430155E+02             3.462338E+02             3.437995E+02
                  16.2000             3.442141E+02             3.455527E+02             3.471720E+02             3.484811E+02             3.488206E+02             3.455043E+02             3.429945E+02             3.462206E+02             3.437874E+02
                  16.3800             3.441909E+02             3.455400E+02             3.471502E+02             3.484674E+02             3.488060E+02             3.454824E+02             3.429736E+02             3.462074E+02             3.437754E+02
                  16.5600             3.441676E+02             3.455272E+02             3.471283E+02             3.484536E+02             3.487914E+02             3.454605E+02             3.429527E+02             3.461942E+02             3.437633E+02
                  16.7400             3.441443E+02             3.455145E+02             3.471065E+02             3.484399E+02             3.487767E+02             3.454385E+02             3.429317E+02             3.461809E+02             3.437511E+02
                  16.9200             3.441210E+02             3.455017E+02             3.470846E+02             3.484261E+02             3.487620E+02             3.454165E+02             3.429107E+02             3.461676E+02             3.437390E+02
                  17.1000             3.440976E+02             3.454890E+02             3.470627E+02             3.484123E+02             3.487473E+02             3.453945E+02             3.428897E+02             3.461543E+02             3.437269E+02
                  17.2800             3.440743E+02             3.454762E+02             3.470408E+02             3.483985E+02             3.487325E+02             3.453724E+02             3.428686E+02             3.461410E+02             3.437147E+02
                  17.4600             3.440509E+02             3.454634E+02             3.470190E+02             3.483847E+02             3.487177E+02             3.453504E+02             3.428476E+02             3.461277E+02             3.437025E+02
                  17.6400             3.440275E+02             3.454505E+02             3.469971E+02             3.483708E+02             3.487029E+02             3.453282E+02             3.428265E+02             3.461143E+02             3.436903E+02
                  17.8200             3.440040E+02             3.454377E+02             3.469751E+02             3.483569E+02             3.486880E+02             3.453061E+02             3.428054E+02             3.461010E+02             3.436781E+02
                  18.0000             3.439806E+02             3.454248E+02             3.469532E+02             3.483430E+02             3.486732E+02             3.452840E+02             3.427843E+02             3.460876E+02             3.436658E+02
                  18.1800             3.439572E+02             3.454119E+02             3.469313E+02             3.483290E+02             3.486582E+02             3.452618E+02             3.427632E+02             3.460741E+02             3.436535E+02
