                   Degree                T_ecc[Nm]         T_inertia_ro[Nm]         T_inertia_vh[Nm]              T_com_C[Nm]      T_total_no_loss[Nm]               T_loss[Nm]             T_bear_s[Nm]         T_inst_total[Nm]
                   0.0000             8.084713E-02             3.275658E-04             9.855313E-07             2.826220E-05             3.568135E-04             5.430071E-01             6.907822E-02             5.433639E-01
                   0.1800             7.764552E-02            -1.003984E-03            -3.020634E-06             5.746803E-04            -4.323239E-04             5.399542E-01             6.894332E-02             5.395219E-01
                   0.3600             7.759679E-02            -1.983263E-03            -5.966925E-06             8.749494E-04            -1.114281E-03             5.397379E-01             6.895069E-02             5.386236E-01
                   0.5400             7.758129E-02            -2.962591E-03            -8.913325E-06             1.174120E-03            -1.797384E-03             5.395401E-01             6.894578E-02             5.377427E-01
                   0.7200             7.758053E-02            -3.941864E-03            -1.185951E-05             1.473668E-03            -2.480055E-03             5.393579E-01             6.894088E-02             5.368779E-01
                   0.9000             7.758893E-02            -4.920818E-03            -1.480467E-05             1.773997E-03            -3.161626E-03             5.391867E-01             6.893585E-02             5.360251E-01
                   1.0800             7.760483E-02            -5.899393E-03            -1.774859E-05             2.075241E-03            -3.841901E-03             5.390406E-01             6.894623E-02             5.351987E-01
                   1.2600             7.762757E-02            -6.877725E-03            -2.069169E-05             2.377478E-03            -4.520938E-03             5.388886E-01             6.894141E-02             5.343676E-01
                   1.4400             7.765673E-02            -7.855630E-03            -2.363337E-05             2.680781E-03            -5.198483E-03             5.387452E-01             6.893644E-02             5.335467E-01
                   1.6200             7.769197E-02            -8.833078E-03            -2.657355E-05             2.985224E-03            -5.874428E-03             5.386103E-01             6.893132E-02             5.327359E-01
                   1.8000             7.773298E-02            -9.809966E-03            -2.951189E-05             3.290890E-03            -6.548588E-03             5.385019E-01             6.894417E-02             5.319533E-01
                   1.9800             7.777947E-02            -1.078634E-02            -3.244850E-05             3.597873E-03            -7.220917E-03             5.383840E-01             6.893939E-02             5.311631E-01
                   2.1600             7.783112E-02            -1.176206E-02            -3.538296E-05             3.906252E-03            -7.891192E-03             5.382739E-01             6.893448E-02             5.303827E-01
                   2.3400             7.788708E-02            -1.273712E-02            -3.831523E-05             4.215609E-03            -8.559827E-03             5.381686E-01             6.892944E-02             5.296088E-01
                   2.5200             7.794707E-02            -1.371144E-02            -4.124504E-05             4.525759E-03            -9.226924E-03             5.380670E-01             6.892430E-02             5.288401E-01
                   2.7000             7.801110E-02            -1.468495E-02            -4.417218E-05             4.836692E-03            -9.892429E-03             5.379910E-01             6.894082E-02             5.280985E-01
                   2.8800             7.807915E-02            -1.565762E-02            -4.709655E-05             5.148400E-03            -1.055632E-02             5.378975E-01             6.893619E-02             5.273412E-01
                   3.0600             7.815122E-02            -1.662937E-02            -5.001786E-05             5.460877E-03            -1.121851E-02             5.378078E-01             6.893146E-02             5.265893E-01
                   3.2400             7.822730E-02            -1.760016E-02            -5.293599E-05             5.774116E-03            -1.187898E-02             5.377219E-01             6.892665E-02             5.258429E-01
                   3.4200             7.830737E-02            -1.856993E-02            -5.585076E-05             6.088111E-03            -1.253767E-02             5.376396E-01             6.892175E-02             5.251019E-01
                   3.6000             7.839145E-02            -1.953863E-02            -5.876197E-05             6.402858E-03            -1.319453E-02             5.375610E-01             6.891678E-02             5.243665E-01
                   3.7800             7.847952E-02            -2.050619E-02            -6.166940E-05             6.718353E-03            -1.384950E-02             5.374861E-01             6.891174E-02             5.236366E-01
                   3.9600             7.857157E-02            -2.147257E-02            -6.457294E-05             7.034591E-03            -1.450255E-02             5.374426E-01             6.893425E-02             5.229400E-01
                   4.1400             7.866761E-02            -2.243769E-02            -6.747233E-05             7.351571E-03            -1.515359E-02             5.373759E-01             6.892988E-02             5.222223E-01
                   4.3200             7.876764E-02            -2.340152E-02            -7.036744E-05             7.669288E-03            -1.580260E-02             5.373129E-01             6.892546E-02             5.215103E-01
                   4.5000             7.887164E-02            -2.436399E-02            -7.325805E-05             7.987741E-03            -1.644951E-02             5.372536E-01             6.892098E-02             5.208041E-01
                   4.6800             7.897963E-02            -2.532505E-02            -7.614400E-05             8.306927E-03            -1.709427E-02             5.371980E-01             6.891645E-02             5.201037E-01
                   4.8600             7.909160E-02            -2.628465E-02            -7.902510E-05             8.626846E-03            -1.773683E-02             5.371461E-01             6.891187E-02             5.194092E-01
                   5.0400             7.920755E-02            -2.724272E-02            -8.190117E-05             8.947495E-03            -1.837713E-02             5.370978E-01             6.890725E-02             5.187207E-01
                   5.2200             7.932748E-02            -2.819922E-02            -8.477201E-05             9.268872E-03            -1.901512E-02             5.370532E-01             6.890260E-02             5.180381E-01
                   5.4000             7.945139E-02            -2.915408E-02            -8.763748E-05             9.590976E-03            -1.965075E-02             5.370123E-01             6.889792E-02             5.173615E-01
                   5.5800             7.957929E-02            -3.010726E-02            -9.049735E-05             9.913806E-03            -2.028395E-02             5.369750E-01             6.889321E-02             5.166910E-01
                   5.7600             7.971118E-02            -3.105870E-02            -9.335148E-05             1.023736E-02            -2.091469E-02             5.369785E-01             6.892566E-02             5.160638E-01
                   5.9400             7.984706E-02            -3.200834E-02            -9.619967E-05             1.056164E-02            -2.154290E-02             5.369494E-01             6.892179E-02             5.154065E-01
                   6.1200             7.998693E-02            -3.295612E-02            -9.904174E-05             1.088663E-02            -2.216854E-02             5.369240E-01             6.891790E-02             5.147554E-01
                   6.3000             8.013081E-02            -3.390201E-02            -1.018775E-04             1.121234E-02            -2.279155E-02             5.369021E-01             6.891399E-02             5.141106E-01
                   6.4800             8.027868E-02            -3.484593E-02            -1.047068E-04             1.153877E-02            -2.341187E-02             5.369631E-01             6.891008E-02             5.135512E-01
                   6.6600             8.043055E-02            -3.578785E-02            -1.075295E-04             1.186590E-02            -2.402947E-02             5.372357E-01             6.890615E-02             5.132063E-01
                   6.8400             8.058643E-02            -3.672769E-02            -1.103453E-04             1.219374E-02            -2.464429E-02             5.375116E-01             6.890221E-02             5.128673E-01
                   7.0200             8.074632E-02            -3.766541E-02            -1.131542E-04             1.252229E-02            -2.525628E-02             5.377908E-01             6.889827E-02             5.125345E-01
                   7.2000             8.091022E-02            -3.860096E-02            -1.159558E-04             1.285152E-02            -2.586540E-02             5.380733E-01             6.889434E-02             5.122080E-01
                   7.3800             8.107814E-02            -3.953429E-02            -1.187501E-04             1.318145E-02            -2.647159E-02             5.383593E-01             6.889041E-02             5.118877E-01
                   7.5600             8.125007E-02            -4.046533E-02            -1.215369E-04             1.351206E-02            -2.707481E-02             5.386486E-01             6.888649E-02             5.115738E-01
                   7.7400             8.142601E-02            -4.139404E-02            -1.243160E-04             1.384334E-02            -2.767501E-02             5.389414E-01             6.888259E-02             5.112664E-01
                   7.9200             8.160597E-02            -4.232036E-02            -1.270872E-04             1.417528E-02            -2.827216E-02             5.392377E-01             6.887871E-02             5.109656E-01
                   8.1000             8.178994E-02            -4.324424E-02            -1.298504E-04             1.450788E-02            -2.886621E-02             5.395376E-01             6.887485E-02             5.106714E-01
                   8.2800             8.197792E-02            -4.416563E-02            -1.326053E-04             1.484113E-02            -2.945711E-02             5.398410E-01             6.887101E-02             5.103839E-01
                   8.4600             8.216991E-02            -4.508448E-02            -1.353519E-04             1.517500E-02            -3.004483E-02             5.401480E-01             6.886721E-02             5.101032E-01
                   8.6400             8.236590E-02            -4.600073E-02            -1.380899E-04             1.550949E-02            -3.062933E-02             5.404586E-01             6.886344E-02             5.098293E-01
                   8.8200             8.256587E-02            -4.691434E-02            -1.408192E-04             1.584458E-02            -3.121057E-02             5.407730E-01             6.885972E-02             5.095624E-01
                   9.0000             8.276983E-02            -4.782524E-02            -1.435396E-04             1.618026E-02            -3.178852E-02             5.410910E-01             6.885603E-02             5.093025E-01
                   9.1800             8.297777E-02            -4.873340E-02            -1.462510E-04             1.651650E-02            -3.236315E-02             5.414128E-01             6.885240E-02             5.090496E-01
                   9.3600             8.318966E-02            -4.963876E-02            -1.489531E-04             1.685329E-02            -3.293442E-02             5.417383E-01             6.884881E-02             5.088039E-01
                   9.5400             8.340549E-02            -5.054126E-02            -1.516458E-04             1.719061E-02            -3.350230E-02             5.420676E-01             6.884528E-02             5.085653E-01
                   9.7200             8.362525E-02            -5.144086E-02            -1.543290E-04             1.752843E-02            -3.406676E-02             5.424007E-01             6.884181E-02             5.083340E-01
                   9.9000             8.384892E-02            -5.233751E-02            -1.570025E-04             1.786673E-02            -3.462778E-02             5.427981E-01             6.889882E-02             5.081703E-01
                  10.0800             8.407647E-02            -5.323115E-02            -1.596661E-04             1.820548E-02            -3.518534E-02             5.431397E-01             6.889628E-02             5.079544E-01
                  10.2600             8.430788E-02            -5.412174E-02            -1.623196E-04             1.854466E-02            -3.573941E-02             5.434852E-01             6.889380E-02             5.077458E-01
                  10.4400             8.454312E-02            -5.500923E-02            -1.649629E-04             1.888423E-02            -3.628996E-02             5.438345E-01             6.889137E-02             5.075445E-01
                  10.6200             8.478216E-02            -5.589357E-02            -1.675959E-04             1.922418E-02            -3.683698E-02             5.441877E-01             6.888900E-02             5.073507E-01
                  10.8000             8.502497E-02            -5.677470E-02            -1.702184E-04             1.956446E-02            -3.738046E-02             5.445447E-01             6.888670E-02             5.071643E-01
                  10.9800             8.527151E-02            -5.765258E-02            -1.728302E-04             1.990504E-02            -3.792037E-02             5.449056E-01             6.888447E-02             5.069853E-01
                  11.1600             8.552175E-02            -5.852717E-02            -1.754311E-04             2.024589E-02            -3.845671E-02             5.452704E-01             6.888230E-02             5.068137E-01
                  11.3400             8.577563E-02            -5.939840E-02            -1.780210E-04             2.058696E-02            -3.898946E-02             5.456391E-01             6.888021E-02             5.066496E-01
                  11.5200             8.603313E-02            -6.026624E-02            -1.805998E-04             2.092824E-02            -3.951860E-02             5.460116E-01             6.887819E-02             5.064930E-01
                  11.7000             8.629418E-02            -6.113064E-02            -1.831673E-04             2.126966E-02            -4.004414E-02             5.463879E-01             6.887626E-02             5.063438E-01
                  11.8800             8.655873E-02            -6.199154E-02            -1.857234E-04             2.161120E-02            -4.056606E-02             5.467681E-01             6.887441E-02             5.062020E-01
                  12.0600             8.682675E-02            -6.284891E-02            -1.882678E-04             2.195281E-02            -4.108436E-02             5.471520E-01             6.887265E-02             5.060677E-01
                  12.2400             8.709816E-02            -6.370269E-02            -1.908005E-04             2.229445E-02            -4.159903E-02             5.475397E-01             6.887098E-02             5.059407E-01
                  12.4200             8.737291E-02            -6.455284E-02            -1.933213E-04             2.263608E-02            -4.211008E-02             5.479311E-01             6.886940E-02             5.058210E-01
                  12.6000             8.765093E-02            -6.539930E-02            -1.958300E-04             2.297764E-02            -4.261749E-02             5.483262E-01             6.886792E-02             5.057087E-01
                  12.7800             8.793217E-02            -6.624205E-02            -1.983265E-04             2.331910E-02            -4.312127E-02             5.487249E-01             6.886653E-02             5.056037E-01
                  12.9600             8.821655E-02            -6.708102E-02            -2.008107E-04             2.366041E-02            -4.362142E-02             5.491273E-01             6.886525E-02             5.055058E-01
                  13.1400             8.850400E-02            -6.791618E-02            -2.032824E-04             2.400152E-02            -4.411794E-02             5.495331E-01             6.886407E-02             5.054152E-01
                  13.3200             8.879446E-02            -6.874747E-02            -2.057414E-04             2.434238E-02            -4.461083E-02             5.499424E-01             6.886300E-02             5.053316E-01
                  13.5000             8.908784E-02            -6.957486E-02            -2.081877E-04             2.468295E-02            -4.510009E-02             5.503551E-01             6.886204E-02             5.052550E-01
