                             Degree                         Volume[m3]                    I.Pressure[kPa]                   I.Temperature[K]                         I.Mass[kg]
                             0.0000                       5.000000E-08                       1.009323E+02                       3.036632E+02                       5.791264E-08
                             0.1800                       5.005066E-08                       1.009323E+02                       3.036632E+02                       5.797132E-08
                             0.3600                       5.009648E-08                       1.009323E+02                       3.036632E+02                       5.802439E-08
                             0.5400                       5.013763E-08                       1.009323E+02                       3.036632E+02                       5.807205E-08
                             0.7200                       5.017429E-08                       1.009323E+02                       3.036632E+02                       5.811452E-08
                             0.9000                       5.020665E-08                       1.009323E+02                       3.036632E+02                       5.815200E-08
                             1.0800                       5.023489E-08                       1.009323E+02                       3.036632E+02                       5.818471E-08
                             1.2600                       5.025918E-08                       1.009323E+02                       3.036632E+02                       5.821284E-08
                             1.4400                       5.027970E-08                       1.009323E+02                       3.036632E+02                       5.823660E-08
                             1.6200                       5.029663E-08                       1.009323E+02                       3.036632E+02                       5.825622E-08
                             1.8000                       5.031015E-08                       1.009323E+02                       3.036632E+02                       5.827188E-08
                             1.9800                       5.032045E-08                       1.009323E+02                       3.036632E+02                       5.828380E-08
                             2.1600                       5.032769E-08                       1.009323E+02                       3.036632E+02                       5.829219E-08
                             2.3400                       5.033207E-08                       1.009323E+02                       3.036632E+02                       5.829726E-08
                             2.5200                       5.033375E-08                       1.009323E+02                       3.036632E+02                       5.829921E-08
                             2.7000                       5.033292E-08                       1.009323E+02                       3.036632E+02                       5.829826E-08
                             2.8800                       5.032977E-08                       1.009323E+02                       3.036632E+02                       5.829460E-08
                             3.0600                       5.032446E-08                       1.009323E+02                       3.036632E+02                       5.828845E-08
                             3.2400                       5.031718E-08                       1.009323E+02                       3.036632E+02                       5.828002E-08
                             3.4200                       5.030811E-08                       1.009323E+02                       3.036632E+02                       5.826952E-08
                             3.6000                       5.029743E-08                       1.009323E+02                       3.036632E+02                       5.825715E-08
                             3.7800                       5.028532E-08                       1.009323E+02                       3.036632E+02                       5.824312E-08
                             3.9600                       5.027195E-08                       1.009323E+02                       3.036632E+02                       5.822764E-08
