                   Degree               T_ocsc2[K]               T_ocsc3[K]               T_ocdc2[K]               T_ocdc3[K]               T_rosc2[K]               T_rosc3[K]               T_rodc2[K]               T_rodc3[K]             T_roller2[K]             T_roller3[K]
                   0.0000             3.470806E+02             3.465703E+02             3.470806E+02             3.465703E+02             3.505782E+02             3.493966E+02             3.505782E+02             3.493966E+02             3.509950E+02             3.497560E+02
                   0.1800             3.470543E+02             3.465522E+02             3.471261E+02             3.466223E+02             3.505364E+02             3.493652E+02             3.506092E+02             3.494366E+02             3.510299E+02             3.497995E+02
                   0.3600             3.466669E+02             3.461652E+02             3.467841E+02             3.462765E+02             3.501567E+02             3.489821E+02             3.502751E+02             3.490974E+02             3.506935E+02             3.494582E+02
                   0.5400             3.464786E+02             3.459819E+02             3.466366E+02             3.461295E+02             3.499667E+02             3.487947E+02             3.501263E+02             3.489492E+02             3.505450E+02             3.493103E+02
                   0.7200             3.463484E+02             3.458579E+02             3.465443E+02             3.460384E+02             3.498325E+02             3.486645E+02             3.500306E+02             3.488554E+02             3.504500E+02             3.492171E+02
                   0.9000             3.462405E+02             3.457562E+02             3.464716E+02             3.459671E+02             3.497201E+02             3.485565E+02             3.499544E+02             3.487811E+02             3.503745E+02             3.491435E+02
                   1.0800             3.461455E+02             3.456670E+02             3.464094E+02             3.459061E+02             3.496205E+02             3.484612E+02             3.498888E+02             3.487174E+02             3.503096E+02             3.490804E+02
                   1.2600             3.460605E+02             3.455876E+02             3.463552E+02             3.458530E+02             3.495311E+02             3.483759E+02             3.498316E+02             3.486619E+02             3.502529E+02             3.490253E+02
                   1.4400             3.459846E+02             3.455167E+02             3.463083E+02             3.458070E+02             3.494509E+02             3.482997E+02             3.497820E+02             3.486137E+02             3.502037E+02             3.489775E+02
                   1.6200             3.459172E+02             3.454540E+02             3.462684E+02             3.457679E+02             3.493796E+02             3.482319E+02             3.497399E+02             3.485728E+02             3.501618E+02             3.489368E+02
                   1.8000             3.458580E+02             3.453991E+02             3.462354E+02             3.457355E+02             3.493167E+02             3.481725E+02             3.497050E+02             3.485388E+02             3.501270E+02             3.489030E+02
                   1.9800             3.458069E+02             3.453518E+02             3.462092E+02             3.457098E+02             3.492623E+02             3.481212E+02             3.496773E+02             3.485120E+02             3.500994E+02             3.488761E+02
                   2.1600             3.457635E+02             3.453118E+02             3.461898E+02             3.456907E+02             3.492159E+02             3.480776E+02             3.496567E+02             3.484919E+02             3.500787E+02             3.488559E+02
                   2.3400             3.457231E+02             3.452746E+02             3.461725E+02             3.456736E+02             3.491726E+02             3.480370E+02             3.496383E+02             3.484739E+02             3.500601E+02             3.488378E+02
                   2.5200             3.456838E+02             3.452384E+02             3.461553E+02             3.456567E+02             3.491305E+02             3.479975E+02             3.496201E+02             3.484562E+02             3.500418E+02             3.488199E+02
                   2.7000             3.456456E+02             3.452029E+02             3.461384E+02             3.456400E+02             3.490895E+02             3.479590E+02             3.496022E+02             3.484387E+02             3.500237E+02             3.488022E+02
