                   Degree              F_vhoc_n[N]              F_vhoc_t[N]                 F_1_n[N]                 F_2_n[N]                  F_cx[N]                  F_cy[N]           F_resultant[N]
                   0.0000            -1.240736E+00            -4.853754E+01             3.647272E+00             5.090300E+00             1.443027E+00             1.995128E+01             2.000340E+01
                   0.1800             4.415866E-01            -4.452670E+01             4.428233E+00             6.626569E+00             2.204545E+00             1.797985E+01             1.811450E+01
                   0.3600             1.862904E-01            -4.448760E+01             4.203180E+00             6.617860E+00             2.427269E+00             1.792219E+01             1.808581E+01
                   0.5400            -8.242740E-02            -4.448279E+01             3.971662E+00             6.599974E+00             2.647461E+00             1.788183E+01             1.807675E+01
                   0.7200            -3.529196E-01            -4.448930E+01             3.739948E+00             6.581817E+00             2.867755E+00             1.784750E+01             1.807643E+01
                   0.9000            -6.219053E-01            -4.450074E+01             3.509818E+00             6.565854E+00             3.088831E+00             1.781576E+01             1.808155E+01
                   1.0800            -8.886010E-01            -4.451552E+01             3.281693E+00             6.552679E+00             3.310860E+00             1.778559E+01             1.809113E+01
                   1.2600            -1.152848E+00            -4.453323E+01             3.055641E+00             6.542442E+00             3.533926E+00             1.775653E+01             1.810478E+01
                   1.4400            -1.414593E+00            -4.455380E+01             2.831705E+00             6.535159E+00             3.758001E+00             1.772832E+01             1.812225E+01
                   1.6200            -1.673848E+00            -4.457724E+01             2.609879E+00             6.530825E+00             3.983090E+00             1.770073E+01             1.814335E+01
                   1.8000            -1.930618E+00            -4.460356E+01             2.390169E+00             6.529426E+00             4.209177E+00             1.767356E+01             1.816788E+01
                   1.9800            -2.184937E+00            -4.463282E+01             2.172552E+00             6.530960E+00             4.436286E+00             1.764660E+01             1.819569E+01
                   2.1600            -2.436852E+00            -4.466496E+01             1.957000E+00             6.535351E+00             4.664377E+00             1.761964E+01             1.822657E+01
                   2.3400            -2.687888E+00            -4.469751E+01             1.742165E+00             6.540691E+00             4.892883E+00             1.759229E+01             1.826004E+01
                   2.5200            -2.938618E+00            -4.472954E+01             1.527545E+00             6.546251E+00             5.121571E+00             1.756446E+01             1.829592E+01
                   2.7000            -3.189048E+00            -4.476109E+01             1.313139E+00             6.552021E+00             5.350434E+00             1.753614E+01             1.833421E+01
                   2.8800            -3.439200E+00            -4.479219E+01             1.098930E+00             6.557981E+00             5.579468E+00             1.750735E+01             1.837492E+01
                   3.0600            -3.689074E+00            -4.482289E+01             8.849247E-01             6.564124E+00             5.808660E+00             1.747808E+01             1.841803E+01
                   3.2400            -3.938687E+00            -4.485320E+01             6.711106E-01             6.570432E+00             6.038005E+00             1.744835E+01             1.846354E+01
                   3.4200            -4.188052E+00            -4.488317E+01             4.574807E-01             6.576891E+00             6.267498E+00             1.741816E+01             1.851145E+01
                   3.6000            -4.437179E+00            -4.491283E+01             2.440317E-01             6.583489E+00             6.497129E+00             1.738752E+01             1.856175E+01
