                             Degree                     Suc.Volume[m3]                    Comp.Volume[m3]               I.Suct.Press._1[kPa]                    I.Suct.Temp.[K]                 I.Disc.Press.[kPa]                    I.Disc.Temp.[K]
                             0.0000                       5.000000E-08                       3.284577E-05                       1.009429E+02                       3.037630E+02                       1.002191E+02                       3.031388E+02
                             0.1800                       5.005066E-08                       3.284572E-05                       1.009429E+02                       3.037630E+02                       1.002194E+02                       3.031390E+02
                             0.3600                       5.009648E-08                       3.284566E-05                       1.009429E+02                       3.037630E+02                       1.002196E+02                       3.031392E+02
                             0.5400                       5.013763E-08                       3.284559E-05                       1.009429E+02                       3.037630E+02                       1.002199E+02                       3.031395E+02
                             0.7200                       5.017429E-08                       3.284552E-05                       1.009429E+02                       3.037630E+02                       1.002202E+02                       3.031398E+02
                             0.9000                       5.020665E-08                       3.284544E-05                       1.009429E+02                       3.037630E+02                       1.002205E+02                       3.031400E+02
                             1.0800                       5.023489E-08                       3.284536E-05                       1.009429E+02                       3.037630E+02                       1.002209E+02                       3.031403E+02
                             1.2600                       5.025918E-08                       3.284527E-05                       1.009429E+02                       3.037630E+02                       1.002213E+02                       3.031407E+02
                             1.4400                       5.027970E-08                       3.284517E-05                       1.009429E+02                       3.037630E+02                       1.002217E+02                       3.031410E+02
                             1.6200                       5.029663E-08                       3.284507E-05                       1.009429E+02                       3.037630E+02                       1.002221E+02                       3.031414E+02
                             1.8000                       5.031015E-08                       3.284496E-05                       1.009429E+02                       3.037630E+02                       1.002226E+02                       3.031418E+02
                             1.9800                       5.032045E-08                       3.284485E-05                       1.009429E+02                       3.037630E+02                       1.002231E+02                       3.031422E+02
                             2.1600                       5.032769E-08                       3.284472E-05                       1.009429E+02                       3.037630E+02                       1.002236E+02                       3.031427E+02
                             2.3400                       5.033207E-08                       3.284459E-05                       1.009429E+02                       3.037630E+02                       1.002242E+02                       3.031432E+02
                             2.5200                       5.033375E-08                       3.284446E-05                       1.009429E+02                       3.037630E+02                       1.002248E+02                       3.031437E+02
                             2.7000                       5.033292E-08                       3.284431E-05                       1.009429E+02                       3.037630E+02                       1.002254E+02                       3.031442E+02
                             2.8800                       5.032977E-08                       3.284416E-05                       1.009429E+02                       3.037630E+02                       1.002260E+02                       3.031448E+02
                             3.0600                       5.032446E-08                       3.284400E-05                       1.009429E+02                       3.037630E+02                       1.002267E+02                       3.031454E+02
                             3.2400                       5.031718E-08                       3.284383E-05                       1.009429E+02                       3.037630E+02                       1.002274E+02                       3.031460E+02
                             3.4200                       5.030811E-08                       3.284365E-05                       1.009429E+02                       3.037630E+02                       1.002282E+02                       3.031466E+02
                             3.6000                       5.029743E-08                       3.284347E-05                       1.009429E+02                       3.037630E+02                       1.002290E+02                       3.031473E+02
                             3.7800                       5.028532E-08                       3.284328E-05                       1.009429E+02                       3.037630E+02                       1.002298E+02                       3.031480E+02
                             3.9600                       5.027195E-08                       3.284307E-05                       1.009429E+02                       3.037630E+02                       1.002307E+02                       3.031488E+02
                             4.1400                       5.025752E-08                       3.284286E-05                       1.009429E+02                       3.037630E+02                       1.002316E+02                       3.031496E+02
                             4.3200                       5.024219E-08                       3.284264E-05                       1.009429E+02                       3.037630E+02                       1.002325E+02                       3.031504E+02
                             4.5000                       5.022615E-08                       3.284241E-05                       1.009429E+02                       3.037630E+02                       1.002335E+02                       3.031512E+02
                             4.6800                       5.020957E-08                       3.284217E-05                       1.009429E+02                       3.037630E+02                       1.002345E+02                       3.031521E+02
